Pergamon, PROPN 
respectively, ADV 
set, VERB 
280, NUM 
300, NUM 
°, NUM 
C, NOUN 
Helium, PROPN 

, SPACE 
carrier, NOUN 
gas, NOUN 
Hydrocarbons, NOUN 
identified, VERB 
quanti-, NOUN 

, SPACE 
fied, VERB 
comparison, NOUN 
retention, NOUN 
times, NOUN 

, SPACE 
known, VERB 
standards, NOUN 
injected, VERB 
conditions, NOUN 

, SPACE 
analytical, ADJ 
standards, NOUN 
PAH, PROPN 
NAH, PROPN 

, SPACE 
provided, VERB 
International, PROPN 
Atomic, PROPN 
Energy, PROPN 
Agency, PROPN 

, SPACE 
samples, NOUN 
analysed, VERB 
mass, ADJ 
spectrometry, NOUN 

, SPACE 
electron, NOUN 
impact, NOUN 
ionization, NOUN 
70, NUM 
eV, NUM 
similar, ADJ 
GC, PROPN 

, SPACE 
conditions, NOUN 
confirm, VERB 
identification, NOUN 
doubtful, ADJ 

, SPACE 
734, NUM 


, SPACE 
Volume, PROPN 
32, NUM 
Number, NOUN 
10, NUM 
October, PROPN 
1996, NUM 

, SPACE 
C, PROPN 
rand, NOUN 
Cul, PROPN 
de, X 

, SPACE 
Sac, PROPN 
Matin, PROPN 

, SPACE 
Rubbish, PROPN 
Dump, PROPN 

, SPACE 
t, NOUN 
Goyaves, NOUN 

, SPACE 
Rivi6re, ADJ 
Sal6e, ADJ 

, SPACE 
Fig, PROPN 
1, NUM 
Map, PROPN 
study, NOUN 
area, NOUN 
locations, NOUN 
sampling, VERB 
sites, NOUN 

, SPACE 
peaks, NOUN 
control, NOUN 
solution, NOUN 
run, VERB 
check, VERB 
solvent, ADJ 

, SPACE 
purity, NOUN 
possible, ADJ 
contamination, NOUN 
adsorption, NOUN 

, SPACE 
column, NOUN 
peak, NOUN 
higher, ADJ 
3, NUM 

, SPACE 
corresponding, VERB 
ones, NOUN 
obtained, VERB 
sample, NOUN 
extracts, NOUN 

, SPACE 
sample, NOUN 
blank, ADV 
corrected, VERB 
conversion, NOUN 

, SPACE 
concentration, NOUN 
units, NOUN 
unresolved, ADJ 
components, NOUN 

, SPACE 
methods, NOUN 
described, VERB 
Burns, PROPN 
Villeneuve, PROPN 
1983, NUM 

, SPACE 
applied, VERB 
Individual, ADJ 
PAHs, NOUN 
confirmed, VERB 

, SPACE 
basis, NOUN 
retention, NOUN 
time, NOUN 
mass, NOUN 
spectra, PROPN 

, SPACE 
Results, NOUN 
discussion, NOUN 

, SPACE 
Sediment, PROPN 
characterization, NOUN 

, SPACE 
Results, NOUN 
granulometric, ADJ 
analysis, NOUN 
given, VERB 

, SPACE 
Table, PROPN 
1, NUM 
Sediment, NOUN 
characteristics, NOUN 
varied, VERB 
wide, ADJ 

, SPACE 
range, NOUN 
depending, VERB 
sampling, NOUN 
site, NOUN 
confirming, VERB 

, SPACE 
diversity, NOUN 
complexity, NOUN 
environment, NOUN 
GCSM, PROPN 

, SPACE 
river, NOUN 
discharge, NOUN 
coral, ADJ 
reef, NOUN 
mangrove, NOUN 
seagrasses, NOUN 

, SPACE 
analysis, NOUN 
revealed, VERB 

, SPACE 
asymmetric, ADJ 
distribution, NOUN 
grain, NOUN 
coarse, ADV 

, SPACE 
fine, VERB 

, SPACE 
large, ADJ 
dispersion, NOUN 
wrong, ADJ 
classification, NOUN 

, SPACE 
GCSM, PROPN 
sediments, NOUN 
Stations, NOUN 
1, NUM 
-6, NOUN 
west, NOUN 

, SPACE 
near, ADP 
mouth, NOUN 
river, NOUN 
C, NOUN 
rande, NOUN 
Rivi, PROPN 
~, PUNCT 
Goyaves, NOUN 
generally, ADV 
brown, ADJ 
black, ADJ 
sandy, ADJ 
terrigenous, ADJ 

, SPACE 
mud, NOUN 
average, NOUN 
1.82, NUM 
organic, ADJ 
carbon, NOUN 
OC, PROPN 

, SPACE 
ferralitic, ADJ 
soils, NOUN 
sandy, ADJ 
deposits, NOUN 

, SPACE 
characterized, VERB 
high, ADJ 
vegetal, ADJ 
detritus, NOUN 
leaves, NOUN 

, SPACE 
branches, NOUN 
typical, ADJ 
estuarine, NOUN 
areas, NOUN 
especially, ADV 

, SPACE 
mangrove, NOUN 
environment, NOUN 
Snedaker, PROPN 
1978, NUM 
Surface, NOUN 

, SPACE 
sediments, NOUN 
east, ADJ 
GCSM, PROPN 
Stations, PROPN 
7, NUM 

, SPACE 
8), NUM 
consisted, VERB 
gray, ADJ 
calcareous, ADJ 
silty, NOUN 
mud, NOUN 

, SPACE 
percentage, NOUN 
organic, ADJ 
carbon, NOUN 
close, ADJ 
4, NUM 

, SPACE 
calcareous, ADJ 
sediments, NOUN 
near, ADP 
seagrasses, NOUN 

, SPACE 
leaves, NOUN 
Thalassia, PROPN 
testudinum, NOUN 
Syringodium, PROPN 
fili-, ADJ 

, SPACE 
forme, NOUN 
species, NOUN 
seagrasses, NOUN 
found, VERB 

, SPACE 
samples, NOUN 

, SPACE 
Surface, PROPN 
sediments, NOUN 
PCSM, PROPN 
Stations, PROPN 
10, NUM 
13, NUM 

, SPACE 
consisted, VERB 
sandy, ADJ 
muddy, ADJ 
particles, NOUN 
levels, NOUN 

, SPACE 
organic, ADJ 
carbon, NOUN 
ranging, VERB 
widely, ADV 
0.52, NUM 
10, NUM 

, SPACE 
considering, VERB 
Stations, PROPN 
10, NUM 
12, NUM 
Table, NOUN 
2, NUM 
Deposits, NOUN 

, SPACE 
terrigenous, ADJ 
10, NUM 
11, NUM 
calcareous, ADJ 
12, NUM 
13, NUM 

, SPACE 
Non, ADJ 
aromatic, ADJ 
hydrocarbons, NOUN 
NAH, PROPN 

, SPACE 
Concentration, PROPN 
main, ADJ 
hydrocarbon, NOUN 
series, NOUN 

, SPACE 
diagnostic, ADJ 
criteria, NOUN 
characteristics, NOUN 
given, VERB 
Table, NOUN 
2, NUM 

, SPACE 
total, ADJ 
concentration, NOUN 
hydrocarbons, NOUN 

, SPACE 
area, NOUN 
studied, VERB 
varied, ADJ 
25.4, NUM 
ttg, PROPN 
g-1, PROPN 
marine, PROPN 
zone, NOUN 

, SPACE 
735, NUM 


, SPACE 
Marine, PROPN 
Pollution, PROPN 
Bulletin, PROPN 

, SPACE 
TABLE, PROPN 
1, NUM 

, SPACE 
Particle, PROPN 
sizes, NOUN 
distributions, NOUN 
granulometric, ADJ 
characteristics, NOUN 
sediments, NOUN 
collected, VERB 
Grand, PROPN 
Cul, PROPN 
de, NOUN 
Sac, PROPN 
Matin, PROPN 
Stations, NOUN 
3, NUM 
8), NUM 

, SPACE 
Petit, PROPN 
Cul, PROPN 
de, NOUN 
Sac, PROPN 
Matin, PROPN 
Stations, PROPN 
10, NUM 
11, NUM 
Percentages, NOUN 
calcium, NOUN 
carbonates, NOUN 
CaCO3, NOUN 
Percentages, NOUN 
organic, ADJ 
carbon, NOUN 
OC, PROPN 

, SPACE 
Stations, NOUN 
3, NUM 
4, NUM 
5, NUM 
6, NUM 
7, NUM 
8, NUM 
10, NUM 
11, NUM 

, SPACE 
Sand, NOUN 
65.13, NUM 
46.23, NUM 
75.94, NUM 
56.52, NUM 
7.01, NUM 
7.34, NUM 
5.9, NUM 
88.40, NUM 

, SPACE 
Silt, PROPN 
20.59, NUM 
48.65, NUM 
15.28, NUM 
25.12, NUM 
56.05, NUM 
77.91, NUM 
53.3, NUM 
5.00, NUM 

, SPACE 
Clay, NOUN 
14.29, NUM 
5.12, NUM 
7.78, NUM 
18.35, NUM 
36.94, NUM 
14.75, NUM 
40.78, NUM 
6.6, NUM 

, SPACE 
Average, ADJ 
grain, NOUN 
size, NOUN 
ma, PROPN 
29, NUM 
34.4, NUM 
142, NUM 
31.2, NUM 
5, NUM 
12.4, NUM 
4, NUM 
464, NUM 

, SPACE 
Sorting, VERB 
coefficient, NOUN 
2.41, NUM 
2.57, NUM 
2.59, NUM 
2.96, NUM 
2.22, NUM 
1.98, NUM 
2.031, NUM 
2.63, NUM 

, SPACE 
CaCO3, NOUN 
0, PROPN 
0, NUM 
0.45, NUM 
0, NUM 
51.81, NUM 
65.59, NUM 
0, NUM 
0.1, NUM 

, SPACE 
OC, PROPN 
1.67, NUM 
2.91, NUM 
2.83, NUM 
1.90, NUM 
4.42, NUM 
4.09, NUM 
10, NUM 
1.26, NUM 

, SPACE 
TABLE, NOUN 
2, NUM 

, SPACE 
Hydrocarbon, PROPN 
levels, NOUN 
Total, ADJ 
hydrocarbons, NOUN 
HT, PROPN 
concentration, NOUN 
n, ADJ 
alkanes, NOUN 
ALC, PROPN 
concentration, NOUN 
unresolved, ADJ 
complex, ADJ 
mixture, NOUN 
U, PROPN 
ratio, NOUN 

, SPACE 
unresolved, ADJ 
resolved, VERB 
U, NOUN 
R, NOUN 
carbon, NOUN 
preference, PROPN 
index, NOUN 
n, ADJ 
alkanes, NOUN 
calculated, VERB 
carbon, NOUN 
range, NOUN 
23, NUM 
33, NUM 
CPI, PROPN 
percentage, NOUN 
organic, ADJ 
carbon, NOUN 

, SPACE 
OC, PROPN 
Non, PROPN 
quantified, ADJ 
NQ, PROPN 

, SPACE 
HT, PROPN 
ALC, PROPN 
Pristane, PROPN 
Phytane, PROPN 
U, PROPN 

, SPACE 
Stations, PROPN 
lag, NOUN 
g-~, NOUN 
lag, PROPN 
g-~, NOUN 
ng, ADV 
g-~, NOUN 
ng, ADV 
g-~, NOUN 
lag, PROPN 
g-, X 
CPI, PROPN 
U, NOUN 
R, NOUN 
OC, PROPN 
g/100, PROPN 
g, X 
HT, PROPN 
CO, PROPN 

, SPACE 
GCSM, PROPN 

, SPACE 
1, NUM 
273.3, NUM 
58.74, NUM 
NQ, PROPN 
NQ, PROPN 
214.53, NUM 
5.9, NUM 
3.6, NUM 
2.48, NUM 
110.2, NUM 

, SPACE 
2, NUM 
55.4, NUM 
24.24, NUM 
NQ, PROPN 
NQ, PROPN 
31.13, NUM 
16.2, NUM 
1.3, NUM 
2.32, NUM 
23.9, NUM 

, SPACE 
3, NUM 
290.40, NUM 
137.77, NUM 
39.1, NUM 
54.2, NUM 
152.54, NUM 
1.2, NUM 
1.1, NUM 
1.67, NUM 
173.9, NUM 

, SPACE 
4, NUM 
25.4, NUM 
25.34, NUM 
NQ, PROPN 
NQ, PROPN 
NQ, PROPN 
1.2, NUM 
2.91, NUM 
8.7, NUM 

, SPACE 
5, NUM 
28.2, NUM 
28.2, NUM 
NQ, PROPN 
NQ, PROPN 
NQ, PROPN 
1.2, NUM 
2.83, NUM 
10, NUM 

, SPACE 
6, NUM 
163.1, NUM 
47.11, NUM 
NQ, PROPN 
NQ, PROPN 
116.0, NUM 
1.4, NUM 
2.5, NUM 
3.34, NUM 
48.8, NUM 

, SPACE 
7, NUM 
134.9, NUM 
113.14, NUM 
261.5, NUM 
84.5, NUM 
21.51, NUM 
1.1, NUM 
0.2, NUM 
4.42, NUM 
30.5, NUM 

, SPACE 
8, NUM 
131.7, NUM 
131.4, NUM 
168.7, NUM 
71.1, NUM 
NQ, PROPN 
4.5, NUM 
4.09, NUM 
32.2, NUM 

, SPACE 
9, NUM 
1242.5, NUM 
135.99, NUM 
414.2, NUM 
260.0, NUM 
1105.89, NUM 
4.4, NUM 
8.1, NUM 
4.78, NUM 
260.0, NUM 

, SPACE 
PCSM, PROPN 

, SPACE 
10, NUM 
4104.4, NUM 
382.76, NUM 
3422, NUM 
3602, NUM 
3714.6, NUM 
1.1, NUM 
9.7, NUM 
9.97, NUM 
411.7, NUM 

, SPACE 
11, NUM 
1672.5, NUM 
1.14, NUM 
200.6, NUM 
NQ, PROPN 
1671.17, NUM 
1247, NUM 
1.257, NUM 
1327.4, NUM 

, SPACE 
12, NUM 
18.6, NUM 
0.7, NUM 
7.4, NUM 
12.7, NUM 
17.84, NUM 
5.3, NUM 
25.4, NUM 
0.52, NUM 
35.7, NUM 

, SPACE 
13, NUM 
29.4, NUM 
1.15, NUM 
0.3, NUM 
21.7, NUM 
28.12, NUM 
0.3, NUM 
24.4, NUM 
1.35, NUM 
21.7, NUM 

, SPACE 
4104.4, NUM 
~, VERB 
g, PROPN 
g-, X 
harbour, NOUN 
zone, NOUN 
value, NOUN 

, SPACE 
different, ADJ 
ratios, NOUN 
presented, VERB 

, SPACE 
HT, PROPN 
CO, PROPN 
HT/%OC.104, PROPN 
generally, ADV 
70, NUM 

, SPACE 
unpolluted, ADJ 
sediments, NOUN 
Philippi, PROPN 
1965, NUM 
Farrington, PROPN 

, SPACE 
Tripp, PROPN 
1977, NUM 
Marchand, PROPN 
Roucache, PROPN 
1981, NUM 
ratio, NOUN 

, SPACE 
varied, ADJ 
8.7, NUM 
1327.4, NUM 

, SPACE 
ratio, NOUN 
U, NOUN 
R, NOUN 
U, PROPN 
unresolved, ADJ 
signal, NOUN 

, SPACE 
quantified, VERB 
use, NOUN 
average, ADJ 
response, NOUN 
factor, NOUN 

, SPACE 
elution, NOUN 
range, NOUN 
indicated, VERB 
R, PROPN 
resolved, VERB 
signal, NOUN 

, SPACE 
ratio, NOUN 
varied, VERB 
0.2, NUM 
1247, NUM 

, SPACE 
carbon, NOUN 
preference, NOUN 
index, NOUN 
CPI, PROPN 
n, PROPN 
alkanes, NOUN 

, SPACE 
changed, VERB 
0.3, NUM 
16.2, NUM 
calculated, VERB 
carbon, NOUN 
range, NOUN 

, SPACE 
23, NUM 
33, NUM 

, SPACE 
GCSM, PROPN 
values, NOUN 

, SPACE 
calcareous, ADJ 
sediments, NOUN 
hexanic, ADJ 
extracts, NOUN 

, SPACE 
characterized, VERB 
distribution, NOUN 
n, NOUN 
alkanes, NOUN 
n, ADJ 
Cla, PROPN 

, SPACE 
n, PROPN 
C34, PROPN 
maximum, ADJ 
Cmax, PROPN 
n, CCONJ 
C29_31, NOUN 
NAH, PROPN 

, SPACE 
accounted, VERB 
86.5, NUM 
99, NUM 
total, ADJ 
hydrocarbon, NOUN 

, SPACE 
fraction, NOUN 
U, NOUN 
accounted, VERB 
13, NUM 
Isoprenoid, PROPN 

, SPACE 
hydrocarbons, NOUN 
Pristane, PROPN 
Pr, PROPN 
Phytane, PROPN 
Ph, PROPN 

, SPACE 
generally, ADV 
found, VERB 
calcareous, ADJ 
sediment, NOUN 
concen-, NOUN 

, SPACE 
trations, NOUN 
varied, VERB 
0.3, NUM 
3602, NUM 
ng, PROPN 
g, PROPN 
l., NOUN 

, SPACE 
terrigenous, ADJ 
sediments, NOUN 
concentrations, NOUN 

, SPACE 
hydrocarbons, NOUN 
varied, VERB 
25.4, NUM 
1242.5, NUM 
~, PUNCT 
g, PROPN 
g, PROPN 
l., NOUN 

, SPACE 
samples, NOUN 
contained, VERB 
small, ADJ 
amounts, NOUN 

, SPACE 
lower, ADJ 
alkanes, NOUN 

, SPACE 
samples, NOUN 
collected, VERB 
PCSM, PROPN 
results, NOUN 

, SPACE 
concentrations, NOUN 
fluctuating, VERB 
levels, NOUN 
18.6, NUM 

, SPACE 
~, PUNCT 
g, PROPN 
g-1, PROPN 
4104.4, NUM 
~tg, PUNCT 
g, X 
l., NOUN 
marine, NOUN 
zone, NOUN 
Stations, PROPN 
12, NUM 
13, NUM 
found, VERB 
small, ADJ 
hydrocarbons, NOUN 

, SPACE 
<, PROPN 
29.4, NUM 
lag, NOUN 
g, PROPN 
l, NOUN 
harbour, NOUN 
zone, NOUN 

, SPACE 
1000, NUM 
~tg, NUM 
g-1, NUM 
hydrocarbons, NOUN 
adsorbed, VERB 

, SPACE 
sandy, ADJ 
muddy, ADJ 
particles, NOUN 
Stations, PROPN 
10, NUM 
11, NUM 

, SPACE 
highest, ADJ 
concentration, NOUN 
hydrocarbons, NOUN 
found, VERB 

, SPACE 
Station, PROPN 
10, NUM 
Table, NOUN 
2, NUM 
Analyses, NOUN 
different, ADJ 
fractions, NOUN 

, SPACE 
revealed, VERB 
existence, NOUN 
species, NOUN 
organic, ADJ 

, SPACE 
compounds, NOUN 
n, NUM 
alkanes, NOUN 
isoprenoids, VERB 

, SPACE 
polycyclic, ADJ 
aromatics, NOUN 
hydrocarbons, NOUN 
matter, ADV 

, SPACE 
station, NOUN 
fraction, NOUN 
U, PROPN 
accounted, VERB 
89.7, NUM 

, SPACE 
HT, PROPN 
terrigenous, ADJ 
samples, NOUN 
contained, VERB 
small, ADJ 

, SPACE 
amounts, NOUN 
lower, ADJ 
alkanes, NOUN 
harbour, NOUN 

, SPACE 
zones, NOUN 
chromatographic, ADJ 
profile, NOUN 
obtained, VERB 

, SPACE 
sediments, NOUN 
lagoons, NOUN 
complex, ADJ 

, SPACE 
hydrocarbons, NOUN 
mixture, NOUN 
different, ADJ 

, SPACE 
sources, NOUN 
groups, NOUN 
stand, VERB 

, SPACE 
group, NOUN 
Stations, PROPN 
2, NUM 
4, NUM 
6, NUM 
7, NUM 
8), NUM 
included, VERB 

, SPACE 
calcareous, ADJ 
terrigenous, ADJ 
sediments, NOUN 
characterized, VERB 

, SPACE 
HT, PROPN 
CO, PROPN 
<, PROPN 
50, NUM 
U, NOUN 
R, PROPN 
<, X 
5, NUM 
patterns, NOUN 
similar, ADJ 

, SPACE 
trends, NOUN 
predominance, NOUN 
high, ADJ 
molecular, ADJ 

, SPACE 
weight, NOUN 
range, NOUN 
n, PROPN 
C23, PROPN 
34, NUM 
found, VERB 

, SPACE 
sediments, NOUN 
influenced, VERB 
terrestrial, ADJ 
inputs, NOUN 

, SPACE 
mangroves, NOUN 
detritus, NOUN 
Stations, PROPN 
2, NUM 
4, NUM 
6, NUM 
tropical, ADJ 

, SPACE 
seagrasses, NOUN 
Stations, PROPN 
7, NUM 
8), NUM 
Identical, ADJ 
