ELSEVIER, NOUN 
25, NUM 
p, NOUN 
<, X 
0.005, NUM 

, SPACE 
fracture, ADJ 
stress, NOUN 
L-5, PROPN 
vertebra, NOUN 
reduced, VERB 
19, NUM 
p, NOUN 
<, X 

, SPACE 
0.05, NUM 
Fluoride, NOUN 
treatment, NOUN 
significant, ADJ 
effect, NOUN 

, SPACE 
measured, VERB 
acoustic, ADJ 
velocities, NOUN 
elastic, ADJ 
anisotropy, NOUN 

, SPACE 
bone, NOUN 
decreased, VERB 
demineralization, NOUN 
p, NOUN 
<, X 
0.0001, NUM 

, SPACE 
increased, VERB 
removal, NOUN 
organic, ADJ 
matrix, NOUN 
p, NOUN 
<, X 
0.0001, NUM 

, SPACE 
unaffected, ADJ 
fluoride, ADJ 
treatment, NOUN 
Acoustic, ADJ 
measurements, NOUN 

, SPACE 
correlated, VERB 
bone, NOUN 
strength, NOUN 
femoral, ADJ 
neck, NOUN 

, SPACE 
femoral, ADJ 
midshaft, NOUN 
positive, ADJ 
correlation, NOUN 

, SPACE 
longitudinal, ADJ 
velocity, NOUN 
measured, VERB 
femur, NOUN 
ver-, NOUN 

, SPACE 
tebral, ADJ 
fracture, NOUN 
stress, NOUN 
positive, ADJ 
associa-, ADJ 

, SPACE 
tion, NOUN 
acoustic, ADJ 
velocities, NOUN 
strength, NOUN 
measurements, NOUN 

, SPACE 
data, NOUN 
cast, VERB 
doubt, NOUN 
utility, NOUN 
high, ADJ 
frequency, NOUN 
>, X 
2, NUM 

, SPACE 
MHz, NOUN 
acoustic, ADJ 
measurements, NOUN 
evaluating, VERB 
efficacy, NOUN 

, SPACE 
fluoride, NOUN 
therapy, NOUN 
especially, ADV 
hip, NOUN 
Bone, NOUN 
19:603, NOUN 
607, NUM 

, SPACE 
1996, NUM 
©, NOUN 
1996, NUM 
Elsevier, ADJ 
Science, PROPN 
Inc., PROPN 

, SPACE 
Key, PROPN 
Words, NOUN 
Fluoride, NOUN 
Bone, NOUN 
density, NOUN 
Osteoporosis, PROPN 

, SPACE 
Address, PROPN 
correspondence, NOUN 
reprints, NOUN 
Charles, PROPN 
H., PROPN 
Turner, PROPN 
Ph.D., PROPN 

, SPACE 
Director, PROPN 
Orthopaedic, PROPN 
Research, PROPN 
Indiana, PROPN 
University, PROPN 
Medical, PROPN 
Center, PROPN 

, SPACE 
541, NUM 
Clinical, PROPN 
Drive, PROPN 
Room, PROPN 
600, NUM 
Indianapolis, PROPN 
46202, NUM 
E, NOUN 
mail, NOUN 

, SPACE 
turnerch, NOUN 
@indyvax.iupui.edu, PROPN 
Introduction, PROPN 

, SPACE 
Fluoride, PROPN 
treatment, NOUN 
cause, VERB 
anabolic, ADJ 
effects, NOUN 
skeleton, NOUN 

, SPACE 
impairs, VERB 
bone, NOUN 
tissue, NOUN 
quality, NOUN 
~5, NOUN 
mechanisms, NOUN 

, SPACE 
fuoride, NOUN 
affects, VERB 
bone, NOUN 
quality, NOUN 
poorly, ADV 
understood, VERB 
probably, ADV 

, SPACE 
include, VERB 
detrimental, ADJ 
effects, NOUN 
mineralization, NOUN 
6'12'19, NUM 
and/or, CCONJ 
reduc-, VERB 

, SPACE 
tion, NOUN 
tissue, NOUN 
integrity, NOUN 
microstructural, ADJ 
level, NOUN 
25, NUM 

, SPACE 
presumed, VERB 
tissue, NOUN 
level, NOUN 
acoustic, ADJ 
measurements, NOUN 
bone, NOUN 
elas-, ADJ 

, SPACE 
ticity, NOUN 
provide, VERB 
information, NOUN 
effects, NOUN 
fluoride, NOUN 
treat-, X 

, SPACE 
ment, NOUN 
bone, NOUN 
strength, NOUN 
29, NUM 
acoustic, ADJ 
velocity, NOUN 
related, VERB 

, SPACE 
material, NOUN 
elasticity, NOUN 
strength, NOUN 
remains, VERB 
unclear, ADJ 

, SPACE 
acoustics, NOUN 
monitor, VERB 
bone, NOUN 
strength, NOUN 

, SPACE 
current, ADJ 
study, NOUN 
undertaken, VERB 
evaluate, VERB 
relationships, NOUN 

, SPACE 
high, ADJ 
frequency, NOUN 
>, X 
2, NUM 
MHz, NOUN 
acoustic, ADJ 
velocity, NOUN 
measure-, ADJ 

, SPACE 
ments, NOUN 
bone, NOUN 
strength, NOUN 
measured, VERB 
spine, NOUN 
femur, ADJ 
femo-, PUNCT 

, SPACE 
ral, PROPN 
neck, NOUN 
fluoride, ADJ 
treatment, NOUN 
Young, ADJ 
adult, NOUN 
rabbits, NOUN 

, SPACE 
investigation, NOUN 
skeletons, NOUN 
undergo, VERB 

, SPACE 
osteonal, ADJ 
remodeling, NOUN 
like, ADP 
humans, NOUN 
develop, VERB 
increased, VERB 

, SPACE 
bone, NOUN 
mass, NOUN 
response, NOUN 
high, ADJ 
intakes, NOUN 
fluoride, NOUN 
7'2, NUM 
°, NOUN 

, SPACE 
hypothesized, VERB 
changes, NOUN 
bone, NOUN 
strength, NOUN 
caused, VERB 

, SPACE 
fluoride, ADJ 
treatment, NOUN 
reflected, VERB 
acoustic, ADJ 
measurements, NOUN 

, SPACE 
tissue, NOUN 
level, NOUN 
hypothesized, VERB 
fluoride, ADJ 
treatment, NOUN 

, SPACE 
change, VERB 
elastic, ADJ 
anisotropy, NOUN 
ratio, NOUN 
bone, NOUN 
mineral, NOUN 

, SPACE 
removal, NOUN 
organic, ADJ 
matrix, NOUN 
fluoride, ADJ 
treatment, NOUN 

, SPACE 
shown, VERB 
change, VERB 
bone, NOUN 
mineral, NOUN 
crystal, NOUN 
size, NOUN 
shape, NOUN 
packing, VERB 

, SPACE 
density.13, X 

, SPACE 
Methods, PROPN 

, SPACE 
Study, PROPN 
Design, PROPN 

, SPACE 
young, ADJ 
1, NUM 
adult, NOUN 
3, NUM 
~, PUNCT 
-year, NOUN 
old, ADJ 
female, NOUN 
Dutch, PROPN 
Belted, PROPN 

, SPACE 
rabbits, NOUN 
study, NOUN 
rabbits, NOUN 
divided, VERB 

, SPACE 
groups, NOUN 
12, NUM 
groups, NOUN 
fed, VERB 
standard, ADJ 
rabbit, NOUN 
chow, NOUN 

, SPACE 
experimental, ADJ 
group, NOUN 
given, VERB 
drinking, VERB 
water, NOUN 
100, NUM 
ppm, PROPN 
fluo-, PROPN 

, SPACE 
ride, NOUN 
period, NOUN 
months, NOUN 
control, NOUN 
group, NOUN 
received, VERB 

, SPACE 
distilled, ADJ 
water, NOUN 
end, NOUN 
study, NOUN 
animals, NOUN 
anes-, ADV 

, SPACE 
thetized, VERB 
10, NUM 
mL, NUM 
blood, NOUN 
drawn, VERB 
cardiac, ADJ 
puncture, NOUN 

, SPACE 
rabbits, NOUN 
euthanized, ADJ 
tissues, NOUN 
removed, VERB 
analysis, NOUN 

, SPACE 
tissue, NOUN 
blood, NOUN 
specimens, NOUN 
removed, VERB 
rabbits, NOUN 

, SPACE 
identified, VERB 
code, NOUN 
number, NOUN 
effects, NOUN 
fluoride, ADJ 
treatment, NOUN 

, SPACE 
tissue, NOUN 
fluoride, ADJ 
levels, NOUN 
calcium, NOUN 
regulating, VERB 
hormone, NOUN 
levels, NOUN 

, SPACE 
bone, NOUN 
formation, NOUN 
mineral, NOUN 
crystals, NOUN 
bone, NOUN 
mass, NOUN 
reported, VERB 

, SPACE 
Turner, PROPN 
et, PROPN 
al, PROPN 
preparation, NOUN 
article, NOUN 
describes, VERB 

, SPACE 
effects, NOUN 
fluoride, ADJ 
treatment, NOUN 
bone, NOUN 
tissue, NOUN 
acoustical, ADJ 
properties, NOUN 

, SPACE 
relationship, NOUN 
bone, NOUN 
strength, NOUN 

, SPACE 
©, NOUN 
1996, NUM 
Elsevier, ADJ 
Science, PROPN 
Inc., PROPN 
603, NUM 
8756, NUM 
3282/96/$15.00, NOUN 

, SPACE 
rights, NOUN 
reserved, VERB 
PII, PROPN 
$, SYM 
8756, NUM 
3282(96)00306, NUM 
7, NUM 


, SPACE 
604, NUM 
C.H., PROPN 
Turner, PROPN 
et, PROPN 
al, PROPN 
Bone, PROPN 
Vol, PROPN 
19, NUM 
6, NUM 

, SPACE 
Acoustic, ADJ 
velocity, NOUN 
poor, ADJ 
indicator, NOUN 
bone, NOUN 
quality, NOUN 
December, PROPN 
1996:603~07, NUM 

, SPACE 
Tissue, PROPN 
Treatment, PROPN 

, SPACE 
Sections, PROPN 
midshaft, NOUN 
femur, NOUN 

, SPACE 
wire, NOUN 
saw, VERB 
low, ADJ 
speed, NOUN 
constant, ADJ 
irrigation, NOUN 
500, NUM 
ixm, NOUN 

, SPACE 
sections, NOUN 
cut, VERB 
anterior, ADJ 
cortex, NOUN 
bone, NOUN 

, SPACE 
transverse, ADJ 
longitudinal, ADJ 
radial, ADJ 
planes, NOUN 
Acoustic, ADJ 
velocity, NOUN 

, SPACE 
measurements, NOUN 
anterior, ADJ 
cortex, NOUN 
speci-, ADJ 

, SPACE 
mens, NOUN 
techniques, NOUN 
described, VERB 
specimens, NOUN 

, SPACE 
subsequently, ADV 
treated, VERB 
remove, VERB 
mineral, NOUN 
organic, ADJ 

, SPACE 
fractions, NOUN 
acoustic, ADJ 
velocity, NOUN 
measurements, NOUN 
repeated, VERB 

, SPACE 
Specimens, NOUN 
demineralized, VERB 
submerging, VERB 
10, NUM 
ethyl-, NOUN 

, SPACE 
ene, ADJ 
diaminetetraacetic, ADJ 
acid, NOUN 
EDTA, PROPN 
Sigma, PROPN 
Chemical, PROPN 
Co., PROPN 
St., PROPN 

, SPACE 
Louis, PROPN 
MO, PROPN 
72, NUM 
96, NUM 
h., NOUN 
Specimens, PROPN 
deproteinized, VERB 
sub-, PROPN 

, SPACE 
merging, VERB 
7, NUM 
sodium, NOUN 
hypochloride, NOUN 
NaOCI, PROPN 
Sigma, PROPN 
72, NUM 
h., NOUN 

, SPACE 
procedure, NOUN 
removes, VERB 
organic, ADJ 
material, NOUN 
bone, NOUN 

, SPACE 
protein, NOUN 
use, VERB 
term, NOUN 
deproteinization, NOUN 

, SPACE 
lack, NOUN 
better, ADJ 
word, NOUN 
Demineralization, PROPN 
verified, VERB 
mi-, ADJ 

, SPACE 
croradiography, NOUN 
specimens, NOUN 
Deproteinization, PROPN 
veri-, NOUN 

, SPACE 
fied, VERB 
subsequent, ADJ 
demineralization, NOUN 
left, VERB 
organic, ADJ 

, SPACE 
residue, NOUN 

, SPACE 
Acoustic, PROPN 
Measurements, PROPN 

, SPACE 
Acoustic, ADJ 
velocity, NOUN 
measurements, NOUN 
scanning, VERB 

, SPACE 
acoustic, ADJ 
microscope, NOUN 
UH3, PROPN 
Olympus, PROPN 
Japan, PROPN 
method, NOUN 
de-, X 

, SPACE 
scribed, VERB 
previously, ADV 
14, NUM 
50, NUM 
MHz, NOUN 
transducer, NOUN 
V-390, PROPN 
Panametrics, PROPN 

, SPACE 
Waltham, PROPN 
MA, PROPN 
generate, VERB 
acoustic, ADJ 
waves, NOUN 
pulse-, NOUN 

, SPACE 
echo, NOUN 
mode, NOUN 
50, NUM 
MHz, NOUN 
lens, NOUN 
produced, VERB 
acoustic, ADJ 
beam, NOUN 

, SPACE 
approximately, ADV 
60, NUM 
Ixm, PROPN 
diameter, NOUN 
Accuracy, NOUN 
acoustic, ADJ 

, SPACE 
technique, NOUN 
verified, VERB 
measurements, NOUN 
materials, NOUN 

, SPACE 
known, VERB 
properties, NOUN 
Figure, NOUN 
1, NUM 
Specimens, NOUN 
submerged, VERB 

, SPACE 
water, NOUN 
bath, NOUN 
constant, ADJ 
temperature, NOUN 
22, NUM 
°, NUM 
C, NOUN 
delay, NOUN 
time, NOUN 
be-, X 

, SPACE 
tween, NOUN 
acoustic, ADJ 
waves, NOUN 
reflected, VERB 
specimen, NOUN 

, SPACE 
reflected, VERB 
specimen, NOUN 
measured, VERB 

, SPACE 
digital, ADJ 
oscilloscope, NOUN 
TDS, PROPN 
620, NUM 
Tektronix, PROPN 
Beaverton, PROPN 

, SPACE 
Delay, PROPN 
times, NOUN 
measured, VERB 
different, ADJ 
locations, NOUN 

, SPACE 
600, NUM 
Ixm, PROPN 
region, NOUN 
section, NOUN 
Acoustic, ADJ 
velocities, NOUN 
longitu-, PROPN 

, SPACE 
dinal, ADJ 
transverse, ADJ 
directions, NOUN 
V, NOUN 
L, PROPN 
V, PROPN 
T, PROPN 
respectively, ADV 

, SPACE 
calculated, VERB 
twice, DET 
specimen, NOUN 
thickness, NOUN 
divided, VERB 
aver-, X 

, SPACE 
age, NOUN 
delay, NOUN 
time, NOUN 
Acoustic, ADJ 
velocity, NOUN 
measured, VERB 
center, NOUN 

, SPACE 
anterior, ADJ 
cortex, NOUN 

, SPACE 
E, NOUN 
300, NUM 

, SPACE 
~, PUNCT 
250, NUM 

, SPACE 
200, NUM 

, SPACE 
8, NUM 

, SPACE 
J'~, PROPN 
100, NUM 

, SPACE 
~, PUNCT 
=, NOUN 
-0,14, PUNCT 
+, PUNCT 
0.999x, PROPN 
r, DET 
2, NUM 
0.996, NUM 

, SPACE 
t, NOUN 
r, VERB 
=, X 
=, NOUN 
=, X 

, SPACE 
b~, PROPN 
0, NUM 
copper, NOUN 

, SPACE 
.~, PROPN 
__I~., PROPN 
p.lastie, PROPN 

, SPACE 
o, NOUN 
~oo, SYM 
~so, PUNCT 
200, NUM 
2so, ADJ 
300, NUM 

, SPACE 
Calculated, VERB 
Elastic, PROPN 
Constant, PROPN 
GPa, PROPN 

, SPACE 
Figure, PROPN 
1, NUM 
Verification, NOUN 
elastic, ADJ 
constant, ADJ 
measurements, NOUN 

, SPACE 
acoustic, ADJ 
microscope, NOUN 
comparison, NOUN 
measured, VERB 
values, NOUN 
elastic, ADJ 
con-, NOUN 

, SPACE 
stants, NOUN 
metals, NOUN 
plastics, NOUN 
calculated, VERB 
mechanical, ADJ 
properties, NOUN 

, SPACE 
provided, VERB 
manufacturers, NOUN 
elastic, ADJ 
constants, NOUN 
cortical, ADJ 
bone, NOUN 

, SPACE 
canine, NOUN 
measured, VERB 
standard, ADJ 
technique, NOUN 
reported, VERB 
previously, ADV 
26, NUM 

, SPACE 
slope, NOUN 
regression, NOUN 
line, NOUN 
significantly, ADV 
different, ADJ 

, SPACE 
p, NOUN 
>, NOUN 
0.8, NUM 
t, NOUN 
test, NOUN 
y, PROPN 
intercept, NOUN 
significantly, ADV 
different, ADJ 

, SPACE 
zero, NUM 
p, NOUN 
>, X 
0.7, NUM 
t, NOUN 
test, NOUN 
Elastic, PROPN 
Anisotropy, PROPN 
Ratio, PROPN 

, SPACE 
anisotropy, NOUN 
ratio, NOUN 
AR, PROPN 
represents, VERB 
ratio, NOUN 
longi-, PRON 

, SPACE 
tudinal, NOUN 
transverse, VERB 
elastic, ADJ 
coefficients, NOUN 
defined, VERB 
ratio, NOUN 

, SPACE 
square, NOUN 
V, PROPN 
L, PROPN 
square, NOUN 
V, PROPN 
T., PROPN 

, SPACE 
Biomechanics, PROPN 

, SPACE 
Bone, PROPN 
strength, NOUN 
measured, VERB 
femur, ADJ 
L-5, NOUN 
vertebra, NOUN 

, SPACE 
femoral, ADJ 
neck, NOUN 
rabbit, NOUN 
Femoral, ADJ 
bone, NOUN 
strength, NOUN 
mea-, ADJ 

, SPACE 
sured, VERB 
midshaft, NOUN 
femur, NOUN 
point, NOUN 
bending, VERB 

, SPACE 
test, NOUN 
Rabbit, NOUN 
femora, NOUN 
removed, VERB 
immediately, ADV 
termination, NOUN 

, SPACE 
frozen, ADJ 
-20, NUM 
°, NUM 
C, NOUN 
testing, NOUN 
bones, NOUN 
thawed, VERB 

, SPACE 
bone, NOUN 
strength, NOUN 
measured, VERB 
applying, VERB 
load, NOUN 
midway, ADV 

, SPACE 
supports, NOUN 
30, NUM 
mm, NOUN 
apart, ADV 
femur, NOUN 
positioned, VERB 

, SPACE 
bending, NOUN 
occurred, VERB 
medial, ADJ 
lateral, ADJ 
axis, NOUN 
Speci-, PROPN 

, SPACE 
mens, NOUN 
tested, VERB 
saline, NOUN 
solution, NOUN 
37, NUM 
°, NUM 
C, NOUN 
specimen, NOUN 

, SPACE 
submerged, VERB 
saline, NOUN 
bath, NOUN 
3, NUM 
min, NOUN 
testing, VERB 
allow, VERB 

, SPACE 
equilibration, NOUN 
temperature, NOUN 
temperature, NOUN 
saline, NOUN 
bath, NOUN 

, SPACE 
constantly, ADV 
monitored, VERB 
test, NOUN 
digital, ADJ 
ther-, NOUN 

, SPACE 
mometer, NOUN 
Temperature, NOUN 
bath, NOUN 
varied, VERB 
+, SYM 
1, NUM 
°, NUM 
C, NOUN 

, SPACE 
Load, NOUN 
displacement, NOUN 
curves, NOUN 
recorded, VERB 
rate, NOUN 
1, NUM 
mm, PROPN 
sec, PROPN 

, SPACE 
servo, ADJ 
hydraulic, ADJ 
materials, NOUN 
testing, NOUN 
machine, NOUN 
MTS, PROPN 
Corp., PROPN 

, SPACE 
Minneapolis, PROPN 
MN, PROPN 
Breaking, VERB 
force, NOUN 
calculated, VERB 
maxi-, X 

, SPACE 
mum, NOUN 
load, NOUN 
sustained, VERB 
specimen, NOUN 
Bending, VERB 
fracture, ADJ 
stress, NOUN 

, SPACE 
calculated, VERB 
failure, NOUN 
force, NOUN 
following, ADJ 
equation, NOUN 

, SPACE 
Tf, PROPN 
=, PROPN 
~, PROPN 
1, X 

, SPACE 
gf, PROPN 
bending, VERB 
failure, NOUN 
stress, NOUN 
M, PROPN 
bending, VERB 
moment, NOUN 

, SPACE 
failure, NOUN 
occurred, VERB 
c, NOUN 
distance, NOUN 
centroid, NOUN 

, SPACE 
cross, NOUN 
section, NOUN 
periosteal, ADJ 
surface, NOUN 
moment, NOUN 

, SPACE 
inertia, NOUN 
24, NUM 
value, NOUN 
moment, NOUN 
inertia, NOUN 
stress, NOUN 
analysis, NOUN 

, SPACE 
calculated, VERB 
assumption, NOUN 
femoral, ADJ 
cross, NOUN 
sec-, VERB 

, SPACE 
tions, NOUN 
elliptically, ADV 
shaped, VERB 
17, NUM 
following, ADJ 
equation, NOUN 

, SPACE 
=, NOUN 
~r164)[ab, PROPN 
3, NUM 
a-2t)(b, PROPN 
Zt)3, PROPN 
2, X 

, SPACE 
width, NOUN 
cross, NOUN 
section, NOUN 
medial, ADJ 
lateral, ADJ 

, SPACE 
direction, NOUN 
b, PROPN 
width, NOUN 
bone, NOUN 
anterior, ADJ 
posterior, ADJ 

, SPACE 
direction, NOUN 
t, NOUN 
average, ADJ 
cortical, ADJ 
thickness, NOUN 
Average, ADJ 
cortical, ADJ 

, SPACE 
thickness, NOUN 
calculated, VERB 
thickness, ADJ 
measurements, NOUN 

, SPACE 
quadrants, NOUN 
femoral, ADJ 
cross, NOUN 
section, NOUN 
pair, NOUN 

, SPACE 
digital, ADJ 
calipers, NOUN 
accurate, ADJ 
0.01, NUM 
mm, NUM 
precision, NOUN 
+, PUNCT 
0.005, NUM 

, SPACE 
mm, NOUN 
Widths, NOUN 
b, NOUN 
measured, VERB 
location, NOUN 
femur, NOUN 

, SPACE 
loader, PROPN 
contacted, VERB 
bone, NOUN 
variable, NOUN 
c, NOUN 
equa-, ADJ 

, SPACE 
tion, NOUN 
1, NUM 
calculated, VERB 
half, NOUN 
width, NOUN 
bone, NOUN 

, SPACE 
anterior, ADJ 
posterior, ADJ 
direction, NOUN 
bending, VERB 
modulus, NOUN 
E, NOUN 
calcu-, ADJ 

, SPACE 
lated, ADJ 
following, ADJ 
equation, NOUN 

, SPACE 
F, PROPN 
L, PROPN 
3, NUM 

, SPACE 
E, NOUN 
3, NUM 
d, NOUN 
48, NUM 

, SPACE 
F, PROPN 
d, PROPN 
slope, NOUN 
force, NOUN 
displacement, NOUN 
curve, NOUN 
L, PROPN 

, SPACE 
length, NOUN 
loading, NOUN 
supports, NOUN 
24, NUM 

, SPACE 
Vertebral, ADJ 
bone, NOUN 
strength, NOUN 
measured, VERB 
posterior, ADJ 
pro-, PROPN 

, SPACE 
cesses, NOUN 
removed, VERB 
ends, NOUN 
centrum, NOUN 
parallel, ADJ 

, SPACE 
diamond, NOUN 
wafering, NOUN 
saw, VERB 
Buehler, PROPN 
Isomet, PROPN 
Failure, NOUN 
load, NOUN 

, SPACE 
vertebra, NOUN 
measured, VERB 
compression, NOUN 
MTS, PROPN 
ma-, NOUN 

, SPACE 
chine, NOUN 
compressive, ADJ 
load, NOUN 
applied, VERB 
pivoting, VERB 

, SPACE 
platen, NOUN 
correct, VERB 
nonparallel, ADJ 
alignment, NOUN 
faces, NOUN 

, SPACE 
vertebral, ADJ 
body, NOUN 
24, NUM 
Specimens, PROPN 
tested, VERB 
saline, NOUN 
solution, NOUN 

, SPACE 
37, NUM 
°, NUM 
C, NOUN 
Breaking, VERB 
force, NOUN 
calculated, VERB 
maximum, ADJ 
load, NOUN 
sus-, ADP 

, SPACE 
tained, VERB 
specimen, NOUN 
Fracture, NOUN 
stress, NOUN 
calculated, VERB 

, SPACE 
maximum, ADJ 
load, NOUN 
divided, VERB 
gross, ADJ 
cross, ADJ 
sectional, ADJ 
area, NOUN 
wab, PROPN 

, SPACE 
b, NOUN 
widths, NOUN 
anterior, ADJ 
posterior, ADJ 
medial, ADJ 


, SPACE 
Bone, PROPN 
Vol, PROPN 
19, NUM 
6, NUM 
C.H., PROPN 
Turner, PROPN 
et, PROPN 
al, PROPN 
605, NUM 

, SPACE 
December, PROPN 
1996:603, PROPN 
607, NUM 
Acoustic, ADJ 
velocity, NOUN 
poor, ADJ 
indicator, NOUN 
bone, NOUN 
quality, NOUN 

, SPACE 
lateral, ADJ 
directions, NOUN 
Apparent, ADJ 
elastic, ADJ 
modulus, NOUN 
calculated, VERB 

, SPACE 
slope, NOUN 
stress, NOUN 
strain, NOUN 
curve, NOUN 

, SPACE 
Femoral, ADJ 
neck, NOUN 
breaking, VERB 
force, NOUN 
measured, VERB 
mounting, VERB 

, SPACE 
proximal, ADJ 
half, NOUN 
femur, NOUN 
vertically, ADV 
chuck, NOUN 
applying, VERB 

, SPACE 
downward, ADJ 
force, NOUN 
femoral, ADJ 
head, NOUN 
neck, NOUN 
fails, VERB 
tests, NOUN 

, SPACE 
room, NOUN 
temperature, NOUN 
MTS, PROPN 
system, NOUN 

, SPACE 
Tissue, PROPN 
Fluoride, PROPN 
Measurements, PROPN 

, SPACE 
Fluoride, PROPN 
content, NOUN 
measured, VERB 
serum, NOUN 
distal, ADJ 
half, NOUN 
left, ADJ 

, SPACE 
femur, NOUN 
L-3, NOUN 
vertebra, NOUN 
rabbit, NOUN 
Bone, NOUN 
samples, NOUN 

, SPACE 
ashed, VERB 
600, NUM 
°, NOUN 
C, NOUN 
6, NUM 
h, NOUN 
muffle, NOUN 
furnace, NOUN 
ground, NOUN 
fine, ADJ 

, SPACE 
powder, NOUN 
fluoride, ADJ 
analysis, NOUN 
Fluoride, NOUN 
analysis, NOUN 
conducted, VERB 

, SPACE 
hexamethyldisiloxane, ADJ 
HMDS, PROPN 
Sigma, PROPN 
Chemical, PROPN 
Co., PROPN 

, SPACE 
St., PROPN 
Louis, PROPN 
MO, PROPN 
microdiffusion, NOUN 
method, NOUN 
Taves, NOUN 
2, NUM 
t, NOUN 
modified, VERB 

, SPACE 
Dunipace, PROPN 
et, PROPN 
al, PROPN 
1, NUM 
l, NOUN 

, SPACE 
Data, PROPN 
Analysis, PROPN 

, SPACE 
tissue, NOUN 
samples, NOUN 
randomized, VERB 
treatment, NOUN 
group, NOUN 

, SPACE 
measurements, NOUN 
measurements, NOUN 

, SPACE 
completed, VERB 
code, NOUN 
broken, VERB 
data, NOUN 
separated, VERB 

, SPACE 
control, NOUN 
fluoride, NOUN 
treated, VERB 
groups, NOUN 
Comparisons, NOUN 
fluo-, PROPN 

, SPACE 
ride, NOUN 
treated, VERB 
control, NOUN 
groups, NOUN 
t, NOUN 
test, NOUN 
paired, VERB 

, SPACE 
t, NOUN 
test, NOUN 
comparisons, NOUN 
acoustic, ADJ 
velocities, NOUN 
mea-, ADJ 

, SPACE 
sured, VERB 
demineralization, NOUN 
deproteinization, NOUN 

, SPACE 
statistical, ADJ 
analyses, NOUN 
Statview, PROPN 
statistical, ADJ 
soft-, ADJ 

, SPACE 
