ELSEVIER, NOUN 
polypropylene, NOUN 
frame, NOUN 
unidirectional, ADJ 
alumina, PROPN 

, SPACE 
fiber, NOUN 
sheets, NOUN 
aqueous, ADJ 
alumina, PROPN 
suspension, NOUN 

, SPACE 
poured, VERB 
open, ADJ 
spaces, NOUN 
alumina, PROPN 
fiber, NOUN 
sheet, NOUN 

, SPACE 
reduced, VERB 
pressure, NOUN 
1, NUM 
kPa, NOUN 
alumina, PROPN 
sheets, NOUN 

, SPACE 
layers, NOUN 
300, NUM 
p, NOUN 
m, PROPN 
thickness, PROPN 
sheet, NOUN 
lami-, ADJ 

, SPACE 
nated, VERB 
pressure, NOUN 
17, NUM 
kPa, NOUN 
dried, VERB 
air, NOUN 

, SPACE 
1, NUM 
10, NUM 
°, NUM 
C, NOUN 
alumina, NOUN 
fiber, NOUN 
sheets, NOUN 
dipped, VERB 

, SPACE 
EN, PROPN 
suspension, NOUN 
2, NUM 
~01, NUM 
solids, NOUN 
coat, VERB 

, SPACE 
surface, NOUN 
alumina, PROPN 
fibers, NOUN 
hexagonal, ADJ 
BN, PROPN 

, SPACE 
particles, NOUN 
7, NUM 
pm, NOUN 
size, NOUN 
purity, NOUN 
>, X 
99.5, NUM 
wt%, NUM 
Denki, PROPN 
Ka-, PROPN 

, SPACE 
gaku, NOUN 
Kogyo, PROPN 
Kabushiki, PROPN 
Kaisha, PROPN 
Japan, PROPN 
BN, PROPN 
sus-, VERB 

, SPACE 
pension, NOUN 
contained, VERB 
polyvinylalcohol, NOUN 
wt%, VERB 

, SPACE 
acryl, PROPN 
type, NOUN 
emulsion, NOUN 
0.23, NUM 
wt%, VERB 
weight, NOUN 

, SPACE 
suspension, NOUN 
Green, PROPN 
composites, NOUN 
heated, VERB 

, SPACE 
electric, ADJ 
furnace, NOUN 
rate, NOUN 
S”C, PROPN 
min, NOUN 
1, NUM 
OOO-, NUM 
1400, NUM 
°, NOUN 
C, NOUN 

, SPACE 
air, NOUN 
KSH-2, PROPN 
Advantec, PROPN 
Toyo, PROPN 
Ltd., PROPN 
Japan, PROPN 

, SPACE 
vacuum, NOUN 
0.01, NUM 
Pa, PROPN 
VCH-161616, PROPN 
Japan, PROPN 
Hayes, PROPN 
Ltd., PROPN 

, SPACE 
Japan, PROPN 
sintered, VERB 
h., NOUN 
Bulk, PROPN 
densities, NOUN 

, SPACE 
sintered, VERB 
alumina, PROPN 
fiber, PROPN 
alumina, PROPN 
matrix, NOUN 
composites, NOUN 

, SPACE 
measured, VERB 
Archimedes, PROPN 
method, NOUN 

, SPACE 
kerosene, PROPN 
sintered, ADJ 
sample, NOUN 
cut, VERB 
test, NOUN 

, SPACE 
specimens, VERB 
35, NUM 
mm, NOUN 
long, ADV 
4, NUM 
mm, NOUN 
wide, ADJ 
3, NUM 
mm, NOUN 
thick, ADJ 

, SPACE 
parallel, ADJ 
direction, NOUN 
long, ADJ 
fibers, NOUN 
flexural, ADJ 

, SPACE 
strengths, NOUN 
test, NOUN 
specimens, NOUN 
polished, VERB 

, SPACE 
600, NUM 
SIC, PROPN 
abrasive, ADJ 
paper, NOUN 
measured, VERB 
room, NOUN 

, SPACE 
temperature, NOUN 
point, NOUN 
flexural, ADJ 
method, NOUN 

, SPACE 
span, NOUN 
length, NOUN 
30, NUM 
mm, NOUN 
crosshead, ADJ 
speed, NOUN 

, SPACE 
0.05, NUM 
mm, NOUN 
AGlOTA, PROPN 
Shimazu, PROPN 
Corporation, PROPN 
Japan, PROPN 

, SPACE 
average, ADJ 
strength, NOUN 
calculated, VERB 
data, NOUN 

, SPACE 
specimens, NOUN 
microstructures, NOUN 
com-, NOUN 

, SPACE 
posites, NOUN 
examined, VERB 
scanning, VERB 
electron, NOUN 
mi-, X 

, SPACE 
croscopy, NOUN 
JSM-840, PROPN 
JEOL, PROPN 
Ltd, PROPN 
Japan, PROPN 
3, X 
Results, NOUN 
discussion, NOUN 

, SPACE 
Fig, PROPN 
shows, VERB 
density, NOUN 
monolithic, ADJ 
alumina, NOUN 

, SPACE 
alumina, PROPN 
fiber, NOUN 
1, NUM 
vol%)/alumina, PROPN 
matrix, NOUN 
com-, NOUN 

, SPACE 
posites, NOUN 
sintered, VERB 
air, NOUN 
vacuum, PROPN 
Apparent, ADJ 

, SPACE 
densification, NOUN 
alumina, PROPN 
composites, NOUN 
occurred, VERB 

, SPACE 
temperatures, NOUN 
1200, NUM 
°, NOUN 
C, NOUN 
sinterability, NOUN 

, SPACE 
samples, NOUN 
higher, ADJ 
atmosphere, NOUN 
air, NOUN 

, SPACE 
vacuum, NOUN 
seen, VERB 
Fig, PROPN 
incor-, NOUN 

, SPACE 
poration, NOUN 
alumina, PROPN 
fibers, NOUN 
alumina, PROPN 
matrix, NOUN 

, SPACE 
reduced, VERB 
materials, NOUN 
transport, NOUN 
heating, NOUN 

, SPACE 
restrict, VERB 
densification, NOUN 
compos-, NOUN 

, SPACE 
ites, NOUN 
higher, ADJ 
temperatures, NOUN 
1400, NUM 
°, NOUN 
C, NOUN 

, SPACE 
Fig, PROPN 
2, NUM 
shows, VERB 
stress, NOUN 
strain, NOUN 
curves, NOUN 
alumina, PROPN 

, SPACE 
fiber, NOUN 
22, NUM 
vol%)/alumina, PROPN 
matrix, NOUN 
composites, NOUN 
sintered, VERB 

, SPACE 
lOOO-1400, NOUN 
°, NOUN 
C, NOUN 
air, NOUN 
monolithic, ADJ 
alumina, NOUN 
sin-, X 

, SPACE 
tered, VERB 
IOOO-, PROPN 
1400, NUM 
°, NOUN 
C, NOUN 
air, NOUN 
fractured, VERB 
linear, ADJ 

, SPACE 
relation, NOUN 
stress, NOUN 
strain, NOUN 
observation, NOUN 
frac-, ADJ 

, SPACE 
ture, NOUN 
surface, NOUN 
alumina, PROPN 
sintered, VERB 
1400, NUM 
°, NUM 
C, NOUN 
indi-, NOUN 

, SPACE 
cated, VERB 
cracks, NOUN 
propagated, VERB 
grain, NOUN 
bound-, NOUN 

, SPACE 
aries, NOUN 
0.5, NUM 
l, NOUN 
.5, PROPN 
pm, NOUN 
grains, NOUN 
fracture, ADJ 
behavior, NOUN 

, SPACE 
strength, NOUN 
alumina, PROPN 
fiber, PROPN 
alumina, PROPN 
matrix, NOUN 

, SPACE 
composites, NOUN 
changed, VERB 
sintering, VERB 
temperature, NOUN 

, SPACE 
low, ADJ 
density, NOUN 
composites, NOUN 
sintered, VERB 
lOOO-, PROPN 

, SPACE 
1100, NUM 
°, NUM 
C, PROPN 
showed, VERB 
nonlinear, ADJ 
fracture, ADJ 
behavior, NOUN 
associ-, PRON 

, SPACE 
ated, VERB 
pull, NOUN 
alumina, PROPN 
fibers, NOUN 
porous, ADJ 

, SPACE 
matrix, NOUN 
Fig, PROPN 
3, NUM 
alumina, PROPN 
matrix, NOUN 

, SPACE 
porous, ADJ 
moderate, ADJ 
pull, NOUN 
alumina, PROPN 
fibers, NOUN 

, SPACE 
observed, VERB 
increase, NOUN 
sintering, VERB 
tempera-, ADJ 

, SPACE 
ture, NOUN 
1200, NUM 
°, NOUN 
C, NOUN 
provided, VERB 
linear, ADJ 
fracture, NOUN 

, SPACE 
behavior, NOUN 
strength, NOUN 
composites, NOUN 
com-, NOUN 

, SPACE 
pared, VERB 
monolithic, ADJ 
alumina, NOUN 
function, NOUN 

, SPACE 
sintering, VERB 
temperature, NOUN 
shown, VERB 
Fig, PROPN 
4a, NUM 

, SPACE 
higher, ADJ 
strength, NOUN 
measured, VERB 
composites, NOUN 

, SPACE 
monolithic, ADJ 
alumina, NOUN 
sintered, VERB 
1000, NUM 
l, NOUN 
100, NUM 
°, NOUN 
C, NOUN 

, SPACE 
sintering, VERB 
temperature, NOUN 
C, NOUN 
1, NUM 

, SPACE 
Fig, PROPN 
I., PROPN 
Density, PROPN 
monolithic, ADJ 
alumina, PROPN 
alumina, PROPN 
fiber, NOUN 
22, NUM 

, SPACE 
vol%)/alumina, PROPN 
matrix, NOUN 
compositea, NOUN 
wintered, VERB 
air, NOUN 
vacuum, PROPN 

, SPACE 
Y., PROPN 
Kamino, PROPN 
et, NOUN 
d, PROPN 
Materials, NOUN 
Letters, PROPN 
28, NUM 
19961, NUM 
161, NUM 
164, NUM 
163, NUM 

, SPACE 
strain(%, NOUN 

, SPACE 
Fig, PROPN 
2, NUM 
Stress, NOUN 
strain, NOUN 
curves, NOUN 
alumina, PROPN 
fiber, PROPN 
22, NUM 
vol%)/alumina, NUM 

, SPACE 
matrix, NOUN 
composites, NOUN 
sintered, VERB 
lOOO”-1400, ADJ 
°, NOUN 
C, NOUN 
air, NOUN 

, SPACE 
results, NOUN 
shown, VERB 
Fig, PROPN 
2, NUM 
4a, NOUN 
suggest, VERB 

, SPACE 
1, X 
nonlinear, ADJ 
fracture, ADJ 
behavior, NOUN 
low-, ADJ 

, SPACE 
density, NOUN 
composites, NOUN 
associated, VERB 
weak, ADJ 

, SPACE 
strength, NOUN 
interfaces, NOUN 
alumina, PROPN 
fibers, NOUN 

, SPACE 
matrix, NOUN 
causes, VERB 
bridging, NOUN 
pull, VERB 

, SPACE 
effects, NOUN 
alumina, PROPN 
fibers, NOUN 
2, X 
relatively, ADV 
high, ADJ 

, SPACE 
strength, NOUN 
composites, NOUN 
sintered, VERB 
1000, NUM 
l, NOUN 
100, NUM 
°, NOUN 
C, NOUN 

, SPACE 
ascribed, VERB 
higher, ADJ 
flexural, ADJ 
strength, NOUN 

, SPACE 
alumina, PROPN 
fibers, NOUN 
alumina, PROPN 
matrix, NOUN 
3, X 
linear, ADJ 

, SPACE 
fracture, ADJ 
behavior, NOUN 
composites, NOUN 
sintered, VERB 

, SPACE 
1200-, NUM 
1400, NUM 
°, NOUN 
C, NOUN 
arises, VERB 
sintering, NOUN 

, SPACE 
alumina, PROPN 
fibers, NOUN 
matrix, NOUN 
immobilizes, VERB 

, SPACE 
fibers, NOUN 
matrix, NOUN 
2, NUM 
4, X 
flexural, ADJ 
strength, NOUN 

, SPACE 
composites, NOUN 
sintered, VERB 
1200, NUM 
14OO”C, NUM 

, SPACE 
lower, ADJ 
strength, NOUN 
corresponding, ADJ 

, SPACE 
matrix, NOUN 
dominated, VERB 
size, NOUN 
defects, NOUN 

, SPACE 
formed, VERB 
interfaces, NOUN 
fibers, NOUN 
ma-, NOUN 

, SPACE 
trix, NOUN 
high, ADJ 
strength, NOUN 
composites, NOUN 

, SPACE 
nonlinear, ADJ 
fracture, ADJ 
behavior, NOUN 
result, NOUN 

, SPACE 
Fig, PROPN 
3, NUM 
Fracture, NOUN 
surface, NOUN 
alumina, PROPN 
fiber, PROPN 
22, NUM 
vol%)/alumina, NOUN 

, SPACE 
matrix, NOUN 
composittes, NOUN 
sintered, VERB 
1100, NUM 
°, NUM 
C, NOUN 
air, NOUN 
OLL, PROPN 
sinterlng, NOUN 
temperature, NOUN 
C, NOUN 
1, NUM 

, SPACE 
1, NUM 

, SPACE 
sintering, VERB 
temperature, NOUN 
Cl, PROPN 

, SPACE 
Fig, PROPN 
4, NUM 
Room, NOUN 
temperature, NOUN 
flexural, ADJ 
strength, NOUN 
monolithic, ADJ 
alumina, NOUN 

, SPACE 
alumina, PROPN 
fiber, NOUN 
22, NUM 
vol%)/alumina, PROPN 
matrix, NOUN 
composites, NOUN 
sintered, VERB 

, SPACE 
air, NOUN 
vacuum, PROPN 

, SPACE 
1, X 
higher, ADJ 
strength, NOUN 
fiber, NOUN 
compared, VERB 

, SPACE 
matrix, NOUN 
2, NUM 
dense, ADJ 
matrix, NOUN 
transfers, NOUN 

, SPACE 
applied, VERB 
stress, NOUN 
fibers, NOUN 
3, X 
weak, ADJ 
interfacial, ADJ 

, SPACE 
strength, NOUN 
causing, VERB 
bridging, NOUN 
pull, VERB 
effects, NOUN 

, SPACE 
fibers, NOUN 
4, NUM 
defects, NOUN 
interfaces, NOUN 

, SPACE 
fracture, ADJ 
behavior, NOUN 
composites, NOUN 
sintered, VERB 

, SPACE 
vacuum, NOUN 
similar, ADJ 
composites, NOUN 
sintered, VERB 

, SPACE 
air, NOUN 
strength, NOUN 
monolithic, ADJ 
alumina, NOUN 
com-, NOUN 

, SPACE 
posites, NOUN 
sintered, VERB 
vacuum, NOUN 
shown, VERB 
Fig, PROPN 
4b, PROPN 

, SPACE 
composites, NOUN 
sintered, VERB 
1000, NUM 
l, NOUN 
100, NUM 
°, NOUN 
C, PROPN 
showed, VERB 
non-, ADJ 

, SPACE 
linear, ADJ 
fracture, NOUN 
behavior, NOUN 
associated, VERB 
delami-, ADJ 

, SPACE 
nation, NOUN 
interfaces, NOUN 
alumina, PROPN 
fibers, NOUN 

, SPACE 
matrix, NOUN 
Use, PROPN 
BN, PROPN 
particle, NOUN 
coated, VERB 
alumina, PROPN 

, SPACE 
fibers, NOUN 
enhanced, VERB 
nonlinearity, NOUN 
fracture, ADJ 
behavior, NOUN 

, SPACE 
composites, NOUN 
1300, NUM 
°, NOUN 
C, NOUN 
sintering, VERB 
temperature, NOUN 

, SPACE 
Fig, PROPN 
5, NUM 
shows, VERB 
pull, NOUN 
short, ADJ 
length, NOUN 
alumina, PROPN 

, SPACE 
fibers, NOUN 
BN, NOUN 
particles, NOUN 
alumina, PROPN 
matrix, NOUN 
sin-, X 

, SPACE 
tered, VERB 
1300, NUM 
°, NOUN 
C, NOUN 
strength, NOUN 
composites, NOUN 

, SPACE 
BN, PROPN 
particle, NOUN 
coated, VERB 
fibers, NOUN 
slightly, ADV 
lower, ADJ 

, SPACE 
composites, NOUN 
alumina, PROPN 
fibers, NOUN 

, SPACE 
BN, PROPN 
particle, NOUN 
coating, NOUN 
results, NOUN 
suggest, VERB 

, SPACE 
1, NUM 
BN, PROPN 
particles, NOUN 
prevent, VERB 
sintering, NOUN 
alu-, PROPN 

, SPACE 
mina, ADJ 
fibers, NOUN 
matrix, NOUN 
enhance, VERB 
bridging, NOUN 

, SPACE 
164, NUM 
Y., PROPN 
Kumim, PROPN 
et, NOUN 
nl./Mnteriul.~, NOUN 
Letters, PROPN 
28, NUM 
199b, NUM 
16/-I64, NUM 

, SPACE 
Fig, PROPN 
5, NUM 
Fracture, NOUN 
surface, NOUN 
BN, PROPN 
particle, NOUN 
coated, VERB 
alumina, PROPN 
fiber, NOUN 
21, NUM 

, SPACE 
vol’%)/alumina, PROPN 
matrix, NOUN 
composites, NOUN 
sintered, VERB 
1300, NUM 
°, NOUN 
C, NOUN 
vacuum, NOUN 

, SPACE 
pull, VERB 
alumina, PROPN 
fibers, NOUN 
applied, ADJ 
stress, NOUN 

, SPACE 
2, X 
main, ADJ 
crack, NOUN 
propagates, VERB 
weak, ADJ 
matrix, NOUN 

, SPACE 
low, ADJ 
transmittance, NOUN 
applied, VERB 
stress, NOUN 

, SPACE 
alumina, PROPN 
fibers, NOUN 
3, X 
increase, NOUN 
sintering, VERB 
tempera-, ADJ 

, SPACE 
ture, NOUN 
promotes, VERB 
sintering, NOUN 
alumina, PROPN 

, SPACE 
matrix, NOUN 
BN, PROPN 
particle, NOUN 
coated, VERB 
alumina, PROPN 
fibers, NOUN 

, SPACE 
form, VERB 
strong, ADJ 
interfaces, NOUN 
resulting, VERB 
brittle, ADJ 
fracture, NOUN 

, SPACE 
composites, NOUN 
4, NUM 
partial, ADJ 
sintering, VERB 
inter-, NOUN 

, SPACE 
faces, NOUN 
produces, VERB 
defect, NOUN 
controlling, VERB 
flexural, ADJ 

, SPACE 
strength, NOUN 
interpretation, NOUN 
fracture, ADJ 

, SPACE 
behavior, NOUN 
composites, NOUN 
BN, PROPN 
particle, NOUN 
coated-, NOUN 

, SPACE 
alumina, PROPN 
fibers, NOUN 
leads, VERB 
following, ADJ 
conclusions, NOUN 
1, X 

, SPACE 
coating, NOUN 
long, ADJ 
fibers, NOUN 
chemically, ADV 
inert, ADJ 
materials, NOUN 

, SPACE 
homogeneously, ADV 
cover, VERB 
surface, NOUN 
fibers, NOUN 

, SPACE 
prevent, VERB 
partial, ADJ 
sintering, VERB 
interfaces, NOUN 

, SPACE 
high, ADJ 
temperature, NOUN 
2, NUM 
dense, ADJ 
matrix, NOUN 
needed, VERB 

, SPACE 
transmit, VERB 
applied, VERB 
stress, NOUN 
fibers, NOUN 
addition, NOUN 

, SPACE 
increasing, VERB 
fracture, ADJ 
resistance, NOUN 
composites, NOUN 

, SPACE 
3, NUM 
highly, ADV 
adhesive, ADJ 
interfaces, NOUN 
recommended, VERB 

, SPACE 
produce, VERB 
origin, NOUN 
fracture, NOUN 

, SPACE 
interfaces, NOUN 

, SPACE 
4, X 
Conclusions, NOUN 

, SPACE 
Long, PROPN 
alumina, PROPN 
fiber, NOUN 
22, NUM 
vol%)/alumina, NOUN 
matrix, NOUN 

, SPACE 
composites, NOUN 
formed, VERB 
infiltration, NOUN 
aque-, ADJ 

, SPACE 
ous, ADJ 
alumina, PROPN 
suspensions, NOUN 
fiber, NOUN 
sheets, NOUN 
sin-, X 

, SPACE 
tered, VERB 
IOOO-1400, NOUN 
°, NOUN 
C, PROPN 
air, NOUN 
vacuum, PROPN 
0.01, NUM 

, SPACE 
Pa, NOUN 
>, X 
Densification, NOUN 
composites, NOUN 
occurred, VERB 

, SPACE 
temperatures, NOUN 
1200, NUM 
°, NOUN 
C, NOUN 
nonlinear, ADJ 
fracture, NOUN 

, SPACE 
curve, NOUN 
stress, NOUN 
strain, NOUN 
measured, VERB 
low, ADJ 
den-, NOUN 

, SPACE 
sity, NOUN 
composites, NOUN 
sintered, VERB 
1, NUM 
lOO”C, NOUN 
showed, VERB 

, SPACE 
strength, NOUN 
higher, ADJ 
corre-, ADJ 
sponding, NOUN 
matrix, NOUN 
increase, NOUN 
sintering, VERB 
tempera-, ADJ 

, SPACE 
ture, NOUN 
caused, VERB 
increase, NOUN 
strength, NOUN 
matrix, NOUN 

, SPACE 
resulted, VERB 
brittle, ADJ 
fracture, NOUN 
behavior, NOUN 
strength, NOUN 

, SPACE 
composites, NOUN 
sintered, VERB 
1300-, NUM 
1400, NUM 
°, NOUN 
C, PROPN 
lower, ADJ 

, SPACE 
matrix, NOUN 
Coating, NOUN 
alumina, PROPN 
fibers, NOUN 

, SPACE 
BN, PROPN 
particles, NOUN 
enhanced, VERB 
nonlinearity, NOUN 

, SPACE 
fracture, ADJ 
behavior, NOUN 
composites, NOUN 
sintering, VERB 

, SPACE 
temperature, NOUN 
1300, NUM 
°, NOUN 
C, NOUN 

, SPACE 
Based, VERB 
experimental, ADJ 
results, NOUN 

, SPACE 
concluded, VERB 
high, ADJ 
strength, NOUN 
composites, NOUN 
showing, VERB 

, SPACE 
nonlinear, ADJ 
fracture, ADJ 
behavior, NOUN 
satisfied, ADJ 

, SPACE 
1, NUM 
higher, ADJ 
strength, NOUN 
fibers, NOUN 
compared, VERB 

, SPACE 
matrix, NOUN 
2, NUM 
dense, ADJ 
matrix, NOUN 
transmit, VERB 
applied, VERB 
stress, NOUN 

, SPACE 
fibers, NOUN 
increase, VERB 
fracture, ADJ 
resistance, NOUN 

, SPACE 
composites, NOUN 
3, NUM 
homogeneous, ADJ 
coating, NOUN 
long, ADJ 

, SPACE 
fibers, NOUN 
chemically, ADV 
inert, ADJ 
materials, NOUN 
pre-, VERB 

