Pergamon, PROPN 
tantalum,11212~18, NUM 
niobium.11, PROPN 
19, NUM 

, SPACE 
Manuscript, PROPN 
received, VERB 
30, NUM 
June, PROPN 
1995, NUM 

, SPACE 
431, NUM 

, SPACE 
432, NUM 
K., PROPN 
Shimizu, PROPN 
et, NOUN 
al, PROPN 

, SPACE 
present, ADJ 
work, NOUN 
anion, NOUN 
incorporation, NOUN 
anodic, ADJ 
oxide, NOUN 
film, NOUN 
grown, VERB 
bismuth, NOUN 

, SPACE 
sodium, NOUN 
dihydrogen, NOUN 
phosphate, NOUN 
solution, NOUN 
investigated, VERB 
transmission, NOUN 
electron, NOUN 

, SPACE 
microscopy, NOUN 
ultramicrotomed, ADJ 
sections, NOUN 
Bismuth, PROPN 
selected, VERB 
anodic, ADJ 
oxide, NOUN 

, SPACE 
films, NOUN 
known, VERB 
amorphous, ADJ 
field, NOUN 
strengths, NOUN 
required, VERB 
usual, ADJ 
range, NOUN 

, SPACE 
ionic, ADJ 
currents, NOUN 
considerably, ADV 
10w,~, ADJ 
1, NUM 
.O, NOUN 
x, NOUN 
lo6, NOUN 
V, PROPN 
cm, PROPN 
1, NUM 
mA, NOUN 
cm, PROPN 
25, NUM 
°, NUM 
C, NOUN 

, SPACE 
compared, VERB 
6.2, NUM 
x, SYM 
lo6, NOUN 
V, PROPN 
cm, PROPN 
tantalum, NOUN 
8.2, NUM 
x, SYM 
lo6, NOUN 
V, PROPN 
cm, PROPN 
aluminium, NOUN 

, SPACE 
conditions2, NOUN 
low, ADJ 
fields, NOUN 
oxide, NOUN 
growth, NOUN 
bismuth, NOUN 
lead, VERB 
differences, NOUN 

, SPACE 
ionic, ADJ 
transport, NOUN 
processes, NOUN 
compared, VERB 
aluminium, NOUN 
example, NOUN 
important, ADJ 

, SPACE 
determine, VERB 
growth, NOUN 
amorphous, ADJ 
anodic, ADJ 
oxide, NOUN 
films, NOUN 
bismuth, NOUN 
proceeds, NOUN 

, SPACE 
co, ADJ 
operative, ADJ 
movement, NOUN 
metal, NOUN 
oxygen, NOUN 
ions, NOUN 
resulting, VERB 
growth, NOUN 
oxides, NOUN 

, SPACE 
duplex, NOUN 
structures, NOUN 
similar, ADJ 
observed, VERB 
films, NOUN 
aluminium, NOUN 
tantalum, NOUN 

, SPACE 
niobium, NOUN 
Ammonium, NOUN 
dihydrogen, NOUN 
phosphate, NOUN 
solution, NOUN 
selected, VERB 
anodizing, NOUN 

, SPACE 
electrolyte, VERB 
phosphate, ADJ 
anion, NOUN 
readily, ADV 
incorporated, VERB 
anodic, ADJ 
oxide, NOUN 
films, NOUN 

, SPACE 
aluminium, NOUN 
tantalum, NOUN 
niobium, NOUN 
l, NOUN 
l9, PROPN 
anions, NOUN 
undergo, VERB 
field, NOUN 
induced, VERB 

, SPACE 
transformations, NOUN 
incorporation, NOUN 
thickening, NOUN 
oxide, NOUN 

, SPACE 
EXPERIMENTAL, PROPN 
METHOD, PROPN 

, SPACE 
Thin, ADJ 
bismuth, NOUN 
layers, NOUN 
4, NUM 
pm, NOUN 
thick, ADJ 
sputter, NOUN 
deposited, VERB 
face, NOUN 
oxide-, NOUN 

, SPACE 
coated, VERB 
microscopically, ADV 
flat, ADJ 
aluminium, NOUN 
substrates, NOUN 
dimensions, NOUN 
50, NUM 
x, SYM 
10, NUM 
x, SYM 
0.2, NUM 
mm, NUM 

, SPACE 
prepared, VERB 
usual, ADJ 
manner.22, NOUN 
use, NOUN 
thin, ADJ 
sputter, NOUN 
deposited, VERB 
bismuth, NOUN 
layers, NOUN 

, SPACE 
oxide, NOUN 
coated, VERB 
aluminium, NOUN 
substrates, NOUN 
essential, ADJ 
successful, ADJ 
preparation, NOUN 

, SPACE 
ultramicrotomed, ADJ 
sections, NOUN 
bulk, ADJ 
bismuth, NOUN 
preparation, NOUN 
ultramicrotomed, ADJ 
sections, NOUN 

, SPACE 
particularly, ADV 
difficult, ADJ 
impossible, ADJ 
bismuth, NOUN 
brittle, ADJ 

, SPACE 
trimmed, VERB 
glass, NOUN 
knife, NOUN 
suitably, ADV 
fine, ADJ 
size, NOUN 
final, ADJ 
sectioning, NOUN 
diamond, NOUN 
knife, NOUN 

, SPACE 
sputter, NOUN 
deposited, VERB 
bismuth, NOUN 
layers, NOUN 
anodized, VERB 
constant, ADJ 
current, ADJ 
density, NOUN 

, SPACE 
5, NUM 
mA, NOUN 
cm2, NOUN 
340, NUM 
V, NOUN 
0.1, NUM 
M, PROPN 
ammonium, NOUN 
dihydrogen, NOUN 
phosphate, NOUN 
solution, NOUN 
25, NUM 
°, NUM 
C, NOUN 

, SPACE 
Preliminary, ADJ 
examination, NOUN 
anodized, ADJ 
specimens, NOUN 
revealed, VERB 
significant, ADJ 
differences, NOUN 

, SPACE 
interference, NOUN 
colours, NOUN 
films, NOUN 
grown, VERB 
sputter, NOUN 
deposited, VERB 
layers, NOUN 

, SPACE 
electropolished, VERB 
bulk, ADJ 
bismuth, NOUN 

, SPACE 
Ultramicrotomed, PROPN 
sections, NOUN 
anodic, ADJ 
oxide, NOUN 
films, NOUN 
formed, VERB 
thin, ADJ 
layer, NOUN 
bismuth, NOUN 

, SPACE 
oxide, NOUN 
coated, VERB 
aluminium, NOUN 
substrate, NOUN 
prepared, VERB 
usual, ADJ 
way, NOUN 
RMC, PROPN 
MT, PROPN 

, SPACE 
600, NUM 
XL, PROPN 
ultramicrotome.23, PROPN 
Briefly, PROPN 
anodized, ADJ 
specimens, NOUN 
cut, VERB 
dimensions, NOUN 

, SPACE 
2, NUM 
x, SYM 
10, NUM 
x, SYM 
0.2, NUM 
mm, NOUN 
embedded, VERB 
epoxy, NOUN 
resin, NOUN 
encapsulated, VERB 
specimens, NOUN 
trimmed, VERB 

, SPACE 
initially, ADV 
glass, NOUN 
knife, NOUN 
suitably, ADV 
thin, ADJ 
sections, NOUN 
10, NUM 
nm, ADV 
thick, ADJ 
prepared, VERB 

, SPACE 
sectioning, VERB 
direction, NOUN 
approximately, ADV 
parallel, ADJ 
metal, NOUN 
oxide, NOUN 
interface, NOUN 
diamond, NOUN 

, SPACE 
knife, NOUN 
Ultramicrotomed, ADJ 
sections, NOUN 
collected, VERB 
copper, NOUN 
grids, NOUN 
examined, VERB 
JEM, PROPN 
2000, NUM 

, SPACE 
FXII, PROPN 
transmission, NOUN 
electron, NOUN 
microscope, NOUN 
operated, VERB 
200, NUM 
kV., PROPN 
elemental, ADJ 
analysis, NOUN 
EDX, PROPN 

, SPACE 
nominal, ADJ 
electron, NOUN 
probe, NOUN 
diameter, NOUN 
10, NUM 
nm, NOUN 
employed, VERB 
optimize, VERB 
spatial, ADJ 

, SPACE 
resolution, NOUN 
X, NOUN 
ray, NOUN 
count, NOUN 
rate, NOUN 

, SPACE 
EXPERIMENTAL, PROPN 
RESULTS, PROPN 

, SPACE 
General, PROPN 
observations, NOUN 

, SPACE 
Preparation, PROPN 
acceptable, ADJ 
ultramicrotomed, ADJ 
sections, NOUN 
found, VERB 
particularly, ADV 

, SPACE 
difficult, ADJ 
use, NOUN 
thin, ADJ 
sputter, NOUN 
deposited, VERB 
bismuth, NOUN 
layer, NOUN 
oxide, NOUN 
coated, VERB 

, SPACE 
aluminium, NOUN 
substrate, NOUN 
poor, ADJ 
adhesion, NOUN 
anodic, ADJ 
Bi203, PROPN 
bismuth, NOUN 
layer, NOUN 

, SPACE 
Direct, ADJ 
observation, NOUN 
anodic, ADJ 
B&O3, PROPN 
433, NUM 

, SPACE 
b, NOUN 
oxide, NOUN 

, SPACE 

, SPACE 
Fig, PROPN 
1, NUM 
Transmission, NOUN 
electron, NOUN 
micrograph, NOUN 
ultramicrotomed, ADJ 
section, NOUN 
anodic, ADJ 
Bi203, PROPN 
sitting, VERB 

, SPACE 
slice, NOUN 
aluminium, NOUN 

, SPACE 
Previously, ADV 
Mason, PROPN 
Young2, PROPN 
reported, VERB 
poor, ADJ 
adhesion, NOUN 
anodic, ADJ 
Bi203, PROPN 

, SPACE 
bulk, ADJ 
bismuth, NOUN 
allows, VERB 
oxide, NOUN 
readily, ADV 
stripped, VERB 
substrate, NOUN 
adhesive, ADJ 

, SPACE 
tape, NOUN 
similar, ADJ 
reason, NOUN 
ultramicrotomed, ADJ 
sections, NOUN 
anodic, ADJ 
Bi203, PROPN 
attached, VERB 

, SPACE 
magnetron, PROPN 
sputtered, VERB 
bismuth, NOUN 
layer, NOUN 
rarely, ADV 
generated, VERB 
Fortunately, ADV 

, SPACE 
examination, NOUN 
large, ADJ 
number, NOUN 
ultramicrotomed, ADJ 
sections, NOUN 
revealed, VERB 
fragments, NOUN 
non-, NUM 

, SPACE 
adherent, NOUN 
oxide, NOUN 
sections, NOUN 
supported, VERB 
sections, NOUN 
oxidized, VERB 
aluminium, NOUN 

, SPACE 
substrate, NOUN 
embedding, VERB 
resin, NOUN 
allowing, VERB 
direct, ADJ 
transmission, NOUN 
electron, NOUN 
microscopy, NOUN 

, SPACE 
anodic, ADJ 
Bi203, PROPN 
time, NOUN 

, SPACE 
typical, ADJ 
example, NOUN 
detached, VERB 
oxide, NOUN 
regions, NOUN 
shown, VERB 
Fig, PROPN 
1, NUM 
section, NOUN 

, SPACE 
bismuth, NOUN 
layer, NOUN 
observed, VERB 
dark, ADJ 
region, NOUN 
micrograph, NOUN 
anodic, ADJ 

, SPACE 
Bi203, PROPN 
layer, NOUN 
observed, VERB 
near, ADP 
middle, NOUN 
micrograph, NOUN 
dark, ADJ 
band, NOUN 
material, NOUN 
thin, ADJ 

, SPACE 
section, NOUN 
aluminium, NOUN 
substrate, NOUN 
supports, VERB 
sections, NOUN 
anodic, ADJ 
Bi203, PROPN 

, SPACE 
bismuth, NOUN 
observed, VERB 
clearly, ADV 
micrograph, NOUN 
presence, NOUN 
dark, ADJ 

, SPACE 
extinction, NOUN 
contours, NOUN 
indicated, VERB 
arrow, NOUN 

, SPACE 
important, ADJ 
features, NOUN 
observed, VERB 
anodic, ADJ 
Bi203, PROPN 
Firstly, ADV 
duplex, NOUN 
structure, NOUN 

, SPACE 
immediately, ADV 
evident, ADJ 
outer, ADJ 
layer, NOUN 
originally, ADV 
contact, NOUN 
electrolyte, NOUN 
shows, VERB 

, SPACE 
lighter, ADJ 
contrast, NOUN 
inner, ADJ 
layer, NOUN 
originally, ADV 
attached, VERB 
metal, NOUN 

, SPACE 
Additionally, ADV 
anodic, ADJ 
Bi203, PROPN 
non, ADJ 
uniform, ADJ 
thickness, NOUN 
local, ADJ 
region, NOUN 
indicated, VERB 

, SPACE 
arrow, NOUN 
thickness, NOUN 
oxide, NOUN 
film, NOUN 
127, NUM 
nm, NOUN 
local, ADJ 
region, NOUN 

, SPACE 
indicated, VERB 
arrow, PROPN 
b, PROPN 
film, NOUN 
163, NUM 
nm, ADV 
thick, ADJ 
Furthermore, ADV 
interesting, ADJ 

, SPACE 
correlation, NOUN 
evident, ADJ 
locally, ADV 
thickness, NOUN 
outer, ADJ 
lighter, ADJ 
layer, NOUN 
film, NOUN 

, SPACE 
thickness, NOUN 
i.e., X 
overall, ADJ 
film, NOUN 
thickness, NOUN 
reduced, VERB 
local, ADJ 
regions, NOUN 
outer, ADJ 
lighter, ADJ 

, SPACE 
layer, NOUN 
increased, VERB 
thickness, NOUN 

, SPACE 
Analysis, NOUN 
offilm, NOUN 
sections, NOUN 

, SPACE 
Figure, PROPN 
2, NUM 
enlargement, NOUN 
boxed, ADJ 
area, NOUN 
shown, VERB 
Fig, PROPN 
1, NUM 
revealing, VERB 
fine, ADJ 
details, NOUN 

, SPACE 
appearance, NOUN 
anodic, ADJ 
Bi203, PROPN 
Approximate, ADJ 
probe, NOUN 
positions, NOUN 
indicated, VERB 

, SPACE 
434, NUM 
K., PROPN 
Shimizu, PROPN 
et, NOUN 
al, PROPN 

, SPACE 
oxide, NOUN 
surface, NOUN 

, SPACE 

, SPACE 
metal, NOUN 
oxide, NOUN 

, SPACE 
interface, NOUN 
0.1, NUM 
p, NOUN 
n, NOUN 

, SPACE 
Fig, PROPN 
2, NUM 
Enlargement, NOUN 
boxed, ADJ 
area, NOUN 
shown, VERB 
Fig, PROPN 
1, NUM 
Probe, NOUN 
positions, NOUN 
indicated, VERB 
EDX, PROPN 

, SPACE 
analysis, NOUN 
carried, VERB 

, SPACE 
micrograph, NOUN 
EDX, PROPN 
analysis, NOUN 
carried, VERB 
chatter, NOUN 
bands, NOUN 
run, VERB 

, SPACE 
relatively, ADV 
periodically, ADV 
perpendicularly, ADV 
direction, NOUN 
cutting, NOUN 

, SPACE 
background, NOUN 
contrast, NOUN 
section, NOUN 
aluminium, NOUN 
substrate, NOUN 
indicated, VERB 

, SPACE 
arrows, NOUN 
outer, ADJ 
inner, ADJ 
layers, NOUN 
anodic, ADJ 
B&03, PROPN 
relatively, ADV 
featureless, ADJ 

, SPACE 
uniform, ADJ 
contrast, NOUN 
electron, NOUN 
microscope, NOUN 
selected, VERB 
area, NOUN 
electron, PROPN 

, SPACE 
diffraction, NOUN 
film, NOUN 
section, NOUN 
revealed, VERB 
diffuse, PROPN 
halos, NOUN 
indicating, VERB 
anodic, ADJ 
Bi203, PROPN 

, SPACE 
largely, ADV 
amorphous, ADJ 
reported, VERB 
previously.24, PROPN 
relatively, ADV 
dark, ADJ 
regions, NOUN 

, SPACE 
nanometres, NOUN 
size, NOUN 
diffraction, NOUN 
contrast, NOUN 
observed, VERB 
occasionally, ADV 
indicated, VERB 

, SPACE 
white, ADJ 
arrows, NOUN 
present, ADJ 
stage, NOUN 
certain, ADJ 
crystalline, ADJ 
regions, NOUN 

, SPACE 
present, ADJ 
initially, ADV 
arise, VERB 
rapidly, ADV 
electron, PROPN 
beam, NOUN 
irradiation, NOUN 
electron, NOUN 

, SPACE 
microscope, NOUN 
Certainly, ADV 
anodic, ADJ 
Bi203, PROPN 
found, VERB 
highly, ADV 
susceptible, ADJ 
electron, PROPN 

, SPACE 
beam, NOUN 
induced, VERB 
crystallization, NOUN 
Additionally, ADV 
interestingly, ADV 
crystallization, NOUN 
proceeds, VERB 

, SPACE 
readily, ADV 
inner, ADJ 
darker, ADJ 
layer, NOUN 
outer, ADJ 
lighter, ADJ 
layer, NOUN 
observation, NOUN 

, SPACE 
electron, NOUN 
microscope, NOUN 

, SPACE 
EDX, PROPN 
spectra, NOUN 
obtained, VERB 
probe, NOUN 
positions, NOUN 
1, NUM 
2, NUM 
shown, VERB 
Figs, PROPN 
3(a, NUM 
3(b, NUM 

, SPACE 
respectively, ADV 
spectra, NOUN 
0, NUM 
K(a, PROPN 
Q, PROPN 
Al, PROPN 
K(c(,B, PROPN 
Bi, PROPN 
L(a, PROPN 
B, PROPN 
lines, NOUN 
observed, VERB 

, SPACE 
peaks, NOUN 
1.05, NUM 
1.49, NUM 
2.42, NUM 
keV, NOUN 
respectively, ADV 
peaks, NOUN 
Al, PROPN 
K, PROPN 
B, PROPN 
lines, NOUN 
arise, VERB 

, SPACE 
aluminium, NOUN 
section, NOUN 
supporting, VERB 
anodic, ADJ 
Bi203, PROPN 
Additionally, ADV 
spectrum, NOUN 
obtained, VERB 

, SPACE 
probe, NOUN 
position, NOUN 
1, NUM 
located, VERB 
outer, ADJ 
lighter, ADJ 
layer, NOUN 
phosphorus, NOUN 
peak, NOUN 

, SPACE 
evident, ADJ 
2.01, NUM 
keV, NOUN 
peak, NOUN 
essentially, ADV 
absent, ADJ 
spectrum, NOUN 
obtained, VERB 
probe, NOUN 

, SPACE 
position, NOUN 
2, NUM 
located, VERB 
inner, ADJ 
darker, ADJ 
layer, NOUN 
data, NOUN 
suggest, VERB 
outer, ADJ 
lighter, ADJ 
layer, NOUN 

, SPACE 
contains, VERB 
incorporated, VERB 
phosphate, ADJ 
anions, NOUN 
inner, ADJ 
darker, ADJ 
layer, NOUN 
comprised, VERB 

, SPACE 
relatively, ADV 
pure, ADJ 
oxide, NOUN 
incorporated, ADJ 
phosphate, ADJ 
anions, NOUN 
evidently, ADV 
delay, VERB 
electron, PROPN 

, SPACE 
beam, NOUN 
induced, VERB 
crystallization, NOUN 
outer, ADJ 
layer, NOUN 
examination, NOUN 
electron, NOUN 

, SPACE 
microscope, NOUN 

, SPACE 
addition, NOUN 
duplex, NOUN 
structure, NOUN 
associated, VERB 
phosphate, ADJ 
incorporation, NOUN 
close, ADJ 

, SPACE 
examination, NOUN 
section, NOUN 
anodic, ADJ 
Bi203, PROPN 
reveals, VERB 
layered, VERB 
structure, NOUN 
seen, VERB 

, SPACE 
Direct, ADJ 
observation, NOUN 
anodic, ADJ 
Bi203, PROPN 
435, NUM 

, SPACE 
0.00, NUM 
Energy, PROPN 
KeV, PROPN 
4.00, NUM 

, SPACE 
Fig, PROPN 
3, NUM 
EDX, PROPN 
spectra, NOUN 
obtained, VERB 
probe, NOUN 
positions, NOUN 
1, NUM 
2, NUM 
Fig, PROPN 
2, NUM 
revealing, VERB 
presence, NOUN 

, SPACE 
phosphate, ADJ 
anions, NOUN 
outer, ADJ 
oxide, NOUN 
layer, NOUN 
light, ADJ 
contrast, NOUN 

, SPACE 
faintly, ADV 
magnification, NOUN 
Fig, PROPN 
2, NUM 
Figure, NOUN 
4, NUM 
enlargement, NOUN 
boxed, ADJ 
area, NOUN 
shown, VERB 

, SPACE 
Fig, PROPN 
2, NUM 
reveals, VERB 
anodic, ADJ 
Biz03, PROPN 
consists, VERB 
distinct, ADJ 
layers, NOUN 
differing, VERB 
textures, NOUN 

, SPACE 
opposed, VERB 
contrast, NOUN 
differences, NOUN 
reported, VERB 
earlier, ADV 
fine, ADJ 
bubble, NOUN 
like, ADJ 
texture, NOUN 
observed, VERB 

, SPACE 
inner, ADJ 
layer, NOUN 
oxide, NOUN 
located, VERB 
adjacent, ADJ 
bismuth, NOUN 
substrate, NOUN 

, SPACE 
texture, NOUN 
observed, VERB 
readily, ADV 
outer, ADJ 
layer, NOUN 
oxide, NOUN 
contact, NOUN 

, SPACE 
phosphate, NOUN 
electrolyte, NOUN 
boundary, NOUN 
layers, NOUN 
indicated, VERB 
micrograph, NOUN 

, SPACE 
solid, ADJ 
line, NOUN 
runs, VERB 
closely, ADV 
parallel, ADJ 
boundary, NOUN 
outer, ADJ 
phosphate-, X 

, SPACE 
doped, VERB 
layer, NOUN 
inner, ADJ 
pure, ADJ 
oxide, NOUN 
layer, NOUN 
particular, ADJ 
interest, NOUN 
boundary, NOUN 

, SPACE 
layers, NOUN 
differing, VERB 
textures, NOUN 
located, VERB 
boundary, NOUN 
outer, ADJ 

, SPACE 
phosphate, NOUN 
doped, VERB 
layer, NOUN 
inner, ADJ 
pure, ADJ 
oxide, NOUN 
layer, NOUN 
i.e., X 
boundary, NOUN 
separating, VERB 
regions, NOUN 

, SPACE 
differing, VERB 
contrasts, NOUN 

, SPACE 
DISCUSSION, PROPN 

, SPACE 
General, PROPN 
considerations, VERB 

, SPACE 
use, NOUN 
sputter, NOUN 
deposited, VERB 
bismuth, NOUN 
designed, VERB 
substrates, NOUN 
ultramicrotomed, ADJ 

, SPACE 
sections, NOUN 
anodic, ADJ 
Bi203, PROPN 
prepared, VERB 
successfully, ADV 
time, NOUN 
Subsequent, ADJ 

, SPACE 
436, NUM 
K., PROPN 
Shimizu, PROPN 
et, NOUN 
al, PROPN 

, SPACE 
Fig, PROPN 
4, NUM 
Enlargement, NOUN 
boxed, ADJ 
area, NOUN 
shown, VERB 
Fig, PROPN 
2, NUM 
showing, VERB 
oxide, NOUN 
layers, NOUN 
differing, VERB 

, SPACE 
textures, NOUN 
fine, ADJ 
bubble, NOUN 
like, ADJ 
texture, NOUN 
evident, ADJ 
inner, ADJ 
layer, NOUN 
oxide, NOUN 

, SPACE 
examination, NOUN 
ultramicrotomed, ADJ 
sections, NOUN 
revealed, VERB 
important, ADJ 
new, ADJ 
features, NOUN 
anodic, ADJ 

, SPACE 
oxidation, NOUN 
bismuth, NOUN 

, SPACE 
results, NOUN 
confirm, VERB 
anodic, ADJ 
Biz03, PROPN 
largely, ADV 
amorphous, ADJ 
supporting, VERB 
X, NOUN 
ray, NOUN 

, SPACE 
diffraction, NOUN 
analysis, NOUN 
Komorita, PROPN 
et, PROPN 
a1.24, PROPN 
shown, VERB 
anodic, ADJ 
Bi203, PROPN 

, SPACE 
consists, VERB 
distinct, ADJ 
layers, NOUN 
different, ADJ 
compositions, NOUN 
observed, VERB 
anodic, ADJ 
films, NOUN 

, SPACE 
aluminium, NOUN 
tantalum, NOUN 
niobium, NOUN 
inner, ADJ 
pure, ADJ 
oxide, NOUN 
layer, NOUN 
separates, VERB 
metal, NOUN 

, SPACE 
outer, ADJ 
layer, NOUN 
doped, VERB 
phosphate, ADJ 
anions, NOUN 
anodizing, NOUN 
electrolyte, NOUN 
lighter, ADJ 

, SPACE 
contrast, NOUN 
exhibited, VERB 
outer, ADJ 
phosphate, NOUN 
doped, VERB 
layer, NOUN 
thought, VERB 
arise, VERB 

, SPACE 
effectively, ADV 
reduced, VERB 
electron, NOUN 
scattering, VERB 
cross, NOUN 
section, NOUN 
electrolyte, ADJ 
anion, NOUN 
containing, VERB 
layer, NOUN 

, SPACE 
compared, VERB 
inner, ADJ 
pure, ADJ 
oxide, NOUN 
layer, NOUN 
Considerable, ADJ 
variations, NOUN 
evident, ADJ 

, SPACE 
film, NOUN 
