Original, ADJ 
Carolina, PROPN 
Chapel, PROPN 
Hill, PROPN 
152, NUM 
MacNider, PROPN 
Hall, PROPN 
Chapel, PROPN 
Hill, PROPN 
NC, PROPN 
27599, NUM 
USA, PROPN 

, SPACE 
abstract, ADJ 
article, NOUN 
info, NOUN 

, SPACE 
Article, NOUN 
history, NOUN 

, SPACE 
Received, VERB 
3, NUM 
2012Revised, NUM 
29, NUM 
June, PROPN 
2012Accepted, NUM 
2, NUM 
July, PROPN 
2012, NUM 

, SPACE 
Available, ADJ 
online, ADJ 
10, NUM 
July, PROPN 
2012, NUM 

, SPACE 
Edited, VERB 
David, PROPN 
Burr, PROPN 

, SPACE 
Keywords, PROPN 

, SPACE 
BoneRadiation, PROPN 

, SPACE 
Unloading, PROPN 

, SPACE 
Hindlimb, PROPN 
suspensionSpace, NOUN 
ﬂightBone, NUM 
loss, NOUN 
associated, VERB 
microgravity, NOUN 
unloading, NOUN 
documented, VERB 
effects, NOUN 
space, NOUN 
ﬂight, NOUN 
relevant, ADJ 

, SPACE 
types, NOUN 
doses, NOUN 
radiation, NOUN 
skeletal, ADJ 
system, NOUN 
de, ADV 
ﬁned, VERB 
addition, NOUN 
combined, VERB 
effect, NOUN 

, SPACE 
unloading, NOUN 
radiation, NOUN 
received, VERB 
attention, NOUN 
n, VERB 
present, ADJ 
study, NOUN 
investigated, VERB 
effect, NOUN 
proton, NOUN 

, SPACE 
irradiation, NOUN 
followed, VERB 
mechanical, ADJ 
unloading, NOUN 
hindlimb, NOUN 
suspension, NOUN 
HLS, PROPN 
mice, NOUN 
Sixteen, ADJ 
week, NOUN 
old, ADJ 
female, NOUN 

, SPACE 
C57BL/6, PROPN 
mice, NOUN 
exposed, VERB 
1, NUM 
Gy, PROPN 
protons, NOUN 
sham, ADJ 
irradiation, NOUN 
procedure, NOUN 
n=30, PROPN 
group, NOUN 
day, NOUN 

, SPACE 
later, ADV 
half, NOUN 
mice, NOUN 
group, NOUN 
subjected, VERB 
weeks, NOUN 
HLS, PROPN 
normal, ADJ 
loading, NOUN 
conditions, NOUN 
Radiationtreatment, NOUN 
IRR, PROPN 
resulted, VERB 
approximately, ADV 
20, NUM 
loss, NOUN 
trabecular, ADJ 
bone, NOUN 
volume, NOUN 
fraction, NOUN 
BV, PROPN 
TV, PROPN 
tibiaand, PROPN 
femur, NOUN 
effect, NOUN 
cortical, ADJ 
bone, NOUN 
compartment, NOUN 
Conversely, ADV 
unloading, VERB 
induced, VERB 
substantially, ADV 
greater, ADJ 

, SPACE 
loss, NOUN 
trabecular, ADJ 
bone, NOUN 
60, NUM 
70, NUM 
loss, NOUN 
BV, PROPN 
TV, PROPN 
cortical, ADJ 
bone, NOUN 
approximately, ADV 
20, NUM 
loss, NOUN 
cortical, ADJ 
bone, NOUN 

, SPACE 
volume, NOUN 
tibia, NOUN 
femur, ADJ 
corresponding, ADJ 
decreases, NOUN 
cortical, ADJ 
bone, NOUN 
strength, NOUN 
Histological, ADJ 
analysesand, NOUN 
serum, NOUN 
chemistry, NOUN 
data, NOUN 
demonstrated, VERB 
increased, VERB 
levels, NOUN 
osteoclast, ADV 
mediated, VERB 
bone, NOUN 
resorption, NOUN 
unloaded, VERB 

, SPACE 
mice, NOUN 
IRR, PROPN 
HLS+IRR, PROPN 
mice, PROPN 
generally, ADV 
experienced, VERB 
greater, ADJ 
loss, NOUN 
trabecular, ADJ 
bone, NOUN 
volume, NOUN 
fraction, NOUN 
connec-, NOUN 

, SPACE 
tivity, NOUN 
density, NOUN 
trabecular, ADJ 
number, NOUN 
unl, NOUN 
oading, VERB 
irradiation, NOUN 
duration, NOUN 

, SPACE 
unloading, NOUN 
masked, VERB 
certain, ADJ 
effects, NOUN 
skeletal, ADJ 
response, NOUN 
irradiation, NOUN 
unloading, NOUN 
appears, VERB 
addi-, ADJ 

, SPACE 
tive, NOUN 
certain, ADJ 
parameters, NOUN 
Appropriate, ADJ 
modeling, NOUN 
environmental, ADJ 
challenges, NOUN 
long, ADJ 
duration, NOUN 
space, NOUN 
ﬂight, NOUN 

, SPACE 
allow, VERB 
better, ADJ 
understanding, NOUN 
underlying, VERB 
mechanisms, NOUN 
mediating, VERB 
space, NOUN 
ﬂight, NOUN 
associated, VERB 
bone, NOUN 
loss, NOUN 

, SPACE 
development, NOUN 
effective, ADJ 
countermeasures, NOUN 

, SPACE 
©, ADJ 
2012, NUM 
Elsevier, PROPN 
Inc., PROPN 
rights, NOUN 
reserved, VERB 

, SPACE 
1, X 
Introduction, NOUN 

, SPACE 
Astronauts, PROPN 
missions, NOUN 
Earth, PROPN 
orbit, NOUN 
required, VERB 

, SPACE 
live, VERB 
work, VERB 
microgravity, NOUN 
environment, NOUN 
long, ADJ 
periods, NOUN 

, SPACE 
time, NOUN 
response, NOUN 
skeletal, ADJ 
system, NOUN 
mechanical, ADJ 
unloading, NOUN 

, SPACE 
studied, VERB 
astronauts, NOUN 
month, NOUN 
missions, NOUN 

, SPACE 
International, PROPN 
Space, PROPN 
Station, PROPN 
ISS, PROPN 
1, X 
Skeletal, ADJ 
deterioration, NOUN 

, SPACE 
documented, VERB 
individuals, NOUN 
areas, NOUN 
prone, ADJ 

, SPACE 
fracture, NOUN 
including, VERB 
vertebrae, NOUN 
hip, NOUN 
Bone, NOUN 
loss, NOUN 
observed, VERB 
thispopulation, NOUN 
translated, VERB 
reductions, NOUN 
estimated, VERB 
bone, NOUN 
strength, NOUN 
in-, ADP 

, SPACE 
dices, NOUN 
1, NUM 
suggesting, VERB 
astronauts, NOUN 
higher, ADJ 
risk, NOUN 
frac-, ADJ 

, SPACE 
ture, NOUN 
extended, ADJ 
missions, NOUN 
ground, NOUN 
based, VERB 
modeling, NOUN 
hindlimb, NOUN 
suspension, NOUN 
HLS, PROPN 
widely, ADV 
accepted, VERB 
rodent, ADJ 
model, NOUN 

, SPACE 
able, ADJ 
simulate, VERB 
mechanical, ADJ 
unloading, NOUN 
cephalic-, ADJ 
ﬂuid, ADJ 
shifts, NOUN 

, SPACE 
encountered, VERB 
microgravity, NOUN 
2, NUM 
weeks, NOUN 
HLS, PROPN 

, SPACE 
skeletally, ADV 
mature, VERB 
mice, NOUN 
experience, NOUN 
reductions, NOUN 
bone, NOUN 
volume, NOUN 
fraction, NOUN 

, SPACE 
distal, ADJ 
femur, NOUN 
order, NOUN 
human, NOUN 
expect, VERB 
lose, VERB 

, SPACE 
following, VERB 
months, NOUN 
space, NOUN 
ﬂight[3,4, NOUN 

, SPACE 
extended, ADJ 
missions, NOUN 
astronauts, NOUN 
exposed, VERB 

, SPACE 
solar, ADJ 
cosmic, ADJ 
radiation, NOUN 
shielding, NOUN 
effect, NOUN 
Earth, PROPN 

, SPACE 
magnetosphere, ADV 
type, NOUN 
dose, NOUN 
radiation, NOUN 
encountered, VERB 
besigniﬁcantly, ADV 
different, ADJ 
experienced, VERB 
ISS, PROPN 

, SPACE 
located, VERB 
low, ADJ 
Earth, PROPN 
orbit, NOUN 
5, NUM 
Multiple, ADJ 
space, NOUN 
ﬂight, NOUN 
relevant, ADJ 
types, NOUN 

, SPACE 
radiation, NOUN 
documented, VERB 
having, VERB 
negative, ADJ 
effects, NOUN 
trabec-, DET 

, SPACE 
ular, ADJ 
bone, NOUN 
6, NUM 
Mars, PROPN 
missions, NOUN 
cosmic, ADJ 
rays, NOUN 
containing, VERB 
heavy, ADJ 
ions, NOUN 

, SPACE 
protons, NOUN 
solar, ADJ 
particle, NOUN 
events, NOUN 
SPEs, PROPN 
composed, VERB 
mainly, ADV 

, SPACE 
protons, NOUN 
primary, ADJ 
concern, NOUN 
radiation, NOUN 
exposure, NOUN 
7–9, X 
SPEs, NOUN 

, SPACE 
occur, VERB 
randomly, ADV 
deliver, VERB 
relatively, ADV 
high, ADJ 
dose, NOUN 
2, NUM 
Gy, PROPN 

, SPACE 
short, ADJ 
period, NOUN 
time, NOUN 
8,10,11, NUM 
basis, NOUN 
comparison, NOUN 
Bone, PROPN 
51, NUM 
2012, NUM 
756, NUM 
764, NUM 

, SPACE 
⁎Corresponding, PROPN 
author, NOUN 
Department, PROPN 
Biomedical, PROPN 
Engineering, PROPN 
University, PROPN 

, SPACE 
North, PROPN 
Carolina, PROPN 
140, NUM 
MacNider, PROPN 
Hall, PROPN 
Chapel, PROPN 
Hill, PROPN 
NC, PROPN 
27599, NUM 
USA, PROPN 

, SPACE 
E, ADJ 
mail, NOUN 
address, NOUN 
bateman@unc.edu, PROPN 
T.A., PROPN 
Bateman, PROPN 

, SPACE 
1These, ADJ 
authors, NOUN 
contributed, VERB 
equally, ADV 
work, NOUN 

, SPACE 
8756, NUM 
3282/$, NUM 
matter, NOUN 
©, ADJ 
2012, NUM 
Elsevier, PROPN 
Inc., PROPN 
rights, NOUN 
reserved, VERB 

, SPACE 
doi:10.1016, PROPN 
j.bone.2012.07.001, PROPN 

, SPACE 
Contents, PROPN 
lists, NOUN 
available, ADJ 
SciVerse, PROPN 
ScienceDirect, PROPN 

, SPACE 
Bone, PROPN 

, SPACE 
journal, NOUN 
homepage, NOUN 
www.elsevier.com/locate/bone, NUM 

, SPACE 
2, NUM 
Gy, PROPN 
equal, ADJ 
single, ADJ 
radiation, NOUN 
fraction, NOUN 
commonly, ADV 
administered, VERB 

, SPACE 
patient, NOUN 
undergoing, VERB 
radiotherapy, NOUN 
solid, ADJ 
tumor, NOUN 
12, NUM 

, SPACE 
spacecraft, NOUN 
shielding, NOUN 
effectively, ADV 
reduce, VERB 
radiation, NOUN 
exposure, NOUN 

, SPACE 
warning, NOUN 
provided, VERB 
current, ADJ 
surveillance, NOUN 
mechanisms, NOUN 

, SPACE 
allow, VERB 
complete, ADJ 
protection, NOUN 
extravehicular, ADJ 
activities, NOUN 
13, NUM 

, SPACE 
astronauts, NOUN 
sheltered, VERB 
mass, NOUN 
5, NUM 
g, NOUN 
cm2(e.g, NOUN 

, SPACE 
1.9, NUM 
cm, NOUN 
aluminum, NOUN 
5, NUM 
cm, NOUN 
water, NOUN 
severe, ADJ 
SPEs, NOUN 
ob, NOUN 
served, VERB 
August, PROPN 
1972, NUM 
October, PROPN 
1989, NUM 
deliver, VERB 
body, NOUN 

, SPACE 
radiation, NOUN 
doses, NOUN 
approaching, VERB 
2, NUM 
Gy, PROPN 
14, NUM 
Given, VERB 
duration, NOUN 
future, ADJ 

, SPACE 
missions, NOUN 
planned, VERB 
NASA, PROPN 
nearby, ADJ 
asteroids, NOUN 
Mars, PROPN 
15],a, NUM 

, SPACE 
dose, NOUN 
approximately, ADV 
1, NUM 
Gy, NOUN 
proton, NOUN 
radiation, NOUN 
realistic, ADJ 
possibility, NOUN 

, SPACE 
develop, VERB 
mission, NOUN 
safety, NOUN 
protocols, NOUN 
16–18, NUM 

, SPACE 
Previous, ADJ 
studies, NOUN 
laboratory, NOUN 
demonstrated, VERB 
signi, NOUN 
ﬁcant, NOUN 

, SPACE 
long, ADJ 
term, NOUN 
loss, NOUN 
trabecular, ADJ 
microstructure, NOUN 
multiple, ADJ 
sites, NOUN 
following, VERB 

, SPACE 
doses, NOUN 
low, ADJ 
1, NUM 
Gy, NOUN 
protons, NOUN 
19, NUM 
2, NUM 
Gy, PROPN 
X, NOUN 
rays, NOUN 
20, NUM 

, SPACE 
bone, NOUN 
loss, NOUN 
associated, VERB 
unloading, NOUN 
character-, ADJ 

, SPACE 
ized, VERB 
effects, NOUN 
radiation, NOUN 
skeletal, ADJ 
system, NOUN 

, SPACE 
deﬁned, VERB 
Furthermore, ADV 
published, VERB 
reports, NOUN 
detailing, VERB 

, SPACE 
effects, NOUN 
radiation, NOUN 
exposure, NOUN 
unloading, NOUN 
bone, NOUN 

, SPACE 
emerging, VERB 
evidence, NOUN 
suggests, VERB 
factors, NOUN 
interact, VERB 
re-, ADV 

, SPACE 
sult, NOUN 
increased, VERB 
bone, NOUN 
loss, NOUN 
study, NOUN 
Yumoto, PROPN 
colleagues, NOUN 
irradi-, PROPN 

, SPACE 
ation, NOUN 
skeletally, ADV 
mature, ADJ 
mice, NOUN 
following, VERB 
short, ADJ 
period, NOUN 
HLS, PROPN 

, SPACE 
shown, VERB 
result, VERB 
greater, ADJ 
suppression, NOUN 
osteoblast, NOUN 
mediated, VERB 
bone, NOUN 
for-, NOUN 

, SPACE 
mation, NOUN 
treatment, NOUN 
21, NUM 
Finite, ADJ 
element, NOUN 
computer, NOUN 

, SPACE 
modeling, NOUN 
predicted, VERB 
increased, VERB 
loss, NOUN 
skeletal, ADJ 
integrity, NOUN 
strength, NOUN 

, SPACE 
lumbar, ADJ 
vertebrae, NOUN 
irradiated, VERB 
animals, NOUN 
subjected, VERB 
musculoskeletal, ADJ 

, SPACE 
disuse, NOUN 
22, NUM 
understanding, NOUN 
combination, NOUN 
factors, NOUN 

, SPACE 
affects, VERB 
skeletal, ADJ 
system, NOUN 
necessary, ADJ 
facilitate, VERB 
appropriate, ADJ 
planning, NOUN 

, SPACE 
long, ADJ 
duration, NOUN 
missions, NOUN 
addition, NOUN 
development, NOUN 
effective, ADJ 

, SPACE 
countermeasures, NOUN 
require, VERB 
understanding, NOUN 
factors, NOUN 

, SPACE 
meaningful, ADJ 
contributions, NOUN 
skeletal, ADJ 
deterioration, NOUN 
space, NOUN 
pursuit, NOUN 

, SPACE 
end, NOUN 
present, ADJ 
study, NOUN 
aims, VERB 
utilize, VERB 
proton, NOUN 
irradiation, NOUN 
followed, VERB 

, SPACE 
unloading, VERB 
HLS, PROPN 
investigate, VERB 
combined, VERB 
effects, NOUN 

, SPACE 
modeled, VERB 
aspects, NOUN 
space, NOUN 
ﬂight, PROPN 
environment, NOUN 
Protons, NOUN 
low, ADJ 

, SPACE 
linear, ADJ 
energy, NOUN 
transfer, NOUN 
LET, PROPN 
type, NOUN 
radiation, NOUN 
meaning, VERB 
tend, VERB 

, SPACE 
penetrate, VERB 
deeper, ADV 
tissue, VERB 
deposit, VERB 
energy, NOUN 
compared, VERB 

, SPACE 
high, ADJ 
LET, PROPN 
types, NOUN 
radiation, NOUN 
larger, ADJ 
carbon, NOUN 
iron, NOUN 
particles, NOUN 

, SPACE 
12,23, X 
Previous, ADJ 
studies, NOUN 
investigated, VERB 
effect, NOUN 
low, ADJ 
LET, PROPN 

, SPACE 
radiation, NOUN 
unloading, NOUN 
22, NUM 
hypothesized, VERB 
combination, NOUN 

, SPACE 
radiation, NOUN 
unloading, NOUN 
lead, VERB 
greater, ADJ 
bone, NOUN 
loss, NOUN 
eitherchallenge, VERB 
separately, ADV 

, SPACE 
2, X 
Materials, NOUN 
methods, NOUN 

, SPACE 
2.1, NUM 
Animals, NOUN 

, SPACE 
Female, PROPN 
C57BL/6, PROPN 
mice, NOUN 
Taconic, NOUN 
Farms, PROPN 
Germantown, PROPN 
NY, PROPN 

, SPACE 
shipped, VERB 
Loma, PROPN 
Linda, PROPN 
University, PROPN 
Medical, PROPN 
Center, PROPN 
Loma, PROPN 
Linda, PROPN 

, SPACE 
ﬁfteen, PROPN 
weeks, NOUN 
age, NOUN 
acclimatized, VERB 
1, NUM 
week, NOUN 
stan-, ADJ 

, SPACE 
dard, ADJ 
vivarium, NOUN 
conditions, NOUN 
Animals, NOUN 
grouped, VERB 
mass, NOUN 
5, NUM 
groups, NOUN 

, SPACE 
n=15, PROPN 
17, NUM 
group, NOUN 
detailed, ADJ 
description, NOUN 
treatment, NOUN 
groups, NOUN 

, SPACE 
presented, VERB 
Table, PROPN 
1, NUM 
mice, NOUN 
provided, VERB 
standard, ADJ 
laborato-, PROPN 

, SPACE 
ry, ADP 
rodent, ADJ 
chow, NOUN 
water, NOUN 
ad, NOUN 
libitum, NOUN 
animal, NOUN 
procedures, NOUN 
ap-, ADV 

, SPACE 
proved, VERB 
Institutional, PROPN 
Animal, PROPN 
Care, PROPN 
Use, PROPN 
Committee, PROPN 

, SPACE 
Loma, PROPN 
Linda, PROPN 
University, PROPN 
Clemson, PROPN 
University, PROPN 
Clemson, PROPN 
SC).2.2, NOUN 
Irradiation, NOUN 

, SPACE 
groups, NOUN 
animals, NOUN 
irradiated, VERB 
IRR, PROPN 
remaining, VERB 

, SPACE 
experimental, ADJ 
animals, NOUN 
subjected, VERB 
sham, ADJ 
irradiation, NOUN 
procedure, NOUN 

, SPACE 
i.e., X 
non, ADJ 
irradiated, ADJ 
controls, NOUN 
NR, PROPN 
separate, ADJ 
group, NOUN 
baseline, ADJ 
mice, NOUN 

, SPACE 
killed, VERB 
start, NOUN 
study, NOUN 
subjected, VERB 

, SPACE 
procedures, NOUN 
Immediately, ADV 
prior, ADV 
irradiation, NOUN 
mouse(test, PROPN 
sham, PROPN 
irradiated, VERB 
placed, VERB 
individually, ADV 
rectangular, ADJ 

, SPACE 
plastic, NOUN 
box, NOUN 
30×30×85, NUM 
mm, NOUN 
air, NOUN 
holes, NOUN 
described, VERB 
previously, ADV 

, SPACE 
24, NUM 
maximum, NOUN 
6, NUM 
mice, NOUN 
irradiated, VERB 
simultaneously, ADV 

, SPACE 
20×20, NOUN 
cm, NOUN 
ﬁeld, ADJ 
body, NOUN 
irradiation, NOUN 
performed, VERB 

, SPACE 
250, NUM 
MeV, PROPN 
protons, NOUN 
synchrotron, NOUN 
accelerator, NOUN 
housed, VERB 

, SPACE 
Loma, PROPN 
Linda, PROPN 
University, PROPN 
Medical, PROPN 
Center, PROPN 
described, VERB 
previously, ADV 

, SPACE 
24,25, NUM 
Mice, NOUN 
irradiated, VERB 
entrance, NOUN 
region, NOUN 
Bragg, PROPN 

, SPACE 
curve, NOUN 
receiving, VERB 
total, ADJ 
dose, NOUN 
1, NUM 
Gy, PROPN 
approximately, ADV 
100, NUM 
s., PROPN 
Mini-, PROPN 

, SPACE 
mizing, VERB 
time, NOUN 
radiation, NOUN 
unloading, NOUN 
consideration, NOUN 

, SPACE 
selecting, VERB 
dose, NOUN 
rate, NOUN 
access, NOUN 
synchrotron, NOUN 
facility, NOUN 

, SPACE 
100, NUM 
s, NOUN 
compromise, NOUN 
allowing, VERB 
ef, PROPN 
ﬁcient, NOUN 
delivery, NOUN 
radiation, NOUN 

, SPACE 
mice, NOUN 
reasonable, ADJ 
period, NOUN 
time, NOUN 
Mice, NOUN 
irradiated, VERB 

, SPACE 
400×400, NUM 
mm, NOUN 

, SPACE 
2polystyrene, NUM 
phantom, NOUN 
order, NOUN 
harden, VERB 

, SPACE 
proton, PROPN 
beam, NOUN 
i.e., X 
remove, VERB 
low, ADJ 
energy, NOUN 
particles, NOUN 
allow, VERB 
uniform, NOUN 

, SPACE 
dose, NOUN 
administered, VERB 
entire, ADJ 
mouse, NOUN 
Dose, ADJ 
calibration, NOUN 

, SPACE 
performed, VERB 
Markus, PROPN 
parallel, ADJ 
plate, NOUN 
ionization, NOUN 
chamber, NOUN 

, SPACE 
National, PROPN 
Institute, PROPN 
Standards, PROPN 
Technology, PROPN 
traceable, ADJ 
calibra-, ADJ 

, SPACE 
tion, NOUN 
method, NOUN 
International, PROPN 
Commission, PROPN 
Radiation, PROPN 
Units, PROPN 

, SPACE 
Measurements, PROPN 
Report, PROPN 
59, NUM 
26]was, NOUN 
convert, VERB 
ionization, NOUN 
signal, NOUN 

, SPACE 
dose, VERB 
water, NOUN 
sham, NOUN 
treatment, NOUN 
involved, VERB 
identical, ADJ 
handling, NOUN 
pro-, NOUN 

, SPACE 
cedures, NOUN 
timing, VERB 
irradiation, NOUN 
group, NOUN 
beam, NOUN 

, SPACE 
turned, VERB 
mice, NOUN 
subjected, VERB 
irradiation, NOUN 
sham, PROPN 
pro-, PROPN 

, SPACE 
cedure, NOUN 
observed, VERB 
resumed, VERB 
normal, ADJ 
posture, NOUN 

, SPACE 
behavior, NOUN 
mice, NOUN 
shipped, VERB 
overnight, ADV 
Clemson, PROPN 
University, PROPN 

, SPACE 
immediately, ADV 
subjected, VERB 
hindlimb, NOUN 
unloading, NOUN 
described, VERB 

, SPACE 
approximately, ADV 
30, NUM 
33, NUM 
h, NOUN 
irradiation, NOUN 
day, NOUN 
arrival, NOUN 

, SPACE 
baseline, NOUN 
control, PROPN 
group, PROPN 
BSL, PROPN 
killed, VERB 
tissues, NOUN 
collected, VERB 

, SPACE 
Study, NOUN 
endpoint, NOUN 
section, NOUN 
details, NOUN 

, SPACE 
2.3, X 
Hindlimb, NOUN 
suspension, NOUN 

, SPACE 
day, NOUN 
irradiation, NOUN 
sham, ADJ 
procedure, NOUN 
half, NOUN 

, SPACE 
IRR, PROPN 
mice, NOUN 
half, NOUN 
NR, PROPN 
mice, NOUN 
subject, ADJ 
hindlimb, NOUN 
sus-, ADJ 

, SPACE 
pension, NOUN 
HLS, PROPN 
remaining, VERB 
mice, NOUN 
kept, VERB 
normally, ADV 
loaded, VERB 

, SPACE 
controls, NOUN 
LC, PROPN 
allocation, NOUN 
produced, VERB 
following, ADJ 
ﬁve, NOUN 
groups, NOUN 

, SPACE 
baseline, NOUN 
BSL, PROPN 
non, ADJ 
irradiated, ADJ 
normally, ADV 
loaded, VERB 
NR+LC, PROPN 
irradiated, VERB 

, SPACE 
normally, ADV 
loaded, VERB 
IRR+LC, PROPN 
non, ADJ 
irradiated, ADJ 
hindlimb, NOUN 
suspen-, ADJ 

, SPACE 
sion, NOUN 
NR+HLS, NUM 
irradiated, VERB 
hindlimb, VERB 
suspension, NOUN 
IRR+HLS, PROPN 

, SPACE 
Table, NOUN 
1, NUM 

, SPACE 
HLS, PROPN 
performed, VERB 
modi, ADJ 
ﬁcation, NOUN 
Morey, PROPN 
Holton, PROPN 

, SPACE 
method, NOUN 
described, VERB 
previously, ADV 
2, NUM 
Mice, NOUN 
suspended, VERB 
ap-, NOUN 

, SPACE 
proximately, ADV 
30, NUM 
°, NUM 
angle, NOUN 
custom, ADV 
built, VERB 
tail, NOUN 
harness, NOUN 
consisting, VERB 

, SPACE 
3×25×30, NUM 
mm, PROPN 
section, NOUN 
Akton, PROPN 
®, NOUN 
viscoelastic, ADJ 
polymer, NOUN 
padding, NOUN 

, SPACE 
Action, PROPN 
Products, PROPN 
Hagerstown, PROPN 
MD, PROPN 
surrounded, VERB 
30, NUM 
mm, NOUN 
section, NOUN 

, SPACE 
Tygon, PROPN 
R-3603, NOUN 
plastic, NOUN 
tubing, NOUN 
8, NUM 
mm, NUM 
internal, ADJ 
diameter, NOUN 

, SPACE 
Saint, PROPN 
Gobain, PROPN 
Performance, PROPN 
Plastics, PROPN 
Northboro, PROPN 
Massachusetts, PROPN 

, SPACE 
tail, NOUN 
harness, NOUN 
attached, VERB 
steel, NOUN 
wire, NOUN 
swivel, NOUN 
clip, NOUN 
mounted, VERB 

, SPACE 
guide, NOUN 
wire, NOUN 
running, VERB 
length, NOUN 
cage, NOUN 
setup, NOUN 
mice, NOUN 

, SPACE 
able, ADJ 
access, VERB 
areas, NOUN 
cage, NOUN 

, SPACE 
2.4, X 
Study, NOUN 
endpoint, NOUN 

, SPACE 
end, NOUN 
week, NOUN 
experimental, ADJ 
period, NOUN 
mice, NOUN 
anes-, ADV 

, SPACE 
thetized, VERB 
inhalation, NOUN 
iso, PROPN 
ﬂurane, PROPN 
2, NUM 
killed, VERB 
exsanguination, NOUN 

, SPACE 
cardiac, ADJ 
puncture, NOUN 
followed, VERB 
cervical, ADJ 
dislocation, NOUN 
Hindlimbs, NOUN 
re-, ADV 

, SPACE 
moved, VERB 
tibias, NOUN 
femurs, NOUN 
cleaned, VERB 
nonosseous, ADJ 
tissue, NOUN 

, SPACE 
left, ADJ 
femur, NOUN 
animal, NOUN 
required, VERB 
mechanical, ADJ 
testing, NOUN 
com-, NOUN 

, SPACE 
positional, ADJ 
analysis, NOUN 
allowed, VERB 
air, NOUN 
dry, ADJ 
48, NUM 
h, NOUN 
27].T, NUM 
h, NOUN 
er, INTJ 
g, PROPN 
h, INTJ 
tf, INTJ 
e, PROPN 
m, PROPN 
u, PROPN 
rTable, PROPN 
1, NUM 

, SPACE 
Study, PROPN 
design, NOUN 
combining, VERB 
irradiation, NOUN 
hindlimb, NOUN 
suspension, NOUN 

, SPACE 
Non, PROPN 
irradiated, ADJ 
NR, PROPN 
Irradiated, PROPN 
IRR, PROPN 

, SPACE 
Baseline, PROPN 
BSL, PROPN 
BSL, PROPN 
n=16, PROPN 

, SPACE 
Normally, ADV 
loaded, VERB 
LC, PROPN 
NR+LC, PROPN 
n=17, PROPN 
IRR+LC, PROPN 
n=17)Hindlimb, PROPN 
suspended, VERB 
HLS, PROPN 
NR+HLS, NUM 
n=17, PROPN 
IRR+HLS, PROPN 
n=15)757, PROPN 
S.A., PROPN 
Lloyd, PROPN 
et, PROPN 
al, PROPN 
Bone, NOUN 
51, NUM 
2012, NUM 
