Vacuum, PROPN 
counterelectrode, NOUN 

, SPACE 
superimposed, VERB 
cylindrical, ADJ 
plasma, NOUN 
column, NOUN 
excited, VERB 

, SPACE 
electron, NOUN 
cyclotron, NOUN 
wave, NOUN 
resonance, NOUN 
RF, PROPN 
based, VERB 
ion, NOUN 
extraction, NOUN 

, SPACE 
method, NOUN 
employed, VERB 
surface, NOUN 
depth, NOUN 
profile, NOUN 
analysis, NOUN 
insulating, VERB 
specimens, NOUN 
e, NOUN 
gas, NOUN 
Secondary, PROPN 
Neutral, PROPN 
Mass, PROPN 
Spec-, PROPN 

, SPACE 
trometry, NOUN 
SNMS, PROPN 
called, VERB 
High, PROPN 
Frequency, PROPN 
Mode, PROPN 

, SPACE 
SNMS, PROPN 

, SPACE 
system, NOUN 
low, ADJ 
energy, NOUN 
RF, PROPN 
plasma, NOUN 
beam, NOUN 
sources, NOUN 

, SPACE 
employed, VERB 
solve, VERB 
demanding, VERB 
tasks, NOUN 
instance, NOUN 

, SPACE 
removal, NOUN 
leached, VERB 
surface, NOUN 
layers, NOUN 
oxidic, ADJ 
glasses, NOUN 

, SPACE 
exact, ADJ 
texturing, NOUN 
surface, NOUN 
coatings, NOUN 
detailed, ADJ 
understanding, NOUN 

, SPACE 
RF, PROPN 
based, VERB 
ion, NOUN 
extraction, NOUN 
mechanism, NOUN 
mandatory, ADJ 

, SPACE 
control, NOUN 
height, NOUN 
self, NOUN 
biasing, VERB 
voltage, NOUN 
U, NOUN 
area, NOUN 

, SPACE 
RF, PROPN 
carrying, NOUN 
electrodes, NOUN 
discussed, VERB 

, SPACE 
authors, NOUN 
detailed, ADJ 
studies, NOUN 
ion, NOUN 
acceleration, NOUN 
oscil-, ADJ 

, SPACE 
lating, NOUN 
space, NOUN 
charge, NOUN 
sheath, NOUN 
extraction, NOUN 
electrode, NOUN 

, SPACE 
lacking, VERB 
knowledge, NOUN 
present, ADJ 
study, NOUN 
intended, VERB 

, SPACE 
fill, VERB 
gap, NOUN 
computer, NOUN 
simulation, NOUN 
corresponding, VERB 
ion, NOUN 

, SPACE 
acceleration, NOUN 
processes, NOUN 
particularly, ADV 
function, NOUN 
applied, VERB 

, SPACE 
frequency, NOUN 
ion, NOUN 
mass, NOUN 
computer, NOUN 
simulations, NOUN 
com-, NOUN 

, SPACE 
pared, VERB 
experimental, ADJ 
results, NOUN 
obtained, VERB 
plasma, NOUN 
extrac-, NOUN 

, SPACE 
tion, NOUN 
system, NOUN 
mentioned, VERB 

, SPACE 
Experimental, PROPN 

, SPACE 
plasma, NOUN 
system, NOUN 
RF, PROPN 
plasma, NOUN 
extraction, NOUN 
process, NOUN 

, SPACE 
studied, VERB 
experimentally, ADV 
function, NOUN 
relevant, ADJ 

, SPACE 
operation, NOUN 
parameters, NOUN 
contains, VERB 
RF, ADJ 
circuits, NOUN 

, SPACE 
serves, VERB 
plasma, NOUN 
excitation, NOUN 
electron, PROPN 
cyclotron, PROPN 
wave, NOUN 
res-, NOUN 

, SPACE 
onance, NOUN 
purpose, NOUN 
cylindrical, ADJ 
glass, NOUN 
vessel, NOUN 
sur-, ADJ 

, SPACE 
rounded, VERB 
single, ADJ 
turn, NOUN 
antenna, NOUN 
coil, NOUN 
coupled, VERB 
27.12, NUM 
MHz, NOUN 

, SPACE 
RF, NOUN 
generator, NOUN 
200, NUM 
W., PROPN 
establish, VERB 
ECWR, ADJ 
conditions, NOUN 
weak, ADJ 

, SPACE 
1017, NUM 

, SPACE 
D, PROPN 
Martin, PROPN 
H, PROPN 
OechsnecTime, PROPN 
resolved, VERB 
analysis, NOUN 
ion, NOUN 
motion, NOUN 

, SPACE 
steady, ADJ 
magnetic, ADJ 
field, NOUN 
order, NOUN 
25, NUM 
Gauss, PROPN 
superimposed, VERB 

, SPACE 
transverse, ADJ 
direction, NOUN 
axis, NOUN 
plasma, NOUN 
vessel, NOUN 
height, NOUN 

, SPACE 
10, NUM 
cm, NOUN 
diameter, PROPN 
12, NUM 
cm, NOUN 
Resonant, NOUN 
plasma, NOUN 
excitation, NOUN 

, SPACE 
accomplished, VERB 
right, ADV 
handed, ADJ 
circularly, ADV 
polarized, VERB 
wave, NOUN 
prop-, X 

, SPACE 
agating, VERB 
plasma, NOUN 
parallel, ADJ 
superimposed, VERB 
magnetic, ADJ 

, SPACE 
field, NOUN 
ECWR, PROPN 
plasma, NOUN 
operated, VERB 
different, ADJ 

, SPACE 
noble, ADJ 
gases, NOUN 
Ne, PROPN 
Ar, PROPN 
Kr, PROPN 
Xe, PROPN 
pressures, NOUN 
range, NOUN 

, SPACE 
10m4, NUM 
10P2, NUM 
mbar, NOUN 
ion, NOUN 
electron, NOUN 
extraction, NOUN 

, SPACE 
self, NOUN 
biasing, VERB 
effect, NOUN 
second, ADJ 
capacitive, ADJ 
RF, NOUN 
circuit, NOUN 
super-, AUX 

, SPACE 
imposed, VERB 
ECWR, PROPN 
plasma, NOUN 
extraction, NOUN 
circuit, NOUN 
oper-, NOUN 

, SPACE 
ated, VERB 
frequencies, NOUN 
2, NUM 
125, NUM 
MHz, NOUN 
consists, VERB 
coupling, NOUN 

, SPACE 
electrode, ADV 
connected, VERB 
tunable, ADJ 
RF, PROPN 
generator, NOUN 
matching, VERB 

, SPACE 
network, NOUN 
retarding, NOUN 
field, NOUN 
analyzer, NOUN 
replaced, VERB 
target, NOUN 

, SPACE 
treated, VERB 
extracted, VERB 
plasma, NOUN 
ions, NOUN 
analyzer, PROPN 
enables, VERB 

, SPACE 
separation, NOUN 
ion, NOUN 
electron, NOUN 
component, NOUN 
extracted, VERB 

, SPACE 
plasma, NOUN 
flux, NOUN 
measurements, NOUN 
ion, NOUN 
energy, NOUN 
distributions, NOUN 

, SPACE 
retarding, NOUN 
field, NOUN 
technique, NOUN 
subsequent, ADJ 
sections, NOUN 

, SPACE 
entrance, NOUN 
grid, NOUN 
analyzer, PROPN 
replacing, VERB 
surface, NOUN 
ion, NOUN 

, SPACE 
bombarded, VERB 
sample, NOUN 
addressed, VERB 
target, NOUN 
electrode, NOUN 

, SPACE 
details, NOUN 
experimental, ADJ 
arrangement, NOUN 
found, VERB 
‘0,‘5, PROPN 

, SPACE 
Simulation, PROPN 
algorithm, PROPN 

, SPACE 
potential, ADJ 
distribution, NOUN 
sketched, VERB 
Figure, PROPN 
1, NUM 
intended, VERB 

, SPACE 
serve, VERB 
background, NOUN 
short, ADJ 
explanation, NOUN 
computer, NOUN 

, SPACE 
algorithm, PROPN 
developed, VERB 
describe, VERB 
ion, NOUN 
motion, NOUN 

, SPACE 
RF, PROPN 
based, VERB 
plasma, NOUN 
extraction, NOUN 
system, NOUN 
distinguish, VERB 

, SPACE 
pre, ADJ 
sheath, ADJ 
ranging, VERB 
center, NOUN 
plasma, NOUN 
vessel, NOUN 

, SPACE 
edge, NOUN 
space, NOUN 
charge, NOUN 
sheath, NOUN 
plasma, NOUN 
sheath, NOUN 

, SPACE 
target, NOUN 
electrode, ADV 
d, X 
assigns, VERB 
maximum, ADJ 
thickness, NOUN 

, SPACE 
plasma, NOUN 
sheath, NOUN 
potential, ADJ 
4, NUM 
pre, NOUN 
sheath, ADJ 
i.e., X 
quasi-, ADJ 

, SPACE 
neutral, ADJ 
plasma, NOUN 
region, NOUN 
assumed, VERB 
vary, VERB 
z2, PROPN 
according, VERB 

, SPACE 
results, NOUN 
previous, ADJ 
experimental, ADJ 
studies, NOUN 
identical, ADJ 
ECWR, NOUN 

, SPACE 
plasma, NOUN 
operation, NOUN 
actual, ADJ 
plasma, NOUN 
edge, NOUN 
varies, VERB 

, SPACE 
periodically, ADV 
d, NUM 
minimum, NOUN 
thickness, NOUN 
d, PROPN 

, SPACE 
frequency, NOUN 
applied, VERB 
capacitive, ADJ 
extraction, NOUN 
circuit, NOUN 

, SPACE 
ions, NOUN 
individually, ADV 
considered, VERB 
simulation, NOUN 

, SPACE 
Plasma, PROPN 
sheath, ADJ 

, SPACE 
region, NOUN 

, SPACE 
+, PROPN 
W, PROPN 
L, NOUN 
1, NUM 
t, PROPN 

, SPACE 
b, PROPN 
0, NUM 
1, NUM 

, SPACE 
Figure, NOUN 
1, NUM 
Schematic, ADJ 
plasma, NOUN 
potential, ADJ 
distribution, NOUN 
pre, ADJ 
sheath, ADJ 

, SPACE 
q(z, PROPN 
plasma, NOUN 
sheath, NOUN 
q(s, NOUN 
function, NOUN 
distance, NOUN 

, SPACE 
center, NOUN 
plasma, NOUN 
vessel, NOUN 
z, PROPN 
plasma, NOUN 
sheath, NOUN 
boundary, NOUN 
s, PROPN 

, SPACE 
respectively, ADV 

, SPACE 
1018, NUM 
assumed, VERB 
start, VERB 
z, NOUN 
axis, NOUN 
thermal, ADJ 
energy, NOUN 
E, NOUN 
=, PROPN 
30, NUM 

, SPACE 
meV., PROPN 
ion, NOUN 
accelerated, VERB 
local, ADJ 
electric, ADJ 
field, NOUN 
i.e., X 

, SPACE 
spatial, ADJ 
variation, NOUN 
plasma, NOUN 
potential, NOUN 
pre, NOUN 
sheath, NOUN 

, SPACE 
ion, NOUN 
motion, NOUN 
pre, NOUN 
sheath, ADJ 
plasma, NOUN 
sheath, NOUN 

, SPACE 
traced, VERB 
plane, NOUN 
target, NOUN 
electrode, ADJ 
pre, ADJ 
sheath, ADJ 

, SPACE 
time, NOUN 
intervals, NOUN 
subsequent, ADJ 
acceleration, NOUN 
steps, NOUN 
chosen, VERB 

, SPACE 
energy, NOUN 
gain, NOUN 
<, X 
10, NUM 
l, NOUN 
eV., ADJ 
ion, NOUN 
assumed, VERB 

, SPACE 
local, ADJ 
velocity, NOUN 
enters, VERB 
corresponding, ADJ 

, SPACE 
interval, NOUN 
AZ, PROPN 
potential, ADJ 
drop, NOUN 
individual, ADJ 
step, NOUN 
AZ, PROPN 

, SPACE 
determines, VERB 
kinetic, ADJ 
energy, NOUN 
interval, NOUN 
soon, ADV 

, SPACE 
ion, NOUN 
arrives, VERB 
maximum, ADJ 
step, NOUN 
width, NOUN 
AZ, PROPN 
reduced, VERB 

, SPACE 
10m4, NUM 
actual, ADJ 
sheath, ADJ 
thickness, NOUN 
order, NOUN 
sufficient, ADJ 

, SPACE 
spatial, ADJ 
resolution, NOUN 
acceleration, NOUN 
process, NOUN 
plasma, NOUN 

, SPACE 
sheath, NOUN 

, SPACE 
ion, NOUN 
motion, NOUN 
point, NOUN 
origin, NOUN 

, SPACE 
target, NOUN 
electrode, ADJ 
gas, NOUN 
kinetic, NOUN 
charge, VERB 
exchange, NOUN 
collisions, NOUN 

, SPACE 
heavy, ADJ 
plasma, NOUN 
species, NOUN 
considered, VERB 
elastic, ADJ 
gas, NOUN 

, SPACE 
kinetic, NOUN 
collision, NOUN 
assumed, VERB 
occur, VERB 
average, ADJ 
particle, NOUN 

, SPACE 
travelled, VERB 
distance, NOUN 
corresponding, VERB 
mean, ADJ 
free, ADJ 
path, NOUN 

, SPACE 
elastic, ADJ 
atom, NOUN 
atom, NOUN 
collisions, NOUN 
respective, ADJ 
travelling, VERB 
distances, NOUN 

, SPACE 
ion, NOUN 
path, NOUN 
ionization, NOUN 
included, VERB 

, SPACE 
noted, VERB 
according, VERB 
experimental, ADJ 
conditions, NOUN 
mean, ADJ 

, SPACE 
free, ADJ 
path, NOUN 
order, NOUN 
length, NOUN 
pre, NOUN 
sheath, NOUN 

, SPACE 
energy, NOUN 
loss, NOUN 
elastic, ADJ 
collision, NOUN 
determined, VERB 
random, ADJ 

, SPACE 
generator, NOUN 
asked, VERB 
present, ADJ 
value, NOUN 
collision, NOUN 

, SPACE 
mean, ADJ 
free, ADJ 
path, NOUN 
charge, NOUN 
exchange, NOUN 
collisions, NOUN 
energy, NOUN 

, SPACE 
dependence, NOUN 
respective, ADJ 
cross, PROPN 
section, NOUN 
taken, VERB 
account, NOUN 

, SPACE 
noble, ADJ 
gas, NOUN 
consideration, NOUN 
ion, NOUN 
generated, VERB 

, SPACE 
charge, NOUN 
exchange, NOUN 
assumed, VERB 
start, VERB 
Et, PROPN 
=, PROPN 
30, NUM 
meV., PROPN 

, SPACE 
individual, ADJ 
cycles, NOUN 
traveling, VERB 
intervals, NOUN 
repeated, VERB 

, SPACE 
ion, NOUN 
reaches, VERB 
plane, NOUN 
maximum, ADJ 
extension, NOUN 

, SPACE 
plasma, NOUN 
sheath, NOUN 
i.e., X 
arrives, VERB 
z, NOUN 
=, X 
L/2, PROPN 
d, PROPN 
L, NOUN 
height, NOUN 

, SPACE 
plasma, NOUN 
cylinder, NOUN 
total, ADJ 
potential, ADJ 
drop, NOUN 
UPlasma, PROPN 

, SPACE 
plasma, NOUN 
target, NOUN 
electrode, NOUN 
split, VERB 
constant, ADJ 
self-, ADJ 

, SPACE 
biasing, VERB 
voltage, NOUN 
U, NOUN 
superimposed, VERB 
high, ADJ 
frequency, NOUN 
voltage, NOUN 

, SPACE 
URF, PROPN 
amplitude, NOUN 
fi, NOUN 

, SPACE 
u, NOUN 
plasma, NOUN 
=, VERB 
+, CCONJ 
URF, PROPN 
=, PUNCT 
+, PROPN 
ii, PROPN 
sin, NOUN 
~,,~t, INTJ 
+, CCONJ 
SJ, PROPN 

, SPACE 
hi, INTJ 
refers, VERB 
phase, NOUN 
angle, NOUN 
ion, NOUN 
enters, VERB 
plasma, NOUN 

, SPACE 
sheath, ADJ 
region, NOUN 
z, NOUN 
=, PUNCT 
L/2, PROPN 
-d, PROPN 
ocaP, NOUN 
2, NUM 
nfcap, NOUN 
Q, PROPN 
defines, VERB 

, SPACE 
phase, NOUN 
angle, NOUN 
URF, PROPN 
instant, NOUN 
Q, PROPN 
equal, ADJ 
6, NUM 

, SPACE 
entry, NOUN 
time, NOUN 
t, PROPN 
equal, ADJ 
zero, NUM 
ion, NOUN 
i., NOUN 

, SPACE 
frequency, ADJ 
fclp, NOUN 
ion, NOUN 
velocity, NOUN 
t, NOUN 
=, SYM 
0, NUM 
determine, VERB 
time, NOUN 

, SPACE 
tkgin, NOUN 
ion, NOUN 
passes, VERB 
actual, ADJ 
plasma, NOUN 
sheath, NOUN 
edge, NOUN 

, SPACE 
time, NOUN 
difference, NOUN 
0, NUM 
=, SYM 
~,,~t,_+6, PROPN 
Q, PROPN 

, SPACE 
yields, VERB 
respective, ADJ 
flight, NOUN 
time, NOUN 
considered, VERB 
ion, NOUN 
i., PROPN 

, SPACE 
potential, NOUN 
plasma, NOUN 
sheath, NOUN 
time, NOUN 
dependent, ADJ 

, SPACE 
thickness, ADJ 
d(t, PROPN 
assumed, VERB 
vary, VERB 
proportionally, ADV 
s4, PROPN 
according, VERB 

, SPACE 
known, VERB 
Langmuir, PROPN 
Schottky, PROPN 
law, NOUN 
ion, NOUN 
motion, NOUN 

, SPACE 
plasma, NOUN 
sheath, NOUN 
traced, VERB 
individual, ADJ 
path, NOUN 
elements, NOUN 

, SPACE 
maximum, ADJ 
length, NOUN 
10m4, PROPN 
d(t, PROPN 
sheath, ADJ 
coordinate, NOUN 

, SPACE 
s, NOUN 
Figure, NOUN 
1, NUM 
acceleration, NOUN 
step, NOUN 
simulation, NOUN 
pro-, VERB 

, SPACE 
gram, NOUN 
checks, NOUN 
ion, NOUN 
remains, VERB 
plasma, NOUN 
sheath, NOUN 

, SPACE 
overtaken, VERB 
regressing, VERB 
boundary, NOUN 
case, NOUN 
ion, NOUN 

, SPACE 
assumed, VERB 
actual, ADJ 
velocity, NOUN 
additional, ADJ 

, SPACE 
energy, NOUN 
gain, NOUN 
ion, NOUN 
remains, VERB 
plasma, NOUN 
sheath, NOUN 

, SPACE 
identical, ADJ 
calculation, NOUN 
loop, NOUN 
pre, ADJ 
sheath, ADJ 
applied, VERB 

, SPACE 
actual, ADJ 
potential, ADJ 
distribution, NOUN 
oscillating, NOUN 
sheath, NOUN 

, SPACE 
calculation, NOUN 
ends, VERB 
ion, NOUN 
reaches, VERB 
position, NOUN 

, SPACE 
target, NOUN 
electrode, ADJ 
z, NOUN 
=, SYM 
L/2, NOUN 
time, NOUN 
tend, NOUN 
i.e., X 
phase, NOUN 
angle, NOUN 

, SPACE 
y, PROPN 
=, PROPN 
p, NOUN 
fend, NOUN 
+, CCONJ 
4, NUM 

, SPACE 
D, PROPN 
Martin, PROPN 
H, PROPN 
0echsner, PROPN 
Time, NOUN 
resolved, VERB 
analysis, NOUN 
ion, NOUN 
motion, NOUN 

, SPACE 
0, NUM 
10, NUM 
20, NUM 
30, NUM 
40, NUM 
50, NUM 
60, NUM 
70, NUM 

, SPACE 
U, PROPN 
ret, NOUN 
VI, PROPN 

, SPACE 
0, NUM 
10, NUM 
20, NUM 
30, NUM 
40, NUM 
50, NUM 
6b, NUM 
7b, NUM 

, SPACE 
E, PROPN 
Lo, PROPN 
W, PROPN 

, SPACE 
Figure, PROPN 
2, NUM 
Comparison, NOUN 
experiment, NOUN 
symbols, NOUN 
calculation, NOUN 

, SPACE 
lines, NOUN 
retarding, VERB 
field, NOUN 
curves, NOUN 
ion, NOUN 
energy, NOUN 
distributions, NOUN 
b, NOUN 

, SPACE 
ions, NOUN 
mean, ADJ 
energy, NOUN 
40, NUM 
eV., ADJ 
Ion, PROPN 
extraction, NOUN 
Ar-, NOUN 

, SPACE 
plasma, NOUN 
different, ADJ 
frequencies, NOUN 
capacitive, ADJ 
RF, PROPN 
circuit, NOUN 
f, PROPN 
=, PROPN 
2.0, NUM 

, SPACE 
10.5, NUM 
125.0, NUM 
MHz, NOUN 
normalized, VERB 
results, NOUN 
given, VERB 
arbitrary, ADJ 
units, NOUN 

, SPACE 
w., PROPN 
E., PROPN 

, SPACE 
Simulation, PROPN 
results, NOUN 
comparison, NOUN 
experiment, NOUN 

, SPACE 
direct, ADJ 
comparison, NOUN 
results, NOUN 
measurements, NOUN 

, SPACE 
retarding, NOUN 
field, NOUN 
analyzer, NOUN 
respective, ADJ 
computer, NOUN 

, SPACE 
simulations, NOUN 
displayed, VERB 
Figure, NOUN 
2, NUM 
different, ADJ 
operation, NOUN 
fre-, PROPN 

, SPACE 
quencies, NOUN 
capacitive, ADJ 
extraction, NOUN 
circuit, NOUN 
Retarding, VERB 
field, NOUN 

, SPACE 
curves, NOUN 
ion, NOUN 
extraction, NOUN 
Ar, PROPN 
plasma, NOUN 
shown, VERB 
Figure, PROPN 

, SPACE 
2(a, NUM 
threej&-values, NOUN 
define, VERB 
nominal, ADJ 
ion, NOUN 
energy, NOUN 
E, NOUN 

, SPACE 
retarding, NOUN 
voltage, NOUN 
U, NOUN 
ion, NOUN 
retardation, NOUN 
current, NOUN 

, SPACE 
dropped, VERB 
50, NUM 
initial, ADJ 
saturation, NOUN 
value, NOUN 
cases, NOUN 

, SPACE 
depicted, VERB 
Figure, PROPN 
2, NUM 
amplitude, NOUN 
ii, PROPN 
extracting, VERB 
high, ADJ 

, SPACE 
frequency, ADJ 
voltage, NOUN 
chosen, VERB 
Ei, PROPN 
40, NUM 
eV., ADJ 

, SPACE 
width, NOUN 
AE, PROPN 
ion, NOUN 
energy, NOUN 
distribution, NOUN 
defined, VERB 

, SPACE 
interval, NOUN 
Ii, PROPN 
retardation, NOUN 
current, ADJ 
decreases, NOUN 

, SPACE 
84, NUM 
16, NUM 
AE, PROPN 
narrower, ADJ 
increasing, VERB 
fre-, ADJ 

, SPACE 
quency, NOUN 
experimental, ADJ 
simulated, VERB 
results, NOUN 

, SPACE 
lower, ADJ 
panel, NOUN 
Figure, PROPN 
2, NUM 
experimental, ADJ 
ion, NOUN 
distributions, NOUN 

, SPACE 
derived, VERB 
retarding, VERB 
field, NOUN 
measurements, NOUN 
compared, VERB 

, SPACE 
results, NOUN 
computer, NOUN 
algorithm, NOUN 
sets, NOUN 
results, NOUN 

, SPACE 
agree, VERB 
particular, ADJ 
splitting, NOUN 
energy, NOUN 
dis-, X 

, SPACE 
tributions, NOUN 
decreasing, VERB 
fcap, NOUN 
reproduced, VERB 
simu-, NOUN 

, SPACE 
lation, NOUN 
curves, NOUN 

, SPACE 
Figure, PROPN 
3, NUM 
AE,,,-values, NOUN 
larger, ADJ 
number, NOUN 
retar-, ADJ 

, SPACE 
dation, NOUN 
curves, NOUN 
measured, VERB 
AT+-ions, NOUN 
nominal, ADJ 
ion, NOUN 

, SPACE 
3~, PROPN 
yl, NOUN 
p., PROPN 
1, NUM 

, SPACE 
10, NUM 
100, NUM 

, SPACE 
f, PROPN 
car, NOUN 
MHz1, NUM 

, SPACE 
Figure, PROPN 
3, NUM 
Ion, NOUN 
energy, NOUN 
width, NOUN 
vs, ADP 
frequency, NOUN 
capacitive, ADJ 
extrac-, NOUN 

, SPACE 
tion, NOUN 
circuit, NOUN 
ions, NOUN 
E, NOUN 
=, PROPN 
40, NUM 
eV, X 
experiment, NOUN 
0, NUM 
simulation, NOUN 
energy, NOUN 
E, PROPN 
40, NUM 
eV, NUM 
plotted, VERB 
vs, ADP 
frequencies, NOUN 
.fcap, PUNCT 

, SPACE 
extraction, NOUN 
circuit, NOUN 
satisfactory, ADJ 
agreement, NOUN 

, SPACE 
experimental, NOUN 
simulated, ADJ 
data, NOUN 
obtained, VERB 
particular, ADJ 

, SPACE 
fZ!i, NOUN 
16, NUM 
MHz, NOUN 
AE, PROPN 
attains, VERB 
constant, ADJ 
low, ADJ 

, SPACE 
level, NOUN 
5, NUM 
eV, X 
extracted, VERB 
Figure, PROPN 
3, NUM 
impor-, ADJ 

, SPACE 
tant, NOUN 
result, NOUN 
computer, NOUN 
simulations, NOUN 
found, VERB 
Ar+-, ADJ 

, SPACE 
