Pergamon, PROPN 
ERDA, PROPN 
SIMS, PROPN 
Nuclear, PROPN 
Microprobe, PROPN 
analysis, NOUN 
specially, ADV 
prepared, ADJ 
cross, NOUN 
sections, NOUN 

, SPACE 
Copyright, NOUN 
0, NUM 
7996, NUM 
Elsevier, PROPN 
Science, PROPN 
Ltd., PROPN 

, SPACE 
Key, ADJ 
words, NOUN 
Analysis, NOUN 
hydrogen, NOUN 
retention, NOUN 
thick, ADJ 
films, NOUN 
tokamaks, NOUN 

, SPACE 
Introduction, NOUN 

, SPACE 
primary, ADJ 
mechanism, NOUN 
hydrogen, NOUN 
retention, NOUN 
large, ADJ 
tok-, NOUN 

, SPACE 
amaks, NOUN 
codeposition, NOUN 
and/or, CCONJ 
implantation, NOUN 
material, NOUN 

, SPACE 
eroded, VERB 
areas, NOUN 
plasma, NOUN 
facing, VERB 
components, NOUN 
PFC, PROPN 
high, ADJ 

, SPACE 
incident, NOUN 
fluxes, NOUN 
redeposited, VERB 
regions, NOUN 
lower, ADJ 
fluxes, NOUN 

, SPACE 
PFCs, NOUN 
carbon, NOUN 
form, NOUN 
graphite, NOUN 
saturation, NOUN 

, SPACE 
level, NOUN 
H, NOUN 
isotope, NOUN 
trapping, NOUN 
redeposited, VERB 
layers, NOUN 
<, X 
27OC, PROPN 

, SPACE 
shown, VERB 
given, VERB 
H, PROPN 
Cr0.4, PROPN 
I., PROPN 
long, ADJ 
pulse, NOUN 
high, ADJ 

, SPACE 
power, NOUN 
machine, NOUN 
planned, VERB 
International, PROPN 
Thermonuclear, PROPN 

, SPACE 
Experimental, PROPN 
Reactor, PROPN 
ITER, PROPN 
redeposited, VERB 
films, NOUN 
millimetres, NOUN 

, SPACE 
thickness, NOUN 
accumulate, VERB 
deposition, NOUN 
dominated, VERB 
wall, NOUN 

, SPACE 
areas, NOUN 
machine, NOUN 
fuelled, VERB 
50, NUM 
deuterium, NOUN 
D)/50, NOUN 

, SPACE 
tritium, NOUN 
T, NOUN 
mixture, NOUN 
T, PROPN 
trapped, VERB 
0.2, NUM 
times, NOUN 

, SPACE 
C, NOUN 
thick, ADJ 
layers, NOUN 
retention, NOUN 
magnitude, NOUN 

, SPACE 
unacceptable, ADJ 
radioactivity, NOUN 
cost, NOUN 
con-, NOUN 

, SPACE 
siderations, NOUN 

, SPACE 
post, ADJ 
mortem, ADJ 
analysis, NOUN 
PFCs, NOUN 
JET, PROPN 

, SPACE 
tokamaks, NOUN 
similar, ADJ 
amounts, NOUN 
H, PROPN 
D, PROPN 
generally, ADV 
observed, VERB 

, SPACE 
near, ADJ 
surface, NOUN 
region, NOUN 
JET, PROPN 
normally, ADV 
fuelled, VERB 
D, PROPN 

, SPACE 
reason, NOUN 
prevalence, NOUN 
H, PROPN 
unclear, ADJ 

, SPACE 
result, NOUN 
saturation, NOUN 
level, NOUN 
H, NOUN 
isotopes, NOUN 
near, ADJ 
surface, NOUN 
region, NOUN 

, SPACE 
correspond, VERB 
analysed, VERB 
retention, NOUN 
D, NOUN 
0.2, NUM 
times, NOUN 

, SPACE 
C, NOUN 
D, NOUN 
level, NOUN 
frequently, ADV 
observed, VERB 

, SPACE 
surveys, NOUN 
PFCs, NOUN 
JET.‘.4, NOUN 
measurements, NOUN 

, SPACE 
Ion, PROPN 
Beam, PROPN 
Analysis, PROPN 
IBA, PROPN 
variant, ADJ 
Nuclear, PROPN 

, SPACE 
Reaction, PROPN 
Analysis, PROPN 
NRA, PROPN 
technique, NOUN 
usually, ADV 

, SPACE 
outermost, ADJ 
micron, VERB 
approximately, ADV 
surface, NOUN 

, SPACE 
analysed, VERB 
Redeposited, VERB 
layers, NOUN 
130, NUM 
microns, NOUN 
thick, ADJ 

, SPACE 
measured, VERB 
JET, NOUN 
sectioning, VERB 
films, NOUN 
flanks, NOUN 
discrete, ADJ 
limiters, NOUN 
1986,5, NUM 
clearly, ADV 
important, ADJ 

, SPACE 
retained, VERB 
D, ADJ 
inventory, NOUN 
know, VERB 
D, ADJ 

, SPACE 
concentration, NOUN 
film, NOUN 
seen, VERB 

, SPACE 
NRA, PROPN 
outermost, ADJ 
micron, NOUN 
Secondary, ADJ 
Ion, PROPN 
Mass, PROPN 
Spec-, PROPN 

, SPACE 
troscopy, ADJ 
SIMS, PROPN 
profile, NOUN 
different, ADJ 
point, NOUN 

, SPACE 
limiter, NOUN 
film, NOUN 
24, NUM 
microns, NOUN 
thick, ADJ 
showed, VERB 

, SPACE 
D, PROPN 
H, PROPN 
concentrations, NOUN 
appeared, VERB 
start, VERB 
high, ADJ 

, SPACE 
surface, NOUN 
fell, VERB 
order, NOUN 
magnitude, NOUN 

, SPACE 
bulk, NOUN 
film, NOUN 
SIMS, PROPN 
technique, NOUN 
consists, VERB 

, SPACE 
sputtering, VERB 
material, NOUN 
surface, NOUN 
ion, NOUN 
gun, NOUN 
ana-, ADV 

, SPACE 
lysing, VERB 
ion, NOUN 
content, NOUN 
sputtered, ADJ 
material, NOUN 
entering, VERB 
mass, ADJ 

, SPACE 
spectrometer, NOUN 
considered, VERB 
quantitative, ADJ 

, SPACE 
certain, ADJ 
defined, VERB 
situations, NOUN 
Firstly, ADV 
sputtering, ADJ 
yield, NOUN 

, SPACE 
impurity, NOUN 
element, NOUN 
surface, NOUN 
vary, VERB 
orders, NOUN 
magnitude, NOUN 

, SPACE 
depending, VERB 
surface, NOUN 
roughness, NOUN 
composition, NOUN 
sub-, ADJ 

, SPACE 
strate, NOUN 
binding, VERB 
configuration, NOUN 
impurity, NOUN 
Secondly, ADV 

, SPACE 
fraction, NOUN 
material, NOUN 
sputtered, VERB 
ions, NOUN 
detected, VERB 

, SPACE 
spectrometer, NOUN 
varies, NOUN 
orders, NOUN 
magnitude, NOUN 
different, ADJ 

, SPACE 
elements, NOUN 
thirdly, ADV 
composition, NOUN 
profiles, NOUN 
surface, NOUN 

, SPACE 
severely, ADV 
distorted, VERB 
differential, ADJ 
sputtering, NOUN 
knock, NOUN 

, SPACE 
shadowing, NOUN 
effects, NOUN 

, SPACE 
JET, NOUN 
data, NOUN 
similar, ADJ 
picture, NOUN 
H, NOUN 
isotope, NOUN 

, SPACE 
retention, NOUN 
tokamaks, NOUN 
generally, ADV 
high, ADJ 
surface, NOUN 

, SPACE 
micron, NOUN 
concentrations, NOUN 
retained, VERB 
H, PROPN 
D, PROPN 
provide, VERB 

, SPACE 
example, NOUN 
lower, ADJ 
concentrations, NOUN 
bulk, NOUN 
thick, ADJ 
rede-, NOUN 

, SPACE 
posited, VERB 
film, NOUN 
article, NOUN 
describes, VERB 
assessment, NOUN 
techniques, NOUN 

, SPACE 
determining, VERB 
H, PROPN 
isotope, NOUN 
content, NOUN 
thick, ADJ 
>, X 
IO, PROPN 
micron, NOUN 

, SPACE 
films, NOUN 
application, NOUN 
analysis, NOUN 
thick, ADJ 

, SPACE 
redeposited, VERB 
films, NOUN 
1986, NUM 
JET, NOUN 
limiters, NOUN 

, SPACE 
985, NUM 

, SPACE 
J, PROPN 
P, PROPN 
Coad, PROPN 
ef, PROPN 
a/, VERB 
Hydrogen, NOUN 
isotope, NOUN 
analysis, NOUN 

, SPACE 
Experimental, ADJ 
results, NOUN 

, SPACE 
Preparation, PROPN 
samples, NOUN 
ideal, ADJ 
situation, NOUN 
able, ADJ 

, SPACE 
analysis, NOUN 
situ, NOUN 
complete, ADJ 
component, NOUN 

, SPACE 
removal, NOUN 
tokamak, NOUN 
limiter, NOUN 
tiles, NOUN 

, SPACE 
removed, VERB 
JET, PROPN 
1986, NUM 
operations, NOUN 

, SPACE 
450, NUM 
x, SYM 
120, NUM 
x, SYM 
77, NUM 
mm, PROPN 
technique, NOUN 
able, ADJ 
analyse, VERB 
complete, ADJ 

, SPACE 
tile, NOUN 
IBA, PROPN 
large, ADJ 
target, NOUN 
chamber, NOUN 
specially, ADV 
constructed, VERB 

, SPACE 
analysing, VERB 
JET, NOUN 
components, NOUN 
order, NOUN 
investigate, VERB 

, SPACE 
methods, NOUN 
necessary, ADJ 
prepare, VERB 
smaller, ADJ 
samples, NOUN 

, SPACE 
samples, NOUN 
cut, VERB 
flanks, NOUN 
limiter, NOUN 
tiles, NOUN 

, SPACE 
shown, VERB 
Figure, PROPN 
1, NUM 
Samples, NOUN 
cut, VERB 
profile, NOUN 

, SPACE 
tile, NOUN 
e.g., ADV 
samples, NOUN 
3, NUM 
8, NUM 
11, NUM 
assumed, VERB 
equivalent, ADJ 

, SPACE 
films, NOUN 
thick, ADJ 
possible, ADJ 
profile, VERB 

, SPACE 
film, NOUN 
analysing, VERB 
cross, NOUN 
section, NOUN 
film, NOUN 
spatial, ADJ 
res-, NOUN 

, SPACE 
olution, NOUN 
technique, NOUN 
good, ADJ 
enhanced, VERB 

, SPACE 
producing, VERB 
taper, NOUN 
section, NOUN 
improves, VERB 
resolution, NOUN 

, SPACE 
order, NOUN 
magnitude, NOUN 
increasing, VERB 
apparent, ADJ 
thickness, NOUN 

, SPACE 
film, NOUN 
seen, VERB 
sections, NOUN 
prepared, VERB 

, SPACE 
samples, NOUN 
cut, VERB 
adjacent, ADJ 
conventional, ADJ 
coupons, NOUN 

, SPACE 
noted, VERB 
preparation, NOUN 
sections, NOUN 
affect, VERB 
results, NOUN 

, SPACE 
obtained, VERB 
subsequently, ADV 
smearing, VERB 
material, NOUN 
surface, NOUN 

, SPACE 
leaching, VERB 
certain, ADJ 
components, NOUN 
reaction, NOUN 
potting, ADJ 

, SPACE 
resin, NOUN 
polishing, VERB 
solution, NOUN 
possible, ADJ 
method, NOUN 
preparing, VERB 

, SPACE 
section, NOUN 
thick, ADJ 
film, NOUN 
metallographic, NOUN 
polishing, NOUN 

, SPACE 
ion, NOUN 
beam, NOUN 
slope, NOUN 
cutting.6.7, VERB 
area, NOUN 
analysed, VERB 
wall, NOUN 

, SPACE 
crater, NOUN 
formed, VERB 
ion, NOUN 
bombardment, NOUN 
line, NOUN 
wall, NOUN 

, SPACE 
defined, VERB 
sharp, ADV 
edged, VERB 
screen, NOUN 
development, NOUN 

, SPACE 
technique, NOUN 
films, NOUN 
microns, NOUN 
thick, ADJ 
films, NOUN 
order, NOUN 

, SPACE 
100, NUM 
microns, NOUN 
demonstrated, VERB 

, SPACE 
NRA, PROPN 
analyses, NOUN 
tile, NOUN 
samples, NOUN 
implanted, VERB 
standard, NOUN 

, SPACE 
samples, NOUN 
cut, VERB 
JET, NOUN 
limiter, NOUN 
tile, NOUN 
analysed, VERB 
NRA, PROPN 

, SPACE 
obtain, VERB 
surface, NOUN 
1, NUM 
micron, NOUN 
concentration, NOUN 
D, NOUN 

, SPACE 
D(3He, PROPN 
p)4He, NOUN 
reaction, NOUN 
results, NOUN 
given, VERB 
column, NOUN 

, SPACE 
Table, PROPN 
1, NUM 
check, VERB 
quantification, NOUN 
graphite, NOUN 
samples, NOUN 

, SPACE 
implanted, VERB 
saturation, NOUN 
5, NUM 
keV, NOUN 
deuterons, NOUN 
5, NUM 

, SPACE 
mm, NOUN 
diameter, NOUN 
region, NOUN 
according, VERB 
TRIM, NOUN 
calculations, NOUN 

, SPACE 
provide, VERB 
surface, NOUN 
containing, VERB 
6.10, NUM 
deuterium, NOUN 
atoms, NOUN 
cm-, X 

, SPACE 
closed, ADJ 
flux, NOUN 
surface, NOUN 
Table, NOUN 
1, NUM 
Comparison, NOUN 
analyses, NOUN 
units, NOUN 
10, NUM 
atoms, NOUN 
cm-, X 

, SPACE 
H, NOUN 
isotopes, NOUN 
carbon, NOUN 
samples, NOUN 
different, ADJ 
techniques, NOUN 

, SPACE 
NERD, PROPN 

, SPACE 
Outer, PROPN 
micron, NOUN 
Total, PROPN 
Film, PROPN 

, SPACE 
Sample, PROPN 
Number, PROPN 
NRA, PROPN 
HIERD, PROPN 
H, PROPN 
D, PROPN 
H, PROPN 
D, NOUN 

, SPACE 
1, NUM 
or6, VERB 
4.7, NUM 

, SPACE 
2or7, NUM 
5.4, NUM 
19, NUM 
6.2, NUM 

, SPACE 
3, NUM 
8, NUM 
5.0, NUM 
3.0, NUM 
12, NUM 
8.0, NUM 

, SPACE 
4, NUM 
9, NUM 
4.8, NUM 
1.0, NUM 
2.7, NUM 
65, NUM 
8.5, NUM 

, SPACE 
5or, ADJ 
10, NUM 
2.6, NUM 
87, NUM 
5.3, NUM 

, SPACE 
D, PROPN 
standard, ADJ 
2, NUM 
5.1(5.3, NUM 
b, PROPN 
g, NOUN 
7.5, NUM 

, SPACE 
outermost, ADJ 
0.15, NUM 
microns, NOUN 
standards, NOUN 

, SPACE 
analysed, VERB 
NRA, PROPN 
techniques, NOUN 
included, VERB 
Table, PROPN 

, SPACE 
NRA, PROPN 
result, NOUN 
duplicated, VERB 
different, ADJ 
lab-, PROPN 

, SPACE 
oratories, NOUN 
shown, VERB 
good, ADJ 
agreement, NOUN 
calculations, NOUN 

, SPACE 
Heavy, ADJ 
ion, NOUN 
induced, VERB 
elastic, ADJ 
recoil, NOUN 
detection, NOUN 
analysis, NOUN 

, SPACE 
IBA, PROPN 
family, NOUN 
Elastic, PROPN 
Recoil, PROPN 
Detection, PROPN 
Analysis, PROPN 
ERDA, PROPN 

, SPACE 
ion, NOUN 
beam, NOUN 
incident, NOUN 
glancing, VERB 
angle, NOUN 
atoms, NOUN 

, SPACE 
ejected, VERB 
surface, NOUN 
elastic, ADJ 
collision, NOUN 
incident, NOUN 

, SPACE 
ion, NOUN 
incident, NOUN 
energy, NOUN 
transferred, VERB 
recoil, NOUN 

, SPACE 
collision, NOUN 
detector, NOUN 
ejected, VERB 
particles, NOUN 
placed, VERB 

, SPACE 
glancing, VERB 
angle, NOUN 
forward, ADJ 
direction, NOUN 
common, ADJ 

, SPACE 
form, NOUN 
technique, NOUN 
helium, NOUN 
ion, NOUN 
beam, NOUN 
employed, VERB 
energies, NOUN 

, SPACE 
3, NUM 
MeV., NOUN 
H, PROPN 
isotopes, VERB 
analysed, VERB 
separately, ADV 

, SPACE 
method, NOUN 
depth, NOUN 
analysis, NOUN 
1, NUM 
micron, NOUN 

, SPACE 
technique, NOUN 
dependent, ADJ 
surface, NOUN 
roughness, NOUN 

, SPACE 
NRA, PROPN 
usually, ADV 
way, NOUN 
obtain, VERB 
idea, NOUN 
H, PROPN 
i.e., X 

, SPACE 
protium, ADJ 
surface, NOUN 
concentration, NOUN 
incident, NOUN 
energies, NOUN 

, SPACE 
employed, VERB 
increased, VERB 
depth, NOUN 
analysed, VERB 

, SPACE 
increases, NOUN 
ions, NOUN 
heavier, ADJ 
element, NOUN 
range, NOUN 

, SPACE 
masses, NOUN 
detected, VERB 
increased, VERB 
technique, NOUN 
known, VERB 

, SPACE 
Heavy, PROPN 
Ion, PROPN 
ERDA.8.9, PUNCT 
Ejected, VERB 
ions, NOUN 
detected, VERB 
ionisation, NOUN 

, SPACE 
view, NOUN 
tile, NOUN 

, SPACE 
b/, PROPN 
view, NOUN 
tile, NOUN 

, SPACE 
Figure, NOUN 
1, NUM 
diagram, NOUN 
showing, VERB 
original, ADJ 
locations, NOUN 
samples, NOUN 
cut, VERB 
JET, NOUN 
limiter, NOUN 
tile, NOUN 
study, NOUN 
position, NOUN 
tile, NOUN 
relative, NOUN 

, SPACE 
JET, NOUN 
plasma, NOUN 

, SPACE 
986, NUM 

, SPACE 
J, PROPN 
P, PROPN 
Goad, PROPN 
et, PROPN 
al, PROPN 
Hydrogen, PROPN 
isotope, NOUN 
analysis, NOUN 

, SPACE 
chambers, NOUN 
ion, NOUN 
sample, NOUN 
passes, VERB 

, SPACE 
chambers, NOUN 
series, NOUN 
maximum, ADJ 
value, NOUN 
energy, NOUN 
loss, NOUN 
dE, PROPN 
dx, PROPN 

, SPACE 
i.e., X 
Bragg, PROPN 
peak, NOUN 
height, NOUN 
detected, VERB 
particles, NOUN 
detector, NOUN 

, SPACE 
gas, NOUN 
depends, VERB 
atomic, ADJ 
charge, NOUN 
number, NOUN 
Z., PUNCT 
suitable, ADJ 
adjust-, ADJ 

, SPACE 
ment, NOUN 
detectors, NOUN 
atomic, ADJ 
number, NOUN 
energy, NOUN 

, SPACE 
ion, NOUN 
measured, VERB 
simultaneously, ADV 
number, NOUN 
ions, NOUN 

, SPACE 
detected, VERB 
function, NOUN 
energy, NOUN 
element, NOUN 
energy, NOUN 

, SPACE 
loss, NOUN 
vs, ADP 
energy, NOUN 
plots, NOUN 
calculated, VERB 
depth, NOUN 
distribution, NOUN 

, SPACE 
element, NOUN 
surface, NOUN 

, SPACE 
Figure, NOUN 
2, NUM 
shows, VERB 
depth, NOUN 
distributions, NOUN 
masses, NOUN 
1, NUM 
2, NUM 
12, NUM 

, SPACE 
16, NUM 
H, PROPN 
D., PROPN 
C, PROPN 
0, NUM 
respectively, ADV 
outermost, ADJ 
2, NUM 
microns, NOUN 

, SPACE 
surface, NOUN 
sample, NOUN 
8, NUM 
I986, PROPN 
JET, NOUN 
limiter, NOUN 
tile, NOUN 
Profiles, NOUN 

, SPACE 
derived, VERB 
10, NUM 
microns, NOUN 
H, PROPN 
isotopes, VERB 

, SPACE 
Heavy, PROPN 
Ion, PROPN 
ERDA, PROPN 
conditions, NOUN 
seen, VERB 
Figure, PROPN 

, SPACE 
2, NUM 
H, PROPN 
D, PROPN 
0, NUM 
restricted, VERB 
outermost, NOUN 

, SPACE 
micron, PROPN 
surface, NOUN 
Note, NOUN 
H, PROPN 
continues, VERB 

, SPACE 
20, NUM 
peak, NOUN 
value, NOUN 
2, NUM 
microns, NOUN 
D, NOUN 
con-, VERB 

, SPACE 
centration, NOUN 
falls, VERB 
zero, NUM 
Integrating, VERB 
D, ADJ 
depth, NOUN 
profile, NOUN 

, SPACE 
surface, NOUN 
density, NOUN 
graphite, NOUN 
10, NUM 
atoms, NOUN 
cm, NOUN 
gives, VERB 

, SPACE 
concentration, NOUN 
3.10, NUM 
D, PROPN 
atoms, NOUN 
cm-, X 
sample, NOUN 
8, NUM 
seen, VERB 

, SPACE 
Table, PROPN 
1, NUM 
lower, ADJ 
NRA, PROPN 
value, NOUN 
factors, NOUN 

, SPACE 
methods, NOUN 
seen, VERB 
previously, ADV 

, SPACE 
caused, VERB 
difference, NOUN 
calibration, NOUN 
Heavy, PROPN 
Ion, PROPN 
ERDA, PROPN 

, SPACE 
technique, NOUN 

, SPACE 
Neutron, PROPN 
induced, VERB 
elastic, ADJ 
recoil, NOUN 
detection, NOUN 
analysis, NOUN 
n, CCONJ 
ERDA, PROPN 

, SPACE 
ERDA, PROPN 
primary, ADJ 
ions, NOUN 
seen, VERB 
previous, ADJ 
section, NOUN 

, SPACE 
potentially, ADV 
powerful, ADJ 
depth, NOUN 
attainable, ADJ 
limited, VERB 

, SPACE 
need, NOUN 
use, VERB 
glancing, ADJ 
angles, NOUN 
approach, VERB 
forward, ADJ 

, SPACE 
scattering, VERB 
conditions, NOUN 
necessary, ADJ 
maximum, ADJ 
momentum, NOUN 
con-, PART 

, SPACE 
servation, NOUN 
imposes, VERB 
severe, ADJ 
practical, ADJ 
limitations, NOUN 

, SPACE 
sample, NOUN 
penetration, NOUN 
primary, ADJ 
beam, NOUN 

, SPACE 
limitations, NOUN 
eased, VERB 
neutrons, NOUN 
incident, NOUN 
rear, NOUN 
sample, NOUN 

, SPACE 
primary, ADJ 
source, NOUN 
Fast, ADJ 
neutrons, NOUN 
pass, VERB 
samples, NOUN 

, SPACE 
millimetres, NOUN 
thick, ADJ 
significant, ADJ 
energy, NOUN 
loss, NOUN 
attenu-, NUM 

, SPACE 
ation, NOUN 
maximum, ADJ 
escape, NOUN 
depth, NOUN 
recoil, NOUN 
particles, NOUN 
i.e., X 

, SPACE 
normal, ADJ 
surface, NOUN 
utilised, VERB 
graphite, NOUN 
samples, NOUN 

, SPACE 
total, ADJ 
H, NOUN 
isotope, NOUN 
concentrations, NOUN 
absolutely, ADV 
determined, ADJ 

, SPACE 
comparison, NOUN 
TiH, PROPN 
x7, PROPN 
TiD, PROPN 
97, NUM 
standard, ADJ 
samples, NOUN 
films, NOUN 

, SPACE 
6, NUM 
2.0, NUM 

, SPACE 
1.5, NUM 

, SPACE 
90, NUM 
0.5, NUM 

, SPACE 
0, NUM 
0.5, NUM 
1.0, NUM 
1.5, NUM 
0.5, NUM 
1.0, NUM 
1.5, NUM 
2.0, NUM 

, SPACE 
Distance, NOUN 
surface, NOUN 
microns, NOUN 

, SPACE 
Figure, PROPN 
2, NUM 
Depth, NOUN 
distributions, NOUN 
masses, NOUN 
1, NUM 
2, NUM 
12, NUM 
16, NUM 
H, PROPN 
D, PROPN 
C, PROPN 
0, NUM 

, SPACE 
respectively, ADV 
determined, VERB 
Heavy, PROPN 
Ion, PROPN 
ERDA, PROPN 
sample, NOUN 
8, NUM 
300, NUM 
400, NUM 
microns, NOUN 
thick, ADJ 
14, NUM 
MeV, PROPN 
neutrons, NOUN 
variations, NOUN 

, SPACE 
concentration, NOUN 
depth, NOUN 
visible, ADJ 
resolution, NOUN 
D, PROPN 
analy-, NOUN 

, SPACE 
sis, NOUN 
k, PROPN 
30, NUM 
microns, NOUN 
2.5, NUM 
MeV, PROPN 
neutrons, NOUN 
figures, NOUN 

, SPACE 
-50, PUNCT 
-5, INTJ 
microns, NOUN 
respectively, ADV 
experiments, NOUN 
14, NUM 

, SPACE 
MeV, PROPN 
neutron, PROPN 
source, NOUN 
employed, VERB 
detector, NOUN 
tele-, X 

, SPACE 
scope, NOUN 
silicon, NOUN 
sensors, NOUN 
simultaneously, ADV 
measure, VERB 

, SPACE 
energy, NOUN 
loss, NOUN 
energy, NOUN 
particle, NOUN 
disadvantage, NOUN 

, SPACE 
method, NOUN 
neutron, NOUN 
flux, NOUN 
sample, NOUN 
obtainable, ADJ 

, SPACE 
accelerator, NOUN 
neutron, NOUN 
generator, NOUN 
lower, ADJ 

, SPACE 
ion, NOUN 
flux, NOUN 
achieved, VERB 
counting, VERB 
times, NOUN 
longer, ADJ 

, SPACE 
typically, ADV 
hour, NOUN 
reasonable, ADJ 
statistics, NOUN 
absoI-, PROPN 

, SPACE 
ute, PROPN 
sensitivity, NOUN 
technique, NOUN 
lower, ADJ 
ion, NOUN 
beam, NOUN 

, SPACE 
techniques, NOUN 

, SPACE 
total, ADJ 
amounts, NOUN 
H, NOUN 
D, ADJ 
present, ADJ 
thick-, NOUN 

, SPACE 
ness, NOUN 
films, NOUN 
detection, NOUN 
range, NOUN 

, SPACE 
14, NUM 
MeV, PROPN 
neutrons, NOUN 
listed, VERB 
right, ADJ 
hand, NOUN 
columns, NOUN 

, SPACE 
Table, PROPN 
1, NUM 
seen, VERB 
according, VERB 
n, CCONJ 
ERDA, NOUN 
total, ADJ 

, SPACE 
amounts, NOUN 
D, NOUN 
films, NOUN 
120, NUM 
microns, NOUN 
thick, ADJ 

, SPACE 
greater, ADJ 
detected, VERB 
outermost, ADJ 
micron, NOUN 
NRA, PROPN 

, SPACE 
good, ADJ 
agreement, NOUN 
analysis, NOUN 
D, PROPN 

, SPACE 
standard, NOUN 
n, CCONJ 
ERDA, PROPN 
showed, VERB 
larger, ADJ 
quantities, NOUN 
H, NOUN 
D, PROPN 

, SPACE 
films, NOUN 
order, NOUN 
shed, VERB 
light, NOUN 
somewhat, ADV 
surprising, ADJ 

, SPACE 
results, NOUN 
data, NOUN 
deconvoluted, VERB 
provide, VERB 
depth, NOUN 
profiles, NOUN 

, SPACE 
thickest, ADJ 
film, NOUN 
sample, NOUN 
4, NUM 
experimental, ADJ 

, SPACE 
profiles, NOUN 
compared, VERB 
profiles, NOUN 
simulated, VERB 
Monte, PROPN 
Carlo, PROPN 

, SPACE 
methods, NOUN 
number, NOUN 
distribution, NOUN 
scenarios, NOUN 
results, NOUN 

, SPACE 
D, PROPN 
shown, VERB 
Figure, PROPN 
3, NUM 
seen, VERB 
figure, NOUN 
data, NOUN 

, SPACE 
good, ADJ 
match, NOUN 
distribution, NOUN 
33, NUM 
D, NOUN 

, SPACE 
surface, NOUN 
remainder, NOUN 
tailing, VERB 
approximately, ADV 
70, NUM 
microns, NOUN 

, SPACE 
film, NOUN 
clearly, ADV 
match, VERB 
model, NOUN 
dis-, ADP 

, SPACE 
tributions, NOUN 
figure, NOUN 
Likewise, PROPN 
Figure, PROPN 
4, NUM 
shows, VERB 
experimental, ADJ 

, SPACE 
Assumed, VERB 
depth, NOUN 
profiles, NOUN 
Energy, PROPN 
spectra, NOUN 

, SPACE 
D, NOUN 

, SPACE 
4, NUM 

, SPACE 
4, NUM 

, SPACE 
l., PROPN 
O-, PROPN 
3, NUM 
100, NUM 
total, ADJ 
