ELSEVIER, NOUN 
, SPACE 
Growth, NOUN 
factors, NOUN 
cytokines, NOUN 
important, ADJ 
localized, VERB 

, SPACE 
regulation, NOUN 
bone, NOUN 
cell, NOUN 
function, NOUN 
autocrine, NOUN 
paracrine, ADJ 

, SPACE 
manner, NOUN 
Leukemia, NOUN 
inl, NOUN 
~, VERB 
Jbitory, ADJ 
factor, NOUN 
LIF, PROPN 
single, ADJ 
chain, NOUN 
glyco-, NOUN 

, SPACE 
protein, NOUN 
molecular, ADJ 
weight, NOUN 
58,000, NUM 
pleiotrophic, ADJ 
cytokine, NOUN 

, SPACE 
acts, VERB 
blood, NOUN 
cells, NOUN 
embryonic, ADJ 
stem, NOUN 
cells, NOUN 
hepatocytes, VERB 

, SPACE 
neuronal, ADJ 
adipose, ADJ 
tissue, NOUN 
bone, NOUN 
°, VERB 
LIF, PROPN 
character-, NOUN 

, SPACE 
ized, VERB 
ability, NOUN 
induce, VERB 
differentiation, NOUN 
murine, NOUN 
myeloid, NOUN 

, SPACE 
leukemic, ADJ 
cell, NOUN 
line, NOUN 
molecule, NOUN 
promote, VERB 

, SPACE 
suppression, NOUN 
stimulation, NOUN 
proliferation, NOUN 
and/or, CCONJ 
differentia-, NOUN 

, SPACE 
tion, NOUN 
different, ADJ 
leukemic, ADJ 
cell, NOUN 
lines, NOUN 
25, NUM 

, SPACE 
Transcription, PROPN 
LIF, PROPN 
gene, NOUN 
detected, VERB 
low, ADJ 
levels, NOUN 

, SPACE 
normal, ADJ 
adult, NOUN 
tissues, NOUN 
4, NUM 
L1F, PROPN 
levels, NOUN 
elevated, VERB 
septic, ADJ 
shock, NOUN 

, SPACE 
inflamrnatory, NOUN 
body, NOUN 
fluids, NOUN 
including, VERB 
synovial, ADJ 

, SPACE 
fluid, NOUN 
subjects, NOUN 
wil, PROPN 
h, VERB 
inflammatory, ADJ 
arthritis, NOUN 
27, NUM 
LIF, PROPN 
appears, VERB 

, SPACE 
primarily, ADV 
locally, ADV 
acting, VERB 
molecule, NOUN 
circulating, VERB 
con-, NOUN 

, SPACE 
centrations, NOUN 
maintained, VERB 
low, ADJ 
levels, NOUN 
LIF, PROPN 
transcripts, NOUN 

, SPACE 
detected, VERB 
vitro, X 
cell, NOUN 
types, NOUN 
including, VERB 
fibro-, NUM 

, SPACE 
blasts, NOUN 
T, NOUN 
lymphocytes, NOUN 
bone, NOUN 
marrow, NOUN 
stromal, ADJ 
cells, NOUN 
osteo-, PRON 

, SPACE 
blasts, NOUN 
LIF, NOUN 
production, NOUN 
induced, VERB 
stimuli, NOUN 
includ-, VERB 

, SPACE 
ing, PROPN 
lipopolysaccharide, ADV 
interleukin-1, PROPN 
transforming, VERB 
growth, NOUN 

, SPACE 
factor-13, PROPN 
tumour, NOUN 
necrosis, NOUN 
factor, NOUN 
16, NUM 
findings, NOUN 
suggest, VERB 

, SPACE 
Address, PROPN 
correspondence, NOUN 
reprints, NOUN 
Dr., PROPN 
J., PROPN 
Cornish, PROPN 
Department, PROPN 

, SPACE 
Medicine, PROPN 
University, PROPN 
Auckland, PROPN 
Private, ADJ 
Bag, PROPN 
92, NUM 
019, NUM 
Auckland, PROPN 
New, PROPN 

, SPACE 
Zealand, PROPN 
E, NOUN 
mail, NOUN 
j.cornisi~@auckland.ac.nz, PROPN 
LIF, PROPN 
inducible, ADJ 
cytokine, NOUN 
produced, VERB 
wide, ADJ 

, SPACE 
variety, NOUN 
cells, NOUN 
tissues, NOUN 
including, VERB 
osteoblasts, NOUN 
z'6"27, PROPN 

, SPACE 
previously, ADV 
demonstrated, VERB 
LIF, PROPN 
increases, VERB 
DNA, NOUN 

, SPACE 
synthesis, NOUN 
bone, NOUN 
evidence, NOUN 
increases, NOUN 

, SPACE 
activity, NOUN 
number, NOUN 
osteoclasts, NOUN 
osteoblasts, NOUN 
12'13, X 

, SPACE 
vitro, X 
studies, NOUN 
shown, VERB 
LIF, PROPN 
stimulates, VERB 
bone, NOUN 
resorption, NOUN 

, SPACE 
associated, VERB 
near, ADJ 
doubling, NOUN 
number, NOUN 

, SPACE 
active, ADJ 
osteoclasts, NOUN 
neonatal, ADJ 
mouse, NOUN 
calvariae, NOUN 
22, NUM 
low, ADJ 
concen-, NOUN 

, SPACE 
trations, NOUN 
LIF, PROPN 
predominantly, ADV 
stimulates, VERB 
DNA, PROPN 
synthe-, NOUN 

, SPACE 
sis, NOUN 
13, NUM 
indicating, VERB 
play, VERB 
role, NOUN 
physiological, ADJ 

, SPACE 
regulation, NOUN 
bone, NOUN 
cell, NOUN 
function, NOUN 
LIF, PROPN 
stimulated, VERB 
increase, NOUN 

, SPACE 
bone, NOUN 
resorption, NOUN 
prostaglandin, VERB 
dependent, ADJ 
stimu-, NOUN 

, SPACE 
lation, NOUN 
DNA, NOUN 
synthesis, NOUN 
independent, ADJ 
prostaglandin, NOUN 
produc-, VERB 

, SPACE 
tion, NOUN 
effects, NOUN 
LIF, PROPN 
osteoblast, ADJ 
cell, NOUN 
cultures, NOUN 
complex, ADJ 

, SPACE 
cell, NOUN 
growth, NOUN 
synthesis, NOUN 
enzymes, NOUN 
bone, NOUN 
matrix, NOUN 

, SPACE 
proteins, NOUN 
regulated, VERB 
2"6'8'2, NUM 
°, NUM 
'2s, NOUN 
Furthermore, ADV 
effects, NOUN 

, SPACE 
LIF, PROPN 
inconsistent, ADJ 
different, ADJ 
models, NOUN 
fetal, ADJ 
rat, NOUN 
long, ADJ 

, SPACE 
bone, NOUN 
organ, NOUN 
culture, NOUN 
system, NOUN 
LIF, PROPN 
inhibits, VERB 
bone, NOUN 
resorption, NOUN 

, SPACE 
rate, NOUN 
DNA, NOUN 
synthesis, NOUN 
changed, VERB 
11, NUM 
suggesting, VERB 

, SPACE 
species, NOUN 
time, NOUN 
course, NOUN 
experiments, NOUN 
state, NOUN 

, SPACE 
osteoblast, ADJ 
differentiation, NOUN 
affect, VERB 
cellular, ADJ 
response, NOUN 

, SPACE 
vivo, ADJ 
study, NOUN 
mice, NOUN 
engrafted, VERB 

, SPACE 
hematopoietic, ADJ 
cell, NOUN 
line, NOUN 
modified, VERB 
produce, VERB 
high, ADJ 
levels, NOUN 
LIF, PROPN 

, SPACE 
Metcalf, PROPN 
Gearing, PROPN 
demonstrated, VERB 
increase, NOUN 
bone, NOUN 
mass, NOUN 

, SPACE 
formation, NOUN 
irregularly, ADV 
shaped, VERB 
bone, NOUN 
trabeculae, NOUN 
bone, NOUN 

, SPACE 
marrow, NOUN 
ends, NOUN 
long, ADJ 
bones, NOUN 
evidence, NOUN 

, SPACE 
cortical, ADJ 
bone, NOUN 
resorption, NOUN 
17, NUM 
vivo, ADJ 
study, NOUN 
19, NUM 
involving, VERB 

, SPACE 
repeated, VERB 
intraperitoneal, ADJ 
injections, NOUN 
LIF, PROPN 
specific, ADJ 
bone, NOUN 

, SPACE 
changes, NOUN 
noted, VERB 
demonstrated, VERB 
LIF, PROPN 
accelerates, VERB 

, SPACE 
bone, NOUN 
turnover, NOUN 
locally, ADV 
prostaglandin, ADJ 
independent, ADJ 
manner, NOUN 

, SPACE 
normal, ADJ 
mice, NOUN 
studied, VERB 
vivo, NOUN 
5, NUM 

, SPACE 
light, NOUN 
earlier, ADJ 
studies, NOUN 
increases, NOUN 

, SPACE 
thymidine, NOUN 
incorporation, NOUN 
indices, NOUN 
osteoblast, NOUN 

, SPACE 
osteoclast, ADJ 
activity, NOUN 
following, VERB 
exposure, NOUN 
LIF, PROPN 
vitro, X 

, SPACE 
present, ADJ 
study, NOUN 
set, VERB 
determine, VERB 
cell, NOUN 
population(s, PROPN 

, SPACE 
increase, NOUN 
DNA, NOUN 
synthesis, NOUN 
occurs, VERB 
autoradiography, NOUN 

, SPACE 
localise, NOUN 
3H]thymidine, NUM 
incorporation, NOUN 
enzyme, NOUN 
histochemistry, NOUN 

, SPACE 
identify, VERB 
mature, ADJ 
osteoblasts, NOUN 
osteoclasts, NOUN 
techniques, NOUN 

, SPACE 
allow, VERB 
detailed, ADJ 
description, NOUN 
effects, NOUN 
LIF, PROPN 

, SPACE 
activity, NOUN 
distribution, NOUN 
cell, NOUN 
types, NOUN 
intact, ADJ 
bone, NOUN 

, SPACE 
Materials, PROPN 
Methods, PROPN 

, SPACE 
Materials, PROPN 

, SPACE 
Recombinant, PROPN 
murine, NOUN 
LIF, PROPN 
kindly, ADV 
provided, VERB 
Dr., PROPN 
Nicola, PROPN 

, SPACE 
Dr., PROPN 
Gough, PROPN 
Walter, PROPN 
Eliza, PROPN 
Institute, PROPN 
Melbourne, PROPN 
Australia, PROPN 

, SPACE 
LIF, PROPN 
produced, VERB 
Escherichia, PROPN 
coli, NOUN 
previously, ADV 
described, VERB 
7, NUM 

, SPACE 
LIF, PROPN 
activity, NOUN 
50, NUM 
U, NOUN 
mL, PROPN 
defined, VERB 
concentration, NOUN 

, SPACE 
induces, VERB 
50, NUM 
M1, PROPN 
cells, NOUN 
exhibit, VERB 
differentiation, NOUN 
18, NUM 

, SPACE 
©, PROPN 
1997, NUM 
Elsevier, ADJ 
Science, PROPN 
Inc., PROPN 
243, NUM 
8756, NUM 
3282/97/$17.00, PROPN 
rights, NOUN 
reserved, VERB 
PII, PROPN 
$, SYM 
8756, NUM 
3282(97)00144, NUM 
0, NUM 


, SPACE 
244, NUM 
J., PROPN 
Cornish, PROPN 
et, PROPN 
al, PROPN 
Bone, PROPN 
Vol, PROPN 
21, NUM 
3, NUM 

, SPACE 
LIF, PROPN 
mitogenic, ADJ 
osteoblasts, NOUN 
September, PROPN 
1997:243, PROPN 
247, NUM 

, SPACE 
Experimental, PROPN 
Design, PROPN 

, SPACE 
Bone, PROPN 
organ, NOUN 
culture, NOUN 
hemicalvaria, NOUN 
6, NUM 
day, NOUN 
old, ADJ 
mice, NOUN 

, SPACE 
single, ADJ 
litter, NOUN 
dissected, VERB 
described, VERB 
previously, ADV 
22, NUM 
Cal-, PROPN 

, SPACE 
variae, NOUN 
preincubated, VERB 
24, NUM 
h, NOUN 
minimal, ADJ 
essential, ADJ 
medium, NOUN 

, SPACE 
1, NUM 
charcoal, NOUN 
stripped, VERB 
heat, NOUN 
inactivated, VERB 
serum, NOUN 
changed, VERB 

, SPACE 
fresh, ADJ 
medium, NOUN 
containing, VERB 
LIF, PROPN 
300, NUM 
U, PROPN 
mL, NUM 
vehicle, NOUN 
Incuba-, PROPN 

, SPACE 
tion, NOUN 
continued, VERB 
24, NUM 
48, NUM 
h., NOUN 

, SPACE 
calvariae, NOUN 
group, NOUN 

, SPACE 
3H]thymidine, NUM 
pulse, NOUN 
label, NOUN 
autoradiography, NOUN 
cal-, NOUN 

, SPACE 
variae, NOUN 
pulse, ADV 
labeled, VERB 
3H]thymidine, NUM 
TRK, PROPN 
565, NUM 
Amer-, PROPN 

, SPACE 
sham, PROPN 
UK, PROPN 
hour, NOUN 
incubation, NOUN 
period, NOUN 
dose, NOUN 

, SPACE 
5, NUM 
p, NOUN 
~, NOUN 
Ci, PROPN 
mL., PROPN 
experiments, NOUN 
calvariae, NOUN 
pulse-, NOUN 

, SPACE 
labeled, VERB 
thymidine, NOUN 
6, NUM 
h, NOUN 
incubation, NOUN 
period, NOUN 

, SPACE 
determine, VERB 
LIF, PROPN 
affects, VERB 
proliferation, NOUN 
osteoblast, NOUN 

, SPACE 
osteoclast, ADJ 
precursor, NOUN 
ceils, NOUN 

, SPACE 
Histology, PROPN 
end, NOUN 
incubation, NOUN 
period, NOUN 
specimens, NOUN 

, SPACE 
washed, VERB 
media, NOUN 
cold, ADJ 
thymidine, NOUN 
hemicalvariae, NOUN 

, SPACE 
bisected, VERB 
parasagittal, ADJ 
plane, NOUN 

, SPACE 
following, VERB 
enzyme, ADP 
histochemical, ADJ 
studies, NOUN 
tissue, NOUN 
fixed, VERB 

, SPACE 
cold, ADJ 
2, NUM 
glutaraldehyde, NOUN 
0.1, NUM 
mol, PROPN 
L, PROPN 
cacodylate, ADJ 
buffer, NOUN 
30, NUM 

, SPACE 
min, NOUN 
4, NUM 
°, NUM 
C, NOUN 
Following, VERB 
fixation, NOUN 
bones, NOUN 
washed, VERB 

, SPACE 
cacodylate, ADJ 
buffer, NOUN 
dehydrated, VERB 
4, NUM 
°, NOUN 
C, NOUN 
glycol, NOUN 
methacrylate, NOUN 

, SPACE 
water, NOUN 
1, NUM 
h, NOUN 
50, NUM 
70, NUM 
95, NUM 
100, NUM 
followed, VERB 

, SPACE 
1, NUM 
h, NOUN 
changes, NOUN 
LR, PROPN 
white, ADJ 
resin, NOUN 
London, PROPN 
Resin, PROPN 
Company, PROPN 

, SPACE 
Ltd, PROPN 
Hants, PROPN 
UK, PROPN 
Polymerization, NOUN 
resin, NOUN 
carried, VERB 

, SPACE 
ice, NOUN 
minimize, VERB 
depression, NOUN 
enzyme, PRON 
activity, NOUN 
exothermic, ADJ 

, SPACE 
reaction, NOUN 
Serial, ADJ 
1.5, NUM 
Ixm, PROPN 
sections, NOUN 
cut, VERB 
Reichert, PROPN 
Jung, PROPN 

, SPACE 
microtome, NOUN 
Austria, PROPN 
sections, NOUN 
mounted, VERB 
vectabond-, ADJ 

, SPACE 
coated, VERB 
slides, NOUN 
air, NOUN 
dried, VERB 
processing, NOUN 

, SPACE 
Staining, VERB 
alkaline, NOUN 
phosphatase, NOUN 
simultaneous, ADJ 
coupling, NOUN 

, SPACE 
azo, ADJ 
dye, NOUN 
method, NOUN 
employed, VERB 
demonstration, NOUN 
alkaline, NOUN 

, SPACE 
phosphatase, NOUN 
activity, NOUN 
substrate, NOUN 
5, NUM 
bromo-4, NUM 
chloro-, NOUN 

, SPACE 
3, NUM 
indolyl, NOUN 
phosphate, NOUN 
BCIP, PROPN 
diazotized, ADJ 
coupler, NOUN 
employed, VERB 

, SPACE 
Nitro, PROPN 
blue, ADJ 
tetrazolium, NOUN 
NBT, PROPN 
Combined, ADJ 
BCIP, PROPN 
NBT, PROPN 
tablets, NOUN 

, SPACE 
Sigma, PROPN 
Diagnostics, PROPN 
St., PROPN 
Louis, PROPN 
MO, PROPN 
Incubations, NOUN 

, SPACE 
sections, NOUN 
carried, VERB 
30, NUM 
min, NOUN 
dark, NOUN 
37, NUM 
°, NUM 
C, NOUN 

, SPACE 
prepared, ADJ 
staining, NOUN 
solution, NOUN 
deteriorates, VERB 
rapidly, ADV 
filtered, VERB 

, SPACE 
immediately, ADV 
staining, VERB 
process, NOUN 
new, ADJ 
reagents, NOUN 

, SPACE 
repeated, VERB 
obtain, VERB 
desired, VERB 
intensity, NOUN 
staining, NOUN 

, SPACE 
sections, NOUN 
thoroughly, ADV 
washed, VERB 
distilled, ADJ 
water, NOUN 
pro-, PROPN 

, SPACE 
ceeding, VERB 
acid, ADJ 
phosphatase, NOUN 
staining, VERB 

, SPACE 
Staining, VERB 
acid, NOUN 
phosphatase, NOUN 
azo, ADJ 
dye, NOUN 
method, NOUN 
compara-, VERB 

, SPACE 
ble, ADJ 
described, VERB 
alkaline, NOUN 
phosphatase, NOUN 
employed, VERB 

, SPACE 
demonstrate, VERB 
acid, ADJ 
phosphatase, NOUN 
activity, NOUN 
substrate, NOUN 

, SPACE 
naphthol, NOUN 
BI, PROPN 
phosphate, NOUN 
Sigma, PROPN 
Diagnostics, PROPN 
N, PROPN 
N, PROPN 
dimethyl, NOUN 

, SPACE 
formamide, NOUN 
Sigma, PROPN 
diazotized, ADJ 
coupler, NOUN 
employed, VERB 

, SPACE 
Fast, ADJ 
garnet, NOUN 
GBC, PROPN 
Sigma, PROPN 
acetate, ADJ 
tartrate, NOUN 
buffer, NOUN 
pH, NUM 
5.0, NUM 

, SPACE 
sections, NOUN 
incubated, VERB 
1, NUM 
h, NOUN 
37, NUM 
°, NUM 
C, NOUN 
staining, ADJ 
process, NOUN 

, SPACE 
repeated, VERB 
new, ADJ 
reagents, NOUN 
obtain, VERB 
desired, VERB 
intensity, NOUN 

, SPACE 
staining, VERB 
Finally, ADV 
sections, NOUN 
washed, VERB 
distilled, VERB 
water, NOUN 

, SPACE 
air, NOUN 
dried, VERB 
processing, VERB 
autoradiography, NOUN 

, SPACE 
Autoradiography, NOUN 
Slides, NOUN 
histochemically, ADV 

, SPACE 
stained, VERB 
subsequently, ADV 
dipped, VERB 
Kodak, PROPN 
NTB2, PROPN 
emulsion, NOUN 

, SPACE 
diluted, VERB 
1:2, NUM 
distilled, VERB 
water, NOUN 
heated, VERB 
42, NUM 
°, NUM 
C, NOUN 
coating, VERB 

, SPACE 
slides, NOUN 
air, NOUN 
dried, VERB 
room, NOUN 
temperature, NOUN 
stored, VERB 

, SPACE 
light, ADJ 
tight, ADJ 
boxes, NOUN 
left, VERB 
expose, VERB 
4, NUM 
°, NOUN 
C, NOUN 
2, NUM 
weeks, NOUN 
slides, NOUN 

, SPACE 
developed, VERB 
Kodak, PROPN 
D19, PROPN 
1:2, NUM 
20, NUM 
°, NOUN 
C, NOUN 
2, NUM 
min, NOUN 
fixed, VERB 

, SPACE 
Hypam, PROPN 
Ilford, PROPN 
Australia, PROPN 
Ltd., PROPN 
Sydney, PROPN 
Australia, PROPN 
rapid, ADJ 
fixer, NOUN 
1:4, NUM 

, SPACE 
2, NUM 
min, NOUN 
washed, VERB 
distilled, VERB 
water, NOUN 
5, NUM 
min, NOUN 
air, NOUN 
dried, VERB 

, SPACE 
Sections, NOUN 
counterstained, VERB 
1, NUM 
Fast, ADJ 
green, NOUN 
Histomorphometry, NOUN 
data, NOUN 
analysis, NOUN 
slides, NOUN 
exam-, X 

, SPACE 
ined, VERB 
Olympus, PROPN 
BX, PROPN 
50, NUM 
microscope, NOUN 
Olympus, PROPN 
Optical, PROPN 
Co., PROPN 

, SPACE 
Ltd., PROPN 
Tokyo, PROPN 
Japan, PROPN 
attached, VERB 
Osteomeasure, PROPN 

, SPACE 
Image, PROPN 
Analyzer, PROPN 
Osteometrics, PROPN 
Inc., PROPN 
Atlanta, PROPN 
GA, PROPN 
Histomorpho-, PRON 

, SPACE 
metric, ADJ 
analyses, NOUN 
adjacent, ADJ 
fields, NOUN 
X20, PROPN 

, SPACE 
objective, NOUN 
parasaggital, ADJ 
sections, NOUN 
hemicalvariae, NOUN 
enabling, VERB 

, SPACE 
examination, NOUN 
levels, NOUN 
calvariae, NOUN 
frontal, ADJ 
bone, NOUN 

, SPACE 
coronal, ADJ 
suture, NOUN 
parietal, ADJ 
bone, NOUN 
lambdoidal, ADJ 

, SPACE 
suture, NOUN 
following, VERB 
parameters, NOUN 
millimeter, NOUN 
calvaria, NOUN 

, SPACE 
measured, VERB 
area, NOUN 
alkaline, NOUN 
phosphatase, NOUN 
staining, VERB 
number, NOUN 

, SPACE 
positive, ADJ 
staining, VERB 
acid, NOUN 
phosphatase, NOUN 
cells, NOUN 
number, NOUN 

, SPACE 
radiolabeled, VERB 
cells, NOUN 
Data, NOUN 
compared, VERB 
control, NOUN 

, SPACE 
LIF, PROPN 
treated, VERB 
calvariae, NOUN 
differences, NOUN 
analyzed, VERB 

, SPACE 
Student, PROPN 
t, NOUN 
test, NOUN 

, SPACE 
Results, NOUN 

, SPACE 
alkaline, NOUN 
phosphatase, NOUN 
acid, NOUN 
phosphatase, NOUN 
activities, NOUN 

, SPACE 
tritiated, VERB 
thymidine, NOUN 
labeled, VERB 
nuclei, NOUN 
demonstrated, VERB 
simulta-, ADJ 

, SPACE 
neously, ADV 
sections, NOUN 
neonatal, ADJ 
mouse, NOUN 
calvariae, NOUN 
illustrated, VERB 

, SPACE 
Figure, PROPN 
1, NUM 
alkaline, NOUN 
phosphatase, NOUN 
activity, NOUN 
stained, VERB 
blue, ADJ 

, SPACE 
purple, VERB 
highly, ADV 
localized, VERB 
pericellular, ADJ 
pattern, NOUN 
bone, NOUN 
sites, NOUN 

, SPACE 
immediately, ADV 
adjacent, ADJ 
mineralized, VERB 
bone, NOUN 
i.e., X 
osteoblasts, NOUN 

, SPACE 
possibly, ADV 
progenitor, NOUN 
cells, NOUN 
Fibroblasts, NOUN 

, SPACE 
progenitor, NOUN 
cells, NOUN 
cells, NOUN 
peripheral, ADJ 
regions, NOUN 

, SPACE 
periosteum, NOUN 
stained, VERB 
acid, ADJ 
phosphatase, NOUN 
activity, NOUN 

, SPACE 
stained, VERB 
red, ADJ 
confined, VERB 
mainly, ADV 
cell, NOUN 
cytoplasm, NOUN 

, SPACE 
osteoclasts, NOUN 
occasional, ADJ 
staining, NOUN 
bone, NOUN 
matrix, NOUN 
adjacent, ADJ 

, SPACE 
osteoclasts, NOUN 
presumably, ADV 
enzymes, NOUN 
released, VERB 

, SPACE 
osteoclasts, NOUN 
located, VERB 
marrow, ADJ 
bone, NOUN 
interface, NOUN 

, SPACE 
periosteal, ADJ 
bone, NOUN 
surface, NOUN 
autoradiographic, ADJ 
silver, NOUN 

, SPACE 
grain, NOUN 
deposits, NOUN 
radiolabeled, VERB 
thymidine, NOUN 
highly, ADV 
local-, ADJ 

, SPACE 
ized, VERB 
cell, NOUN 
nuclei, NOUN 
little, ADJ 
nonspecific, ADJ 
back-, NOUN 

, SPACE 
ground, NOUN 
grain, NOUN 
deposition, NOUN 
thymidine, NOUN 
labeled, VERB 
nuclei, NOUN 
colo-, AUX 

, SPACE 
calized, VERB 
alkaline, NOUN 
phosphatase, NOUN 
positive, ADJ 
cells, NOUN 
cells, NOUN 

, SPACE 
osteoprogenitor, NOUN 
zone, NOUN 
defined, VERB 
cells, NOUN 
located, VERB 
perios-, ADJ 

, SPACE 
teum, NOUN 
osteoblast, ADJ 
layer, NOUN 
fibroblastic, ADJ 
cells, NOUN 

, SPACE 
acid, NOUN 
phosphatase, NOUN 
positive, ADJ 
cells, NOUN 
LIF, PROPN 
treated, VERB 

, SPACE 
control, NOUN 
bones, NOUN 
incubated, VERB 
24, NUM 
48, NUM 
h., NOUN 
bones, NOUN 

, SPACE 
pulse, ADV 
labeled, VERB 
extended, ADJ 
period, NOUN 
time, NOUN 
6, NUM 
h, NOUN 
begin-, NOUN 

, SPACE 
ning, NOUN 
culture, NOUN 
cells, NOUN 
exhibiting, VERB 
thymidine-, NOUN 

, SPACE 
labeled, VERB 
nuclei, NOUN 
acid, ADJ 
phosphatase, NOUN 
positive, ADJ 
Con-, PROPN 

, SPACE 
sequently, ADV 
increased, VERB 
time, NOUN 
pulse, NOUN 
labeling, NOUN 

, SPACE 
beginning, NOUN 
culture, NOUN 
enabled, VERB 
proliferating, ADJ 

, SPACE 
preosteoclasts, NOUN 
labeled, VERB 
3H]thymidine, NUM 

, SPACE 
later, ADV 
incorporated, VERB 
mature, ADJ 
acid, NOUN 
phosphatase, NOUN 
positive, ADJ 

, SPACE 
cells, NOUN 
occur, VERB 

, SPACE 
Leukemia, VERB 
inhibitory, ADJ 
factor, NOUN 
treated, VERB 
bones, NOUN 
exhibited, VERB 
signifi-, PROPN 

, SPACE 
nt, PART 
morphological, ADJ 
changes, NOUN 
compared, VERB 
control, NOUN 

, SPACE 
significant, ADJ 
increase, NOUN 
area, NOUN 
alkaline, NOUN 
phosphatase, NOUN 
staining, VERB 

, SPACE 
bone, NOUN 
tissue, NOUN 
incubated, VERB 
LIF, PROPN 
compared, VERB 
control, NOUN 
tissue, NOUN 

, SPACE 
Figure, NOUN 
2, NUM 
staining, NOUN 
appeared, VERB 
intense, ADJ 
control, NOUN 

, SPACE 
bone, NOUN 
tissue, NOUN 
compared, VERB 
LIF, PROPN 
treated, VERB 
tissue, NOUN 
LIF, PROPN 
signif-, AUX 

, SPACE 
icantly, ADV 
increased, VERB 
number, NOUN 
acid, NOUN 
phosphatase, NOUN 
positive, ADJ 
oste-, NOUN 

, SPACE 
oclasts, NOUN 
Figure, NOUN 
3, NUM 
3H]thymidine, NUM 
incorporated, VERB 

, SPACE 
4, NUM 
h, NOUN 
incubation, NOUN 
period, NOUN 
significant, ADJ 
increase, NOUN 

, SPACE 
number, NOUN 
radiolabeled, VERB 
nuclei, NOUN 
colocalized, VERB 

, SPACE 
alkaline, NOUN 
phosphatase, NOUN 
positive, ADJ 
ceils, NOUN 
