ELSEVIER, PROPN 
structures, NOUN 
goal, NOUN 
present, ADJ 
work, NOUN 

, SPACE 
achieve, VERB 
better, ADJ 
understanding, NOUN 
general, ADJ 
nature, NOUN 

, SPACE 
recovery, NOUN 
processes, NOUN 
ST0, PROPN 
surface, NOUN 
occur, VERB 
amor-, VERB 

, SPACE 
phous, ADJ 
ST0, PROPN 
crystallizes, VERB 
SPE, PROPN 

, SPACE 
recently, ADV 
reported, VERB 
investiga-, NOUN 

, SPACE 
tions, NOUN 
dealing, VERB 
SPE, PROPN 
ABO,-type, PROPN 
materials, NOUN 

, SPACE 
studies, NOUN 
devoted, VERB 
investigating, VERB 
ion, NOUN 

, SPACE 
implantation, NOUN 
annealing, VERB 
behavior, NOUN 
LiNbO, NOUN 
use, NOUN 

, SPACE 
manufacture, NOUN 
optical, ADJ 
waveguides, NOUN 
4, NUM 
61, NUM 

, SPACE 
devoted, ADJ 
CaTiO, PROPN 
7, NUM 
BaTiO, PROPN 
8,9, NUM 
ST0, PROPN 
8,9,10, NUM 
131, NUM 

, SPACE 
reported, VERB 
study, NOUN 
SPE, PROPN 
ion, NOUN 
beam, NOUN 
amorphized, VERB 

, SPACE 
Corresponding, VERB 
author, NOUN 
Tel, INTJ 
+81, PROPN 
3, NUM 
3536, NUM 
5713, NUM 
fax, PROPN 
+81, PROPN 
3, NUM 

, SPACE 
3536, NUM 
5717, NUM 
ST0, NOUN 
White, PROPN 
et, PROPN 
al, PROPN 
S, X 
study, NOUN 

, SPACE 
showed, VERB 
amorphous, ADJ 
layers, NOUN 
resulting, VERB 
Pb, PROPN 
ion, NOUN 

, SPACE 
bombardment, NOUN 
recrystallized, VERB 
SPE, ADJ 
process, NOUN 

, SPACE 
annealing, VERB 
moderate, ADJ 
temperatures, NOUN 
Moretti, PROPN 
et, PROPN 
al, PROPN 
9, X 

, SPACE 
implanted, VERB 
Nb, PROPN 
ions, NOUN 
ST0, NOUN 
BaTiO, PROPN 
investigated, VERB 

, SPACE 
structures, NOUN 
oxidation, NOUN 
states, NOUN 
damaged, VERB 
layers, NOUN 

, SPACE 
McCallum, PROPN 
et, PROPN 
al, PROPN 
131, NUM 
examined, VERB 
effect, NOUN 
ambient, ADJ 
water, NOUN 

, SPACE 
vapour, NOUN 
epitaxial, ADJ 
regrowth, NOUN 
rate, NOUN 
amorphous, ADJ 
ST0, NOUN 

, SPACE 
layers, NOUN 
time, NOUN 
resolved, VERB 
optical, ADJ 
reflectivity, NOUN 
technique, NOUN 

, SPACE 
Recently, ADV 
Simpson, PROPN 
et, PROPN 
al, PROPN 
IO, PROPN 
proved, VERB 
hydrogen, NOUN 
pro-, PROPN 

, SPACE 
vided, VERB 
dissociation, NOUN 
water, NOUN 
molecules, NOUN 
catalyst, NOUN 

, SPACE 
crystallization, NOUN 
amorphous, ADJ 
STO, PROPN 
reported, VERB 

, SPACE 
works, NOUN 
amorphous, ADJ 
layers, NOUN 
formed, VERB 
ion, NOUN 

, SPACE 
implantation, NOUN 
relatively, ADV 
low, ADJ 
temperatures, NOUN 
<, X 
500, NUM 
°, NOUN 
C, NOUN 

, SPACE 
annealing, VERB 
ST0, PROPN 
order, NOUN 
examine, VERB 

, SPACE 
regrowth, NOUN 
kinetics, NOUN 

, SPACE 
present, ADJ 
work, NOUN 
investigates, VERB 
annealing, VERB 
behavior, NOUN 

, SPACE 
amorphous, ADJ 
ST0, NOUN 
layers, NOUN 
formed, VERB 
ST0, NOUN 
single, ADJ 
crystal, NOUN 

, SPACE 
sputter, NOUN 
deposition, NOUN 
extends, VERB 
annealing, VERB 
temperature, NOUN 

, SPACE 
1100, NUM 
°, NUM 
C, NOUN 
results, NOUN 
regrowth, NOUN 
behavior, NOUN 

, SPACE 
amorphous, ADJ 
ST0, NOUN 
strong, ADJ 
function, NOUN 
annealing, VERB 

, SPACE 
temperature, NOUN 
step, NOUN 
annealing, NOUN 
sequence, NOUN 
required, VERB 

, SPACE 
recovery, NOUN 
crystallinity, NOUN 

, SPACE 
2, X 
Experimental, ADJ 
details, NOUN 

, SPACE 
Amorphous, PROPN 
ST0, PROPN 
films, NOUN 
deposited, VERB 
ST0, PROPN 
sub-, NOUN 

, SPACE 
strates, NOUN 
rf, ADJ 
sputtering, NOUN 
stoichiometric, ADJ 
target, NOUN 
room, NOUN 

, SPACE 
temperature, NOUN 
base, NOUN 
pressure, NOUN 
chamber, NOUN 
2, NUM 
X, NOUN 

, SPACE 
0168, NUM 
583X/96/$15.00, PROPN 
Copyright, NOUN 
0, NUM 
1996, NUM 
Elsevier, PROPN 
Science, PROPN 
B.V., PROPN 
rights, NOUN 
reserved, VERB 

, SPACE 
SSDI, PROPN 
0168, NUM 
583X(95)01, NUM 
105, NUM 
6, NUM 
VII, PROPN 
SURFACES, NOUN 
INTERFACES, VERB 

, SPACE 
548, NUM 
F., PROPN 
Wang, PROPN 
et, PROPN 
al, PROPN 
Nucl, PROPN 
Instr, PROPN 
Meth, PROPN 
Phys, PROPN 
Rex, PROPN 
B, PROPN 
IR, PROPN 
1996, NUM 
547, NUM 
551, NUM 

, SPACE 
10e7, NUM 
Torr, PROPN 
deposition, NOUN 
chamber, NOUN 
filled, VERB 

, SPACE 
Ar, PROPN 
O, PROPN 
mixture, NOUN 
50, NUM 
m, NOUN 
Torr, PROPN 
Ar, PROPN 
O, PROPN 
ratio, NOUN 
3, NUM 
1, NUM 

, SPACE 
layers, NOUN 
560, NUM 
thick, ADJ 
number, NOUN 

, SPACE 
layers, NOUN 
thickness, NOUN 
ranging, VERB 
10, NUM 
260, NUM 

, SPACE 
order, NOUN 
study, VERB 
thickness, ADJ 
dependence, NOUN 

, SPACE 
recovery, NOUN 
behavior, NOUN 
ST0, NOUN 
substrates, VERB 
100, NUM 
orienta-, NOUN 

, SPACE 
tion, NOUN 
primarily, ADV 
limited, ADJ 
studies, NOUN 

, SPACE 
carried, VERB 
ST0, PROPN 
IO, PROPN 
substrate, NOUN 
samples, NOUN 

, SPACE 
annealed, VERB 
oven, NOUN 
1, NUM 
atm, NOUN 
flowing, VERB 
oxygen, NOUN 

, SPACE 
temperatures, NOUN 
range, NOUN 
400-, NUM 
1100, NUM 
°, NOUN 
C, NOUN 
time, NOUN 
periods, NOUN 

, SPACE 
ranging, VERB 
5, NUM 
min, NOUN 
10, NUM 
h., NOUN 
1200, NUM 
SrTiO,/SrTiO, PROPN 
100, NUM 

, SPACE 
T_,,,=500, PROPN 
°, NUM 
C, PROPN 

, SPACE 
800, NUM 

, SPACE 
400, NUM 

, SPACE 
800, NUM 
1, NUM 
Solid, ADJ 
circle, NOUN 
5min, NUM 

, SPACE 
Samples, NOUN 
examined, VERB 
950, NUM 
keV, NOUN 
He+, NOUN 
Ruther-, PROPN 

, SPACE 
ford, PROPN 
backscattering, PROPN 
RBS, PROPN 
ion, NOUN 
channeling, VERB 
technique, NOUN 

, SPACE 
Selected, VERB 
samples, NOUN 
examined, VERB 
atomic, ADJ 
force, NOUN 

, SPACE 
microscopy, ADJ 
AFM, PROPN 

, SPACE 
3, X 
Results, NOUN 
discussion, NOUN 
5, NUM 
$, SYM 
=, NUM 
800, NUM 

, SPACE 
400, NUM 

, SPACE 
3.1, NUM 
SrTiO,(lOO, PROPN 
0, NUM 

, SPACE 
STO(100, PROPN 
substrates, NOUN 
examined, VERB 
RBS, PROPN 
channel-, NOUN 

, SPACE 
ing, PROPN 
prior, ADV 
deposition, NOUN 
amorphous, ADJ 
ST0, NOUN 
layers, NOUN 

, SPACE 
minimum, ADJ 
yield, NOUN 
xmin, NOUN 
1.3, NUM 
surface, NOUN 
peak, NOUN 
area, NOUN 

, SPACE 
SPA, PROPN 
3.0, NUM 
atoms, NOUN 
row, NOUN 
measured, VERB 
demon-, ADV 

, SPACE 
strating, VERB 
high, ADJ 
quality, NOUN 
surface, NOUN 
annealing, VERB 

, SPACE 
process, NOUN 
samples, NOUN 
rapidly, ADV 
inserted, VERB 

, SPACE 
removed, VERB 
preheated, ADJ 
oven, VERB 
minimize, VERB 
effects, NOUN 

, SPACE 
warm, NOUN 
cool, NOUN 
800, NUM 

, SPACE 
400, NUM 

, SPACE 
0, NUM 
300, NUM 
400, NUM 
500, NUM 
600, NUM 
700, NUM 
800, NUM 
S, NOUN 

, SPACE 
regrowth, NOUN 
characteristic, NOUN 
studied, VERB 
function, NOUN 

, SPACE 
annealing, VERB 
temperature, NOUN 
time, NOUN 
Fig, PROPN 
1, NUM 
shows, VERB 
ion, NOUN 

, SPACE 
channeling, VERB 
results, NOUN 
obtained, VERB 
anneaiing, VERB 
tem-, NOUN 

, SPACE 
peratures, NOUN 
periods, NOUN 
time, NOUN 
data, NOUN 

, SPACE 
400, NUM 
°, NOUN 
C, NOUN 
annealing, NOUN 
shown, VERB 
Fig, PROPN 
1, NUM 
fact, NOUN 

, SPACE 
observe, VERB 
noticeable, ADJ 
change, NOUN 
aligned, VERB 
spectrum, NOUN 

, SPACE 
annealing, VERB 
400, NUM 
°, NOUN 
C, NOUN 
15, NUM 
min, NOUN 
annealing, VERB 

, SPACE 
400, NUM 
°, NOUN 
C, NOUN 
10, NUM 
h, NOUN 
resulted, VERB 
slight, ADJ 
reduction, NOUN 

, SPACE 
height, NOUN 
Sr, PROPN 
signal, NOUN 
channeling, NOUN 
spectrum, NOUN 

, SPACE 
expected, VERB 
ion, NOUN 
amorphized, VERB 
STO, PROPN 
regrowth, NOUN 
rate, NOUN 

, SPACE 
1, NUM 
s, PROPN 
300, NUM 
°, NOUN 
C, NOUN 
30, NUM 
min, NOUN 
annealing, VERB 
400, NUM 
°, NOUN 
C, NOUN 

, SPACE 
recrystallize, VERB 
1800, NUM 
thick, ADJ 
amorphous, ADJ 
ST0, NOUN 

, SPACE 
layer, NOUN 
8, NUM 
difference, NOUN 
regrowth, NOUN 
behavior, NOUN 

, SPACE 
ion, NOUN 
amorphized, VERB 
deposited, ADJ 
ST0, NOUN 
possibly, ADV 

, SPACE 
difference, NOUN 
microstructure, NOUN 
interface, NOUN 
ion, NOUN 

, SPACE 
implantation, NOUN 
produces, VERB 
end, NOUN 
range, NOUN 
region, NOUN 
deposited, VERB 

, SPACE 
samples, NOUN 
usually, ADV 
sharp, ADJ 
possibly, ADV 
contaminated, VERB 

, SPACE 
interface, NOUN 
sample, NOUN 
annealed, VERB 
500, NUM 
°, NOUN 
C, NOUN 
15, NUM 

, SPACE 
min, NOUN 
aligned, VERB 
yield, NOUN 
deposited, ADJ 
region, NOUN 

, SPACE 
greatly, ADV 
reduced, VERB 
Fig, PROPN 
demonstrating, NOUN 
amorphous, ADJ 

, SPACE 
film, NOUN 
crystallized, VERB 
epitaxially, ADV 
underlying, ADJ 
substrate, NOUN 

, SPACE 
epitaxial, ADJ 
growth, NOUN 
amorphous, ADJ 

, SPACE 
film, NOUN 
completed, VERB 
annealing, VERB 
500, NUM 
°, NOUN 
C, NOUN 
15, NUM 
min, NOUN 

, SPACE 
significant, ADJ 
residual, ADJ 
defects, NOUN 
present, ADJ 
lattice, NOUN 
Fig, PROPN 

, SPACE 
lb, PRON 
shows, VERB 
annealing, VERB 
800, NUM 
°, NOUN 
C, NOUN 
leads, VERB 
epitaxial, ADJ 

, SPACE 
growth, NOUN 
ST0, NOUN 
layer, NOUN 
residual, ADJ 
defects, NOUN 
How-, X 

, SPACE 
sample, NOUN 
annealed, VERB 
900, NUM 
°, NUM 
C, NOUN 
Fig, PROPN 
lc, PROPN 
Fig, PROPN 
RBS, PROPN 
channeling, VERB 
spectra, PROPN 
recrystallization, NOUN 
SrTiO, NOUN 
100, NUM 

, SPACE 
crystals, NOUN 
coated, VERB 
560, NUM 
thick, ADJ 
amorphous, ADJ 
SrTiOs, PROPN 
layer, NOUN 

, SPACE 
Samples, NOUN 
annealed, VERB 
1, NUM 
atm, NOUN 
flowing, VERB 
0, NUM 
temperatures, NOUN 

, SPACE 
range, NOUN 
400-, NUM 
1100, NUM 
°, NOUN 
C, NOUN 
time, NOUN 
periods, NOUN 
ranging, VERB 
5, NUM 
min, NOUN 
10, NUM 
h., ADJ 

, SPACE 
residual, ADJ 
defect, NOUN 
level, NOUN 
higher, ADJ 
obtained, VERB 

, SPACE 
annealing, VERB 
8OO”C, NUM 
shape, NOUN 
aligned, VERB 
spectrum, NOUN 

, SPACE 
different, ADJ 
shown, VERB 
Fig, PROPN 
la, PROPN 
Fig, PROPN 
lb, X 
Fig, PROPN 

, SPACE 
lc, NOUN 
shows, VERB 
annealing, VERB 
treatment, NOUN 
caused, VERB 

, SPACE 
amorphous, ADJ 
crystal, PROPN 
c, NOUN 
interface, NOUN 
advance, VERB 

, SPACE 
surface, NOUN 
near, ADJ 
surface, NOUN 
region, NOUN 
highly, ADV 
defective, ADJ 

, SPACE 
sample, NOUN 
annealed, VERB 
1, NUM 
lOO”C, NOUN 
results, NOUN 
shown, VERB 

, SPACE 
Fig, PROPN 
d, PROPN 
suggest, VERB 
layer, NOUN 
layer, NOUN 
crystallization, NOUN 

, SPACE 
30, NUM 
min, NOUN 
c, NOUN 
transformation, NOUN 
occurs, VERB 

, SPACE 
interface, NOUN 
moves, VERB 
urface, NOUN 
30, NUM 

, SPACE 
min, NOUN 
average, ADJ 
growth, NOUN 
rate, NOUN 
6, NUM 
min, NOUN 
far, ADV 
lower, ADJ 

, SPACE 
reported, VERB 
value, NOUN 
ion, NOUN 
beam, NOUN 
amorphized, VERB 
ST0, NOUN 

, SPACE 
400, NUM 
°, NOUN 
C, NOUN 
8, NUM 
results, NOUN 
shown, VERB 
Fig, PROPN 
1, NUM 
suggest, VERB 
types, NOUN 

, SPACE 
growth, NOUN 
behavior, NOUN 
annealing, VERB 
annealing, NOUN 
temper-, X 

, SPACE 
atures, NOUN 
ranging, VERB 
500, NUM 
800, NUM 
°, NOUN 
C, NOUN 
causes, VERB 
rapid, ADJ 
epitaxial, ADJ 

, SPACE 
growth, NOUN 
amorphous, ADJ 
film, NOUN 
underlying, VERB 
sub-, NOUN 

, SPACE 
strate, NOUN 
results, NOUN 
growth, NOUN 
defected, ADJ 
iayer, NOUN 

, SPACE 
higher, ADJ 
temperatures, NOUN 
ranging, VERB 
900, NUM 
1, NUM 
100, NUM 
°, NOUN 
C, NOUN 

, SPACE 
annealing, VERB 
treatment, NOUN 
results, NOUN 
slow, ADJ 
movement, NOUN 

, SPACE 
interface, NOUN 
surface, NOUN 
large, ADJ 
disorder, NOUN 
concentra-, NUM 

, SPACE 
tion, NOUN 
film, NOUN 
established, VERB 
1, NUM 
compet-, NOUN 

, SPACE 
ing, ADJ 
processes, NOUN 
exist, VERB 
solid, ADJ 
phase, NOUN 
crystallization, NOUN 
lid, PROPN 
circle, PROPN 
15min, NUM 

, SPACE 
n, CCONJ 
circle, PROPN 
30min, NOUN 

, SPACE 
Line, NOUN 
annealing, VERB 

, SPACE 
Solid, ADJ 
circle, NOUN 
Smin, PROPN 

, SPACE 
circle, NOUN 
30min, NOUN 

, SPACE 
10, NUM 

, SPACE 
Channel, PROPN 
Number, PROPN 

, SPACE 
F., PROPN 
Wang, PROPN 
et, PROPN 
al, PROPN 
Nucl, PROPN 
lnstr, PROPN 
und, PROPN 
Meth, PROPN 
Phvs, PROPN 
Rex, PROPN 
B, PROPN 
I8, PROPN 
f, PROPN 
1996, NUM 
547, NUM 
551, NUM 

, SPACE 
120, NUM 
950KeV, PROPN 
He+, NOUN 
SrTiO,/SrTiO, NOUN 
100, NUM 
140, NUM 

, SPACE 
120, NUM 
950KeV, PROPN 
He+, X 
SrTiO@rTiO, PROPN 
100, NUM 

, SPACE 
o, PROPN 
o--0, NOUN 
-0, PUNCT 
7oooc, NUM 

, SPACE 
o, NOUN 
8OOOC, PROPN 

, SPACE 
b, PROPN 
k, PROPN 

, SPACE 
n, CCONJ 
20, NUM 
40, NUM 
60, NUM 
600, NUM 
t, NOUN 

, SPACE 
Annealing, PROPN 
Time, PROPN 
min, PROPN 
3, NUM 

, SPACE 
Annealing, PROPN 
Temperature, PROPN 
C, PROPN 

, SPACE 
Fig, PROPN 
2, NUM 
Normalized, VERB 
disorder, NOUN 
concentration, NOUN 
recrystallized, VERB 

, SPACE 
films, NOUN 
function, NOUN 
annealing, VERB 
temperature, NOUN 
Fig, PROPN 
3, X 
Normalized, VERB 
disorder, NOUN 
concentration, NOUN 
m, VERB 
recrystallized, VERB 

, SPACE 
films, NOUN 
function, NOUN 
annealing, VERB 
time, NOUN 

, SPACE 
annealing, VERB 
continuous, ADJ 
c, NOUN 
transformation, NOUN 

, SPACE 
interface, NOUN 
moves, VERB 
surface, NOUN 

, SPACE 
nucleation, NOUN 
growth, NOUN 
randomly, ADV 
oriented, VERB 
crystallites, NOUN 

, SPACE 
amorphous, ADJ 
layer, NOUN 
annealing, VERB 
SPE, PROPN 
dominates, VERB 

, SPACE 
relatively, ADV 
low, ADJ 
temperatures, NOUN 
random, ADJ 
nucleation, NOUN 

, SPACE 
growth, NOUN 
dominant, ADJ 
crystallization, NOUN 
process, NOUN 

, SPACE 
higher, ADJ 
temperatures, NOUN 
Reports, NOUN 
recent, ADJ 
TEM, PROPN 
investiga-, ADJ 

, SPACE 
tion, NOUN 
preparation, NOUN 
cross, ADJ 
section, ADJ 
micrographs, NOUN 

, SPACE 
demonstrate, VERB 
SPE, PROPN 
amorphous, ADJ 
ST0, PROPN 

, SPACE 
completed, VERB 
randomly, ADV 
oriented, VERB 
crystallites, NOUN 
built, VERB 

, SPACE 
temperature, NOUN 
range, NOUN 
400, NUM 
800, NUM 
°, NOUN 
C, NOUN 

, SPACE 
high, ADJ 
temperatures, NOUN 
ranging, VERB 
900, NUM 
1, NUM 
lOO”C, NOUN 
number, NOUN 

, SPACE 
randomly, ADV 
oriented, VERB 
crystallites, NOUN 
formed, VERB 
sam-, NOUN 

, SPACE 
ple, PROPN 
surface, NOUN 
interrupted, VERB 
regular, ADJ 
progression, NOUN 

, SPACE 
epitaxial, ADJ 
growth, NOUN 
interface, NOUN 

, SPACE 
movement, NOUN 
implied, VERB 
Fig, PROPN 
d, PROPN 
real, ADJ 
c, NOUN 
transforma-, NOUN 

, SPACE 
tion, NOUN 
shows, VERB 
transformation, NOUN 
randomly, ADV 
oriented, VERB 

, SPACE 
crystallites, NOUN 
single, ADJ 
crystal, NOUN 
explaining, VERB 
slow, ADJ 

, SPACE 
regrowth, NOUN 
rate, NOUN 
observed, VERB 
amorphous, ADJ 
ST0, NOUN 
1100, NUM 
°, NUM 
C, NOUN 

, SPACE 
competing, VERB 
crystallization, NOUN 
pro-, NOUN 

, SPACE 
cesses, NOUN 
highest, ADJ 
temperature, NOUN 
result, VERB 

, SPACE 
growth, NOUN 
lowest, ADJ 
defect, ADJ 
level, NOUN 
normalized, VERB 

, SPACE 
total, ADJ 
number, NOUN 
displaced, VERB 
atoms, NOUN 
square, ADJ 
centimeter, NOUN 

, SPACE 
recrystallized, VERB 
layer, NOUN 
atom, NOUN 
density, NOUN 
layer, NOUN 

, SPACE 
refer, VERB 
normalized, VERB 
disorder, NOUN 
concentration, NOUN 

, SPACE 
Fig, PROPN 
2, NUM 
shows, VERB 
normalized, VERB 
disorder, NOUN 
concentration, NOUN 

, SPACE 
recrystallized, VERB 
region, NOUN 
function, NOUN 
annealing, VERB 
tempera-, ADJ 

, SPACE 
ture, NOUN 
Starting, VERB 
4OO”C, NUM 
residual, ADJ 
defect, NOUN 
level, NOUN 
de-, NOUN 

, SPACE 
creases, VERB 
increasing, VERB 
annealing, VERB 
temperature, NOUN 
reaches, VERB 

, SPACE 
lowest, ADJ 
value, NOUN 
8OO”C, NUM 
increases, VERB 
rapidly, ADV 

, SPACE 
increasing, VERB 
temperature, NOUN 
800, NUM 
°, NOUN 
C, NOUN 

, SPACE 
Fig, PROPN 
3, NUM 
shows, VERB 
normalized, VERB 
disorder, NOUN 
concentration, NOUN 

, SPACE 
recrystallized, VERB 
region, NOUN 
function, NOUN 
annealing, VERB 
time, NOUN 

, SPACE 
common, ADJ 
phenomenon, NOUN 
samples, NOUN 
re-, ADJ 

, SPACE 
sponse, NOUN 
annealing, VERB 
linear, ADJ 
time, NOUN 
observed, VERB 

, SPACE 
annealing, VERB 
case, NOUN 
1, NUM 
lOO”C, NOUN 
changes, NOUN 

, SPACE 
occurred, VERB 
minutes, NOUN 
saturated, VERB 

, SPACE 
indicates, VERB 
annealing, VERB 
800, NUM 
°, NOUN 
C, NOUN 
results, NOUN 

, SPACE 
epitaxial, ADJ 
growth, NOUN 
lowest, ADJ 
disorder, NOUN 
concentra-, VERB 
549, NUM 

, SPACE 
tion, NOUN 
step, NOUN 
annealing, VERB 
800, NUM 
°, NOUN 
C, NOUN 
result, VERB 

, SPACE 
high, ADJ 
crystalline, NOUN 
quality, NOUN 

, SPACE 
step, NOUN 
annealing, VERB 
procedure, NOUN 
produce, VERB 

, SPACE 
high, ADJ 
crystalline, NOUN 
quality, NOUN 
stage, NOUN 
annealing, NOUN 

, SPACE 
800, NUM 
°, NUM 
C, NOUN 
results, VERB 
growth, NOUN 
defected, VERB 

, SPACE 
layer, NOUN 
Subsequently, ADV 
high, ADJ 
temperature, NOUN 
treatment, NOUN 
1100, NUM 
°, NUM 
C, NOUN 

, SPACE 
applied, VERB 
reduce, VERB 
residual, ADJ 
defect, NOUN 
level, NOUN 

, SPACE 
similar, ADJ 
treatment, NOUN 
extensively, ADV 
recov-, NOUN 

, SPACE 
ery, NOUN 
GaAs, PROPN 
III, PROPN 
V, NOUN 
semiconductors, NOUN 
14,151, NUM 
Fig, PROPN 

, SPACE 
4, NUM 
shows, VERB 
aligned, VERB 
spectra, NOUN 
sample, NOUN 

, SPACE 
annealed, VERB 
800, NUM 
°, NOUN 
C, NOUN 
5, NUM 
min, NOUN 
followed, VERB 
annealing, VERB 

, SPACE 
1100, NUM 
°, NOUN 
C, NOUN 
30, NUM 
min, NOUN 
sample, NOUN 
recovered, VERB 
step, NOUN 

, SPACE 
annealing, NOUN 
process, NOUN 
xrmn, ADJ 
SPA, PROPN 
values, NOUN 
2.5, NUM 
3, NUM 

, SPACE 
atoms, NOUN 
row, NOUN 
respectively, ADV 
comparable, ADJ 
sub-, NOUN 

, SPACE 
strate, NOUN 
coating, VERB 

, SPACE 
3.2, NUM 
SrTiO, PROPN 
f, PROPN 
1, NUM 
IO, PROPN 

, SPACE 
Limited, PROPN 
studies, NOUN 
STO(I, PROPN 
10, NUM 
sub-, PROPN 

, SPACE 
strates, NOUN 
y, PROPN 
SPA, PROPN 
substrate, NOUN 
3.8, NUM 

, SPACE 
annealing, VERB 

, SPACE 
b, PROPN 
800, NUM 
°, NUM 
C, NOUN 
5min, NUM 

, SPACE 
c, NOUN 
1, NUM 
IOO’C, NOUN 
3Omin, NUM 

, SPACE 
