Original, ADJ 
process, NOUN 
possible, ADJ 
effect, NOUN 
bone, NOUN 
toughness, NOUN 

, SPACE 
goals, NOUN 
investigation, NOUN 
establish, VERB 
stress, NOUN 
whitening, NOUN 
property, NOUN 
demineralized, VERB 
organ, NOUN 
ic, NOUN 
matrix, NOUN 
bone, NOUN 
property, NOUN 
mineralized, ADJ 
tissue, NOUN 
stress, NOUN 
whitening, VERB 
thedemineralized, VERB 
bone, NOUN 
dependent, ADJ 
b, NOUN 
hydrogen, NOUN 
bonding, NOUN 
c, X 
orientation, NOUN 
loading, NOUN 

, SPACE 
Methods, NOUN 
Demineralized, VERB 
cortical, ADJ 
bone, NOUN 
specimens, NOUN 
loaded, VERB 
tension, NOUN 
failure, NOUN 
0.08, NUM 
strain, NOUN 
s, PROPN 
effect, NOUN 

, SPACE 
hydrogen, NOUN 
bonding, NOUN 
mechanical, ADJ 
properties, NOUN 
stress, NOUN 
whitening, VERB 
process, NOUN 
probed, VERB 
altering, VERB 

, SPACE 
Hansen, PROPN 
hydrogen, NOUN 
bonding, NOUN 
parameter, NOUN 
δ, PROPN 

, SPACE 
h, PROPN 
immersing, NOUN 
solution, NOUN 

, SPACE 
Results, NOUN 
Stress, NOUN 
whitening, NOUN 
occurred, VERB 
demineralized, VERB 
bone, NOUN 
Stress, NOUN 
whitening, NOUN 
negatively, ADV 
correlated, VERB 

, SPACE 
δh(R2=0, PROPN 
8, NUM 
1, NUM 
pb0.0001, PROPN 
Stress, NOUN 
whitening, NOUN 
signi, NOUN 
ﬁcantly, ADV 
lower, ADJ 
pb0.0001, PROPN 
specimens, NOUN 
loaded, VERB 
orthogo-, ADV 

, SPACE 
nally, ADV 
compared, VERB 
loaded, VERB 
parallel, NOUN 
long, ADJ 
strong, ADJ 
axis, NOUN 

, SPACE 
Conclusion, PROPN 
stress, NOUN 
whitening, NOUN 
observed, NOUN 
consistent, ADJ 
increased, VERB 
Mie, PROPN 
scattering, VERB 
suggest, VERB 

, SPACE 
change, NOUN 
Mie, PROPN 
scattering, VERB 
collagen, NOUN 
ﬁbril, NOUN 
dehydration, NOUN 
driven, VERB 
externally, ADV 
applied, VERB 
stress, NOUN 
pres-, NOUN 

, SPACE 
ence, NOUN 
stress, NOUN 
whitening, NOUN 
demineralized, VERB 
bone, NOUN 
suggests, VERB 
process, NOUN 
property, NOUN 
collagenous, ADJ 

, SPACE 
matrix, NOUN 
present, ADJ 
collagenous, ADJ 
tissues, NOUN 
emergent, ADJ 
property, NOUN 
bone, NOUN 

, SPACE 
composite, NOUN 

, SPACE 
©, ADJ 
2013, NUM 
Elsevier, ADJ 
Inc., PROPN 
rights, NOUN 
reserved, VERB 

, SPACE 
Introduction, PROPN 

, SPACE 
increasing, VERB 
population, NOUN 
age, NOUN 
incidence, NOUN 
age, NOUN 
related, VERB 
bone, NOUN 

, SPACE 
fracture, NOUN 
increased, VERB 
1,2, NUM 
increase, NOUN 
fracture, ADJ 
inci-, NOUN 

, SPACE 
dence, NOUN 
age, NOUN 
related, VERB 
bone, NOUN 
mass, NOUN 
loss, NOUN 
signi, NOUN 
ﬁcant, NOUN 
risk, NOUN 

, SPACE 
unexplained, ADJ 
caused, VERB 
changes, NOUN 
intrinsic, ADJ 
material, NOUN 
prop-, NUM 

, SPACE 
erties, NOUN 
hard, ADJ 
tissue, NOUN 
3, NUM 

, SPACE 
Bone, PROPN 
composed, VERB 
mineral, NOUN 
phase, NOUN 
organic, ADJ 
phase, NOUN 
extracel-, NOUN 

, SPACE 
lularﬂuid[4, NOUN 
mineral, NOUN 
phase, NOUN 
critical, ADJ 
bone, NOUN 
stiffness, NOUN 
or-, PROPN 

, SPACE 
ganic, ADJ 
phase, NOUN 
responsible, ADJ 
bone, NOUN 
strength, NOUN 
toughness[5, NOUN 
Fracture, NOUN 
risk, NOUN 
bone, NOUN 
increases, NOUN 
age, NOUN 
little, ADJ 
change, NOUN 

, SPACE 
mean, ADJ 
mineralization, NOUN 
aging, VERB 
6, NUM 
tissue, NOUN 
be-, ADJ 

, SPACE 
comes, VERB 
weaker, ADJ 
tough, ADJ 
5, NUM 
change, NOUN 
toughness, NOUN 
age, NOUN 
like-, ADJ 

, SPACE 
ly, NOUN 
related, ADJ 
organic, ADJ 
phase, NOUN 
collagen, NOUN 
investigationwas, NOUN 
focused, VERB 
organic, ADJ 
phase, NOUN 
bone, NOUN 

, SPACE 
important, ADJ 
understand, VERB 
bone, NOUN 
toughness, NOUN 
changes, NOUN 

, SPACE 
aging, VERB 
disease, NOUN 
drug, NOUN 
treatments, NOUN 
7,8, NUM 
Damage, NOUN 
microcracks, NOUN 

, SPACE 
bone, NOUN 
normal, ADJ 
play, VERB 
important, ADJ 
regulatory, ADJ 
role, NOUN 
bone, NOUN 
re-, ADP 

, SPACE 
modeling, NOUN 
9, NUM 
ubiquity, NOUN 
microcracks, NOUN 
bone, NOUN 
theiroccurrence, NOUN 
atraumatic, ADJ 
loading, NOUN 
imply, NOUN 
crack, NOUN 
growth, NOUN 
ofgreater, NOUN 
concern, NOUN 
initiation, NOUN 
10, NUM 
Mineralized, ADJ 
collagen, NOUN 
ﬁbrils, VERB 
com-, NOUN 

, SPACE 
bined, VERB 
macromolecules, NOUN 
glue, VERB 
ﬁbrils, NOUN 

, SPACE 
sacriﬁcial, ADJ 
bonds, NOUN 
bone, NOUN 
shown, VERB 
de, VERB 
ﬂect, VERB 
bridge, NOUN 

, SPACE 
cracks, NOUN 
5, NUM 
Bone, NOUN 
organic, ADJ 
phase, NOUN 
plays, VERB 
primary, ADJ 
role, NOUN 
increasing, VERB 
bone, NOUN 

, SPACE 
toughness, NOUN 
post, NOUN 
yield, NOUN 
accumulation, NOUN 
damage, NOUN 

, SPACE 
bone, NOUN 
11–14, NOUN 
Cracks, NOUN 
bone, NOUN 
shown, VERB 
easily, ADV 

, SPACE 
nucleated, VERB 
propagated, VERB 
bones, NOUN 
older, ADJ 
individuals, NOUN 
15, NUM 

, SPACE 
Stress, NOUN 
whitening, NOUN 
bone, NOUN 

, SPACE 
Immediately, ADV 
prior, ADV 
failure, NOUN 
loading, NOUN 
bone, NOUN 
observed, VERB 

, SPACE 
visually, ADV 
whiten, VERB 
i.e., X 
stress, NOUN 
whiten, NOUN 
manner, NOUN 
visually, ADV 
similar, ADJ 
thecrazing, NOUN 
glassy, NOUN 
polymers, NOUN 
16, NUM 
interest, NOUN 
stress, NOUN 
whitening, NOUN 
bone, NOUN 

, SPACE 
arises, VERB 
temporal, ADJ 
proximity, NOUN 
crack, VERB 
nucleation, NOUN 
propagation, NOUN 

, SPACE 
ultimate, ADJ 
failure, NOUN 
bone, NOUN 
polymer, NOUN 
crazing, NOUN 
white, ADJ 
bands, NOUN 
ranging, VERB 

, SPACE 
50, NUM 
1000, NUM 
μm, NOUN 
length, NOUN 
form, NOUN 
loading, VERB 
17, NUM 
white, ADJ 
bands, NOUN 

, SPACE 
consist, NOUN 
small, ADJ 
polymer, NOUN 
ﬁbrils, NOUN 
micro, NOUN 
voids, NOUN 
size, NOUN 

, SPACE 
light, NOUN 
scattered, VERB 
causing, VERB 
characteristic, ADJ 
change, NOUN 
color, NOUN 
Crazing, NOUN 

, SPACE 
increases, VERB 
toughness, NOUN 
polymers, NOUN 
dissipating, VERB 
energy, NOUN 
principal, ADJ 

, SPACE 
ways, NOUN 
disentanglement, NOUN 
polymer, NOUN 
chains, NOUN 
creation, NOUN 
new, ADJ 

, SPACE 
surface, NOUN 
area, NOUN 
pores, NOUN 
18, NUM 
Crazes, NOUN 
differ, VERB 
cracks, NOUN 
crazesBone, NUM 
57, NUM 
2013, NUM 
367, NUM 
374, NUM 

, SPACE 
⁎Corresponding, PROPN 
author, NOUN 

, SPACE 
E, ADJ 
mail, NOUN 
address, NOUN 
dpfyhrie@ucdavis.edu, X 
D.P., PROPN 
Fyhrie, PROPN 

, SPACE 
8756, NUM 
3282/$, NUM 
matter, NOUN 
©, ADJ 
2013, NUM 
Elsevier, ADJ 
Inc., PROPN 
rights, NOUN 
reserved, VERB 

, SPACE 
http://dx.doi.org/10.1016/j.bone.2013.08.029, PROPN 

, SPACE 
Contents, PROPN 
lists, NOUN 
available, ADJ 
ScienceDirect, PROPN 

, SPACE 
Bone, PROPN 

, SPACE 
journal, NOUN 
homepage, NOUN 
www.elsevier.com/locate/bone, NOUN 

, SPACE 
continue, VERB 
bear, VERB 
load, NOUN 
polymer, NOUN 
ﬁbrils, VERB 
unbridged, ADJ 

, SPACE 
cracks, NOUN 
19, NUM 

, SPACE 
Stress, NOUN 
whitening, NOUN 
extensively, ADV 
studied, VERB 
bone, NOUN 

, SPACE 
previous, ADJ 
reports, NOUN 
identi, PROPN 
ﬁed, PROPN 
potential, ADJ 
damage, NOUN 
process, NOUN 
in-, ADP 

, SPACE 
creases, NOUN 
toughness, NOUN 
Currey, NOUN 
observed, VERB 
bone, NOUN 
visually, ADV 
whiter, ADJ 

, SPACE 
mechanically, ADV 
loaded, VERB 
stress, NOUN 
whitening, NOUN 
particularly, ADV 
visible, ADJ 

, SPACE 
stress, NOUN 
concentrators, NOUN 
illuminated, VERB 
16].S, NUM 
t, NOUN 
r, NOUN 
e, NOUN 
s, PROPN 
s, X 

, SPACE 
whitening, NOUN 
trabecular, ADJ 
bone, NOUN 
studied, VERB 
observing, VERB 
axial, ADJ 
compressive, NOUN 

, SPACE 
loading, NOUN 
bone, NOUN 
cores, NOUN 
high, ADJ 
speed, NOUN 
photography, NOUN 
20].R, NUM 
e, NOUN 
g, PROPN 
o, PROPN 
n, CCONJ 
st, PROPN 
h, VERB 
t, NOUN 

, SPACE 
stress, NOUN 
whitened, VERB 
imaged, VERB 
scanning, VERB 
electron, PROPN 
microscopy, NOUN 

, SPACE 
cracks, NOUN 
found, VERB 
suggesting, VERB 
stress, NOUN 
whitening, NOUN 
result, NOUN 

, SPACE 
microcrack, NOUN 
formation, NOUN 
cracks, NOUN 
shown, VERB 
bridged, VERB 

, SPACE 
mineralized, ADJ 
collagen, NOUN 
ﬁbrillar, ADJ 
structures, NOUN 
authors, NOUN 
concluded, VERB 

, SPACE 
bridging, VERB 
ﬁbrils, NOUN 
spaces, NOUN 
ﬁbrils, NOUN 
microcrack, NOUN 
scatter, NOUN 

, SPACE 
light, NOUN 
caused, VERB 
stress, NOUN 
whitening, NOUN 
process, NOUN 

, SPACE 
stress, NOUN 
whitening, NOUN 
observ, PROPN 
ed, NOUN 
thin, ADJ 
sections, NOUN 
cortical, ADJ 
bone, NOUN 

, SPACE 
increased, VERB 
darkness, NOUN 
transmitted, VERB 
light, ADJ 
images, NOUN 
taken, VERB 
tensile, ADJ 

, SPACE 
loading, NOUN 
21, NUM 
Stress, NOUN 
whitening, NOUN 
attributed, VERB 
nano, NOUN 
pores, NOUN 
formed, VERB 

, SPACE 
debonding, NOUN 
mineral, NOUN 
crystals, NOUN 
collagen, NOUN 
molecules, NOUN 
contrast, NOUN 

, SPACE 
work, NOUN 
Thurner, PROPN 
microcracks, NOUN 
detected, VERB 
atomic, ADJ 
force, NOUN 

, SPACE 
microscopy, ADJ 
Stress, NOUN 
whitening, NOUN 
observed, VERB 
increase, NOUN 
back-, PROPN 

, SPACE 
scattered, VERB 
spectra, ADJ 
400, NUM 
900, NUM 
nm, NOUN 
notched, VERB 
cortical, ADJ 
bovine, ADJ 
bone, NOUN 

, SPACE 
specimens, NOUN 
Mechanical, ADJ 
loading, NOUN 
shown, VERB 
affect, VERB 
intensity, NOUN 

, SPACE 
scattered, VERB 
light, NOUN 
spectral, ADJ 
distribution, NOUN 
22, NUM 

, SPACE 
remains, VERB 
learned, VERB 
stress, NOUN 
whitening, NOUN 
importance, NOUN 

, SPACE 
bone, NOUN 
strength, NOUN 
mechanisms, NOUN 
cause, VERB 
process-, NOUN 

, SPACE 
es, NOUN 
change, VERB 
disease, NOUN 
age, NOUN 
drug, NOUN 
treatment, NOUN 
demon-, ADJ 

, SPACE 
strate, NOUN 
bone, NOUN 
tissue, NOUN 
mineral, NOUN 
removed, VERB 
whitens, VERB 

, SPACE 
loading, NOUN 
demonstrating, NOUN 
microcracks, NOUN 
and/or, CCONJ 
separation, NOUN 
mineral, NOUN 

, SPACE 
platelets, NOUN 
matrix, NOUN 
mechanisms, NOUN 
stress-, ADJ 

, SPACE 
whitening, NOUN 
investigation, NOUN 
seeks, VERB 
characterize, VERB 
stress-, ADJ 

, SPACE 
whitening, VERB 
toughening, NOUN 
mechanism, NOUN 
hypothesize, VERB 
arises, VERB 

, SPACE 
bone, NOUN 
collagen, NOUN 
ﬁbrils, NOUN 

, SPACE 
Hydrogen, PROPN 
bonding, NOUN 
bone, NOUN 

, SPACE 
organic, ADJ 
phase, NOUN 
bone, NOUN 
interacts, NOUN 
ﬂuid, ADJ 
phase, NOUN 

, SPACE 
mineral, NOUN 
phase, NOUN 
creating, VERB 
stiff, ADJ 
strong, ADJ 
construct, NOUN 
material, NOUN 

, SPACE 
properties, NOUN 
collagenous, ADJ 
materials, NOUN 
profoundly, ADV 
affected, VERB 
hy-, ADJ 

, SPACE 
dration, NOUN 
collagen, NOUN 
molecules, NOUN 
Collagen, NOUN 
molecules, NOUN 
con, PROPN 
ﬁned, VERB 

, SPACE 
covalent, NOUN 
crosslinking, VERB 
pyridinoline, NOUN 
nonenzymatic, ADJ 
glycation, NOUN 
related, VERB 

, SPACE 
cross, NOUN 
links, NOUN 
etc, X 
mineralization, NOUN 
23].C, NUM 
o, NOUN 
nﬁnement, NOUN 
colla-, PROPN 

, SPACE 
gen, PROPN 
molecule, NOUN 
provides, VERB 
stabilizing, VERB 
effect, NOUN 
molecular, ADJ 
structure, NOUN 

, SPACE 
collagen, NOUN 
box, NOUN 
24, NUM 
increased, VERB 
stability, NOUN 
collagen, NOUN 

, SPACE 
molecules, NOUN 
necessarily, ADV 
lead, VERB 
better, ADJ 
apparent, ADJ 
bone, NOUN 
properties, NOUN 

, SPACE 
covalent, NOUN 
cross, ADJ 
linking, NOUN 
mineralization, NOUN 
shown, VERB 

, SPACE 
increase, VERB 
age, NOUN 
increase, VERB 
bone, NOUN 
fragility, NOUN 
25–27, PROPN 
Collagen, NOUN 
mole-, ADJ 

, SPACE 
cules, NOUN 
stabilized, VERB 
noncovalent, ADJ 
interactions, NOUN 
including, VERB 
hydro-, NOUN 

, SPACE 
phobic, NOUN 
polar, ADJ 
interactions, NOUN 
introducing, VERB 
different, ADJ 
solvents, NOUN 
alter, VERB 

, SPACE 
interactions, NOUN 
effecting, VERB 
stability, NOUN 
28, NUM 

, SPACE 
extent, NOUN 
hydrogen, NOUN 
bonding, NOUN 
collagen, NOUN 
proteins, NOUN 

, SPACE 
controlled, VERB 
solutions, NOUN 
different, ADJ 
Hansen, PROPN 
solubility, NOUN 
parameters, NOUN 

, SPACE 
HSP, PROPN 
particularly, ADV 
δh, NOUN 
hydrogen, NOUN 
bonding, NOUN 
parameter, NOUN 
29, NUM 
hy-, ADJ 

, SPACE 
drogen, NOUN 
bonding, NOUN 
parameter, NOUN 
δh)q, PROPN 
u, PROPN 
n, ADJ 
t, NOUN 
ﬁes, VERB 
energy, NOUN 
hydrogen, NOUN 

, SPACE 
bonding, NOUN 
molecules, NOUN 
solute, NOUN 
solvent, NOUN 
30, NUM 
Following, VERB 

, SPACE 
principle, NOUN 
like, INTJ 
dissolves, NOUN 
like, ADP 
solvents, NOUN 
solutes, NOUN 
suf, NOUN 
ﬁcient-, PROPN 

, SPACE 
ly, ADV 
similar, ADJ 
δhinteract, NOUN 
solute, NOUN 
dissolves, NOUN 
i.e., X 
hydrogen, NOUN 
bonds, NOUN 

, SPACE 
broken, VERB 
solvents, NOUN 
high, ADJ 
values, NOUN 
δhthe, ADJ 
collagen, NOUN 
molecules, NOUN 

, SPACE 
bind, VERB 
solvent, NOUN 
causing, VERB 
matrix, NOUN 

, SPACE 
soften, VERB 
solvents, NOUN 
known, VERB 
HSP, PROPN 
mixing, VERB 

, SPACE 
miscible, ADJ 
solvents, NOUN 
control, VERB 
δhof, NOUN 
solvent, NOUN 
varying, VERB 

, SPACE 
concentrations, NOUN 
component, NOUN 

, SPACE 
effect, NOUN 
solvent, ADJ 
δhon, NOUN 
dentin, NOUN 
previously, ADV 
studied, VERB 
29,31, X 

, SPACE 
authors, NOUN 
explicitly, ADV 
attributed, VERB 
effects, NOUN 
different, ADJ 
sol-, NOUN 

, SPACE 
vents, NOUN 
dehydration, NOUN 
different, ADJ 
degrees, NOUN 
hydrogen, NOUN 

, SPACE 
bond, NOUN 
dissolution, NOUN 
solvents, NOUN 
Decreasing, VERB 
δhhas, NOUN 
shown, VERB 
toincrease, ADJ 
stiffness, NOUN 
dentin, NOUN 
32, NUM 
Similarly, ADV 
drying, VERB 
bone, NOUN 

, SPACE 
shown, VERB 
increase, VERB 
stiffness, ADV 
decrease, NOUN 
strength, NOUN 
14, NUM 

, SPACE 
goal, NOUN 
investigation, NOUN 
establish, VERB 
stress, NOUN 
whitening, NOUN 

, SPACE 
property, NOUN 
demineralized, VERB 
organic, ADJ 
matrix, NOUN 
bone, NOUN 
ex-, NOUN 

, SPACE 
pand, NOUN 
previous, ADJ 
investigations, NOUN 
found, VERB 
phenomenon, NOUN 

, SPACE 
fully, ADV 
mineralized, VERB 
bone, NOUN 
16,20, PROPN 
22, NUM 
hypothesize, VERB 
stress, VERB 
whiten-, ADV 

, SPACE 
ing, NOUN 
demineralized, VERB 
bone, NOUN 
dependent, ADJ 
hydrogenbonding, NOUN 
b, X 
orientation, NOUN 
loading, NOUN 
relative, ADJ 
primary, ADJ 
direc-, NUM 

, SPACE 
tions, NOUN 
collagen, NOUN 
ﬁbers, NOUN 
matrix, NOUN 

, SPACE 
Materials, NOUN 
methods, NOUN 

, SPACE 
Twenty-, NOUN 
ﬁve, NOUN 
cortical, ADJ 
bone, NOUN 
specimens, NOUN 
cut, VERB 
medial-, ADJ 

, SPACE 
distal, ADJ 
quadrant, NOUN 
diaphysis, NOUN 
metacarpal, ADJ 
bone, NOUN 
MC3, PROPN 

, SPACE 
necropsied, VERB 
thoroughbred, ADJ 
racehorses, NOUN 
Fig, PROPN 
1, NUM 
beams, NOUN 
cut, VERB 

, SPACE 
2, NUM 
×, PROPN 
8, NUM 
×, NOUN 
30, NUM 
mm, NOUN 
rectangular, ADJ 
prisms, NOUN 
diamond, NOUN 
coated, VERB 
band, NOUN 
saw, VERB 

, SPACE 
310, NUM 
EXAKT, PROPN 
Oklahoma, PROPN 
City, PROPN 
OK, PROPN 
USA, PROPN 
constant, ADJ 
irrigation, NOUN 

, SPACE 
deionized, VERB 
water, NOUN 
Beams, NOUN 
stored, VERB 
−20, PROPN 
°, NUM 
C, PROPN 
use, NOUN 

, SPACE 
central, ADJ 
10, NUM 
mm, NOUN 
beams, NOUN 
demineralized, VERB 
buff-, ADJ 

, SPACE 
ered, VERB 
sodium, NOUN 
citrate, NOUN 
100, NUM 
g, NOUN 
L, NOUN 
formic, PROPN 
acid, NOUN 
22.5, NUM 
solution, NOUN 
known, VERB 

, SPACE 
maintain, VERB 
integrity, NOUN 
collagen, NOUN 
network, NOUN 
33, NUM 
proximal, ADJ 

, SPACE 
distal, ADJ 
10, NUM 
mm, NOUN 
ends, NOUN 
beams, NOUN 
protected, VERB 
demineralizationby, NOUN 
nail, NOUN 
varnish, NOUN 
Coty, PROPN 
New, PROPN 
York, PROPN 
USA, PROPN 
coating, NOUN 
34, NUM 
Demineralization, PROPN 

, SPACE 
assessed, VERB 
digital, ADJ 
radiography, NOUN 
Eklin, PROPN 
Mark, PROPN 
III, PROPN 
Min, PROPN 
X, PROPN 
Ray, PROPN 

, SPACE 
HF100, PROPN 
+, PROPN 
Northbrook, PROPN 
IL, PROPN 
USA, PROPN 
Demineralization, NOUN 
media, NOUN 
changed, VERB 

, SPACE 
day, NOUN 
5, NUM 
days, NOUN 
beams, NOUN 
dog, NOUN 
bone, NOUN 
shaped, VERB 

, SPACE 
specimens, NOUN 
Fig, PROPN 
1, NUM 
minimum, ADJ 
cross, ADJ 
sectional, ADJ 
area, NOUN 
4, NUM 
mm, NUM 

, SPACE 
2, NUM 

, SPACE 
2, NUM 
×, NOUN 
2, NUM 
mm, NOUN 
custom, NOUN 
designed, VERB 
jig, PROPN 
guide, VERB 
biopsy, NOUN 
punches, NOUN 

, SPACE 
Acuderm, PROPN 
Ft, PROPN 
Lauderdale, PROPN 
FL, PROPN 
USA, PROPN 
Specimens, NOUN 
marked, VERB 
pur-, NOUN 

, SPACE 
pose, NOUN 
assessing, VERB 
optical, ADJ 
strain, NOUN 
digital, ADJ 
image, NOUN 
correlation, NOUN 
an-, ADJ 

, SPACE 
study, NOUN 
data, NOUN 
shown, VERB 
35, NUM 

, SPACE 
Mechanical, PROPN 
testing, NOUN 

, SPACE 
Specimens, PROPN 
loaded, VERB 
tension, NOUN 
constant, ADJ 
strain, NOUN 
rate, NOUN 
0.08, NUM 
±, PROPN 

, SPACE 
0.006, NUM 
failure, NOUN 
servo, ADJ 
hydraulic, ADJ 
system, NOUN 
Load, PROPN 
Unit, PROPN 
319.25A, NUM 
T, PROPN 

, SPACE 
MTS, PROPN 
Systems, PROPN 
Corp., PROPN 
Eden, PROPN 
Prairie, PROPN 
MN, PROPN 
USA, PROPN 
ﬁtted, VERB 
load, NOUN 
cell, NOUN 

, SPACE 
2000, NUM 
N, PROPN 
range, NOUN 
model, NOUN 
662.20C-01, NUM 
MTS, PROPN 
Systems, PROPN 
Corp., PROPN 
Eden, PROPN 
Prairie, PROPN 

, SPACE 
MN, PROPN 
USA, PROPN 
Specimens, NOUN 
mounted, VERB 
mineralized, ADJ 
portions, NOUN 

, SPACE 
beams, NOUN 
clamped, VERB 
creating, VERB 
gauge, NOUN 
length, NOUN 
10, NUM 
mm, NOUN 

, SPACE 
MTS, PROPN 
interface, NOUN 
previously, ADV 
described, VERB 
36, NUM 
mechanical, ADJ 
testing, NOUN 

, SPACE 
conducted, VERB 
37, NUM 
°, NUM 
C, NOUN 
held, VERB 
constant, ADJ 
immersion, NOUN 
temperature, NOUN 
con-, X 

, SPACE 
trolled, VERB 
ﬂuid, ADJ 
bath, NOUN 
ﬂuid, ADJ 
bath, NOUN 
constructed, VERB 
acrylic, NOUN 
visu-, ADJ 

, SPACE 
alization, NOUN 
specimen, NOUN 
clear, ADJ 
polycarbonate, NOUN 
Fig, PROPN 
1, NUM 

, SPACE 
Axial, ADJ 
apparent, ADJ 
stress, NOUN 
calculated, VERB 
force, NOUN 
measured, VERB 

, SPACE 
load, NOUN 
cell, NOUN 
divided, VERB 
initial, ADJ 
minimum, ADJ 
cross, ADJ 
sectional, ADJ 
area, NOUN 
Apparent, ADJ 

, SPACE 
strain, NOUN 
estimated, VERB 
change, NOUN 
length, NOUN 
entire, ADJ 
specimen, NOUN 
di-, VERB 

, SPACE 
vided, VERB 
original, ADJ 
length, NOUN 
Elastic, ADJ 
modulus, NOUN 
calculated, VERB 

, SPACE 
linear, ADJ 
portion, NOUN 
linear, PROPN 
Regression, PROPN 
Excel, PROPN 
Microsoft, PROPN 
Redmond, PROPN 
WA, PROPN 

, SPACE 
force, NOUN 
displacement, NOUN 
curve, NOUN 
linear, ADJ 
elastic, ADJ 
ﬁnite, NOUN 
element, NOUN 
model, NOUN 

, SPACE 
ideal, ADJ 
initial, ADJ 
sample, NOUN 
geometry, NOUN 
Ultimate, ADJ 
strain, NOUN 
stress, NOUN 

, SPACE 
calculated, VERB 

, SPACE 
effect, NOUN 
hydrogen, NOUN 
bonding, NOUN 
mechanical, ADJ 
properties, NOUN 

, SPACE 
stress, NOUN 
whitening, VERB 
process, NOUN 
probed, VERB 
immersing, VERB 
specimens, NOUN 

, SPACE 
1, NUM 
4, NUM 
solutions, NOUN 
different, ADJ 
Hansen, PROPN 
hydrogen, NOUN 
bonding, NOUN 
parame-, PROPN 

, SPACE 
ter, NOUN 
δh, PROPN 
mechanical, ADJ 
testing, NOUN 
100, NUM 
ethanol, NOUN 
δh=1, PROPN 
9, NUM 
4, NUM 
M, PROPN 
P, NOUN 
a½, NUM 

, SPACE 
saline, NOUN 
9, NUM 
g, NOUN 
NaCl, PROPN 
LH2O, PROPN 
δh=4, PROPN 
2, NUM 
3, NUM 
M, PROPN 
P, NOUN 
a½, NUM 
40, NUM 
ethanol, NOUN 
60, NUM 
saline, NOUN 
δh=, NOUN 

, SPACE 
33.14, NUM 
MPa½, PROPN 
70, NUM 
ethanol, NOUN 
30, NUM 
saline, NOUN 
δh=2, X 
6, NUM 
2, NUM 
7, NUM 
M, PROPN 
P, NOUN 
a½, NUM 
Prior, ADV 

, SPACE 
mechanical, ADJ 
