Nuclear, PROPN 
, SPACE 
dentrnethyiionsandthegrcMnghbn, PROPN 
CH~, PROPN 
andCD, PROPN 

, SPACE 
ions, NOUN 
employed, VERB 
sina, PROPN 
carbon, NOUN 
films, NOUN 
diamtr;d, ADJ 

, SPACE 
structure, NOUN 
produced, VERB 
b, ADP 
CVD, PROPN 
technique, NOUN 

, SPACE 
methane, NOUN 
hydrogen, NOUN 
8J, PROPN 
carbon, NOUN 
monoti, PROPN 
hy, PROPN 

, SPACE 
drogen, NOUN 
191, NUM 
mixtures, NOUN 
neutral, ADJ 
ionic, ADJ 
forms, NOUN 

, SPACE 
CH, PROPN 
play, VERB 
important, ADJ 
role, NOUN 
formation, NOUN 

, SPACE 
film, NOUN 

, SPACE 
2, X 
Experiaemb, NUM 

, SPACE 
2, NUM 
I., NOUN 
Ion, PROPN 
b2wn, PUNCT 
dcpsition, NOUN 
apamrur, VERB 

, SPACE 
apparatus, NOUN 
study, NOUN 
design, NOUN 

, SPACE 
manufactured, VERB 
basis, NOUN 
tech, NOUN 
devel-, ADV 

, SPACE 
oped, VERB 
Prof., PROPN 
D.G., PROPN 
Annour, PROPN 
CD, NOUN 
workers, NOUN 

, SPACE 
University, PROPN 
Salford, PROPN 
IO, PROPN 
manufacture, NOUN 
carried, VERB 

, SPACE 
V!W, PROPN 
Scientific, PROPN 
instruments, NOUN 
Ltd., PROPN 
Great, PROPN 
Britain, PROPN 

, SPACE 
AplanviewoftheapparatusisshowninFil, PROPN 

, SPACE 
system, NOUN 
cons&s, NOUN 
ion, NOUN 
source, NOUN 
mass, NOUN 
separation, NOUN 

, SPACE 
magnet, NOUN 
beam, NOUN 
transport, NOUN 
system, NOUN 
target, NOUN 
chamber, NOUN 

, SPACE 
situ, PROPN 
real, ADJ 
time, NOUN 
surface, NOUN 
analysis, NOUN 
equipment, NOUN 

, SPACE 
ion, NOUN 
source, NOUN 
Freeman, PROPN 
type, NOUN 

, SPACE 
oven, NOUN 
heating, VERB 
solid, ADJ 
materials, NOUN 
Ions, NOUN 
generated, VERB 

, SPACE 
ion, NOUN 
source, NOUN 
extracted, VERB 
voltage, NOUN 
10, NUM 
kV, NUM 

, SPACE 
pass, VERB 
thiorgh, PRON 
mass, NOUN 
separation, NOUN 
magnet, NOUN 
fucusing, VERB 

, SPACE 
lens, NOUN 
neutral, ADJ 
trap, NOUN 
elecvon, ADJ 
suppressor, NOUN 

, SPACE 
deceleration, NOUN 
lens, NOUN 
tinally, ADV 
impinge, VERB 
target, NOUN 

, SPACE 
ion, NOUN 
source, NOUN 
potential, NOUN 
biased, VERB 
positive, ADJ 
voltage, NOUN 

, SPACE 
016&583X/%/f15.@l, PROPN 
Q, PROPN 
19, NUM 
E%evier, ADJ 
Sciena, PROPN 
8.V., NOUN 
rights, NOUN 
reserved, VERB 

, SPACE 
SSDJ, PROPN 
0168, NUM 
583X(95)00872, NUM 
1, NUM 

, SPACE 
76, NUM 
H., PROPN 
Ohno, PROPN 
et, NOUN 
01, NUM 
Nucl, PROPN 
Insrr, PROPN 
ond, NOUN 
Merh, PROPN 
Phys, PROPN 
Res, PROPN 
R, PROPN 
IO8, PROPN 
llW61, PROPN 
75, NUM 
80, NUM 

, SPACE 
source, NOUN 
voltage, NOUN 
respect, NOUN 
target, NOUN 
maint, NOUN 
r,.tcd, NOUN 

, SPACE 
earth, NOUN 
potential, NOUN 
beamline, NOUN 
consr\ts, PROPN 
con-, NOUN 

, SPACE 
centric, ADJ 
tubes, NOUN 
1, NUM 
outer, ADJ 
tuhe, PROPN 
serves, VERB 

, SPACE 
vacuum, NOUN 
enclosure, NOUN 
kept, VERB 
earth, NOUN 
potential, NOUN 

, SPACE 
inner, ADJ 
tu’ne, NOUN 
floats, NOUN 
10, NUM 
kV, PUNCT 
respect, NOUN 
Ion, NOUN 

, SPACE 
source, NOUN 
ion, NOUN 
incident, NOUN 
energy, NOUN 
determined, VERB 

, SPACE 
ion, NOUN 
source, NOUN 
potential, NOUN 
final, ADJ 
energy, NOUN 
target, NOUN 

, SPACE 
varied, ADJ 
raqe, NOUN 
10, NUM 
eV, NUM 
10, NUM 
keV., NOUN 

, SPACE 
deposition, NOUN 
area, NOUN 
substrate, NOUN 
10, NUM 
X, PROPN 
IO, PROPN 
mm, NOUN 

, SPACE 
focusing, VERB 
lens, NOUN 
beamline, NOUN 
operated, VERB 
hy, ADP 

, SPACE 
second, ADJ 
adjustable, ADJ 
focus, NOUN 
potentials, NOUN 
maxima, NOUN 
JO, PROPN 

, SPACE 
5, NUM 
kV, NUM 
respectively, ADV 
Lrsc, PROPN 
focusing, VERB 
lens, NOUN 
allows, VERB 

, SPACE 
adjustment, NOUN 
ion, NOUN 
beam, NOUN 
intensity, NOUN 
target, NOUN 

, SPACE 
maxrmunt, NOUN 
neutral, ADJ 
trsp, NOUN 
cn, PROPN 
ovc, NOUN 
neutrals, NOUN 

, SPACE 
t, PROPN 
hc, PRON 
ham, NOUN 
consists, VERB 
parrs, NOUN 
dcflcctor, NOUN 
plates, NOUN 

, SPACE 
I., PROPN 
TARGET, PROPN 
CHAMBER, PROPN 

, SPACE 
2, NUM 
SAMPLE, PROPN 
MANIPULATOR, NOUN 

, SPACE 
3, NUM 
ANALYZER, PROPN 

, SPACE 
4, X 
FAST, ADJ 
INIRO, ADJ 
LOCK, NOUN 

, SPACE 
5, NUM 
ROI, PROPN 
ARY, PROPN 
RACK, PROPN 
PINION, PROPN 
PROBE, PROPN 

, SPACE 
6, NUM 
FRIbrlT, PROPN 
TUBE, PROPN 
RElRACllON, PROPN 
MECHANISM, PROPN 

, SPACE 
7, X 
GATE, PROPN 
VALVE, PROPN 

, SPACE 
8, NUM 
CEI, PROPN 
RATtON, PROPN 
LENS, PROPN 
ASSEhfW, PROPN 
Y, PROPN 

, SPACE 
9, NUM 
PF’;(I, NOUN 
L, NOUN 
T, NOUN 

, SPACE 
IO, PROPN 
ANALYSIS, PROPN 
M, PROPN 
AGNFI, PROPN 

, SPACE 
I., PROPN 
MAGNET, PROPN 
TANK, PROPN 
movable, ADJ 
pIat, NOUN 
aperture, NOUN 
electron, NOUN 
sup-, NOUN 

, SPACE 
11, NUM 
Jor, PROPN 
placci, NOUN 
exit, NOUN 
flight, NOUN 
tube, NOUN 

, SPACE 
voltage, NOUN 
k\, VERB 
respect, NOUN 
IO, PROPN 
flight, NOUN 
tube, NOUN 

, SPACE 
target, NOUN 
holder, NOUN 
mounted, VERB 
manipulator, NOUN 

, SPACE 
tivc, NOUN 
degrees, NOUN 
motion, NOUN 
linear, ADJ 
motions, NOUN 

, SPACE 
tutl, PROPN 
rotations, NOUN 
mounted, VERB 
manipulator, NOUN 

, SPACE 
reservoir, NOUN 
fiqurd, PROPN 
nitrogen, PROPN 
cool, VERB 
samples, NOUN 

, SPACE 
small, ADJ 
size, NOUN 
f, PROPN 
1, NUM 
mm, NOUN 
aperture, ADV 
Faraday, PROPN 
cup, NOUN 

, SPACE 
measure, VERB 
current, ADJ 
density, NOUN 
distrrhution, NOUN 
deposi-, ADJ 

, SPACE 
tion, NOUN 
heam, NOUN 
Sample, PROPN 
heating, NOUN 
wn, PROPN 
carried, VERB 
OUI, PROPN 

, SPACE 
electric, ADJ 
heater, NOUN 
mounted, VERB 
backside, NOUN 
sample, NOUN 

, SPACE 
holder, NOUN 
addition, NOUN 
facilities, NOUN 
mentroned, VERB 

, SPACE 
target, NOUN 
chamber, NOUN 
quipped, VERB 
systems, NOUN 
residual, ADJ 

, SPACE 
pas, PROPN 
analysis, NOUN 
RGA, PROPN 
Auger, PROPN 
clc%tron, PROPN 
spectroscopy, PROPN 
AES, PROPN 

, SPACE 
ion, NOUN 
scattering, VERB 
spectroscqy, PROPN 
IS!9, PROPN 
reflection, NOUN 
high, ADJ 
energy, NOUN 

, SPACE 
12, NUM 
FLIGHT, NOUN 
TUBE, NOUN 

, SPACE 
3, NUM 
SOURCE, PROPN 
CHAMBER, PROPN 

, SPACE 
14, NUM 
ION, NOUN 
SOURCE, PROPN 
REAR, PROPN 
LOADER, PROPN 
ASSEMBLY, NOUN 

, SPACE 
15, NUM 
ION, NOUN 
SOURCE, PROPN 

, SPACE 
16, NUM 
FLIGHT, NOUN 
TUBE, NOUN 
SECl, NOUN 
lON, NOUN 

, SPACE 
17, NUM 
FOCUSING, VERB 
LENS, PROPN 
/NEUTRAL, NOUN 
DUMP, PROPN 

, SPACE 
3, X 
SOURCE, NOUN 
MAGNFT, PROPN 

, SPACE 
19, NUM 
APERTl’a, PROPN 
LINEAR, PROPN 
DRWE, PROPN 

, SPACE 
I-, ADJ 
CG, PROPN 
TROL, PROPN 
UNIT, PROPN 

, SPACE 
2, NUM 
ION, NOUN 
SOURCE, PROPN 
POWER, PROPN 
SUPPLY, PROPN 

, SPACE 
22, NUM 
ElAxrRoNic, ADJ 
SYSTEM, PROPN 

, SPACE 
Fig, PROPN 
I., PROPN 
Plan, PROPN 
view, NOUN 
low, ADJ 
energy, NOUN 
ion, NOUN 
b, PROPN 
deposition, NOUN 
system, NOUN 

, SPACE 
H., PROPN 
Ohno, PROPN 
ct, INTJ 
aL, PROPN 
NucL, PROPN 
Insrr, PROPN 
Md, PROPN 
hi, PROPN 
F%ys, PROPN 
Res, PROPN 
t, PROPN 
cb, PROPN 
9k, PROPN 
80, NUM 
77, NUM 

, SPACE 
lo-100, PROPN 
eV, ADJ 

, SPACE 
CH3, PROPN 
+, PROPN 
CD3, PROPN 
+, CCONJ 

, SPACE 
0.1, NUM 
~, PUNCT 
IpAh, PROPN 

, SPACE 
Q, PROPN 
jmk, PROPN 
analyzer, PROPN 

, SPACE 
ckctron, PROPN 
diffr, NOUN 
Aon, PROPN 
RHEED, PROPN 
SrxxMdary, PROPN 
M, NOUN 
~.irss, X 

, SPACE 
spatmmeUy, NOUN 
SlhW, PROPN 
situ, PROPN 
real, ADJ 
time, NOUN 
surface, NOUN 
anal-, NUM 

, SPACE 
ysis, NOUN 
-ted, PROPN 
lb, PROPN 
films, NOUN 

, SPACE 
pressure, NOUN 
Iargel, PROPN 
chamber, NOUN 
reach, VERB 

, SPACE 
IO-, PROPN 
Pa, PROPN 
region, NOUN 
differential, ADJ 
pumping, NOUN 
sfapes, NOUN 

, SPACE 
whik, VERB 
pressure, NOUN 
oh, INTJ 
ion, NOUN 
souru, NOUN 
chamhcr, PROPN 

, SPACE 
1, NUM 
x, SYM 
lo-, NOUN 
Pa., PUNCT 
typical, ADJ 
y.ssu,-c, NOUN 
maintained, VERB 

, SPACE 
tarp3, NOUN 
dumber, ADV 
LM, PROPN 
ham, NOUN 
depklicm, INTJ 
usu.+, ADJ 

, SPACE 
onflbcofdcrof1o-“/I, PROPN 

, SPACE 
PeffoImUnx, PUNCT 
tests, NOUN 
cn, VERB 
F, PROPN 
yxzt, PROPN 
tis, PROPN 
3iWLJ, PROPN 
rhat, PRON 
nm, AUX 

, SPACE 
bcamdvarious, ADJ 
5pebeswchasAr’, NUM 
C, PROPN 
andco, PROPN 

, SPACE 
obtained, VERB 
cnegics, NOUN 
10, NUM 
eV, NUM 
cvrrent, PROPN 
r&es, PROPN 
eweeding, VERB 
1, NUM 
.O, NOUN 
pA, PROPN 
cm, PROPN 
mer, PROPN 
surface, NOUN 

, SPACE 
area, NOUN 
oi, ADP 
10, NUM 
10, NUM 
mm, NOUN 
m, NOUN 
3, NUM 
X, NUM 
10, NUM 
Pa., PROPN 

, SPACE 
uC”rr, NOUN 
~, PUNCT 
cs, PROPN 
uxd, PROPN 
wcrc, PROPN 
mmcrc?al~, PROPN 
nailabk, PROPN 

, SPACE 
sir, PROPN 
11, NUM 
waim, PROPN 
05, NUM 
mm, PROPN 
thwi, NOUN 
Wun, PROPN 
E&u, PROPN 
HamAnal, PROPN 
l?x, PROPN 

, SPACE 
SI, PROPN 
tirnp.c, PROPN 
ik, PROPN 
tangti, PROPN 
chamher, PROPN 
ckaned, VERB 
3, NUM 
kcV, PROPN 

, SPACE 
.t, PROPN 
yin, PROPN 
hanturdmc.-c, PROPN 
befcwc, VERB 
SIMS, PROPN 
cxpcriment, NOUN 
CH, PROPN 

, SPACE 
>, X 
99.5, NUM 
CD, PROPN 
f, PROPN 
l, NOUN 
gas, NOUN 
~1s, NOUN 
admttted, VERB 

, SPACE 
n)n, PROPN 
tirce, NOUN 
T?be, VERB 
K)o, PROPN 
exfr40rd, PROPN 
h, PROPN 
<, X 
nn, ADP 
source, NOUN 
w8zre, PROPN 

, SPACE 
mu, PROPN 
scparatcd, VERB 
u, PROPN 
otttan, VERB 
CH, PROPN 
nr, ADV 
D, PROPN 
ior, ADV 
ka.n, PROPN 

, SPACE 
ink, VERB 
15, NUM 

, SPACE 
Fig, PROPN 
3, NUM 
Mass, PROPN 
spectrum, NOUN 
scattered, ADJ 
secondary, ADJ 
ions, NOUN 
measured, VERB 
hydrocarbon, NOUN 
film, NOUN 
deposition, NOUN 
50, NUM 
eV, NUM 
CH, PROPN 
ions, NOUN 

, SPACE 
Si(lll, ADJ 

, SPACE 
78, NUM 
H., PROPN 
Ohnn, PROPN 
PI, PROPN 
al, PROPN 
Nucl, PROPN 
1n.w, NUM 
Merh, PROPN 
Phyc, PROPN 
RCA, NOUN 
R, NOUN 
10X, PROPN 
C, PROPN 
V%, X 
75, NUM 
80, NUM 

, SPACE 
ion, NOUN 
beam, NOUN 
mcidcnt, NOUN 
SitI, NOUN 
11, NUM 
7, NUM 
relati\, NOUN 

, SPACE 
surface, NOUN 
ultra, ADJ 
high, ADJ 
vacuum, NOUN 
<, X 
ii, PROPN 
Pa, PROPN 
Sec-, X 

, SPACE 
ondary, ADJ 
ion, NOUN 
mass, PROPN 
spectra, PROPN 
recorded, VERB 
quadrupole, NOUN 

, SPACE 
mass, NOUN 
spectrometer, NOUN 
repeatedly, ADV 
deposition, NOUN 

, SPACE 
CH, PROPN 
CD, PROPN 
ions, NOUN 
energy, NOUN 
betwtren, NOUN 
10, NUM 
100, NUM 
cV, NUM 

, SPACE 
current, ADJ 
density, NOUN 
0.1, NUM 
1.0, NUM 
cm, NOUN 
SIMS, PROPN 

, SPACE 
experiments, NOUN 
carried, VERB 
al, PROPN 
room, NOUN 
temperature, NOUN 

, SPACE 
angle, NOUN 
berwebn, VERB 
axis, NOUN 
incident, NOUN 
ion, NOUN 
beam, NOUN 

, SPACE 
Ihat, PROPN 
quadrupolc, NOUN 
mass, PROPN 
spectromeler, NOUN 

, SPACE 
maintained, VERB 
W, PROPN 
Fig, PROPN 
2, NUM 
deposition, NOUN 
ume, NOUN 
wa\, PUNCT 

, SPACE 
typically, ADV 
h., AUX 
corresponding, VERB 
10, NUM 
fuencc, NOUN 

, SPACE 
2.3, NUM 
x, SYM 
IO, PROPN 
2.25, NUM 
x, PUNCT 
IO’5, NOUN 
tons, NOUN 
cm~., NUM 

, SPACE 
3, NUM 
Results, NOUN 

, SPACE 
Fig, PROPN 
3, NUM 
show\, VERB 
rn;Lti, PROPN 
speclrum, NOUN 
St1, PUNCT 
11, NUM 
suh-, PROPN 

, SPACE 
rate, NOUN 
tromhardmrnt, VERB 
50, NUM 
eV, DET 
CH, PROPN 
ions, NOUN 

, SPACE 
spectrum, NOUN 
consists, VERB 
peaks, NOUN 
~, NOUN 
rrespond, ADJ 
IO, PROPN 

, SPACE 
hyatrocarbon, NOUN 
ions, NOUN 
C, PROPN 
H, PROPN 
1, NUM 
maSs, PROPN 
m, PROPN 
e, PROPN 
I?m, PROPN 
+, ADJ 
n, NOUN 

, SPACE 
m, PROPN 
5, NUM 
highest, ADJ 
peak, NOUN 
observed, VERB 
m, PROPN 
c, PROPN 
I5, PROPN 

, SPACE 
-‘es, NOUN 
c*la\tic, PROPN 
scattering, NOUN 
incident, NOUN 
Ions, PROPN 
CH, PROPN 

, SPACE 
substrate, ADJ 
surface, NOUN 
peak, NOUN 
heights, NOUN 
secondary, ADJ 

, SPACE 
hydrcKarbon, PROPN 
ions, NOUN 
relative, ADJ 
scattered, VERB 
incident, NOUN 

, SPACE 
9, NUM 
.nll, PUNCT 
dcL, PROPN 
rc, NOUN 
asc, NOUN 
th, X 
Increasing, VERB 
number, NOUN 
carbon, NOUN 

, SPACE 
1, NUM 
II, PROPN 
.q1t,111, PROPN 
nrgh, PROPN 
therL, PROPN 
wk, PROPN 
<, X 
MI-, PROPN 

, SPACE 
I)ir,,y, PROPN 
111.11, NUM 
Si, PROPN 
Si, ADJ 
crmtaining, ADJ 
secondary, ADJ 
ions, NOUN 

, SPACE 
wcrc, NOUN 
produced, VERB 
confirmed, VERB 
separate, ADJ 
experi-, NOUN 

, SPACE 
ments, NOUN 
conlribution, NOUN 
ions, NOUN 
observed, ADJ 

, SPACE 
SIMS, PROPN 
spectrum, NOUN 
negligibly, ADV 
small, ADJ 
far, ADV 

, SPACE 
secondary, ADJ 
hydrocarbon, NOUN 
ions, NOUN 
m, NOUN 
2, NUM 
concerned, VERB 

, SPACE 
marked, ADJ 
difference, NOUN 
pattern, NOUN 

, SPACE 
SIMS, PROPN 
spectra, PROPN 
incident, NOUN 
energy, NOUN 
changed, VERB 

, SPACE 
range, NOUN 
IO-, PROPN 
100, NUM 
eV., PROPN 

, SPACE 
SIMS, PROPN 
spectra, PROPN 
recorded, VERB 
bombardmem, PROPN 

, SPACE 
IO0, PROPN 
cV, PROPN 
Ar, PROPN 
ions, NOUN 
substrates, NOUN 
previousty, ADJ 

, SPACE 
bombarded, VERB 
bombarded, VERB 
CH, PROPN 
ions, NOUN 

, SPACE 
spcctnrm, NOUN 
observed, VERB 
substrate, NOUN 
previously, ADV 
bom-, X 

, SPACE 
hardcd, ADV 
CHf, NOUN 
ions, NOUN 
similar, ADJ 
10, NUM 
oberved, VERB 

, SPACE 
CH, PROPN 
ion, NOUN 
bombardment, NOUN 
Fig, PROPN 
3, NUM 

, SPACE 
hand, NOUN 
hydrocarbon, NOUN 
peaks, NOUN 
detected, VERB 
Si, PROPN 

, SPACE 
substrate, NOUN 
Jrevious, PROPN 
CH, PROPN 
ion, NOUN 
bombardment, NOUN 

, SPACE 
bombarded, VERB 
Ar, PROPN 
l, NOUN 
ions, NOUN 

, SPACE 
bombardment, NOUN 
CH, PROPN 
ions, NOUN 
Si(lll, ADJ 

, SPACE 
substrate, NOUN 
bombarded, VERB 
100, NUM 
eV, PRON 
Ar, PROPN 
ions, NOUN 

, SPACE 
SIMS, PROPN 
spectra, PROPN 
continuously, ADV 
monitored, VERB 
change, NOUN 

, SPACE 
intensity, NOUN 
m, PROPN 
e, PROPN 
=, NOUN 
15.27, NUM 
29, NUM 
peaks, NOUN 
Ar, PROPN 

, SPACE 
sputtering, VERB 
time, NOUN 
shown, VERB 
Fig, PROPN 
4, NUM 
seen, VERB 

, SPACE 
appreciable, ADJ 
change, NOUN 
relative, ADJ 
intensities, NOUN 

, SPACE 
observed, VERB 
peaks, NOUN 
results, NOUN 
indicate, VERB 

, SPACE 
incident, NOUN 
CH, PROPN 
ions, NOUN 
certainly, ADV 
deposit, VERB 
Si, PROPN 

, SPACE 
substrate, NOUN 
surface, NOUN 

, SPACE 
Bombardment, PROPN 
Si(l11, PROPN 
substrate, NOUN 
CD, NOUN 
ions, NOUN 

, SPACE 
produced, VERB 
SIMS, PROPN 
spectra, PROPN 
comprised, VERB 
kinds, NOUN 

, SPACE 
hydrocarbon, NOUN 
ions, NOUN 
Fig, PROPN 
5, NUM 
shows, VERB 
comparison, NOUN 

, SPACE 
SIMS, PROPN 
spectra, PROPN 
C, PROPN 
hydrocarbon, NOUN 
ion, NOUN 
group, NOUN 
1, NUM 

, SPACE 
20, NUM 
40, NUM 
60, NUM 

, SPACE 
Sputtering, PROPN 
time, NOUN 
tin, PROPN 

, SPACE 
Ftg, PROPN 
4, NUM 
<, X 
hanp, NOUN 
pcld, NOUN 
secondary, ADJ 
morn, ADJ 
CH, PROPN 
CIH, PROPN 

, SPACE 
C, PROPN 
tI, ADJ 
spullcd, NOUN 
Klo, PROPN 
cv, PROPN 
Ar-, PROPN 
Km, PROPN 
tllc, ADJ 
film, NOUN 

, SPACE 
prcxousty, NOUN 
dqned, VERB 
CH, PROPN 
WWK, PROPN 
4, NUM 
surfatx, NOUN 
nth, NOUN 

, SPACE 
\9ulI, PROPN 
<, X 
nng, NOUN 
tune, NOUN 

, SPACE 
CD, PROPN 
