ELSEVIER, PROPN 
~, PROPN 
G, NOUN 
~, PUNCT 
het-, NOUN 

, SPACE 
erostructures, NOUN 
molecular, ADJ 
beam, NOUN 
epitaxy, NOUN 
MBE, PROPN 
4, X 

, SPACE 
polycrystalline, ADJ 
films, NOUN 
vacuum, NOUN 
evaporation, NOUN 
5, X 

, SPACE 
sputtering, VERB 
6, NUM 
little, ADJ 
work, NOUN 

, SPACE 
growth, NOUN 
T, PROPN 
M&U, PROPN 
GaAs, PROPN 
substrates, NOUN 

, SPACE 
pulsed, VERB 
laser, NOUN 
deposition, NOUN 
PLD, PROPN 
study, NOUN 

, SPACE 
report, VERB 
deposition, NOUN 
T, PROPN 
MnAl, PROPN 
films, NOUN 
100, NUM 

, SPACE 
GaAs, PROPN 
substrates, NOUN 
PLD, PROPN 
PLD, PROPN 
technique, NOUN 

, SPACE 
advantages, NOUN 
growth, NOUN 
techniques, NOUN 
sim-, PROPN 

, SPACE 
ple, PROPN 
versatile, ADJ 
provides, VERB 
stoichiometric, ADJ 
transport, NOUN 

, SPACE 
target, NOUN 
material, NOUN 
substrate, NOUN 
use, VERB 
multiple, ADJ 

, SPACE 
targets, NOUN 
comparatively, ADV 
inexpensive, ADJ 
7, NUM 

, SPACE 
investigations, NOUN 
examined, VERB 
effect, NOUN 
growth, NOUN 

, SPACE 
annealing, VERB 
temperatures, NOUN 
crystalline, NOUN 
structure, NOUN 

, SPACE 
magnetotransport, VERB 
properties, NOUN 
grown, VERB 
films, NOUN 

, SPACE 
films, NOUN 
analyzed, VERB 
mainly, ADV 
high, ADJ 
resolution, NOUN 

, SPACE 
transmission, NOUN 
electron, NOUN 
microscopy, NOUN 
HRTEM, PROPN 

, SPACE 
magnetotransport, NOUN 
measurements, NOUN 

, SPACE 
00167, NUM 
577X/96/$12.00, NUM 
Q, PROPN 
1996, NUM 
Elsevier, PROPN 
Science, PROPN 
B.V., PROPN 
rights, NOUN 
reserved, VERB 

, SPACE 
SSDI, PROPN 
0167, NUM 
577X(95)00233, NUM 
2, NUM 

, SPACE 
228, NUM 
T.M., PROPN 
Rosier, PROPN 
et, NOUN 
al./Materials, PROPN 
Letters, PROPN 
26, NUM 
1996, NUM 
227, NUM 
231, NUM 

, SPACE 
2, NUM 
Experimental, ADJ 

, SPACE 
Thin, ADJ 
films, NOUN 
r, PROPN 
MnAl, PROPN 
deposited, VERB 
GaAs, PROPN 

, SPACE 
100, NUM 
semi, ADJ 
insulating, ADJ 
substrates, NOUN 
GaAs, PROPN 
sub-, NOUN 

, SPACE 
strates, NOUN 
cleaned, VERB 
trichloroethylene, NOUN 
acetone, NOUN 

, SPACE 
methanol, NOUN 
deionized, VERB 
DI, PROPN 
water, NOUN 
ultrasonic, ADJ 

, SPACE 
cleaner, NOUN 
degreasing, NOUN 
substrates, NOUN 
chemi-, ADJ 

, SPACE 
cally, ADV 
etched, VERB 
7, NUM 
1, NUM 
1, NUM 
solution, NOUN 

, SPACE 
H, PROPN 
H, PROPN 
O, INTJ 
DI, PROPN 
H, PROPN 
O, INTJ 
5, NUM 
min, NOUN 
wafers, NOUN 

, SPACE 
rinsed, VERB 
running, VERB 
DI, PROPN 
water, NOUN 
10, NUM 
min, NOUN 

, SPACE 
blown, VERB 
dry, ADJ 
filtered, VERB 
N, PROPN 
gas, NOUN 
loaded, VERB 

, SPACE 
loadlock, NOUN 
immediately, ADV 
streaky, ADJ 
reflection, NOUN 
high, ADJ 
en-, X 

, SPACE 
ergy, NOUN 
electron, NOUN 
diffraction, NOUN 
@HEED, PROPN 
pattern, NOUN 
ob-, PRON 

, SPACE 
tained, VERB 
substrate, NOUN 
briefly, ADV 
heated, VERB 
=, PROPN 

, SPACE 
420, NUM 
°, NUM 
C, NOUN 

, SPACE 
target, NOUN 
prepared, VERB 
lab, NOUN 
arc, NOUN 
melting, VERB 

, SPACE 
examined, VERB 
magnetic, ADJ 
r, NOUN 
phase, NOUN 
X, NOUN 
ray, NOUN 

, SPACE 
diffraction, NOUN 
vibrating, VERB 
sample, NOUN 
magnetometer, NOUN 

, SPACE 
Growth, NOUN 
accomplished, VERB 
ablating, VERB 
r, NOUN 
Mn,,Al, NOUN 

, SPACE 
target, NOUN 
1, NUM 
cm, NOUN 
diameter, NOUN 
193, NUM 
mn, NOUN 
18, NUM 
ns, NOUN 
ArF, NOUN 

, SPACE 
excimer, NOUN 
laser, NOUN 
laser, NOUN 
energy, NOUN 
density, NOUN 
deter-, NOUN 

, SPACE 
mined, VERB 
4, NUM 
5, NUM 
J, PROPN 
cm, PROPN 
pulse, NOUN 
target, NOUN 

, SPACE 
substrate, NOUN 
distances, NOUN 
varying, VERB 
3, NUM 
5, NUM 
cm, NOUN 
laser, NOUN 

, SPACE 
repetition, NOUN 
rates, NOUN 
deposition, NOUN 
range, NOUN 

, SPACE 
2, NUM 
10, NUM 
Hz, PROPN 
3, NUM 
4, NUM 
Hz, PROPN 
regular, ADJ 
setting, NOUN 
Growth, NOUN 

, SPACE 
temperatures, NOUN 
200, NUM 
440, NUM 
°, NOUN 
C, PROPN 
obtained, VERB 

, SPACE 
water, NOUN 
cooled, VERB 
resistive, ADJ 
heater, NOUN 
deposition, NOUN 
cham-, X 

, SPACE 
ber, NOUN 
base, NOUN 
pressure, NOUN 
=, PROPN 
2, NUM 
X, NOUN 
10m9, NUM 
Torr, PROPN 
maintained, VERB 

, SPACE 
220, NUM 
l, NOUN 
s, PART 
ion, NOUN 
pump, NOUN 
ablation, NOUN 

, SPACE 
chamber, NOUN 
pressure, NOUN 
rose, VERB 
5, NUM 
X, NUM 
lo-, NOUN 
Torr, PROPN 
range, NOUN 

, SPACE 
Films, NOUN 
thicknesses, NOUN 
ranging, VERB 
6, NUM 
40, NUM 
nm, NOUN 

, SPACE 
deposited, VERB 
growth, NOUN 
rates, NOUN 
=, NOUN 
0.01, NUM 
pulse, NOUN 

, SPACE 
growth, NOUN 
films, NOUN 
annealed, VERB 
tempera-, ADJ 

, SPACE 
tures, NOUN 
250, NUM 
550, NUM 
°, NUM 
C, NOUN 
15, NUM 
60, NUM 
min, NOUN 
situ, NOUN 
RHEED, PROPN 

, SPACE 
characterize, VERB 
initial, ADJ 
final, ADJ 
deposi-, ADJ 

, SPACE 
tion, NOUN 
films, NOUN 
films, NOUN 
annealing, VERB 

, SPACE 
deposited, VERB 
films, NOUN 
characterized, VERB 
X, NOUN 
ray, NOUN 

, SPACE 
diffraction, NOUN 
selected, VERB 
area, NOUN 
electron, PROPN 
diffraction, PROPN 
SAD, PROPN 

, SPACE 
high, ADJ 
resolution, NOUN 
transmission, NOUN 
electron, NOUN 
microscopy, NOUN 

, SPACE 
HRTEM, PROPN 
optical, ADJ 
microscopy, NOUN 
magnetotrans-, NUM 

, SPACE 
port, NOUN 
measurements, NOUN 

, SPACE 
T, PROPN 
MnAl, PROPN 
films, NOUN 
deposited, VERB 
100, NUM 
GaAs, PROPN 

, SPACE 
substrates, NOUN 
approaches, NOUN 
thin, ADJ 
template, NOUN 

, SPACE 
1, NUM 
nm, NOUN 
MnAl, PROPN 
deposited, VERB 
room, NOUN 
temperature, NOUN 

, SPACE 
followed, VERB 
annealing, VERB 
deposition, NOUN 

, SPACE 
growth, NOUN 
temperature, NOUN 
Second, ADV 
thick, ADJ 
template, NOUN 
5, NUM 
6, NUM 

, SPACE 
nm, PROPN 
deposited, VERB 
annealed, VERB 
growth, NOUN 
tem-, NOUN 

, SPACE 
perature, NOUN 
followed, VERB 
deposition, NOUN 
temperature, NOUN 
entire, ADJ 
film, NOUN 
deposited, VERB 

, SPACE 
higher, ADJ 
temperature, NOUN 
=, SYM 
440, NUM 
°, NOUN 
C, NOUN 

, SPACE 
3, X 
Results, NOUN 
discussion, NOUN 

, SPACE 
Generally, ADV 
films, NOUN 
deposited, VERB 
lower, ADJ 
temperature, NOUN 

, SPACE 
yielded, VERB 
RHEED, ADJ 
pattern, NOUN 
broad, ADJ 
ring, NOUN 

, SPACE 
patterns, NOUN 
indicating, VERB 
amorphous, ADJ 
polycrystalline, ADJ 
film, NOUN 

, SPACE 
structures, NOUN 
High, ADJ 
temperature, NOUN 
annealing, NOUN 
low-, ADJ 

, SPACE 
temperature, NOUN 
deposited, VERB 
films, NOUN 
produced, VERB 
change, NOUN 

, SPACE 
RHEED, ADJ 
patterns, NOUN 
microstructures, NOUN 

, SPACE 
films, NOUN 
indicate, VERB 
recrystallization, NOUN 

, SPACE 
taken, VERB 
place, NOUN 
annealing, VERB 
extend, VERB 

, SPACE 
film, NOUN 
surface, NOUN 
regions, NOUN 
RHEED, PROPN 

, SPACE 
patterns, NOUN 
affected, VERB 
annealing, VERB 
duration, NOUN 

, SPACE 
high, ADJ 
temperature, NOUN 
deposition, NOUN 
approach, NOUN 
yielded, VERB 

, SPACE 
single, ADJ 
crystal, NOUN 
RHEED, PROPN 
patterns, NOUN 
440, NUM 
°, NUM 
C, NOUN 
grown, VERB 

, SPACE 
film, NOUN 
produced, VERB 
periodic, ADJ 
spotty, ADJ 
RHEED, ADJ 
pattern, NOUN 

, SPACE 
shown, VERB 
Fig, PROPN 
1, NUM 
single, ADJ 
crystal, NOUN 
pattern, NOUN 

, SPACE 
evident, ADJ 
start, NOUN 
deposition, NOUN 

, SPACE 
pattern, NOUN 
reveals, VERB 
defined, VERB 
crystalline, NOUN 
structure, NOUN 

, SPACE 
indicates, VERB 
epitaxial, ADJ 
growth, NOUN 
film, NOUN 
surface, NOUN 

, SPACE 
mirror, NOUN 
like, NOUN 
discoloration, NOUN 
indicating, VERB 

, SPACE 
oxidation, NOUN 
grown, ADJ 
film, NOUN 
occurred, VERB 
Auger, NOUN 

, SPACE 
spectroscopy, NOUN 
initially, ADV 
verify, VERB 
proper, ADJ 

, SPACE 
Mn, PROPN 
Al, PROPN 
stoichiometery, NOUN 
deposited, VERB 
films, NOUN 

, SPACE 
Essentially, ADV 
epitaxial, ADJ 
films, NOUN 
obtained, VERB 

, SPACE 
approaches, NOUN 
depositing, VERB 
thick, ADJ 
6, NUM 
nm, ADJ 

, SPACE 
template, NOUN 
200, NUM 
°, NOUN 
C, NOUN 
followed, VERB 
rapid, ADJ 
annealing, NOUN 

, SPACE 
temperature, NOUN 
500, NUM 
550, NUM 
°, NUM 
C, NOUN 
minutes, NOUN 
Fig, PROPN 

, SPACE 
2, NUM 
reveals, VERB 
microstructure, NOUN 
film, NOUN 
grown, VERB 

, SPACE 
procedure, NOUN 
film, NOUN 
shows, VERB 
abrupt, ADJ 
interface, NOUN 

, SPACE 
Fig, PROPN 
1, NUM 
RHEED, ADJ 
pattern, NOUN 
7, NUM 
MnAl, PROPN 
thin, ADJ 
film, NOUN 
deposited, VERB 

, SPACE 
WC, NOUN 
100, NUM 
GaAs, PROPN 
substrate, NOUN 

, SPACE 
TM, PROPN 
Rosier, NOUN 
et, PROPN 
al./Materials, PROPN 
Letters, PROPN 
26, NUM 
1996, NUM 
227, NUM 
231, NUM 
229, NUM 

, SPACE 
Fig, PROPN 
2, NUM 
HRTEM, PROPN 
image, NOUN 
6, NUM 
nm, NOUN 
T, PROPN 
MnAl, PROPN 
film, NOUN 
100, NUM 
GaAs, PROPN 

, SPACE 
substrate, NOUN 
film, NOUN 
deposited, VERB 
2OOT, NOUN 
rapidly, ADV 
annealed, VERB 

, SPACE 
temperature, NOUN 
approaching, VERB 
550, NUM 
°, NOUN 
C, NOUN 

, SPACE 
epitaxial, ADJ 
region, NOUN 
6, NUM 
nm, NOUN 
horizontal, ADJ 
fringes, NOUN 

, SPACE 
display, VERB 
lattice, NOUN 
spacing, NOUN 
0.357, NUM 
nm, PROPN 
corre-, PRON 

, SPACE 
sponds, NOUN 
0.358, NUM 
nm, NOUN 
c, NOUN 
axis, NOUN 
T, PROPN 
MnAl, PROPN 

, SPACE 
vertical, ADJ 
fringes, NOUN 
disp1a.y, VERB 
lattice, NOUN 
spacing, VERB 
0.264, NUM 
nm, NOUN 

, SPACE 
close, ADJ 
0.277, NUM 
nm, PROPN 
u, NOUN 
axis, NOUN 
r, NOUN 
phase, NOUN 

, SPACE 
lattice, NOUN 
spacing, VERB 
values, NOUN 
comparable, ADJ 

, SPACE 
values, NOUN 
observed, VERB 
bulk, ADJ 
r, NOUN 
phase, NOUN 
8, NUM 
HRTEM, PROPN 

, SPACE 
microstructure, NOUN 
verifies, NOUN 
predicted, VERB 
epitaxial, NOUN 
rela-, NOUN 

, SPACE 
tionship, NOUN 
OOl)MnA.l//(OOl)GaAs, PROPN 
OlO]MnAl, PROPN 

, SPACE 
1, NUM 
lO]GaAs, NOUN 
grown, ADJ 
film, NOUN 
sub-, NOUN 

, SPACE 
strate, NOUN 

, SPACE 
second, ADJ 
approach, NOUN 
epitaxial, ADJ 
deposition, NOUN 

, SPACE 
higher, ADJ 
temperatures, NOUN 
followed, VERB 
situ, NOUN 

, SPACE 
annealing, VERB 
growth, NOUN 
temperature, NOUN 
12, NUM 
nm, NOUN 
T-, VERB 

, SPACE 
MnAl, PROPN 
thin, ADJ 
film, NOUN 
deposited, VERB 
42O”C, NUM 
followed, VERB 

, SPACE 
post, NOUN 
growth, NOUN 
annealin, NOUN 
temperature, NOUN 
1, NUM 

, SPACE 
h., NOUN 
film, NOUN 
obtained, VERB 
fully, ADV 
epitaxial, ADJ 

, SPACE 
approach, NOUN 
confirmed, VERB 
20, NUM 
nm, ADJ 
film, NOUN 
deposited, VERB 

, SPACE 
annealed, VERB 
1, NUM 
h, NOUN 
440, NUM 
°, NUM 
C, NOUN 
Fig, PROPN 
3, NUM 
shows, VERB 
SAD, PROPN 

, SPACE 
pattern, NOUN 
corresponding, ADJ 
indexed, VERB 
pattern, NOUN 

, SPACE 
film, NOUN 
diffraction, NOUN 
pattern, NOUN 
spotty, ADJ 

, SPACE 
rings, NOUN 
present, ADJ 
indicating, VERB 
epitsixial, ADJ 
structure, NOUN 

, SPACE 
diffraction, NOUN 
pattern, NOUN 
coupled, VERB 
RHEED, PROPN 
pattern, NOUN 

, SPACE 
information, NOUN 
onset, NOUN 
growth, NOUN 
suggests, VERB 

, SPACE 
film, NOUN 
grown, VERB 
epitaxially, ADV 

, SPACE 
results, NOUN 
reveals, VERB 
approaches, NOUN 
obtaining, VERB 

, SPACE 
epitaxial, NOUN 
inAl, PROPN 
thin, ADJ 
films, NOUN 
GaAs, PROPN 
substrates, NOUN 

, SPACE 
deposition, NOUN 
amorphous, ADJ 
thick, ADJ 
template, NOUN 

, SPACE 
200, NUM 
°, NOUN 
C, NOUN 
followed, VERB 
recrystallization, NOUN 
500, NUM 
550, NUM 
°, NUM 
C, NOUN 

, SPACE 
approach, NOUN 
limited, VERB 
critical, ADJ 
thickness, NOUN 

, SPACE 
complete, ADJ 
recrystallization, NOUN 
second, ADJ 
high-, NOUN 
temperature, NOUN 
epitaxial, ADJ 
deposition, NOUN 
440, NUM 
°, NOUN 
C, NOUN 
followed, VERB 

, SPACE 
annealing, VERB 
temperature, NOUN 
approach, NOUN 

, SPACE 
shows, VERB 
promise, NOUN 
integration, NOUN 
semi-, ADJ 

, SPACE 
conductor, NOUN 
fabrication, NOUN 

, SPACE 
Magnetotransport, PROPN 
measurements, NOUN 

, SPACE 
evaluate, VERB 
magnetic, ADJ 
contribution, NOUN 
r, NOUN 
MnAl, PROPN 

, SPACE 
phase, NOUN 
thin, ADJ 
films, NOUN 
Hall, PROPN 
measure-, ADJ 

, SPACE 
ment, ADJ 
setup, NOUN 
able, ADJ 
examine, VERB 
extraordi-, X 

, SPACE 
nary, PRON 
Hall, PROPN 
effect, NOUN 
EHE, PROPN 
samples, NOUN 
EHE, PROPN 

, SPACE 
measured, VERB 
applying, VERB 
magnetic, ADJ 
field, NOUN 
perpendicu-, X 

, SPACE 
lar, ADJ 
plane, NOUN 
film, NOUN 
measuring, VERB 

, SPACE 
voltage, NOUN 
perpendicular, ADJ 
applied, VERB 
current, NOUN 

, SPACE 
details, NOUN 
technique, NOUN 
previously, ADV 
described, VERB 
9, NUM 

, SPACE 
Basically, ADV 
EHE, NOUN 
arises, VERB 
asymmetric, NOUN 
scatter-, NOUN 

, SPACE 
tion, NOUN 

, SPACE 
Fig, PROPN 
3, NUM 
SAD, PROPN 
indexed, ADJ 
electron, NOUN 
diffraction, NOUN 
patterns, NOUN 
T, PROPN 
MnAl, PROPN 

, SPACE 
dilm, NOUN 
deposited, VERB 
WC, NOUN 
100, NUM 
GaAs, PROPN 
substrate, NOUN 
Zone, NOUN 
axes, NOUN 

, SPACE 
MnAl, PROPN 
OlO, X 
GaAs, PROPN 
IlO, PROPN 
epitaxial, ADJ 
relation, NOUN 
indicates, VERB 

, SPACE 
@01)MnA1//@01)GaAs, NOUN 
OlO]MnAl//[l10]GaAs, NOUN 
X, NOUN 
T-, PROPN 

, SPACE 
MuAl, PROPN 
0, NUM 
GaAs, PROPN 

, SPACE 
230, NUM 
T.M., PROPN 
Rosier, PROPN 
et, NOUN 
ok, PROPN 
Materials, NOUN 
Letters, PROPN 
26, NUM 
1996, NUM 
227, NUM 
231, NUM 

, SPACE 
-15, X 
-10, PUNCT 
-5, NOUN 
0, NUM 
5, NUM 
10, NUM 
15, NUM 

, SPACE 
Magnetic, ADJ 
field, NOUN 
kG, PROPN 

, SPACE 
Fig, PROPN 
4, NUM 
EHE, NOUN 
measurements, NOUN 
300, NUM 
K, NOUN 
40, NUM 
nm, NOUN 
r, NOUN 
MnAl, PROPN 
films, NOUN 

, SPACE 
deposited, VERB 
24O‘C, NUM 
annealed, VERB 
290, NUM 
3.5O’C., PROPN 

, SPACE 
ing, PROPN 
conduction, NOUN 
electrons, NOUN 
magnetic, ADJ 
com-, NOUN 

, SPACE 
ponent, NOUN 
perpendicular, NOUN 
current, NOUN 
EHE, PROPN 

, SPACE 
voltage, NOUN 
linearly, ADV 
proportional, ADJ 
magnetization, NOUN 

, SPACE 
component, NOUN 
perpendicular, ADJ 
film, NOUN 
plane, NOUN 
lo, X 

, SPACE 
Hall, PROPN 
type, NOUN 
measurement, NOUN 
reveal, VERB 

, SPACE 
perpendicular, ADJ 
magnetization, NOUN 
grown, ADJ 
films, NOUN 

, SPACE 
Measurements, NOUN 
carried, VERB 
room, NOUN 
temper-, X 

, SPACE 
ature, NOUN 
low, ADJ 
temperature, NOUN 
82, NUM 
K, PROPN 
4, NUM 
mm, NUM 

, SPACE 
square, ADJ 
samples, NOUN 
indium, NOUN 
contact, NOUN 
dots, NOUN 
gold, NOUN 

, SPACE 
leads, NOUN 
Fig, PROPN 
4, NUM 
shows, VERB 
variation, NOUN 
Hall, PROPN 
effect, NOUN 

, SPACE 
resistance, NOUN 
CR, PROPN 
applied, VERB 
magnetic, ADJ 
field, NOUN 

, SPACE 
room, NOUN 
temperature, NOUN 
40, NUM 
nm, ADJ 
film, NOUN 
grown, VERB 
240, NUM 
°, NOUN 
C, NOUN 

, SPACE 
annealed, VERB 
temperatures, NOUN 
290, NUM 
350, NUM 
°, NUM 
C, NOUN 

, SPACE 
room, NOUN 
temperature, NOUN 
films, NOUN 
resistivities, NOUN 

, SPACE 
140, NUM 
370, NUM 
p.fi, NOUN 
cm, PROPN 
respectively, ADV 
resistivities, NOUN 

, SPACE 
comparable, ADJ 
reported, VERB 
values, NOUN 
II, PROPN 
Al-, INTJ 

, SPACE 
microstructure, NOUN 
particular, ADJ 
film, NOUN 
indi-, NOUN 

, SPACE 
cated, VERB 
polycrystalline, ADJ 
nature, NOUN 
average, ADJ 
gram, NOUN 
size, NOUN 

, SPACE 
=, PROPN 
47, NUM 
nm, NOUN 
diameter, NOUN 
magnetic, ADJ 
measurements, NOUN 

, SPACE 
indicate, VERB 
grams, NOUN 
magnetic, ADJ 

, SPACE 
easy, ADJ 
axis, ADJ 
parallel, ADJ 
growth, NOUN 
direction, NOUN 
hys-, NOUN 

, SPACE 
Table, PROPN 
1, NUM 

, SPACE 
Coercivities, NOUN 
measured, VERB 
EHE, PROPN 
technique, NOUN 
films, NOUN 
grown, VERB 

, SPACE 
annealed, VERB 
different, ADJ 
temneratures, NOUN 

, SPACE 
GlDWtb, PROPN 
Anneal, PROPN 
300, NUM 
K, PROPN 
82, NUM 
K, PROPN 

, SPACE 
temperature, NOUN 

, SPACE 
0, NUM 
temperature, NOUN 

, SPACE 
CC, PROPN 
coercivity, NOUN 

, SPACE 
kOe, NOUN 
ccercivity, NOUN 

, SPACE 
kOc, PROPN 

, SPACE 
200, NUM 
500, NUM 
550, NUM 
6.7, NUM 
6.0, NUM 

, SPACE 
ux, NOUN 
300, NUM 
0.3, NUM 
0.6, NUM 

, SPACE 
240, NUM 
290, NUM 
0.5, NUM 
1.9, NUM 

, SPACE 
240, NUM 
350, NUM 
1.9, NUM 
2.2, NUM 

, SPACE 
240, NUM 
400, NUM 
1.3, NUM 
2.3, NUM 

, SPACE 
250, NUM 
250, NUM 
1.0, NUM 
2.0, NUM 

, SPACE 
440, NUM 
440, NUM 
4.5, NUM 
10.0, NUM 
t, NOUN 

, SPACE 
~.~, X 
._+t, X 

, SPACE 
5.5, NUM 
~~, PUNCT 

, SPACE 
s, X 
1, NUM 

, SPACE 
1, NUM 
46, NUM 
~, PUNCT 

, SPACE 
6, NUM 

, SPACE 
~, PUNCT 

, SPACE 
g-46.5, X 

, SPACE 

, SPACE 
-46.9, X 

, SPACE 

, SPACE 

, SPACE 
-47, PROPN 
gfyfl-, X 
-20, NUM 
-15, NUM 
-10, PUNCT 
-5, NOUN 
0, NUM 
5, NUM 
10, NUM 
15, NUM 
20, NUM 

, SPACE 
Magmicfield(kG, NOUN 

, SPACE 
Fig, PROPN 
5, NUM 
Room, NOUN 
temperature, NOUN 
EHE, PROPN 
AMR, PROPN 
measurements, NOUN 
22, NUM 

, SPACE 
nm, ADV 
thick, ADJ 
r, PROPN 
MnAl, PROPN 
film, NOUN 
deposited, VERB 
100, NUM 
GaAs, PROPN 
substrate, NOUN 
200, NUM 
°, NOUN 
C, NOUN 

, SPACE 
annealed, VERB 
500, NUM 
550, NUM 
°, NUM 
C, NOUN 
magnetic, ADJ 
field, NOUN 
applied, VERB 

, SPACE 
perpendicular, ADJ 
parallel, ADJ 
film, NOUN 
plane, NOUN 
Current, ADJ 
direction, NOUN 
x, PROPN 

, SPACE 
EHE, NOUN 
voltage, NOUN 
direction, NOUN 
y., NOUN 

, SPACE 
teresis, NOUN 
curves, NOUN 
indicate, VERB 
films, NOUN 
annealed, VERB 
higher, ADJ 

, SPACE 
temperatures, NOUN 
