Pergamon, PROPN 
sediments, NOUN 
St, PROPN 

, SPACE 
John, PROPN 
Newfoundland, PROPN 
Canada, PROPN 
Different, ADJ 
types, NOUN 

, SPACE 
lubricating, VERB 
oils, NOUN 
motor, NOUN 
exhausts, NOUN 
found, VERB 

, SPACE 
consistently, ADV 
feature, VERB 
distinct, ADJ 
terpane, NOUN 
distributions, NOUN 
Differ-, PROPN 

, SPACE 
ences, NOUN 
relative, ADJ 
contribution, NOUN 
automotive, ADJ 
two-, ADV 

, SPACE 
stroke, VERB 
outboard, ADJ 
oils, NOUN 
recognized, VERB 
terpane, NOUN 

, SPACE 
distributions, NOUN 
sediments, NOUN 
plankton, NOUN 
different, ADJ 

, SPACE 
areas, NOUN 
ratio, NOUN 
durable, ADJ 
pentacycHe, NOUN 
terpanes, NOUN 

, SPACE 
size, NOUN 
labile, NOUN 
unresolved, ADJ 
complex, ADJ 
mixture, NOUN 

, SPACE 
demonstrated, VERB 
indicator, NOUN 
degree, NOUN 

, SPACE 
weathering, VERB 
oil, NOUN 
contamination, NOUN 
undergone, VERB 

, SPACE 
Analysis, NOUN 
terpane, NOUN 
distributions, NOUN 
entire, ADJ 
range, NOUN 

, SPACE 
refined, ADJ 
oils, NOUN 
greases, NOUN 
enhance, VERB 
use, NOUN 

, SPACE 
compounds, NOUN 
tracers, NOUN 
sources, NOUN 
diffuse, NOUN 
lubricating, VERB 

, SPACE 
oil, NOUN 
contamination, NOUN 
Copyright, NOUN 
©, NOUN 
1996, NUM 
Elsevier, PROPN 
Science, PROPN 
Ltd, PROPN 

, SPACE 
Approximately, ADV 
half, NOUN 
lubricating, VERB 
oil, NOUN 
engine, NOUN 

, SPACE 
crankcases, NOUN 
released, VERB 
environment, NOUN 

, SPACE 
engine, NOUN 
exhaust, NOUN 
leakage, NOUN 
spillage, NOUN 

, SPACE 
Environment, PROPN 
Canada, PROPN 
1991, NUM 
oil, NOUN 
contributes, VERB 

, SPACE 
complex, ADJ 
mixture, NOUN 
contaminants, NOUN 
notably, ADV 

, SPACE 
polycyclic, NOUN 
aromatic, ADJ 
hydrocarbons, NOUN 
PAHs, PROPN 
polychlori-, NOUN 

, SPACE 
nated, VERB 
biphenyls, NOUN 
PCBs, NOUN 
heavy, ADJ 
metals, NOUN 
chlorinated, VERB 

, SPACE 
solvents, NOUN 
antioxidants, NOUN 
additives, NOUN 

, SPACE 
environment, NOUN 
GESAMP, PROPN 
1993, NUM 
Lubricating, VERB 
oils, NOUN 

, SPACE 
contain, VERB 
trace, NOUN 
concentrations, NOUN 
petroleum, NOUN 
biomarkers, NOUN 

, SPACE 
primarily, ADV 
cyclic, ADJ 
terpenoids, NOUN 
Fig, PROPN 
1, NUM 
fossil, NOUN 

, SPACE 
compounds, NOUN 
survived, VERB 
intact, ADJ 
original, ADJ 

, SPACE 
biological, ADJ 
material, NOUN 
oil, NOUN 
formed, VERB 

, SPACE 
compounds, NOUN 
extensively, ADV 
correlate, VERB 

, SPACE 
crude, ADJ 
oils, NOUN 
source, NOUN 
rocks, NOUN 
identify, VERB 
sources, NOUN 

, SPACE 
individual, ADJ 
crude, ADJ 
oil, NOUN 
spills, NOUN 
Peters, PROPN 
Moldowan, PROPN 

, SPACE 
1993, NUM 

, SPACE 
paper, NOUN 
reports, VERB 
use, NOUN 
cyclic, ADJ 
terpenoid, PROPN 

, SPACE 
biomarker, NOUN 
fingerprints, NOUN 
refined, ADJ 
oils, NOUN 
motor, NOUN 

, SPACE 
exhausts, NOUN 
indicate, VERB 
presence, NOUN 
trace, VERB 

, SPACE 
origin, NOUN 
diffuse, NOUN 
lubricating, VERB 
oil, NOUN 
contamination, NOUN 

, SPACE 
sediments, NOUN 
waters, NOUN 
small, ADJ 
urban, ADJ 
environ-, PROPN 

, SPACE 
ment, NOUN 
St, PROPN 
John, PROPN 
Conception, PROPN 
Bay, PROPN 
Newfound-, PROPN 

, SPACE 
land, NOUN 
Eastern, PROPN 
Canada, PROPN 
Fig, PROPN 
2, NUM 
Variations, NOUN 

, SPACE 
relative, ADJ 
abundance, NOUN 
petroleum, NOUN 
biomarkers, NOUN 
different, ADJ 
environmental, ADJ 
samples, NOUN 
found, VERB 

, SPACE 
related, VERB 
relative, ADJ 
contribution, NOUN 
different, ADJ 
oil, NOUN 

, SPACE 
sources, NOUN 
distinct, ADJ 
biomarker, NOUN 
profiles, NOUN 

, SPACE 
degree, NOUN 
weathering, VERB 
oil, NOUN 
contamination, NOUN 

, SPACE 
undergone, ADJ 

, SPACE 
Materials, PROPN 
Methods, PROPN 

, SPACE 
Samples, NOUN 
taken, VERB 
primary, ADJ 
hydrocarbon, NOUN 

, SPACE 
sources, NOUN 
study, NOUN 
area, NOUN 
oils, NOUN 
engine, NOUN 

, SPACE 
wastes, NOUN 
sediments, NOUN 
St, PROPN 
John, PROPN 
Harbour, PROPN 

, SPACE 
urban, ADJ 
pond, NOUN 
St, PROPN 
John, PROPN 
locations, NOUN 

, SPACE 
Conception, PROPN 
Bay, PROPN 
intermediate, ADJ 
stages, NOUN 

, SPACE 
sources, NOUN 
sediments, NOUN 
roadsweeps, NOUN 
marine, ADJ 

, SPACE 
surface, NOUN 
water, NOUN 
plankton, PROPN 
Utensils, NOUN 
devices, NOUN 
contain-, PRON 

, SPACE 
ers, NOUN 
collection, NOUN 
handling, NOUN 
samples, NOUN 

, SPACE 
carefully, ADV 
washed, VERB 
solvents, NOUN 
avoid, VERB 
contam-, NOUN 

, SPACE 
ination, NOUN 
automotive, ADJ 
oils, NOUN 
fresh, ADJ 
unused, ADJ 

, SPACE 
pooled, VERB 
sample, NOUN 
oil, NOUN 
obtained, VERB 

, SPACE 
automotive, ADJ 
service, NOUN 
stations, NOUN 
study, NOUN 
area, NOUN 
Auto-, ADJ 

, SPACE 
motive, ADJ 
muffler, NOUN 
soots, NOUN 
collected, VERB 
directly, ADV 

, SPACE 
inside, ADJ 
surfaces, NOUN 
mufflers, NOUN 
Roadsweeps, PROPN 

, SPACE 
collected, VERB 
sweeping, VERB 
roughly, ADV 
1, NUM 
m, NOUN 
2, NUM 
asphalt-, ADJ 

, SPACE 
paved, VERB 
streets, NOUN 
brush, NOUN 
Fresh, ADJ 
outboard, ADJ 
motor, NOUN 
oils, NOUN 

, SPACE 
obtained, VERB 
commercial, ADJ 
supplier, NOUN 

, SPACE 
general, ADJ 
outboard, PROPN 
motor, NOUN 
exhausts, NOUN 
collected, VERB 

, SPACE 
form, NOUN 
water, NOUN 
surface, NOUN 
slick, NOUN 
outboard, ADJ 

, SPACE 
motor, NOUN 
testing, NOUN 
tanks, NOUN 
Hydrocarbons, NOUN 
extracted, VERB 

, SPACE 
petroleum, NOUN 
sources, NOUN 
simple, ADJ 
extraction, NOUN 

, SPACE 
appropriately, ADV 
sized, ADJ 
subsamples, NOUN 
hexane, NOUN 
Plankton, PROPN 

, SPACE 
samples, NOUN 
Conception, PROPN 
Bay, PROPN 
collected, VERB 

, SPACE 
times, NOUN 
primarily, ADV 
spring, NOUN 
bloom, NOUN 

, SPACE 
20, NUM 
ttm, NOUN 
hoop, NOUN 
net, NOUN 
sediments, NOUN 
generally, ADV 
shallow-, NUM 

, SPACE 
water, NOUN 
sands, NOUN 
silts, NOUN 
deep, ADJ 
water, NOUN 
muds, NOUN 
collected, VERB 

, SPACE 
miniature, ADJ 
piston, NOUN 
corers, NOUN 
Hydrocarbons, NOUN 

, SPACE 
extracted, VERB 
thoroughly, ADV 
air, NOUN 
dried, VERB 
plankton, NOUN 

, SPACE 
sediment, NOUN 
samples, NOUN 
standard, ADJ 
Soxhlet, PROPN 
extraction, NOUN 

, SPACE 
dichloromethane, NOUN 
O'Malley, PROPN 
et, PROPN 
al, PROPN 
1994, NUM 

, SPACE 
Hydrocarbons, NOUN 
purified, VERB 
step, NOUN 
silica, NOUN 

, SPACE 
alumina, PROPN 
gel, PROPN 
chromatography, PROPN 
Llorente, PROPN 
et, PROPN 
al, PROPN 
1987, NUM 

, SPACE 
analysed, VERB 
gas, NOUN 
chromatography, NOUN 
mass, ADJ 
spectro-, NOUN 

, SPACE 
metry, NOUN 
Hellou, PROPN 
et, PROPN 
al, PROPN 
1993, NUM 
Terpanes, NOUN 
steranes, NOUN 

, SPACE 
eluting, VERB 
hexane, ADJ 
fraction, NOUN 
F1, NOUN 
identified, VERB 

, SPACE 
comparison, NOUN 
literature, NOUN 
data, NOUN 
quantified, VERB 

, SPACE 
intensities, NOUN 
characteristic, ADJ 
ion, NOUN 
fragments, NOUN 

, SPACE 
mass, NOUN 
charge, VERB 
ratios, NOUN 
m, PROPN 
z, NUM 
191, NUM 
217, NUM 
atomic, ADJ 

, SPACE 
270, NUM 


, SPACE 
Volume, NOUN 
32, NUM 
Number, NOUN 
3, NUM 
March, PROPN 
1996, NUM 

, SPACE 
a., NOUN 
~R, PUNCT 

, SPACE 
H, PROPN 
Ct2H3s, PROPN 
bo, ADP 
R, NOUN 
=, NOUN 
H, NOUN 
CloH21, NOUN 

, SPACE 
Pig, PROPN 
1, NUM 
Selected, PROPN 
petroleum, NOUN 
biomarker, NOUN 
structures, NOUN 
tricyclic, ADJ 
terpanes, NOUN 

, SPACE 
b, PROPN 
pentaeyclie, NOUN 
triterpanes, NOUN 
hopanes, NOUN 

, SPACE 
7, X 
~J~,/¢1, PROPN 
Conception, PROPN 
Bay, PROPN 

, SPACE 
N, PROPN 
1, NUM 
48"00, NUM 

, SPACE 

, SPACE 
47, NUM 
50, NUM 

, SPACE 
47, NUM 
40, NUM 

, SPACE 
Avondale, PROPN 
P, NOUN 
8, NUM 
T, NOUN 
~, NOUN 
oosail, VERB 
St., PROPN 
Phillip, PROPN 
St, PROPN 
John, PROPN 

, SPACE 
Mundy, PROPN 

, SPACE 
Pond, PROPN 

, SPACE 
4T30, PROPN 

, SPACE 
Holyrood, PROPN 

, SPACE 
53, NUM 
20, NUM 
53, NUM 
00, NUM 
52, NUM 
40, NUM 

, SPACE 
Pig, PROPN 
2, NUM 
Map, PROPN 
showing, VERB 
St, PROPN 
John, PROPN 
Conception, PROPN 
Bay, PROPN 
area, NOUN 
communities, NOUN 

, SPACE 
Conception, PROPN 
Bay, PROPN 
shore, NOUN 
sites, NOUN 
rural, ADJ 
samples, NOUN 

, SPACE 
mass, ADJ 
units, NOUN 
a.m.u, NOUN 
respectively, ADV 
Peters, PROPN 
Moldowan, PROPN 

, SPACE 
1993, NUM 

, SPACE 
Results, NOUN 
Discussion, PROPN 

, SPACE 
lubricating, VERB 
oil, NOUN 
sources, NOUN 
soots, NOUN 
exhausts, NOUN 

, SPACE 
analysed, VERB 
contained, VERB 
triterpanes, NOUN 
steranes, NOUN 
Fig, PROPN 
3, NUM 
Outboard, VERB 
motor, NOUN 
oils, NOUN 
exhausts, NOUN 
contained, VERB 
typical, ADJ 

, SPACE 
series, NOUN 
C27, PROPN 
C35, PROPN 
pentacyclic, NOUN 
terpanes, NOUN 
norhopanes, NOUN 

, SPACE 
hopanes, NOUN 
extended, ADJ 
hopanes, NOUN 
shown, VERB 
Fig, PROPN 
3(b, NUM 

, SPACE 
Automotive, ADJ 
oils, NOUN 
muffler, NOUN 
soots, NOUN 
roadsweeps, PROPN 
con-, X 

, SPACE 
tained, VERB 
similar, ADJ 
assemblage, NOUN 
pentacyclic, ADJ 
terpanes, NOUN 

, SPACE 
series, NOUN 
C2o, PROPN 
C27, PROPN 
tricyclic, ADJ 
terpanes, NOUN 

, SPACE 
consistently, ADV 
absent, ADJ 
outboard, ADJ 
oils, NOUN 
Fig, PROPN 
3(a, NUM 

, SPACE 
271, NUM 


, SPACE 
Marine, PROPN 
Pollution, PROPN 
Bulletin, PROPN 

, SPACE 
a., NOUN 
AUTO, PROPN 
CRANKCASE, PROPN 
OIL, PROPN 
D, PROPN 

, SPACE 
E, PROPN 

, SPACE 
FG, PROPN 

, SPACE 
B, PROPN 
C, PROPN 

, SPACE 
J, PROPN 
ml, INTJ 
U, NOUN 
V, PROPN 

, SPACE 
W, PROPN 

, SPACE 
Llill, PROPN 
b@, PROPN 

, SPACE 
OUTBOARD, PROPN 
MOTOR, PROPN 
OIL, PROPN 

, SPACE 
W, PROPN 

, SPACE 
sT, NUM 
j, PROPN 

, SPACE 
.kji¢, PROPN 
u, NOUN 
X, PROPN 

, SPACE 
¥, PROPN 

, SPACE 
C., PROPN 
URBAN, PROPN 
ROADSWEEP, PROPN 

, SPACE 
B, NOUN 
C, NOUN 
E, NOUN 
ST, NOUN 
U, NOUN 
V, NOUN 

, SPACE 

, SPACE 

, SPACE 

, SPACE 

, SPACE 

, SPACE 

, SPACE 
W, PROPN 

, SPACE 
y, PROPN 

, SPACE 
i!~tld~, NOUN 
t, PROPN 
j, NOUN 

, SPACE 
CONCEPTION, PROPN 
BAY, PROPN 

, SPACE 
PLANKTON, PROPN 
U, PROPN 

, SPACE 
ST, NOUN 

, SPACE 
E, NOUN 
FQ, PROPN 
It~'ll, PROPN 

, SPACE 
W, PROPN 

, SPACE 
Y, PROPN 

, SPACE 
V, PROPN 
2, NUM 

, SPACE 
2, NUM 

, SPACE 
e., PROPN 
o==A,,o, PROPN 
o, NOUN 
f., PROPN 
tco, PROPN 
c=,T, PROPN 
o,=AY, NOUN 
YI, PROPN 
SE, PROPN 
°, NUM 
,=E, PUNCT 
T, PROPN 
°, NUM 
ll, AUX 
=, PROPN 
FAO, PROPN 
SEO,=E, PROPN 
T, PROPN 
o, NOUN 

, SPACE 
T, PROPN 
W, PROPN 
3, NUM 

, SPACE 
E, NOUN 
S, PROPN 
T, PROPN 
X, PROPN 
X, PROPN 

, SPACE 
FQ, PROPN 
y, PROPN 

, SPACE 
B, PROPN 
C, NOUN 
~, PUNCT 
Z, PROPN 
ti, VERB 
z, NOUN 

, SPACE 
7~, NOUN 
0[~1, NUM 
-qO, PROPN 
100, NUM 
0, NUM 
120, NUM 
C, PROPN 
Q, PROPN 
77, NUM 
80, NUM 
90, NUM 
I00, PROPN 
I1'0, NOUN 
12'0, PROPN 

, SPACE 
TIME, PROPN 
rain, NOUN 
TIME, PROPN 
mira, PROPN 

, SPACE 
Fig, PROPN 
3, NUM 
Representative, PROPN 
extracted, VERB 
ion, NOUN 
m, PROPN 
z, PROPN 
=, SYM 
191, NUM 
traces, NOUN 
automotive, ADJ 
crankcase, NOUN 
oil, NOUN 
b, PROPN 
outboard, ADJ 
motor, NOUN 
oil, NOUN 
c, PROPN 
urban, ADJ 
roadswecp, NOUN 
d, X 

, SPACE 
Conception, PROPN 
Bay, PROPN 
surface, NOUN 
plankton, PROPN 
e, PROPN 
urban, ADJ 
pond, NOUN 
sediment, NOUN 
f, PROPN 
Conception, PROPN 
Bay, PROPN 
surface, NOUN 
sediment, NOUN 
Peaks, NOUN 
G, NOUN 
tricyclic, ADJ 
terpanes, NOUN 

, SPACE 
C23, PROPN 
C2~., VERB 
Peaks, PROPN 
S, PROPN 
Z, PROPN 
pentacyciic, NOUN 
terpanes, NOUN 
C27, PROPN 
C34, PROPN 
follows, VERB 
S, PROPN 
8"(H, NUM 
21~(H)-22,29,30, PROPN 
trisnorhopanc, PROPN 
C27, PROPN 
T, PROPN 

, SPACE 
17"(H)18"(/D,211~(H)-25,28,30, PROPN 
trisnorhopane, PROPN 
C27, PROPN 
U, PROPN 
17"(H),211~(hr)-norhopane, PROPN 
C29, PROPN 
V, PROPN 
17"(H),2]~(H)-hopane, PROPN 
C30, PROPN 
W, PROPN 

, SPACE 
17"(-r;r),21~(H)-30, NUM 
homohopane, NOUN 
C31, PROPN 
X, PROPN 
1T'(/D,211~(H)-30, PROPN 
bishomohopane, NOUN 
C32, PROPN 
Y, PROPN 
17"(/D,2il3(/D-30, PROPN 
trishomohopane, PROPN 
C33, PROPN 
Z, PROPN 

, SPACE 
7"(H),2113(H)-30, NUM 
tetrakishomohopane, NOUN 
34, NUM 
Doublets, NOUN 
peaks, NOUN 
W, PROPN 
Z, PROPN 
R, NOUN 
S, PROPN 
¢nantiomers, NOUN 
Peaks, NOUN 
1, NUM 
3, NUM 
biogenic, ADJ 
pentacyclic, NOUN 

, SPACE 
terpancs, NOUN 
folows, NOUN 
17~(/I)-hopanc, NUM 
C3o, PROPN 
2, X 
diplopten¢, PROPN 
C30, PROPN 
3, NUM 
7(I-])-homohopane, PROPN 
C31, PROPN 

, SPACE 
272, NUM 


, SPACE 
Volume, NOUN 
32, NUM 
Number, NOUN 
3, NUM 
March, PROPN 
1996, NUM 

, SPACE 
biomarker, NOUN 
distributions, NOUN 
intermediate, ADJ 
stages, NOUN 

, SPACE 
petroleum, NOUN 
sources, NOUN 
sediments, NOUN 
shown, VERB 

, SPACE 
Fig, PROPN 
3(c, NUM 
3(d, NUM 
Roadsweeps, PROPN 
appear, VERB 
generally, ADV 
similar, ADJ 

, SPACE 
automotive, ADJ 
oil, NOUN 
featuring, VERB 
prominent, ADJ 
tricyclic, NOUN 
ter-, NOUN 

, SPACE 
panes, NOUN 
Plankton, PROPN 
Conception, PROPN 
Bay, PROPN 
hand, NOUN 

, SPACE 
consistently, ADV 
contained, VERB 
tricyclic, ADJ 
terpanes, NOUN 

, SPACE 
suggesting, VERB 
petroleum, NOUN 
contamination, NOUN 
surface, NOUN 

, SPACE 
waters, NOUN 
bay, NOUN 
predominantly, ADV 
derived, VERB 
small, ADJ 

, SPACE 
outboard, PROPN 
motors, NOUN 
commonly, ADV 
area, NOUN 

, SPACE 
sediments, NOUN 
analysed, VERB 
contained, VERB 

, SPACE 
common, ADJ 
recent, ADJ 
biogenic, ADJ 
hopanoids, NOUN 
bacterial, ADJ 
origin, NOUN 

, SPACE 
dominated, VERB 
diploptene, PROPN 
C29, NOUN 
31, NUM 
171](H)-hopanes, NOUN 

, SPACE 
trisnorhop-17(21)-ene, NOUN 
Simoneit, PROPN 
1986, NUM 
Volkman, PROPN 
et, PROPN 
al, PROPN 

, SPACE 
1992, NUM 
sediments, NOUN 
sites, NOUN 
near, ADP 
populated, ADJ 
areas, NOUN 

, SPACE 
petroleum, NOUN 
contamination, NOUN 
immediately, ADV 
recog-, SCONJ 

, SPACE 
nized, VERB 
additional, ADJ 
presence, NOUN 
assemblage, NOUN 

, SPACE 
hopanes, NOUN 
steranes, NOUN 
found, VERB 
lubricating, VERB 
oils, NOUN 

, SPACE 
wastes, NOUN 
Petroleum, NOUN 
hopanes, NOUN 
completely, ADV 
absent, ADJ 

, SPACE 
deeper, ADJ 
sediments, NOUN 
St, PROPN 
John, PROPN 
Harbour, PROPN 

, SPACE 
Conception, PROPN 
Bay, PROPN 
deposited, VERB 
advent, NOUN 

, SPACE 
1930s, NUM 
extensive, ADJ 
motorized, VERB 
traffic, NOUN 
sediment, NOUN 
ages, NOUN 
Ostrom, PROPN 
Macko, PROPN 
1992, NUM 
Harbour, NOUN 

, SPACE 
urban, ADJ 
pond, NOUN 
sediments, NOUN 
St, PROPN 
John, PROPN 
Fig, PROPN 
3(e, NUM 
feature, VERB 

, SPACE 
abundant, ADJ 
tricyclic, ADJ 
terpanes, NOUN 
indicating, VERB 

, SPACE 
expected, VERB 
primary, ADJ 
input, NOUN 
automotive, ADJ 
oil, NOUN 

, SPACE 
surrounding, VERB 
city, NOUN 
Tricyclic, ADJ 
terpanes, NOUN 
present, ADJ 

, SPACE 
Conception, PROPN 
Bay, PROPN 
sediments, NOUN 
Fig, PROPN 
3(f, NUM 

, SPACE 
abundant, ADJ 
area, NOUN 
urban, ADJ 
ponds, NOUN 
St, PROPN 
John, PROPN 

, SPACE 
Harbour, PROPN 
Bieger, PROPN 
1994, NUM 
reduced, ADJ 
abundance, NOUN 

, SPACE 
tricyclic, ADJ 
terpanes, NOUN 
Conception, PROPN 
Bay, PROPN 
surface, NOUN 

, SPACE 
sediments, NOUN 
suggests, VERB 
combined, VERB 
input, NOUN 
automotive, ADJ 

, SPACE 
oils, NOUN 
tricyclic, ADJ 
terpane, NOUN 
poor, ADJ 
outboard, ADJ 
motor, NOUN 
oils, NOUN 

, SPACE 
area, NOUN 

, SPACE 
abundance, NOUN 
terpanes, NOUN 
relative, ADJ 
size, NOUN 

, SPACE 
unresolved, ADJ 
complex, ADJ 
mixture, NOUN 
UCM, PROPN 
found, VERB 

, SPACE 
increase, VERB 
increasing, VERB 
degradation, NOUN 
weathering, NOUN 
i.e., X 

, SPACE 
fresh, ADJ 
automotive, ADJ 
oils, NOUN 
automotive, ADJ 
oils, NOUN 

, SPACE 
muffler, NOUN 
soots, NOUN 
roadsweeps, NOUN 
urban, ADJ 
ponds, NOUN 
rural, ADJ 
areas, NOUN 

, SPACE 
similarly, ADV 
fresh, ADJ 
outboard, ADJ 
oils, NOUN 
Conception, PROPN 

, SPACE 
Bay, PROPN 
plankton, NOUN 
sediments, NOUN 
Fig, PROPN 
4, NUM 
confirms, VERB 

, SPACE 
predictions, NOUN 
laboratory, NOUN 
studies, NOUN 
Prince, PROPN 
et, PROPN 
al, PROPN 
1994, NUM 

, SPACE 
shown, VERB 
compounds, NOUN 

, SPACE 
10, NUM 

, SPACE 
O, INTJ 

, SPACE 
o, NOUN 

, SPACE 

, SPACE 
=, PUNCT 

, SPACE 
.o, PROPN 

, SPACE 
n, CCONJ 
4, NUM 

, SPACE 
P, NOUN 
=, PUNCT 
C30, PROPN 
pentacyclic, NOUN 
terpane, NOUN 
hopane):UCM, NOUN 
1, NUM 

, SPACE 
T, NOUN 
=, ADP 
C23, PROPN 
tricyclic, ADJ 
terpane, NOUN 
UCM, PROPN 

, SPACE 
P, NOUN 

, SPACE 
AUTOMOTIVE, PROPN 
OIL, PROPN 

, SPACE 
fresh, ADJ 
~.-, PUNCT 
weathered, VERB 

, SPACE 
s, PART 

, SPACE 
s, X 
S, PROPN 

, SPACE 
s, PART 
~, PUNCT 

, SPACE 
s, PART 

, SPACE 
o, NOUN 
P, NOUN 

, SPACE 
s, NOUN 
~, PUNCT 

, SPACE 
P, NOUN 
p, NOUN 

, SPACE 
.p, NOUN 
T, NOUN 

, SPACE 
e, NOUN 

, SPACE 
P, PROPN 
T, PROPN 

, SPACE 
s, X 
~, PUNCT 
o, NOUN 
~, NOUN 
°, X 

, SPACE 
T, NOUN 
.T, NOUN 
.T, NOUN 
T, PROPN 

, SPACE 
®, PROPN 
o, NOUN 
o, NOUN 
o, NOUN 
®, NOUN 
®, NOUN 
®, NOUN 

, SPACE 
:3, PUNCT 
OUTBOARD, PROPN 
MOTOR, PROPN 
OIL, PROPN 

, SPACE 
fresh, ADJ 
~weathered, VERB 

, SPACE 
s, PART 

, SPACE 
p, NOUN 

, SPACE 
s, PART 

, SPACE 
s, NOUN 

, SPACE 
P, NOUN 

, SPACE 
p, NOUN 

, SPACE 
°, NOUN 

, SPACE 
~, PUNCT 
T, NOUN 

, SPACE 
T.,-, PROPN 
T, PROPN 

, SPACE 
T, PROPN 
o~, PROPN 

, SPACE 
o, NOUN 
o, NOUN 
.~, NOUN 
~-, PUNCT 

, SPACE 
o, NOUN 
~, PUNCT 
~, PUNCT 
~, PUNCT 
~, PUNCT 

, SPACE 
t-, X 

, SPACE 
e~, PROPN 

, SPACE 
g, NOUN 
~, PUNCT 
o, PROPN 

, SPACE 
Fig, PROPN 
4, NUM 
Mean, ADJ 
ratios, NOUN 
terpanes, NOUN 
size, NOUN 
unresolved, ADJ 
complex, ADJ 

, SPACE 
mixture, NOUN 
UCM, PROPN 
oils, NOUN 
soots, NOUN 
roadsweeps, PROPN 
plankton, PROPN 

, SPACE 
sediments, NOUN 
showing, VERB 
resistance, NOUN 
weathering, NOUN 
cyclic, ADJ 
terpanes, NOUN 

, SPACE 
Tricyclic, ADJ 
pentacyclic, ADJ 
terpanes, NOUN 
measured, VERB 
respective, ADJ 

, SPACE 
heights, NOUN 
C23, PROPN 
tricyclic, ADJ 
terpane, NOUN 
hopane, NOUN 
peaks, NOUN 
m, PROPN 
z, PROPN 
=, NUM 
191, NUM 

, SPACE 
a.m.u, NOUN 
UCM, PROPN 
measured, VERB 
ion, NOUN 
current, NOUN 
maximum, NOUN 
TIC, PROPN 

, SPACE 
273, NUM 


, SPACE 
Marine, PROPN 
Pollution, PROPN 
Bulletin, PROPN 

, SPACE 
resistant, ADJ 
weathering, NOUN 
components, NOUN 
oil, NOUN 

, SPACE 
relative, ADJ 
abundance, NOUN 
tricyclic, ADJ 
terpanes, NOUN 
increased, VERB 

, SPACE 
pentacyclic, ADJ 
terpanes, NOUN 
suggesting, VERB 

, SPACE 
tricyclic, ADJ 
terpanes, NOUN 
resistant, ADJ 
environmental, ADJ 

, SPACE 
degradation, NOUN 
pentacyclic, ADJ 
terpanes, NOUN 

, SPACE 
relatively, ADV 
low, ADJ 
abundance, NOUN 
tricyclic, ADJ 
terpanes, NOUN 

, SPACE 
Conception, PROPN 
Bay, PROPN 
sediments, NOUN 
likely, ADJ 
result, NOUN 

, SPACE 
increased, VERB 
weathering, NOUN 
oil, NOUN 
residues, NOUN 

, SPACE 
exposed, VERB 
input, NOUN 
outboard, ADJ 
motor, NOUN 
oils, NOUN 

, SPACE 
Conclusion, PROPN 

, SPACE 
presence, NOUN 
petroleum, NOUN 
biomarkers, NOUN 
sediment, NOUN 

, SPACE 
serves, VERB 
clear, ADJ 
indicator, NOUN 
