ELSEVIER, NOUN 
transformed, VERB 
2, NUM 
TGF, PROPN 
B, PROPN 
family, NOUN 
peptide, ADJ 
growth, NOUN 
factors, NOUN 
currently, ADV 

, SPACE 
includes, VERB 
5, NUM 
members, NOUN 
TGF, PROPN 
P, PROPN 
TGF, PROPN 
P, PROPN 
laboratory, NOUN 
previously, ADV 
demonstrated, VERB 
TGF, PROPN 
P, PROPN 

, SPACE 
regulate, VERB 
progesterone, NOUN 
PJ, NOUN 
production, NOUN 
gonadotropin, NOUN 
stimulated, VERB 
porcine, NOUN 
granulosa, NOUN 
cells, NOUN 
vitro, X 
5,6, NUM 

, SPACE 
Activin, PROPN 
approximately, ADV 
24, NUM 
kDa, NOUN 
peptide, ADV 
consisting, VERB 
disulfide, NOUN 
dimers, NOUN 
inhibin, PROPN 
j3, PROPN 
subunits, NOUN 
3, NUM 

, SPACE 
members, NOUN 
activin, NOUN 
named, VERB 
depending, VERB 
dimeric, ADJ 
constituents, NOUN 
inhibin, PROPN 
PA-, PROPN 
and/or, CCONJ 
pa, PROPN 
subunits, NOUN 

, SPACE 
Activin, PROPN 
possesses, VERB 
demonstrable, ADJ 
roles, NOUN 
reproductive, ADJ 
physiology, NOUN 
vivo, NOUN 
vitro, X 
9, NUM 

, SPACE 
laboratory, NOUN 
shown, VERB 
activin, NOUN 
formed, VERB 
homodimer, NOUN 
inhibin, PROPN 
j3,-subunits, PROPN 

, SPACE 
inhibit, VERB 
porcine, NOUN 
granulosa, NOUN 
cell, NOUN 
steroidogenesis, NOUN 
vitro, X 
25, NUM 

, SPACE 
TGF, PROPN 
P, PROPN 
activin, NOUN 
protein, NOUN 
products, NOUN 
presumably, ADV 
act, VERB 
transmembrane, NOUN 
receptor, NOUN 

, SPACE 
receptors, NOUN 
TGF, PROPN 
P, PROPN 
activin, NOUN 
identified, VERB 
mechanisms, NOUN 
action, NOUN 
indefinite, ADJ 

, SPACE 
8.24, NUM 
factors, NOUN 
bind, VERB 
known, VERB 
receptors, NOUN 
class, NOUN 
type, NOUN 
II, PROPN 
belongs, VERB 
new, ADJ 
subfamily, ADV 

, SPACE 
transmembrane, NOUN 
protein, NOUN 
serine, NOUN 
kinases, NOUN 
9, NUM 
Expression, NOUN 
cloning, NOUN 
cDNA, NOUN 
type, NOUN 
II, PROPN 
TGF-0, PROPN 
receptors, NOUN 

, SPACE 
indicates, VERB 
closely, ADV 
related, VERB 
activin, NOUN 
receptor, NOUN 
ActRII, ADV 
7, NUM 

, SPACE 
current, ADJ 
study, NOUN 
treated, VERB 
porcine, NOUN 
granulosa, NOUN 
cells, NOUN 
doses, NOUN 
TGF, PROPN 
p, PROPN 
ng, PROPN 
ml, PROPN 
activin-, PRON 

, SPACE 
100, NUM 
ng, PROPN 
ml, PROPN 
determined, VERB 
previous, ADJ 
experiments, NOUN 
produce, VERB 
maximal, ADJ 
inhibition, NOUN 

, SPACE 
steroidogenesis, NOUN 
525, NUM 
order, NOUN 
assess, VERB 
effects, NOUN 
factors, NOUN 
cultured, ADJ 
porcine, NOUN 
granulosa, NOUN 
cell, NOUN 

, SPACE 
differentiation, NOUN 
measured, VERB 
FSH, NOUN 
stimulated, VERB 
basal, NOUN 
P4, ADJ 
productions, NOUN 
estradiol, NOUN 
I$, SYM 
productions, NOUN 

, SPACE 
aromatase, NOUN 
activities, NOUN 
indicators, NOUN 
differentiation, NOUN 
small, ADJ 
follicle, NOUN 
stage, NOUN 
treated, VERB 
cells, NOUN 

, SPACE 
combination, NOUN 
TGF, PROPN 
P, PROPN 
activin, NOUN 
assess, VERB 
synergistic, ADJ 
effects, NOUN 
2, NUM 
growth, NOUN 
factors, NOUN 

, SPACE 
porcine, NOUN 
granulosa, NOUN 
cell, NOUN 
differentiation, NOUN 
doses, NOUN 
produce, VERB 
maximal, ADJ 
inhibition, NOUN 
TGF-0, PROPN 
activin, NOUN 

, SPACE 
utilize, VERB 
messenger, NOUN 
system, NOUN 
combination, NOUN 
expected, VERB 
produce, VERB 
synergistic, ADJ 

, SPACE 
effects, NOUN 

, SPACE 
MATERIALS, PROPN 
METHODS, PROPN 

, SPACE 
Chemicals, PROPN 

, SPACE 
Bovine, PROPN 
albumin, NOUN 
gelatin, NOUN 
swine, ADJ 
skin, NOUN 
Triton, PROPN 
X-, PROPN 
100, NUM 
progesterone, NOUN 
P4, NOUN 
estradiol-, X 
I7p, NOUN 
EJ, PROPN 

, SPACE 
Theriogenology, NOUN 
1465, NUM 

, SPACE 
activated, VERB 
charcoal, NOUN 
obtained, VERB 
Sigma, PROPN 
Chemical, PROPN 
Company, PROPN 
St., PROPN 
Louis, PROPN 
MO, PROPN 
Sodium, NOUN 
phosphate, NOUN 

, SPACE 
monobasic, ADJ 
NaH2P0, NOUN 
sodium, NOUN 
azide, NOUN 
ScintiPrep, PROPN 
2, NUM 
purchased, VERB 
Fisher, PROPN 
Scientific, PROPN 
Company, PROPN 

, SPACE 
Fair, PROPN 
Lawn, PROPN 
NJ, PROPN 
Monoclonal, NOUN 
antibodies, VERB 
Pq, PROPN 
E, PROPN 
obtained, VERB 
Biodesign, PROPN 
International, PROPN 

, SPACE 
Kennebunkport, PROPN 
Purified, VERB 
ether, ADJ 
methanol, NOUN 
acquired, VERB 
JT, PROPN 
Baker, PROPN 
Incorporated, PROPN 

, SPACE 
Phillipsburg, PROPN 
NJ, PROPN 
Sodium, NOUN 
phosphate, VERB 
diphasic, ADJ 
Na, PROPN 
HPO, PROPN 
purchased, VERB 
EM, PROPN 
Science, PROPN 
Cherry, PROPN 
Hill, PROPN 

, SPACE 
NJ, PROPN 
Sodium, PROPN 
chloride, NOUN 
obtained, VERB 
Jenneile, PROPN 
Chemical, PROPN 
Company, PROPN 
Cincinnati, PROPN 
OH, PROPN 
Dextran, PROPN 
T-70, PROPN 

, SPACE 
acquired, VERB 
Pharmacia, PROPN 
Piscataway, PROPN 
NJ, PROPN 
Toluene, PROPN 
purchased, VERB 
Mallinckrodt, PROPN 
incorporated, VERB 

, SPACE 
Paris, PROPN 
KY, PROPN 

, SPACE 
Porcine, PROPN 
Granulosa, PROPN 
Cell, PROPN 
Culture, PROPN 

, SPACE 
media, NOUN 
contained, VERB 
Dulbecco, PROPN 
Modified, PROPN 
Eagle, PROPN 
Ham, PROPN 
F-, PROPN 
I2, PROPN 
medium, ADJ 
mixture, NOUN 
DME, PROPN 
F-, PROPN 
12, NUM 

, SPACE 
Sigma, PROPN 
Chemical, PROPN 
Co., PROPN 
supplemented, VERB 
250, NUM 
rig, NOUN 
L, PROPN 
amphotericin, PROPN 
B, PROPN 
100, NUM 
J, PROPN 
ml, PROPN 
penicillin, PROPN 
100, NUM 
ug, NOUN 
ml, PROPN 

, SPACE 
streptomycin, PROPN 
Gibco, PROPN 
Laboratories, PROPN 
Grand, PROPN 
Island, PROPN 
NY, PROPN 
Additional, ADJ 
supplementations, NOUN 
mentioned, VERB 

, SPACE 
needed, VERB 

, SPACE 
Porcine, NOUN 
granulosa, NOUN 
cell, NOUN 
culture, NOUN 
procedures, NOUN 
adopted, VERB 
Akira, PROPN 
et, NOUN 
al, PROPN 
2, NUM 
Porcine, VERB 
ovaries, NOUN 

, SPACE 
obtained, VERB 
local, ADJ 
slaughterhouse, NOUN 
transported, VERB 
ice, NOUN 
30, NUM 
min, NOUN 
slaughter, NOUN 
laboratory, NOUN 

, SPACE 
ovaries, NOUN 
soaked, VERB 
70, NUM 
ethanol, NOUN 
approximately, ADV 
min, VERB 
washed, VERB 
IO, PROPN 
times, NOUN 
double-, NOUN 

, SPACE 
distilled, VERB 
water, NOUN 
Granulosa, PROPN 
cells, NOUN 
obtained, VERB 
aspirating, VERB 
medium, ADJ 
sized, ADJ 
follicles, NOUN 
2, NUM 
5, NUM 
mm, NOUN 
diameter, NOUN 

, SPACE 
20, NUM 
gauge, NOUN 
needle, NOUN 
IO, PROPN 
cc, NOUN 
syringe, NOUN 
Follicular, ADJ 
fluids, NOUN 
pooled, VERB 
centrifuged, VERB 
5, NUM 
min, NOUN 

, SPACE 
approximately, ADV 
200, NUM 
x, SYM 
g., NOUN 
supernatant, NOUN 
removed, VERB 
cells, NOUN 
resuspended, VERB 
gentle, ADJ 
mixing, NOUN 

, SPACE 
DME, PROPN 
F-, PROPN 
I2, PROPN 
recentrifuged, NOUN 
Removal, NOUN 
supernatant, NOUN 
resuspension, NOUN 
centrifugation, NOUN 
repeated, VERB 

, SPACE 
removing, VERB 
remaining, VERB 
supernatant, NOUN 
cells, NOUN 
suspended, VERB 
DME, PROPN 
F-, PROPN 
12, NUM 
supplemented, VERB 
DME, PROPN 
F-, PROPN 

, SPACE 
12, NUM 
S, PROPN 
pg, PROPN 
ml, PROPN 
insulin, NOUN 
Sigma, PROPN 
II, PROPN 
J, PROPN 
ml, PROPN 
thrombin, NOUN 
Sigma, PROPN 
IO, PROPN 
pg, PROPN 
ml, PROPN 
low, ADJ 
density, NOUN 
lipoprotein, NOUN 

, SPACE 
Sigma, PROPN 
Cells, NOUN 
seeded, VERB 
24, NUM 
Corning, VERB 
culture, NOUN 
plates, NOUN 
X820, NOUN 
Corning, PROPN 
Glass, PROPN 
Works, PROPN 

, SPACE 
Corning, PROPN 
NY, PROPN 
density, NOUN 
2.0, NUM 
x, SYM 
IO5, PROPN 
live, ADJ 
cells, NOUN 
number, NOUN 
live, ADJ 
cells, NOUN 
determined, VERB 
trypan, PROPN 

, SPACE 
exclusion, NOUN 
method, NOUN 
wells, NOUN 
previously, ADV 
coated, VERB 
IO%, PROPN 
fetal, ADJ 
calf, NOUN 
serum, NOUN 
FCS, PROPN 
Hyclone, PROPN 
Logan, PROPN 

, SPACE 
UT, PROPN 
adding, VERB 
1.0, NUM 
ml, NOUN 
DME, PROPN 
F, PROPN 
2, NUM 
S, PROPN 
plus, CCONJ 
10, NUM 
FCS, NOUN 
18, NUM 
24, NUM 
h, NOUN 
prior, ADV 
seeding, NOUN 
10, NUM 
FCS, NOUN 

, SPACE 
media, NOUN 
completely, ADV 
removed, VERB 
approximately, ADV 
h, VERB 
prior, ADV 
seeding, NOUN 
FCS, PROPN 
coating, NOUN 
enhance, VERB 

, SPACE 
cell, NOUN 
attachment, NOUN 
contained, VERB 
total, ADJ 
volume, NOUN 
.O, NOUN 
ml, VERB 
DME, PROPN 
F-, PROPN 
12, NUM 
S., PROPN 
cells, NOUN 
cultured, VERB 
~OI, PROPN 

, SPACE 
48, NUM 
h, NOUN 
5, NUM 
CO, PROPN 
95, NUM 
air, NOUN 
37, NUM 
C, NOUN 
time, NOUN 
porcine, NOUN 
granulosa, NOUN 
cells, NOUN 
reached, VERB 
monolayer, NOUN 
close, ADJ 

, SPACE 
IOO%, PROPN 
confluency, NOUN 
gonadotropin, NOUN 
stimulation, NOUN 
wells, NOUN 
washed, VERB 
3, NUM 
times, NOUN 
DME, PROPN 
F-, PROPN 
12, NUM 

, SPACE 
.O, PUNCT 
ml, VERB 
DME, PROPN 
F-12, NOUN 
S, PROPN 
containing, VERB 
100, NUM 
ng, PROPN 
ml, PROPN 
follicle-, ADJ 
stimulating, VERB 
hormone, NOUN 
FSH, NOUN 
ovine, NOUN 
NIH, PROPN 
FSH, PROPN 
SY, PROPN 

, SPACE 
National, PROPN 
Institutes, PROPN 
Health, PROPN 
added, VERB 
cells, NOUN 
allowed, VERB 
incubate, VERB 
5, NUM 
CO, PROPN 
95, NUM 

, SPACE 
air, NOUN 
37, NUM 
C, NOUN 
48, NUM 
h., NOUN 
basal, NOUN 
steroidogenesis, NOUN 
study, NOUN 
cells, NOUN 
washed, VERB 
3, NUM 
times, NOUN 

, SPACE 
incubated, VERB 
5, NUM 
CO, PROPN 
95, NUM 
air, NOUN 
37, NUM 
C, NOUN 
DME, PROPN 
F-12, NOUN 
S, PROPN 
48, NUM 
h., NOUN 
Media, PROPN 
removed, VERB 
cells, NOUN 

, SPACE 
treated, VERB 
control, NOUN 
media, NOUN 
DMEIF-12, NOUN 
S, PROPN 
ng, PROPN 
ml, PROPN 
TGF-0, PROPN 
porcine, NOUN 
platelets, NOUN 
R&D, PROPN 

, SPACE 
Systems, PROPN 
Minneapolis, PROPN 
MN, PROPN 
100, NUM 
ng, PROPN 
ml, PROPN 
activin, NOUN 
TGF, PROPN 
P, PROPN 
plus, CCONJ 
activin, NOUN 
DME, PROPN 
F-12, NOUN 
S, NOUN 
48, NUM 
hours, NOUN 

, SPACE 
Media, PROPN 
cells, NOUN 
collected, VERB 
end, NOUN 
treatment, NOUN 
P, NOUN 
E, PROPN 
radioimmunoassay, PROPN 
RIA, PROPN 
protein, NOUN 

, SPACE 
assay, NOUN 
respectively, ADV 

, SPACE 
Radioimmunoassay, PROPN 
RlA, PROPN 

, SPACE 
RLA, PROPN 
procedures, NOUN 
Pd, PROPN 
E, PROPN 
measurements, NOUN 
follow, VERB 
methods, NOUN 
described, VERB 
Bartke, PROPN 
et, PROPN 
al, PROPN 
3, NUM 

, SPACE 
steroids, NOUN 
extracted, VERB 
media, NOUN 
samples, NOUN 
2,6,7, NUM 
ZH]-P, NOUN 
0.0, NUM 
I8, NOUN 
yCi, NOUN 
DuPont, PROPN 
NEN, PROPN 
Boston, PROPN 

, SPACE 
MA, PROPN 
2,4,6,7-‘H(N)]estradiol, NUM 
0.018, NUM 
pCi, NOUN 
DuPont, PROPN 
NEN, PROPN 
Boston, PROPN 
MA, PROPN 
added, VERB 
sample, NOUN 

, SPACE 
measurement, NOUN 
extraction, NOUN 
efficiency, NOUN 
Aliquots, NOUN 
media, NOUN 
mixed, VERB 
tritiated, VERB 
steroid, NOUN 
0, NUM 
I8, NOUN 
uCi, NOUN 

, SPACE 
monoclonal, NOUN 
anti, ADJ 
steroid, ADJ 
antibody, NOUN 
Sigma, PROPN 
incubated, VERB 
room, NOUN 
temperature, NOUN 
4, NUM 
°, NOUN 
C, NOUN 

, SPACE 
1466, NUM 
Theriogenology, PROPN 

, SPACE 
$, SYM 
2500, NUM 

, SPACE 
-3, PUNCT 

, SPACE 
z, PROPN 
2000, NUM 

, SPACE 
0, NUM 
G, NOUN 

, SPACE 
2, NUM 
1500, NUM 

, SPACE 
0, NUM 

, SPACE 
$, SYM 
1000, NUM 

, SPACE 
B, PROPN 

, SPACE 
b, NOUN 
l, PROPN 
500, NUM 

, SPACE 
0, NUM 

, SPACE 
0, NUM 
FE, PROPN 

, SPACE 
Figure, PROPN 
I., PROPN 
Mean, PROPN 
f, PROPN 
SEM, PROPN 

, SPACE 
n=6, PROPN 

, SPACE 
Control, PROPN 
TGF-6, PROPN 
1, NUM 
Activin, PROPN 
TGF, PROPN 
O1, PROPN 

, SPACE 

, SPACE 
Activin, PROPN 

, SPACE 
Progesterone, NOUN 
productions, NOUN 
FSH, NOUN 
stimulated, VERB 
porcine, NOUN 
granulosa, NOUN 
cells, NOUN 
treated, VERB 
transforming, VERB 

, SPACE 
growth, NOUN 
factor, NOUN 
o, NOUN 
TGF-0, PROPN 
activin, NOUN 
A., NOUN 
Progesterone, PROPN 
productions, NOUN 
significantly, ADV 
inhibited, VERB 

, SPACE 
treatments, NOUN 
TGF, PROPN 
P, PROPN 
ng, PROPN 
ml, PROPN 
activin, NOUN 
100, NUM 
ng, PROPN 
ml, PROPN 
TGF-0, PROPN 
@ml, NOUN 
plus, CCONJ 

, SPACE 
activin, NOUN 
100, NUM 
ng, PROPN 
ml, PROPN 
Bars, NOUN 
different, ADJ 
letters, NOUN 
significantly, ADV 
different, ADJ 
P, NOUN 
<, X 
0.05, NUM 

, SPACE 
6, NUM 
h, NOUN 
h, PROPN 
respectively, ADV 
Free, ADJ 
bound, VERB 
steroids, NOUN 
separated, VERB 
dextran, NOUN 
coated, VERB 
activated, VERB 

, SPACE 
charcoal, NOUN 
Sigma, PROPN 
radioactivity, NOUN 
bound, VERB 
fraction, NOUN 
measured, VERB 
liquid, ADJ 
scintillation, NOUN 
counter, NOUN 

, SPACE 
P., PROPN 
Er, PROPN 
concentrations, NOUN 
determined, VERB 
standard, ADJ 
curve, NOUN 
ranging, VERB 
12.5, NUM 
IO0, PROPN 
pg, PROPN 
ml, PROPN 

, SPACE 
Steroid, PROPN 
concentrations, NOUN 
expressed, VERB 
pg, PROPN 
pg, PROPN 
cell, NOUN 
protein, NOUN 

, SPACE 
Aromatase, PROPN 
Activity, PROPN 
Assay, PROPN 

, SPACE 
Immediately, ADV 
media, NOUN 
collected, VERB 
P, NOUN 
E2, PROPN 
RIA, PROPN 
cells, NOUN 
cultured, VERB 

, SPACE 
2, NUM 
pCi, NOUN 
Ip-‘HI, NOUN 
androstenedione, NOUN 
Amersham, PROPN 
Amersham, PROPN 
UK, PROPN 
.O, PUNCT 
ml, VERB 
DMEW12, PROPN 
S, NOUN 
3, NUM 
h., NOUN 

, SPACE 
previously, ADV 
described, VERB 
3, NUM 
aromatase, NOUN 
activity, NOUN 
determined, VERB 
measuring, VERB 
H, PROPN 
H,0, PROPN 
released, VERB 

, SPACE 
media, NOUN 
3, NUM 
h, NOUN 
exposure, NOUN 
time, NOUN 
Aromatase, NOUN 
activities, NOUN 
expressed, VERB 
pmol, ADJ 
H, PROPN 
HI0, PROPN 

, SPACE 
released, VERB 
pg, PROPN 
protein, NOUN 

, SPACE 
Protein, PROPN 
Assay, PROPN 

, SPACE 
Protein, PROPN 
contents, NOUN 
cells, NOUN 
determined, VERB 
Bio, PROPN 
Rad, PROPN 
microassay, NOUN 
techniques, NOUN 
Bio, PROPN 
Rad, PROPN 

, SPACE 
Laboratories, PROPN 
Richmond, PROPN 
Briefly, PROPN 
0.8, NUM 
ml, NOUN 
0, NUM 
N, PROPN 
