Nuclear, PROPN 
ellipsometry, NOUN 
DC, PROPN 
electrical, ADJ 
conductivity, NOUN 

, SPACE 
1, X 
Introduction, NOUN 

, SPACE 
Lead, PROPN 
silicate, ADJ 
glassy, NOUN 
coatings, NOUN 
deposited, VERB 
Reactive, PROPN 
Ra-, PROPN 

, SPACE 
dio, PROPN 
Frequency, PROPN 
Magnetron, PROPN 
Sputtering, PROPN 
RRFMS, PROPN 

, SPACE 
glass, NOUN 
target, NOUN 
recently, ADV 
development, NOUN 

, SPACE 
Micro, PROPN 
Strip, PROPN 
Gas, PROPN 
Chamber, PROPN 
radiation, NOUN 
detectors, NOUN 
l-3, PROPN 

, SPACE 
devices, NOUN 
sheet, NOUN 
resistance, NOUN 
range, NOUN 
1014, NUM 
10’5, NOUN 

, SPACE 
fl/, NOUN 
0, NUM 
required, VERB 
order, NOUN 
avoid, VERB 
electrostatic, ADJ 
charg-, X 

, SPACE 
ing, NOUN 
insulating, VERB 
medium, NOUN 
supporting, VERB 
metallic, ADJ 
strips, NOUN 

, SPACE 
charged, VERB 
particles, NOUN 
bombardment, NOUN 
4,5, NUM 
Depending, VERB 

, SPACE 
deposition, NOUN 
parameters, NOUN 
deposited, ADJ 
layers, NOUN 
exhibit, VERB 

, SPACE 
physical, ADJ 
properties, NOUN 
different, ADJ 
start-, NOUN 

, SPACE 
ing, ADJ 
material, NOUN 
order, NOUN 
obtain, VERB 
stable, ADJ 
reproducible, VERB 

, SPACE 
electrical, ADJ 
properties, NOUN 
effects, NOUN 
main, ADJ 
deposition, NOUN 

, SPACE 
parameters, NOUN 
previously, ADV 
studied, VERB 
detail, NOUN 

, SPACE 
reported, VERB 
Refs, PROPN 
6, NUM 
81, NUM 
found, VERB 
particu-, NOUN 

, SPACE 
lar, ADJ 
sputtering, ADJ 
gas, NOUN 
composition, NOUN 
important, ADJ 

, SPACE 
modifying, VERB 
physical, ADJ 
properties, NOUN 
deposited, VERB 
layers, NOUN 

, SPACE 
fact, NOUN 
films, NOUN 
deposited, VERB 
oxidizing, VERB 
plasmas, NOUN 
Ar, PROPN 
+, PROPN 
5, NUM 

, SPACE 
0, NUM 
yellowish, ADJ 
high, ADJ 
electrical, ADJ 
resistance, NOUN 

, SPACE 
similar, ADJ 
bulky, ADJ 
lead, NOUN 
glasses, NOUN 
contrary, NOUN 
films, NOUN 

, SPACE 
obtained, VERB 
Ar, PROPN 
+, CCONJ 
20, NUM 
H, NOUN 
reducing, VERB 
plasmas, NOUN 
absorb, VERB 

, SPACE 
visible, ADJ 
range, NOUN 
showing, VERB 
brownish, ADJ 
colour, NOUN 

, SPACE 
films, NOUN 
contain, VERB 
metallic, ADJ 
lead, NOUN 
nanoclusters, NOUN 
clearly, ADV 
detected, VERB 

, SPACE 
X, PROPN 
Ray, PROPN 
Diffraction, PROPN 
XRD, PROPN 
function, NOUN 
film, NOUN 
thick-, NUM 

, SPACE 
ness, ADP 
room, NOUN 
temperature, NOUN 
sheet, NOUN 
resistance, NOUN 
ranges, VERB 
be-, ADP 

, SPACE 
tween, NOUN 
lo3, ADJ 
lo, PROPN 
9, NUM 
O., PROPN 
electrical, ADJ 
conductivity, NOUN 

, SPACE 
measurements, NOUN 
vs., ADP 
temperature, NOUN 
reveal, VERB 
thinner, ADJ 
films, NOUN 

, SPACE 
thickness, NOUN 
500, NUM 
nm, ADJ 
conduct, NOUN 
electron, NOUN 
tunnelling, NOUN 
be-, X 

, SPACE 
Corresponding, VERB 
author, NOUN 
tween, NOUN 
disconnected, VERB 
metallic, ADJ 
clusters, NOUN 
negative, ADJ 
Ther-, PROPN 

, SPACE 
mal, ADJ 
Coefficient, PROPN 
Temperature, PROPN 
TCR, PROPN 
thicker, ADJ 
films, NOUN 

, SPACE 
inversion, NOUN 
TCR, PROPN 
explained, VERB 
formation, NOUN 
perco-, ADJ 

, SPACE 
lating, NOUN 
metallic, ADJ 
structure, NOUN 
observed, VERB 
Films, NOUN 
deposited, VERB 

, SPACE 
pure, ADJ 
Ar, PROPN 
99.9999, NUM 
plasma, NOUN 
higher, ADJ 
conductivity, NOUN 

, SPACE 
obtained, VERB 
oxidizing, VERB 
plasma, NOUN 
demonstrating, VERB 

, SPACE 
reducing, VERB 
nature, NOUN 
pure, ADJ 
Ar, PROPN 
sputtering, ADJ 
gas, NOUN 

, SPACE 
sheet, NOUN 
resistance, NOUN 
ranged, VERB 
10, NUM 
1016, NUM 
0, NUM 
O, NOUN 

, SPACE 
film, NOUN 
thicknesses, NOUN 
range, NOUN 
100, NUM 
1000, NUM 
nm, NOUN 
films, NOUN 

, SPACE 
strong, ADJ 
temperature, NOUN 
dependence, NOUN 
characterized, VERB 

, SPACE 
negative, ADJ 
TCR, PROPN 
Metallic, ADJ 
lead, NOUN 
clusters, NOUN 
detected, VERB 

, SPACE 
films, NOUN 
X, NOUN 
ray, NOUN 
diffraction, NOUN 
presence, NOUN 
re-, ADV 

, SPACE 
duced, VERB 
Pb, PROPN 
inferred, VERB 
X, NOUN 
ray, NOUN 
Photoelectron, PROPN 
Spec-, X 

, SPACE 
troscopy, ADJ 
XPS, PROPN 
coalescence, NOUN 
metallic, ADJ 
lead, NOUN 

, SPACE 
vacuum, PROPN 
annealing, VERB 
found, VERB 
films, NOUN 
deposited, VERB 

, SPACE 
oxidizing, VERB 
plasmas, NOUN 
9, X 
conduction, NOUN 
mechanism, NOUN 

, SPACE 
thought, VERB 
dominated, VERB 
hopping, VERB 
electronic, ADJ 

, SPACE 
localized, VERB 
states, NOUN 
energy, NOUN 
gap, NOUN 
thermally, ADV 

, SPACE 
activated, VERB 
electronic, ADJ 
processes, NOUN 
band, NOUN 
tails, NOUN 

, SPACE 
depositions, NOUN 
performed, VERB 
plasmas, NOUN 
0, NUM 

, SPACE 
content, NOUN 
1, NUM 
exhibit, NOUN 
electrical, ADJ 
behaviour, NOUN 
equivalent, ADJ 

, SPACE 
deposited, VERB 
higher, ADJ 
0, NUM 
contents, NOUN 
effective, ADJ 

, SPACE 
way, NOUN 
practically, ADV 
controlling, VERB 
Pb, PROPN 
reduction, NOUN 

, SPACE 
films, NOUN 
order, NOUN 
tailor, VERB 
electrical, ADJ 
resistance, NOUN 

, SPACE 
specific, ADJ 
applications, NOUN 
vary, VERB 
hydrogen, NOUN 
content, NOUN 

, SPACE 
sputtering, ADJ 
gas, NOUN 

, SPACE 
aim, NOUN 
work, NOUN 
extend, VERB 
mildly, ADV 
reducing, VERB 

, SPACE 
gas, NOUN 
mixtures, NOUN 
Ar, PROPN 
+, CCONJ 
O-6.8, NUM 
HZ, PROPN 
previous, ADJ 
investiga-, NOUN 

, SPACE 
tions, NOUN 
transport, NOUN 
properties, NOUN 
lead, NOUN 
silicate, ADJ 
thin, ADJ 
films, NOUN 

, SPACE 
deposited, VERB 
RRFMS, PROPN 
films, NOUN 
XRD, PROPN 

, SPACE 
useful, ADJ 
structural, ADJ 
analysis, NOUN 
adopted, VERB 
multitechnique, ADJ 

, SPACE 
approach, NOUN 
nuclear, ADJ 
surface, NOUN 
analysis, NOUN 
Raman, NOUN 
scattering, VERB 

, SPACE 
0168, NUM 
583X/96/$15.00, PROPN 
Copyright, NOUN 
0, NUM 
1996, NUM 
Published, VERB 
Elsevier, ADJ 
Science, PROPN 
B.V., PROPN 
rights, NOUN 
reserved, VERB 

, SPACE 
PII, PROPN 
SO1, PROPN 
68, NUM 
583X(96)00082-, NUM 
1, NUM 

, SPACE 
V., PROPN 
Rigato, PROPN 
et, PROPN 
al./Nucl, PROPN 
Instr, PROPN 
Meth, PROPN 
Phys, PROPN 
Res, PROPN 
B, PROPN 
I16, PROPN 
1996, NUM 
424, NUM 
428, NUM 
42.5, NUM 

, SPACE 
ellipsometry, NOUN 
order, NOUN 
gain, VERB 
insight, NOUN 
micro-, NOUN 

, SPACE 
structure, NOUN 

, SPACE 
2, X 
Experimental, ADJ 

, SPACE 
sets, NOUN 
films, NOUN 
deposited, VERB 
different, ADJ 

, SPACE 
glass, NOUN 
targets, NOUN 
RRFMS, PROPN 
13.56, NUM 
MHz, NOUN 
45, NUM 
W, PROPN 
RF, PROPN 
power, NOUN 

, SPACE 
1.1, NUM 
X, NUM 
lo-, NOUN 
mbar, NOUN 
total, ADJ 
pressure, NOUN 
different, ADJ 
gas, NOUN 
mix-, NOUN 

, SPACE 
tures, NOUN 
compositions, NOUN 
given, VERB 
Table, NOUN 
1, NUM 
films, NOUN 

, SPACE 
deposited, VERB 
Si, ADJ 
single, ADJ 
crystals, NOUN 
ellipsometric, ADJ 

, SPACE 
compositional, ADJ 
measurements, NOUN 
Al, PROPN 
O, PROPN 
single, ADJ 
crystals, NOUN 

, SPACE 
Raman, PROPN 
DC, PROPN 
conductivity, NOUN 
measurements, NOUN 
Target, PROPN 

, SPACE 
1, NUM 
depositions, NOUN 
1, NUM 
7, NUM 
deposition, NOUN 
8, NUM 

, SPACE 
obtained, VERB 
target, NOUN 
2, NUM 
depositions, NOUN 
target, NOUN 

, SPACE 
1, NUM 
target, NOUN 
DC, PROPN 
self, NOUN 
bias, NOUN 
1204, NUM 
10, NUM 
V., PROPN 

, SPACE 
-5.5, NOUN 
5, NUM 
V, NOUN 
depositions, NOUN 
8, NUM 
order, NOUN 
minimize, VERB 

, SPACE 
formation, NOUN 
stressed, ADJ 
structures, NOUN 
sputter-, ADJ 

, SPACE 
ing, ADJ 
effect, NOUN 
energetic, ADJ 
ion, NOUN 
bombardment, NOUN 
samples, NOUN 

, SPACE 
mounted, VERB 
electrically, ADV 
insulated, VERB 
sample, NOUN 
holder, NOUN 

, SPACE 
electric, ADJ 
impedance, NOUN 
B13.56, PROPN 
MHz, NOUN 
holder, NOUN 

, SPACE 
originally, ADV 
chosen, VERB 
order, NOUN 
maximize, VERB 
floating, VERB 
poten-, ADJ 

, SPACE 
tial, ADJ 
deposition, NOUN 
lo, X 
reducing, VERB 
Ar+, ADJ 
energy, NOUN 

, SPACE 
10, NUM 
eV, NUM 
RF, PROPN 
power, NOUN 
involved, VERB 
depositions, NOUN 

, SPACE 
drawback, NOUN 
method, NOUN 
samples, NOUN 

, SPACE 
subjected, VERB 
enhanced, ADJ 
low, ADJ 
energy, NOUN 
electron, NOUN 
bombard-, X 

, SPACE 
ment, NOUN 
plasma, NOUN 
set, VERB 
thermal, ADJ 
gradient, NOUN 

, SPACE 
films, NOUN 
sample, NOUN 
holder, NOUN 

, SPACE 
compositions, NOUN 
targets, NOUN 
deposited, ADJ 
layers, NOUN 

, SPACE 
determined, VERB 
Rutherford, PROPN 
Backscattering, PROPN 
Spectrome-, PROPN 

, SPACE 
try, VERB 
RBS, PROPN 
HVEC, PROPN 
AN2000, PROPN 
Van, PROPN 
de, PROPN 
Graaff, PROPN 
accel-, NOUN 
erator, NOUN 
Laboratori, PROPN 
Nazionali, PROPN 
di, X 
Legnaro, PROPN 

, SPACE 
cu, NOUN 
particle, NOUN 
ion, NOUN 
beam, NOUN 
1.8, NUM 
MeV., NOUN 
films, NOUN 
thicknesses, NOUN 

, SPACE 
measured, VERB 
stylus, ADJ 
profilometer, NOUN 
Tencor, PROPN 
Instru-, PROPN 

, SPACE 
ments, NOUN 
model, NOUN 
Alpha, PROPN 
Step, NOUN 
200, NUM 

, SPACE 
electrical, ADJ 
measurements, NOUN 
performed, VERB 
sam-, NOUN 

, SPACE 
ples, NOUN 
1, NUM 
4, NUM 
Sheet, NOUN 
resistance, NOUN 
measured, VERB 
function, NOUN 

, SPACE 
sample, NOUN 
temperature, NOUN 
range, NOUN 
90, NUM 
300, NUM 
K, NOUN 
vacuum, NOUN 

, SPACE 
chamber, NOUN 
5, NUM 
X, NUM 
10m6, NUM 
mbar, NOUN 
electrometer, NOUN 
Keithley, PROPN 

, SPACE 
Instruments, PROPN 
model, NOUN 
237, NUM 
High, PROPN 
Voltage, PROPN 
Source, PROPN 
Measure, PROPN 

, SPACE 
Unit, PROPN 
evaporating, VERB 
gold, NOUN 
electrodes, NOUN 

, SPACE 
Ellipsometry, PROPN 
measurements, NOUN 
performed, VERB 
samples, NOUN 

, SPACE 
5, NUM 
7, NUM 
MOSS, PROPN 
ellipsometry, NOUN 
spectrometer, NOUN 

, SPACE 
SOPRA, NOUN 
experimental, ADJ 
apparatus, NOUN 
data, NOUN 
analysis, NOUN 

, SPACE 
methods, NOUN 
detailed, VERB 
Ref, PROPN 
l, NOUN 
11, NUM 

, SPACE 
Raman, PROPN 
scattering, VERB 
experiments, NOUN 
standard, ADJ 
apparatus, NOUN 

, SPACE 
measurements, NOUN 
samples, NOUN 
held, VERB 

, SPACE 
evacuated, ADJ 
optical, ADJ 
cryostat, NOUN 
avoid, VERB 
contamina-, ADJ 

, SPACE 
tion, NOUN 
air, NOUN 
moisture, NOUN 
VV, PROPN 
HV, PROPN 
polarized, VERB 

, SPACE 
Raman, PROPN 
scattering, VERB 
spectra, NOUN 
measured, VERB 
room, NOUN 
tempera-, VERB 

, SPACE 
ture, NOUN 
90, NUM 
geometry, NOUN 
excitation, NOUN 
514.5, NUM 
nm, ADJ 
line, NOUN 

, SPACE 
Ar+, PROPN 
ion, NOUN 
laser, NOUN 
operated, VERB 
500, NUM 
mW., NOUN 
incident, NOUN 

, SPACE 
laser, NOUN 
beam, NOUN 
formed, VERB 
angle, NOUN 
50, NUM 
sample, NOUN 
normal, ADJ 

, SPACE 
VV, PROPN 
spectra, NOUN 
polarization, NOUN 
perpendicular, ADJ 

, SPACE 
scattering, VERB 
plane, NOUN 
incident, NOUN 
scattered, ADJ 
radiation, NOUN 

, SPACE 
HV, PROPN 
spectra, VERB 
incident, NOUN 
beam, NOUN 
polarization, NOUN 
be-, ADP 

, SPACE 
longed, VERB 
scattering, VERB 
plane, NOUN 
scattered, ADJ 
radiation, NOUN 

, SPACE 
analyzed, VERB 
1, NUM 
meter, NOUN 
focal, ADJ 
length, NOUN 
double, ADJ 
pass, NOUN 
monochro-, NOUN 

, SPACE 
mator, NOUN 
Jobin, PROPN 
Yvon, PROPN 
Ramanor, PROPN 
model, NOUN 
HG2, PROPN 
S, PROPN 
equipped, VERB 

, SPACE 
holographic, ADJ 
gratings, NOUN 
2000, NUM 
line, NOUN 
mm, PROPN 
detected, VERB 

, SPACE 
cooled, VERB 
GaAs, PROPN 
photomultiplier, ADJ 
tube, NOUN 
RCA, PROPN 
model, NOUN 
31034A-, PROPN 

, SPACE 
02, NUM 
operated, VERB 
photon, NOUN 
counting, NOUN 
mode, NOUN 
interfaced, VERB 

, SPACE 
Table, NOUN 
1, NUM 

, SPACE 
Composition, NOUN 
sputtering, VERB 
targets, NOUN 
films, NOUN 
deposited, VERB 
different, ADJ 
plasma, NOUN 
conditions, NOUN 
deduced, VERB 
RBS, PROPN 
measurements, NOUN 

, SPACE 
density, NOUN 
films, NOUN 
calculated, VERB 
thickness, ADJ 
elemental, ADJ 
area1, NOUN 
densities, NOUN 

, SPACE 
Sample, PROPN 
Si, PROPN 
Pb, PROPN 

, SPACE 
EO16, PROPN 
cm, PROPN 
Pb, PROPN 
Si, PROPN 
O, NOUN 
Si, PROPN 
Thickness, PROPN 
Density, PROPN 

, SPACE 
lOI, ADJ 
cm21, PROPN 
lOI, X 
cm, PROPN 
hl, PROPN 
k, PROPN 
cm31, PROPN 

, SPACE 
Target, PROPN 
1, NUM 
0.5, NUM 
0.1, NUM 
3, NUM 
+1, ADJ 

, SPACE 
Target, PROPN 
2, NUM 
0.28, NUM 
+, NUM 
0.05, NUM 
2.2, NUM 
f, PROPN 
0.5, NUM 

, SPACE 
Film, PROPN 
1, NUM 

, SPACE 
Arf5%0, NOUN 
30, NUM 
f, PROPN 
3, NUM 
36, NUM 
+, NUM 
4, NUM 
120, NUM 
10, NUM 
1.2, NUM 
0.1, NUM 
3.9, NUM 
f, PROPN 
0.3, NUM 
325, NUM 
f., PROPN 
5, NUM 
3.1, NUM 

, SPACE 
Film, PROPN 
2, NUM 

, SPACE 
Pare, PROPN 
Ar, PROPN 
36zt, NOUN 
4, NUM 
41, NUM 
+, SYM 
4, NUM 
115, NUM 
t, NOUN 
15, NUM 
1.1, NUM 
+0.1, PROPN 
3.1, NUM 
f, PROPN 
0.3, NUM 
295, NUM 
+, SYM 
5, NUM 
4.0, NUM 

, SPACE 
Film, PROPN 
3, NUM 

, SPACE 
Ar, PROPN 
+, PROPN 
3.3, NUM 
H, NOUN 
41, NUM 
+6, PROPN 
51, NUM 
c5, PROPN 
120, NUM 
20, NUM 
1.3, NUM 
+0.2, NOUN 
3.0, NUM 
+, SYM 
0.6, NUM 
360, NUM 
+, NUM 
10, NUM 
3.8, NUM 

, SPACE 
Film, PROPN 
4, NUM 

, SPACE 
Ar, PROPN 
+, PROPN 
6.8, NUM 
H, NOUN 
34, NUM 
+, SYM 
5, NUM 
42, NUM 
+, SYM 
3, NUM 
llO_e20, NOUN 
1.2, NUM 
fO.l, PROPN 
2.6, NUM 
f, PROPN 
0.6, NUM 
300, NUM 
5, NUM 
3.8, NUM 

, SPACE 
Film, PROPN 
5, NUM 

, SPACE 
Ar+5%0, PROPN 
35, NUM 
+, SYM 
5, NUM 
40, NUM 
+, NUM 
2, NUM 
130, NUM 
+, SYM 
20, NUM 
1.2, NUM 
f, PROPN 
0.2, NUM 
3.7, NUM 
f, NOUN 
0.7, NUM 
330f, NOUN 
10, NUM 
3.5, NUM 

, SPACE 
Film, PROPN 
6, NUM 

, SPACE 
PureAr, NOUN 
35, NUM 
5, NUM 
4O*4, NUM 
110, NUM 
+, NUM 
15, NUM 
1.2, NUM 
kO.2, PROPN 
3.1, NUM 
+, SYM 
0.5, NUM 
310, NUM 
10, NUM 
3.5, NUM 

, SPACE 
Film, PROPN 
7, NUM 

, SPACE 
Ar, PROPN 
+, PROPN 
3.3, NUM 
H, NOUN 
35, NUM 
+, SYM 
5, NUM 
44, NUM 
+, NUM 
6, NUM 
120, NUM 
jr, NUM 
15, NUM 
1.3, NUM 
k, NOUN 
o.2, PROPN 
3.5, NUM 
+, SYM 
0.6, NUM 
335, NUM 
k, NOUN 
5, NUM 
3.6, NUM 

, SPACE 
Film, PROPN 
8, NUM 

, SPACE 
Ar+l%H, PROPN 
1.1, NUM 
+0.3, NOUN 
3.8, NUM 
1.6, NUM 
2550, NUM 
+, CCONJ 
150, NUM 

, SPACE 
426, NUM 
V., PROPN 
Rigato, PROPN 
et, PROPN 
al./Nd, NOUN 
Instr, PROPN 
Meth, PROPN 
Phys, PROPN 
Res, PROPN 
B, PROPN 
I16, PROPN 
1996, NUM 
424, NUM 
428, NUM 

, SPACE 
toal, NOUN 
1, NUM 
6, NUM 
8, NUM 
10, NUM 
12, NUM 

, SPACE 
1000, NUM 
T(K, PROPN 

, SPACE 
Fig, PROPN 
1, NUM 
Arrhenius, NOUN 
plots, NOUN 
sheet, NOUN 
resistance, NOUN 
films, NOUN 

, SPACE 
deposited, VERB 
different, ADJ 
Ar, PROPN 
+, PROPN 
H, PROPN 
plasmas, PROPN 

, SPACE 
multichannel, PROPN 
analyzer, PROPN 
instrumental, ADJ 
band, NOUN 
pass, NOUN 
3, NUM 

, SPACE 
cm-, PROPN 
measurements, NOUN 
spectra, NOUN 

, SPACE 
recorded, VERB 
data, NOUN 
intervals, NOUN 
1, NUM 
cm-, NOUN 

, SPACE 
experimental, ADJ 
conditions, NOUN 
good, ADJ 
signal, NOUN 
noise, NOUN 
ratio, NOUN 

, SPACE 
obtained, VERB 
Raman, NOUN 
spectra, PROPN 
superimposed, VERB 

, SPACE 
nearly, ADV 
flat, ADJ 
luminescence, NOUN 
background, NOUN 
extending, VERB 

, SPACE 
scanned, VERB 
spectral, ADJ 
range, NOUN 

, SPACE 
3, X 
Results, NOUN 
discussion, NOUN 

, SPACE 
compositions, NOUN 
thicknesses, NOUN 
films, NOUN 

, SPACE 
summarized, VERB 
Table, PROPN 
1, NUM 
deposited, ADJ 
films, NOUN 
turn, VERB 
richer, ADJ 

, SPACE 
lead, NOUN 
targets, NOUN 
behaviour, NOUN 
expected, VERB 

, SPACE 
thermalization, NOUN 
sputtered, ADJ 
particles, NOUN 
gas, NOUN 

, SPACE 
mixture, NOUN 
discussed, VERB 
Ref, PROPN 
8, NUM 

, SPACE 
Arrhenius, PROPN 
plots, NOUN 
DC, PROPN 
conductivity, NOUN 
measure-, NOUN 

, SPACE 
ments, NOUN 
shown, VERB 
Fig, PROPN 
1, NUM 
room, NOUN 
temperature, NOUN 
sheet, NOUN 

, SPACE 
resistance, NOUN 
films, NOUN 
deposited, VERB 
oxidizing, VERB 
plasma, NOUN 

, SPACE 
higher, ADJ 
5, NUM 
X, NOUN 
lOI, AUX 
fi/, ADJ 
El, PROPN 
DC, PROPN 
conductivity, NOUN 

, SPACE 
films, NOUN 
deposited, VERB 
Ar, PROPN 
+, CCONJ 
6.8, NUM 
H, NOUN 
gas, NOUN 
mixture, NOUN 

, SPACE 
orders, NOUN 
magnitude, NOUN 
higher, ADV 
weaker, ADJ 
tem-, NOUN 

, SPACE 
perature, NOUN 
dependence, NOUN 
films, NOUN 
obtained, VERB 

, SPACE 
reducing, VERB 
atmosphere, NOUN 
behaviour, NOUN 
found, VERB 

, SPACE 
films, NOUN 
comparable, ADJ 
thickness, NOUN 
deposited, VERB 
Ar, PROPN 
+, SYM 
20, NUM 
H, NOUN 

, SPACE 
71, NUM 

, SPACE 
films, NOUN 
deposited, VERB 
pure, ADJ 
Ar, PROPN 
conductivity, NOUN 

, SPACE 
higher, ADJ 
deposited, VERB 
Ar, PROPN 
+, PROPN 
3.3, NUM 
H, NOUN 
appar-, NOUN 

, SPACE 
ently, ADV 
surprising, ADJ 
finding, NOUN 
suggests, VERB 
control, NOUN 
gas, NOUN 

, SPACE 
composition, NOUN 
sputtering, NOUN 
power, NOUN 
sufficient, ADJ 

, SPACE 
granting, VERB 
reproducibility, NOUN 
electrical, ADJ 
properties, NOUN 

, SPACE 
attribute, VERB 
fact, NOUN 
temperature, NOUN 
growing, VERB 
film, NOUN 

, SPACE 
pointed, VERB 
introduction, NOUN 
depends, VERB 

, SPACE 
rate, NOUN 
electron, PROPN 
bombardment, NOUN 
plasma, NOUN 
fact, NOUN 
Ar, PROPN 
deposition, NOUN 
sample, NOUN 
holder, NOUN 
floating, VERB 
poten-, PRON 

, SPACE 
tial, NOUN 
turned, VERB 
highest, ADJ 
depositions, NOUN 
implies, VERB 

, SPACE 
higher, ADJ 
temperature, NOUN 
growth, NOUN 
thought, VERB 
enhance, VERB 

, SPACE 
chemical, NOUN 
reduction, NOUN 
effectiveness, NOUN 
study, NOUN 

, SPACE 
effects, NOUN 
sample, NOUN 
deposition, NOUN 
temperature, NOUN 
range, NOUN 

, SPACE 
20, NUM 
80, NUM 
°, NUM 
C, NOUN 
electrical, ADJ 
properties, NOUN 
study, NOUN 

, SPACE 
presented, VERB 
forthcoming, ADJ 
paper, NOUN 

, SPACE 
Usually, ADV 
step, NOUN 
determining, VERB 
electrical, ADJ 

, SPACE 
conduction, NOUN 
mechanism, NOUN 
find, VERB 
linear, ADJ 
dependence, NOUN 

, SPACE 
logarithm, NOUN 
resistivity, NOUN 
versus, ADP 
l, PROPN 
Tjm, PROPN 
Different, ADJ 

, SPACE 
values, NOUN 
m, NOUN 
indication, NOUN 
mechanism, NOUN 

, SPACE 
dominant, ADJ 
temperature, NOUN 
range, NOUN 
12,13, NUM 

, SPACE 
analysis, NOUN 
plots, NOUN 
m, NOUN 
varying, VERB 
1, NUM 

, SPACE 
reported, VERB 
impossible, ADJ 
assign, VERB 
single, ADJ 
conduc-, ADJ 

, SPACE 
tion, NOUN 
mechanism, NOUN 
films, NOUN 
temperatures, NOUN 

, SPACE 
90, NUM 
300, NUM 
K, NOUN 
transition, NOUN 
different, ADJ 
mecha-, NUM 

, SPACE 
nisms, NOUN 
undoubtedly, ADV 
occurs, VERB 
240, NUM 
K., PROPN 
Furthermore, ADV 

, SPACE 
identification, NOUN 
transport, NOUN 
mechanism, NOUN 
90, NUM 
240, NUM 
K, PROPN 

, SPACE 
range, NOUN 
require, VERB 
extension, NOUN 
electrical, ADJ 
measure-, ADJ 

, SPACE 
ments, NOUN 
lower, ADJ 
temperatures, NOUN 
best, ADJ 
fits, NOUN 
data, NOUN 

, SPACE 
obtained, VERB 
m, PROPN 
<, X 
4, NUM 
ruling, VERB 
occurrence, NOUN 

, SPACE 
electronic, ADJ 
conduction, NOUN 
thermal, ADJ 
excitations, NOUN 
extended, VERB 

, SPACE 
states, NOUN 
nearest, ADP 
neighbour, ADJ 
hopping, NOUN 
12, NUM 
tunnelling, VERB 

, SPACE 
isolated, ADJ 
metallic, ADJ 
clusters, NOUN 
131, NUM 

, SPACE 
