Nuclear, PROPN 
, SPACE 
electron, NOUN 
gamma, NOUN 
events, NOUN 
differences, NOUN 
pulse, NOUN 
shape, NOUN 

, SPACE 
scintillation, NOUN 
light, NOUN 
3, NUM 
expected, VERB 
energy, NOUN 
deposit, NOUN 

, SPACE 
recoiling, VERB 
nucleus, NOUN 
dark, ADJ 
matter, NOUN 
event, NOUN 
small, ADJ 

, SPACE 
scintillators, NOUN 
high, ADJ 
light, ADJ 
output, NOUN 
liquid, ADJ 
xenon, NOUN 

, SPACE 
LXe, NOUN 
sodium, NOUN 
iodide, NOUN 
NaI, PROPN 
required, VERB 

, SPACE 
important, ADJ 
parameter, NOUN 
limiting, VERB 
sensitivity, NOUN 
detectors, NOUN 

, SPACE 
light, ADJ 
collection, NOUN 
efficiency, NOUN 
determines, VERB 

, SPACE 
achievable, ADJ 
energy, NOUN 
threshold, NOUN 
discriminatory, ADJ 

, SPACE 
power, NOUN 
scintillation, NOUN 

, SPACE 
light, NOUN 
UV, NOUN 
region, NOUN 
detectors, NOUN 
175, NUM 
nm, NOUN 

, SPACE 
LXe, NOUN 
300, NUM 
nm, NOUN 
pure, ADJ 
NaI, PROPN 
problems, NOUN 
arise, VERB 

, SPACE 
achieving, VERB 
good, ADJ 
collection, NOUN 
efficiency, NOUN 

, SPACE 
UV, NOUN 
sensitive, ADJ 
photomultiplier, ADJ 
tubes, NOUN 
PMTs, PROPN 

, SPACE 
required, VERB 
radioactive, ADJ 
necessitating, NOUN 
long, ADJ 

, SPACE 
y, PROPN 
30, NUM 
cm, PROPN 
lightguide, ADJ 

, SPACE 
2, X 
lightguides, NOUN 
needed, VERB 
separate, VERB 
PMTs, NOUN 

, SPACE 
target, NOUN 
lose, VERB 
light, NOUN 
high, ADJ 
UV, NOUN 
attenuation, NOUN 
poor, ADJ 

, SPACE 
UV, NOUN 
reflectance, NOUN 

, SPACE 
3, X 
Light, NOUN 
emerge, VERB 
target, NOUN 
vessel, NOUN 

, SPACE 
poor, ADJ 
UV, NOUN 
reflectance, NOUN 
walls, NOUN 

, SPACE 
Corresponding, VERB 
author, NOUN 
Fax, NOUN 
44, NUM 
I71, PROPN 
823, NUM 
8830, NUM 
E, NOUN 
mail, NOUN 

, SPACE 
g.j.davies@ic.ac.uk, VERB 
problems, NOUN 
avoided, VERB 
substantial, ADJ 
gains, NOUN 

, SPACE 
light, ADJ 
collection, NOUN 
light, NOUN 
shifted, VERB 
visible, ADJ 

, SPACE 
region, NOUN 
wavelength, NOUN 
shifter, NOUN 
WLS, PROPN 
fluors, NOUN 
ab-, AUX 

, SPACE 
sorb, VERB 
light, NOUN 
UV, NOUN 
emit, VERB 
longer, ADJ 
wavelengths, NOUN 

, SPACE 
aromatic, ADJ 
organic, ADJ 
compounds, NOUN 
fluoresce, ADV 

, SPACE 
n, CCONJ 
orbital, ADJ 
electrons, NOUN 
excited, ADJ 
ionizing, VERB 
particles, NOUN 

, SPACE 
UV, NOUN 
radiation, NOUN 
4, NUM 
Electrons, NOUN 
excited, ADJ 
vibrational, ADJ 

, SPACE 
states, NOUN 
excited, ADJ 
state, NOUN 
S, PROPN 
relax, VERB 
picosec-, PROPN 

, SPACE 
onds, NOUN 
lowest, ADJ 
lying, NOUN 
level, NOUN 
S, PROPN 
decaying, VERB 

, SPACE 
ground, NOUN 
state, NOUN 
radiation, NOUN 
photon, NOUN 
com-, NOUN 

, SPACE 
pound, NOUN 
characteristic, ADJ 
emission, NOUN 
wavelength, NOUN 
Fig, PROPN 
I., PROPN 

, SPACE 
plastic, NOUN 
scintillators, NOUN 
binder, NOUN 
WLS, PROPN 
dis-, NOUN 

, SPACE 
solved, VERB 
n, ADJ 
electron, NOUN 
saucture, NOUN 
absorbs, VERB 

, SPACE 
incident, NOUN 
energy, NOUN 
concentration, NOUN 
wavelength, NOUN 

, SPACE 
shifting, VERB 
solute, NOUN 
high, ADJ 
energy, NOUN 
transferred, VERB 

, SPACE 
non, ADJ 
radiative, ADJ 
dipole, NOUN 
dipole, NOUN 
interactions, NOUN 
excited, ADJ 
lev-, NOUN 

, SPACE 
els, NOUN 
producing, VERB 
fluorescence, NOUN 
5, NUM 
transfer, NOUN 
efficient, ADJ 

, SPACE 
good, ADJ 
overlap, NOUN 
binder, NOUN 
emission, NOUN 
spec-, PART 

, SPACE 
trum, NOUN 
absorption, NOUN 
spectrum, NOUN 
solute, NOUN 
Energy, NOUN 

, SPACE 
transfer, NOUN 
solutes, NOUN 
possible, ADJ 
allowing, VERB 
final, ADJ 

, SPACE 
light, NOUN 
shifted, VERB 
longer, ADV 
wavelengths, NOUN 

, SPACE 
Traditionally, ADV 
fluors, NOUN 
applied, VERB 
vacuum, NOUN 

, SPACE 
evaporation, NOUN 
powder, NOUN 
form, NOUN 
applied, VERB 

, SPACE 
directly, ADV 
crystal, NOUN 
faces, NOUN 
target, NOUN 
vessel, NOUN 
walls, NOUN 

, SPACE 
face, NOUN 
lightguides, NOUN 
photomultipliers, NOUN 
6, NUM 
possible, ADJ 

, SPACE 
tune, VERB 
final, ADJ 
emission, NOUN 
wavelength, NOUN 
shifter, NOUN 

, SPACE 
detector, NOUN 
optimum, ADJ 
sensitivity, NOUN 
u, NOUN 
400, NUM 
nm, NOUN 
conven-, ADJ 

, SPACE 
tional, ADJ 
photomultiplier, NOUN 
directly, ADV 
selecting, VERB 
single, ADJ 

, SPACE 
suitable, ADJ 
compound, NOUN 
adding, VERB 
secondary, ADJ 
shifter, NOUN 

, SPACE 
increase, VERB 
final, ADJ 
wavelength, NOUN 
light, NOUN 
ternary, ADJ 

, SPACE 
system, NOUN 
recently, ADV 
dissolved, VERB 
plastic, NOUN 

, SPACE 
binders, NOUN 
offering, VERB 
greater, ADJ 
rigidity, NOUN 
higher, ADJ 
wavelength, NOUN 
shifter, ADJ 

, SPACE 
concentrations, NOUN 
making, VERB 
production, NOUN 
ternary, ADJ 
sys-, NOUN 

, SPACE 
terns, VERB 
easier, ADJ 

, SPACE 
0168, NUM 
583X/96/$15.00, PROPN 
Copyright, NOUN 
0, NUM 
1996, NUM 
Published, VERB 
Elsevier, ADJ 
Science, PROPN 
rights, NOUN 
reserved, VERB 

, SPACE 
PII, PROPN 
168, NUM 
583X(96)0031, NUM 
8, NUM 
7, NUM 

, SPACE 
422, NUM 
C.H., PROPN 
Lully, PROPN 
et, PROPN 
ul./Nucl, ADJ 
Instr, PROPN 
cmd, PROPN 
Meth, PROPN 
Phys, PROPN 
Res, PROPN 
B, PROPN 
II7, PROPN 
1996, NUM 
42/-427, NUM 

, SPACE 
$, SYM 
2, NUM 

, SPACE 
s, PROPN 
so0, PROPN 
k, NOUN 
c, NOUN 
2, NUM 
Z, NOUN 
.Y, NOUN 

, SPACE 
iu, ADP 
E, PROPN 
w, NOUN 

, SPACE 

, SPACE 

, SPACE 

, SPACE 
Fig, PROPN 
I., PROPN 
Energy, PROPN 
levels, NOUN 
organic, ADJ 
molecule, NOUN 
ff, ADJ 
electron, NOUN 

, SPACE 
structure, NOUN 

, SPACE 

, SPACE 

, SPACE 
produced, VERB 
evaporated, ADJ 
samples, NOUN 
p, NOUN 
terphenyl, NOUN 

, SPACE 
TPH, PROPN 
tetraphenyl, NOUN 
butadiene, PROPN 
TPB, PROPN 
obtained, VERB 
plas-, ADJ 

, SPACE 
tic, ADJ 
samples, NOUN 
based, VERB 
TPH, PROPN 
varying, VERB 
thickness, NOUN 

, SPACE 
NE, PROPN 
Technologies, PROPN 
7, NUM 
BICRON, PROPN 
8, NUM 

, SPACE 
measured, VERB 
conversion, NOUN 
efficiency, NOUN 
function, NOUN 
inci-, ADJ 

, SPACE 
dent, ADJ 
wavelength, NOUN 
emission, NOUN 
spectrum, VERB 

, SPACE 
2, X 
Method, PROPN 

, SPACE 
Coatings, NOUN 
range, NOUN 
thicknesses, NOUN 
produced, VERB 

, SPACE 
evaporation, NOUN 
chamber, NOUN 
shown, VERB 
Fig, PROPN 
2, NUM 
wavelength, NOUN 

, SPACE 
shifting, VERB 
powder, NOUN 
heated, VERB 
nickel, NOUN 
foil, NOUN 
boat, NOUN 

, SPACE 
evaporated, VERB 
fluor, NOUN 
deposited, VERB 
glass, NOUN 
slide, NOUN 
near, ADP 

, SPACE 
evacuated, ADJ 
chamber, NOUN 
thickness, NOUN 
coating, NOUN 

, SPACE 
controlled, VERB 
interposing, VERB 
mechanical, ADJ 
shutter, NOUN 

, SPACE 
glass, NOUN 
slide, NOUN 
attenuation, NOUN 
light, ADJ 
beam, NOUN 

, SPACE 
coated, ADJ 
slide, NOUN 
reached, VERB 
pre, ADJ 
set, ADJ 
level, NOUN 
Samples, NOUN 

, SPACE 
thicknesses, NOUN 
measured, VERB 
directly, ADV 
weighing, VERB 

, SPACE 
obtain, VERB 
light, ADJ 
attenuation, NOUN 
coefficient, VERB 
plot, NOUN 

, SPACE 
light, ADJ 
attenuation, NOUN 
thickness, NOUN 
evaporations, NOUN 

, SPACE 
pressure, NOUN 
l, NOUN 
l.5, ADJ 
X, PROPN 
IO-, PROPN 
Torr, PROPN 
improving, VERB 

, SPACE 
vacuum, NOUN 
X, PROPN 
10m2, PROPN 
Torr, PROPN 
improve, VERB 
conver-, NOUN 

, SPACE 
sion, NOUN 
efficiency, NOUN 
fluors, NOUN 
TPB, NOUN 
goes, VERB 
liquid, ADJ 

, SPACE 
Detector, PROPN 

, SPACE 
silicon, NOUN 
diode, NOUN 
Filter, PROPN 

, SPACE 
Glass, PROPN 
slide, NOUN 

, SPACE 
Motor, PROPN 
rotate, VERB 

, SPACE 
w, NOUN 

, SPACE 
35, NUM 
cm, NOUN 

, SPACE 
Fig, PROPN 
2, NUM 
Evaporation, NOUN 
chamber, NOUN 

, SPACE 
C.H., PROPN 
Lally, PROPN 
et, PROPN 
al./Nucl, PROPN 
Instr, PROPN 
Meth, PROPN 
Phys, PROPN 
Res, PROPN 
B, NOUN 
117, NUM 
1996, NUM 
421, NUM 
427, NUM 
423, NUM 

, SPACE 
phase, NOUN 
heated, VERB 
TPH, PROPN 
sublimes, VERB 
bubbling, VERB 
light, NOUN 
deuterium, NOUN 
lamp, NOUN 
D, NOUN 
passes, VERB 
185, NUM 
nm, NOUN 

, SPACE 
occurs, VERB 
liquid, ADJ 
phase, NOUN 
lead, VERB 
poor, ADJ 
interference, NOUN 
filter, NOUN 
25, NUM 
nm, NOUN 
FWHM, NOUN 
bandwidth, ADJ 

, SPACE 
quality, NOUN 
coatings, NOUN 
controlled, VERB 
heating, NOUN 
profile, NOUN 
WLS, PROPN 
emitted, VERB 
isotropic, ADJ 
light, NOUN 
focused, VERB 

, SPACE 
TPB, PROPN 
adjusted, VERB 
according, VERB 
lens, NOUN 
grating, NOUN 
calibrated, VERB 
photomultiplier, NOUN 

, SPACE 
powder, NOUN 
evaporated, VERB 
making, VERB 
difficult, ADJ 
com-, NOUN 
tube, NOUN 
needed, VERB 
use, VERB 
PMT, NOUN 
instead, ADV 
diode, NOUN 

, SPACE 
pound, NOUN 
evaporate, VERB 
uniformly, ADV 
shifted, VERB 
light, NOUN 
reaching, VERB 
exit, NOUN 
low, ADJ 

, SPACE 
plastic, NOUN 
samples, NOUN 
based, VERB 
primary, ADJ 
WLS, NOUN 

, SPACE 
TPH, PROPN 
varying, VERB 
concentration, NOUN 
POPOP, PROPN 
usual, ADJ 

, SPACE 
secondary, ADJ 
shifter, NOUN 
polyvinyltoluene, NOUN 
PVT, PROPN 
binder, NOUN 

, SPACE 
Thicknesses, NOUN 
40, NUM 
pm, NOUN 
5, NUM 
mm, NOUN 
tested, VERB 

, SPACE 
measured, VERB 
output, NOUN 
spectrum, NOUN 
WLS, PROPN 

, SPACE 
specially, ADV 
adapted, VERB 
monochromator, NOUN 
Fig, PROPN 
3a, PROPN 
conversion, NOUN 
efficiency, NOUN 
WLS, PROPN 
measured, VERB 

, SPACE 
monochromator, NOUN 
different, ADJ 
configuration, NOUN 

, SPACE 
Fig, PROPN 
3b, NUM 
time, NOUN 
light, NOUN 
D, PROPN 
lamp, NOUN 
passes, VERB 

, SPACE 
directly, ADV 
grating, NOUN 
set, VERB 
reflect, VERB 
particular, ADJ 

, SPACE 
wavelength, NOUN 
light, NOUN 
monochromator, NOUN 
exit, NOUN 

, SPACE 
light, NOUN 
measured, VERB 
calibrated, VERB 
UV, NOUN 
sensitive, ADJ 

, SPACE 
diode, NOUN 
calculate, VERB 
flux, NOUN 
UV, NOUN 
photons, NOUN 
exit, NOUN 

, SPACE 
rotating, VERB 
diode, NOUN 
mount, NOUN 
shone, VERB 

, SPACE 
WLS, PROPN 
sample, NOUN 
fixed, VERB 
directly, ADV 
second, ADJ 

, SPACE 
calibrated, VERB 
diode, NOUN 
estimate, VERB 
flux, NOUN 

, SPACE 
wavelength, NOUN 
shifted, VERB 
photons, NOUN 
external, ADJ 
quantum, NOUN 
effi-, NOUN 

, SPACE 
ciency, NOUN 
defined, VERB 
number, NOUN 
photons, NOUN 
emitted, VERB 
divided, VERB 

, SPACE 
number, NOUN 
incident, NOUN 
photons, NOUN 
calculated, VERB 

, SPACE 
correcting, VERB 
different, ADJ 
active, ADJ 
areas, NOUN 

, SPACE 
diodes, NOUN 
quantum, NOUN 
efficiencies, NOUN 
diodes, NOUN 

, SPACE 
relevant, ADJ 
wavelengths, NOUN 
solid, ADJ 
angle, NOUN 
isotropic, NOUN 
shifted, VERB 

, SPACE 
light, NOUN 
second, ADJ 
diode, NOUN 
sees, NOUN 
reflec-, ADJ 

, SPACE 
tive, NOUN 
refractive, ADJ 
processes, NOUN 
shifted, VERB 
light, NOUN 
under-, X 

, SPACE 
goes, VERB 
reaching, VERB 
diode, ADJ 
surface, NOUN 
Values, NOUN 
1.3, NUM 

, SPACE 
1.5, NUM 
taken, VERB 
refractive, ADJ 
indices, NOUN 
evaporated, ADJ 

, SPACE 
coatings, NOUN 
plastics, NOUN 
respectively, ADV 
correc-, NUM 

, SPACE 
tion, NOUN 
factors, NOUN 
carry, VERB 
significant, ADJ 
systematic, ADJ 
errors, NOUN 

, SPACE 
type, NOUN 
shifter, PROPN 
evaporated, ADJ 
plastic, NOUN 

, SPACE 
comparison, NOUN 
different, ADJ 
evaporated, ADJ 
plastic, NOUN 

, SPACE 
shifters, NOUN 
insensitive, ADJ 
4, NUM 
Calibrated, VERB 
PMT, PROPN 

, SPACE 
n, CCONJ 

, SPACE 

, SPACE 
Grating, VERB 
Deuterium, PROPN 
Lamp, PROPN 

, SPACE 
WLS, PROPN 
Sample, PROPN 

, SPACE 
Calibrated, PROPN 
Diodes, NOUN 

, SPACE 
Rotatable, PROPN 
Mount, PROPN 

, SPACE 

, SPACE 
Grating, VERB 
Deuterium, PROPN 
Lamp, PROPN 

, SPACE 
Fig, PROPN 
3, NUM 
Schematic, PROPN 
monochromator, NOUN 
set, NOUN 
measuring, VERB 

, SPACE 
emission, NOUN 
spectra, PROPN 
b, X 
Schematic, PROPN 
monochromator, NOUN 
set, NOUN 

, SPACE 
measuring, VERB 
conversion, NOUN 
efficiency, NOUN 
self, NOUN 
attenuation, NOUN 
evaporated, ADJ 
coatings, NOUN 

, SPACE 
tested, VERB 
illuminating, VERB 
light, NOUN 
wavelength, NOUN 

, SPACE 
equalled, VERB 
peak, NOUN 
emission, NOUN 

, SPACE 
3, X 
Results, NOUN 

, SPACE 
Fig, PROPN 
4a, PROPN 
b, PROPN 
gives, VERB 
emission, NOUN 
spectra, NOUN 
TPH, PROPN 
TPB, PROPN 

, SPACE 
fairly, ADV 
good, ADJ 
agreement, NOUN 
earlier, ADJ 
measurements, NOUN 

, SPACE 
quoted, VERB 
literature, NOUN 
7,9, NUM 
observed, VERB 

, SPACE 
expected, VERB 
emission, NOUN 
spectrum, NOUN 
vary, VERB 

, SPACE 
WLS, PROPN 
thickness, NOUN 
wavelength, NOUN 
incident, NOUN 
light, NOUN 

, SPACE 
light, ADJ 
incident, NOUN 
higher, ADJ 
energy, NOUN 
fluors, NOUN 

, SPACE 
primary, ADJ 
absorption, NOUN 
band, NOUN 

, SPACE 
Fig, PROPN 
5a, PROPN 
b, PRON 
shows, VERB 
external, ADJ 
quantum, NOUN 
efficiency, NOUN 

, SPACE 
incident, NOUN 
light, NOUN 
175, NUM 
nm, PROPN 
versus, ADP 
thickness, NOUN 
errors, NOUN 

, SPACE 
graphs, NOUN 
dominated, VERB 
systematic, ADJ 

, SPACE 
uncertainty, NOUN 
15, NUM 
quantum, NOUN 
efficiencies, NOUN 

, SPACE 
diodes, NOUN 
arising, VERB 
uncertainties, NOUN 
intensity, NOUN 

, SPACE 
light, ADJ 
source, NOUN 
calibrated, VERB 
took, VERB 

, SPACE 
advantage, NOUN 
TPH, PROPN 
gentle, ADJ 
decrease, NOUN 
efficiency, NOUN 

, SPACE 
thickness, NOUN 
crude, ADJ 
evaporation, NOUN 

, SPACE 
cylindrical, ADJ 
walls, NOUN 
small, ADJ 
LXe, NOUN 
test, NOUN 
cell, NOUN 
protective, ADJ 

, SPACE 
transparent, ADJ 
layer, NOUN 
magnesium, NOUN 
fluoride, NOUN 
placed, VERB 

, SPACE 
424, NUM 
C.H., PROPN 
Lally, PROPN 
et, PROPN 
at./Nuci, PROPN 
Imtr, PROPN 
Meth, PROPN 
Phys, PROPN 
Res, PROPN 
3, NUM 
117, NUM 
1996, NUM 
421, NUM 
427, NUM 

, SPACE 
shifter, NOUN 
prevent, VERB 
contamination, NOUN 
LXe, NOUN 
Scintilla-, PROPN 

, SPACE 
tion, NOUN 
light, NOUN 
observed, VERB 
TPH, PROPN 
migrated, VERB 

, SPACE 
unprotected, ADJ 
surfaces, NOUN 
Whilst, SCONJ 
problem, NOUN 
solvable, ADJ 

, SPACE 
illustrates, VERB 
advantage, NOUN 
plastic, ADJ 
shifters, NOUN 
evaporated, VERB 

, SPACE 
coatings, NOUN 

, SPACE 
Fig, PROPN 
6a, NOUN 
b, PRON 
shows, VERB 
transmittance, NOUN 
TPH, PROPN 
TPB, PROPN 

, SPACE 
coatings, NOUN 
emission, NOUN 
wavelengths, NOUN 
335, NUM 
nm, NOUN 
440, NUM 

, SPACE 
nm, ADJ 
respectively, ADV 
function, NOUN 
thickness, NOUN 
Clearly, ADV 

, SPACE 
attenuation, NOUN 
longer, ADJ 
light, NOUN 
TPB, PROPN 
far, ADV 
greater, ADJ 

, SPACE 
attenuation, NOUN 
shorter, ADJ 
light, NOUN 
TPH, PROPN 

, SPACE 
Fig, PROPN 
7a, NOUN 
b, X 
shows, VERB 
external, ADJ 
quantum, NOUN 
efficiency, NOUN 

, SPACE 
function, NOUN 
wavelength, NOUN 
samples, NOUN 
approximately, ADV 

, SPACE 
optimum, ADJ 
thickness, NOUN 
believe, VERB 
peak, NOUN 
efficiency, NOUN 

, SPACE 
TPH, PROPN 
260, NUM 
nm, ADJ 
corresponds, NOUN 
fluor, NOUN 
S, PROPN 

, SPACE 
absorption, NOUN 
peak, NOUN 
i.e., X 
transitions, NOUN 
ground, NOUN 
state, NOUN 

, SPACE 
excited, ADJ 
state, NOUN 
occurs, VERB 
wavelength, NOUN 
4, NUM 

, SPACE 
absorption, NOUN 
light, NOUN 
TPB, PROPN 
far, ADV 
rapid, ADJ 

, SPACE 
TPH, PROPN 
supported, VERB 
Fig, PROPN 
5, NUM 
6, NUM 
incident, NOUN 

, SPACE 
light, NOUN 
wavelengths, NOUN 
fully, ADV 
absorbed, VERB 
sample, NOUN 

, SPACE 
contrast, NOUN 
TPH, PROPN 
believe, VERB 
directly, ADV 

, SPACE 
fluor, NOUN 
absorption, NOUN 
peaks, NOUN 
5, NUM 
absorption, NOUN 
peak, NOUN 

, SPACE 
TPB, PROPN 
occurs, VERB 
340, NUM 
nm, NOUN 
4, NUM 
Mechanisms, PROPN 
M, PROPN 
exist, VERB 

, SPACE 
4, NUM 
molecule, NOUN 
absorbs, VERB 
incident, NOUN 
photon, NOUN 

, SPACE 
energy, NOUN 
greater, ADJ 
required, VERB 
excite, VERB 
single, ADJ 

, SPACE 
electron, NOUN 
lowest, ADJ 
S, PROPN 
level, NOUN 
excite, VERB 
electron, NOUN 

, SPACE 
1, NUM 
50, NUM 

, SPACE 
Wavelength, PROPN 
nm, PROPN 

, SPACE 
~~~~~~~~_.~, NOUN 
~_~~~L, ADJ 

, SPACE 
450, NUM 
500, NUM 
550, NUM 

, SPACE 
Wavelength, PROPN 
nm, ADJ 

, SPACE 
Fig, PROPN 
4, NUM 
Emission, NOUN 
spectra, NOUN 
TPH, PROPN 
TPB, PROPN 
185, NUM 
nm, ADJ 
wave-, NOUN 

, SPACE 
length, NOUN 
incident, NOUN 
light, NOUN 
08, NUM 
1, NUM 
1.2, NUM 
1.4, NUM 

, SPACE 
Thickness, PROPN 
br+-n, PROPN 

, SPACE 
0.5, NUM 
0.6, NUM 
0.7, NUM 

, SPACE 
Thickness, PROPN 
mg, PROPN 
cm, PROPN 

, SPACE 
Fig, PROPN 
5, NUM 
External, ADJ 
quantum, NOUN 
efficiency, NOUN 
versus, ADP 
thickness, NOUN 
TPH, PROPN 

, SPACE 
TPB, PROPN 
175, NUM 
nm, PROPN 
incident, NOUN 
light, NOUN 

, SPACE 
neighboring, NOUN 
molecule, NOUN 
processes, NOUN 
qualita-, VERB 

, SPACE 
tively, ADV 
represented, VERB 

, SPACE 
s, PROPN 
+, NUM 
s+s*+s, NUM 

, SPACE 
S, PROPN 
signifies, VERB 
WLS, NOUN 
molecule, NOUN 
M, PROPN 
signifi-, VERB 

, SPACE 
nt, PART 
molecular, ADJ 
density, NOUN 
high, ADJ 
time, NOUN 

, SPACE 
taken, VERB 
usual, ADJ 
thermal, ADJ 
dissipation, NOUN 
excess, ADJ 

, SPACE 
energy, NOUN 
relatively, ADV 
long, ADV 
suggest, VERB 
approaches, VERB 

, SPACE 
energy, NOUN 
required, VERB 
excitation, NOUN 
5, NUM 
second, ADJ 
excited, ADJ 

, SPACE 
energy, NOUN 
level, NOUN 
likelihood, NOUN 
M, PROPN 
increases, VERB 

, SPACE 
higher, ADJ 
energy, NOUN 
S, PROPN 
vibrational, ADJ 
states, NOUN 
shorter, ADV 
lived, VERB 

, SPACE 
fall, VERB 
rapidly, ADV 
lowest, ADJ 
S, PROPN 
level, NOUN 

, SPACE 
given, VERB 
molecular, ADJ 
density, NOUN 
optimum, ADJ 

, SPACE 
energy, NOUN 
excitations, NOUN 
occur, VERB 

, SPACE 
conjecture, VERB 
greater, ADJ 
100, NUM 
external, ADJ 
quantum, NOUN 

, SPACE 
efficiency, NOUN 
peaks, NOUN 
175, NUM 
nm, ADJ 
275, NUM 
nm, NOUN 
TPH, PROPN 

, SPACE 
TPB, PROPN 
Figs, PROPN 
5a, PROPN 
7b, PROPN 
respectively, ADV 
explained, VERB 

, SPACE 
processes, NOUN 

, SPACE 
number, NOUN 
TPH, PROPN 
TF’B, NOUN 
samples, NOUN 
repeat-, AUX 

, SPACE 
edly, ADV 
retested, VERB 
month, NOUN 
period, NOUN 
time, NOUN 

, SPACE 
sealed, VERB 
petri, ADJ 
dishes, NOUN 
kept, VERB 
dark, ADJ 
cup-, NOUN 

, SPACE 
board, NOUN 
avoid, VERB 
large, ADJ 
degradation, NOUN 
result, VERB 

, SPACE 
continuous, ADJ 
exposure, NOUN 
sunlight, NOUN 
Fig, PROPN 
8a, PROPN 
b, NOUN 
shows, VERB 

, SPACE 
C.H., PROPN 
Lally, PROPN 
et, PROPN 
al./Nucl, PROPN 
Instr, PROPN 
Meth, PROPN 
Phys, PROPN 
Res, PROPN 
B, PROPN 
II, PROPN 
19, NUM 
421, NUM 
427, NUM 
425, NUM 

, SPACE 
ageing, VERB 
effects, NOUN 
end, NOUN 
period, NOUN 
oxidation, NOUN 

, SPACE 
hydration, NOUN 
fluors, NOUN 
random, ADJ 
errors, NOUN 
shown, VERB 

, SPACE 
deterioration, NOUN 
occurred, VERB 
steadily, ADV 
worse, ADJ 

, SPACE 
optimum, ADJ 
thickness, NOUN 
WLS, NOUN 
corresponds, VERB 

, SPACE 
decrease, NOUN 
efficiency, NOUN 
lo-1.5, NOUN 
noted, VERB 

, SPACE 
contrast, NOUN 
previous, ADJ 
published, VERB 
results, NOUN 
161, NUM 

, SPACE 
ageing, NOUN 
TPB, PROPN 
appears, VERB 
worse, ADJ 
TPH, PROPN 

, SPACE 
Fig, PROPN 
9, NUM 
shows, VERB 
external, ADJ 
quantum, NOUN 
efficiency, NOUN 
versus, ADP 

, SPACE 
wavelength, NOUN 
plastic, ADJ 
shifters, NOUN 
random, ADJ 

, SPACE 
error, NOUN 
plotted, VERB 
lower, ADJ 
graph, NOUN 
