ELSEVIER, NOUN 
dNp, PROPN 
deoxyribonucleo-, NOUN 

, SPACE 
3’-monophosphates, PROPN 
DMSO, PROPN 
dimethylsulfoxide, ADV 
MFO, PROPN 
mixed, ADJ 
function, NOUN 
oxy-, X 

, SPACE 
genases, NOUN 
PAH, PROPN 
polycyclic, ADJ 
aromatic, ADJ 
hydrocarbons, NOUN 
PCB, PROPN 
polychlorinated, VERB 
biphenyls, NOUN 

, SPACE 
SDS, PROPN 
sodium, NOUN 
dodecyl, NOUN 
sulfate, NOUN 

, SPACE 
Corresponding, VERB 
author, NOUN 
Tel, INTJ 
+39, PROPN 
49, NUM 
8276284, NUM 
Fax, PROPN 
+39, PROPN 
49, NUM 
8276280, NUM 

, SPACE 
0166, NUM 
445X/96/$15.00, NUM 
0, NUM 
1996, NUM 
Elsevier, PROPN 
Science, PROPN 
B.V., PROPN 
rights, NOUN 
reserved, VERB 

, SPACE 
SSDI, PROPN 
0, NUM 
166, NUM 
445X(95)00035, NUM 
6, NUM 

, SPACE 
120, NUM 
P., PROPN 
Venier, PROPN 
S., PROPN 
CanovalAquatic, PROPN 
Toxicology, PROPN 
34, NUM 
1996, NUM 
119, NUM 
133, NUM 

, SPACE 
1, NUM 
Introduction, NOUN 

, SPACE 
Sessile, PROPN 
filter, NOUN 
feeding, VERB 
invertebrates, NOUN 
genus, NOUN 
Mytilus, PROPN 
easily, ADV 
found, VERB 
shallow, ADJ 

, SPACE 
littoral, ADJ 
brackish, VERB 
estuarial, ADJ 
waters, NOUN 
Northern, ADJ 
Southern, ADJ 
hemispheres, NOUN 

, SPACE 
Usually, ADV 
Mytilus, PROPN 
spp, PROPN 
live, VERB 
intertidal, ADJ 
zone, NOUN 
tolerate, VERB 
wide, ADJ 
range, NOUN 
environ-, NOUN 

, SPACE 
mental, ADJ 
conditions, NOUN 
Seed, PROPN 
1976, NUM 
According, VERB 
ability, NOUN 
accumulate, VERB 
pollutants, NOUN 

, SPACE 
mussels, NOUN 
chosen, VERB 
monitoring, VERB 
coastal, ADJ 
water, NOUN 
pollution, NOUN 
Nation-, PROPN 

, SPACE 
al, PROPN 
Research, PROPN 
Council, PROPN 
1978, NUM 
Nasci, PROPN 
Fossato, PROPN 
1982, NUM 
Viarengo, PROPN 
Canesi, PROPN 
1991, NUM 

, SPACE 
Porte, PROPN 
Albaiges, PROPN 
1993, NUM 
matter, NOUN 
fact, NOUN 
body, NOUN 
burden, NOUN 
chemical, NOUN 

, SPACE 
contaminants, NOUN 
consequent, ADJ 
biological, ADJ 
effects, NOUN 
simply, ADV 
relate, VERB 

, SPACE 
external, ADJ 
concentration, NOUN 
compounds, NOUN 
depending, VERB 
physiological, ADJ 
processes, NOUN 

, SPACE 
i.e., X 
metabolism, NOUN 
feeding, VERB 
activity, NOUN 
gametogenesis, NOUN 
etc, X 
behavioral, ADJ 
reactions, NOUN 
i.e., X 

, SPACE 
valve, NOUN 
closure, NOUN 
mussels, NOUN 
seasonal, ADJ 
factors, NOUN 
i.e., X 
temperature, NOUN 

, SPACE 
combined, VERB 
action, NOUN 
pollutants, NOUN 
environment, NOUN 
organisms, NOUN 

, SPACE 
reasons, NOUN 
procedural, ADJ 
differences, NOUN 
published, VERB 

, SPACE 
studies, NOUN 
literature, NOUN 
data, NOUN 
bioaccumulation, NOUN 
metabolism, NOUN 
common, ADJ 
pollutants, NOUN 

, SPACE 
mussels, NOUN 
variable, ADJ 
questionable, ADJ 
Lee, PROPN 
et, PROPN 
al, PROPN 
1972, NUM 
Kurelec, PROPN 
1987, NUM 
Nasci, PROPN 
et, PROPN 
al, PROPN 

, SPACE 
1989, NUM 
Valerio, PROPN 
D’Ambrosio, PROPN 
1989, NUM 
Livingstone, PROPN 
1991, NUM 
Michel, PROPN 
et, PROPN 
al, PROPN 
1994, NUM 

, SPACE 
particular, ADJ 
adequately, ADV 
understood, VERB 
polycyclic, PROPN 
aromatic, ADJ 
hydrocarbons, NOUN 

, SPACE 
PAH, PROPN 
known, VERB 
pro, ADJ 
mutagens, NOUN 
cause, VERB 
genetic, ADJ 
damage, NOUN 
Mytilus, PROPN 
spp, PROPN 
labo-, PROPN 

, SPACE 
ratory, NOUN 
field, NOUN 
conditions, NOUN 
molecular, ADJ 
mechanism(s, NOUN 
explain, VERB 
detri-, NOUN 

, SPACE 
mental, ADJ 
effects, NOUN 
aquatic, ADJ 
invertebrates, NOUN 
Kurelec, PROPN 
1987, NUM 
Michel, PROPN 
et, PROPN 
al, PROPN 
1994, NUM 

, SPACE 
mixed, ADJ 
function, NOUN 
oxygenases, VERB 
MFO, PROPN 
likely, ADV 
exist, VERB 
mussels, NOUN 
Livingstone, PROPN 

, SPACE 
Farrar, PROPN 
1984, NUM 
Stegeman, PROPN 
1985, NUM 
Michel, PROPN 
et, PROPN 
al, PROPN 
1994, NUM 
induction, NOUN 
chromoso-, ADJ 

, SPACE 
ma1, NOUN 
aberrations, NOUN 
micronuclei, NOUN 
occurred, VERB 
gill, NOUN 
cells, NOUN 
Mytilus, PROPN 
galloprovincialis, PROPN 

, SPACE 
Lmk, PROPN 
treatment, NOUN 
benzo[a]pyrene, NOUN 
B[a]P, PROPN 
Al, PROPN 
Sabti, PROPN 
Kurelec, PROPN 
1985, NUM 

, SPACE 
Scarpato, PROPN 
et, PROPN 
al, PROPN 
1990, NUM 
hand, NOUN 
weak, ADJ 
evidence, NOUN 
DNA, NOUN 
adduct, NOUN 

, SPACE 
induction, NOUN 
obtained, VERB 
vitro, X 
incubation, NOUN 
digestive, ADJ 
gland, NOUN 
homogenates, NOUN 

, SPACE 
B[a]P, NOUN 
Kurelec, PROPN 
et, PROPN 
al, PROPN 
1988, NUM 
injection, NOUN 
mussels, NOUN 
3H, PROPN 
B[a]P, PROPN 
Marsh, PROPN 
et, PROPN 
al, PROPN 

, SPACE 
1992, NUM 
addition, NOUN 
inability, NOUN 
mussels, NOUN 
metabolize, VERB 
PAH, PROPN 
suggest-, VERB 

, SPACE 
ed, NOUN 
Lee, PROPN 
et, PROPN 
al, PROPN 
1972, NUM 
Dunn, PROPN 
Stich, PROPN 
1976, NUM 
Valerio, PROPN 
D’Ambrosio, PROPN 
1989, NUM 

, SPACE 
order, NOUN 
ascertain, VERB 
formation, NOUN 
PAH, PROPN 
DNA, PROPN 
adducts, NOUN 
carried, VERB 
treat-, X 

, SPACE 
ments, NOUN 
Mytilus, PROPN 
galloprovincialis, NOUN 
model, NOUN 
PAH, PROPN 
compound, PROPN 
B[a]P., PROPN 
DNA, PROPN 
ad-, ADP 

, SPACE 
ducts, NOUN 
detected, VERB 
gill, ADJ 
DNA, PROPN 
treated, VERB 
mussels, NOUN 
means, NOUN 
nuclease, NOUN 

, SPACE 
Pl, PROPN 
enhanced, VERB 
P, NOUN 
postlabelling, NOUN 
assay, NOUN 
Beach, PROPN 
Gupta, PROPN 
1992, NUM 
Segerback, PROPN 

, SPACE 
Vodicka, PROPN 
1993, NUM 

, SPACE 
2, X 
Materials, NOUN 
methods, NOUN 

, SPACE 
Chemicals, PROPN 
enzymes, NOUN 
materials, NOUN 

, SPACE 
3,CBenzo[a]pyrene, NUM 
B-1760, PROPN 
B[a]P, PROPN 
ribonuclease, NOUN 
R-4875, NOUN 
micrococcal, ADJ 
nucle-, ADJ 

, SPACE 
ase, NOUN 
N-3755, PROPN 
apyrase, NOUN 
A-6132, PROPN 
spleen, NOUN 
phosphodiesterase, NOUN 
P-6897, PROPN 
potato, NOUN 

, SPACE 
apyrase, NOUN 
A-6132, PROPN 
Sigma, PROPN 
Chemical, PROPN 
Co., PROPN 
St., PROPN 
Louis, PROPN 
MO, PROPN 
3H, PROPN 
anti, PROPN 
+, ADJ 
-trans-7,8, NOUN 
dihy-, ADJ 

, SPACE 
droxy, PROPN 
anti-9,1, NOUN 
O, NOUN 
epoxy-7,8,9,10, ADJ 
tetrahydrobenzo[a]pyrene, ADJ 
3H, PROPN 
BPDE, PROPN 
NCI, PROPN 
Chemi-, PROPN 

, SPACE 
P., PROPN 
Venier, PROPN 
S., PROPN 
nova, PROPN 
Aquatic, PROPN 
Toxicology, PROPN 
34, NUM 
1996, NUM 
I1, PROPN 
9, NUM 
l, NOUN 
33, NUM 
121, NUM 

, SPACE 
cal, ADJ 
Carcinogen, PROPN 
Standard, PROPN 
Repository, PROPN 
Bethesda, PROPN 
MD, PROPN 
Proteinase, PROPN 
K, PROPN 
1000144, NUM 
nucle-, ADJ 

, SPACE 
ase, NOUN 
Pl, PROPN 
236225, NUM 
T4, PROPN 
polynucleotide, NOUN 
kinase, NOUN 
709557, NUM 
Boehringer, PROPN 
Mannheim, PROPN 

, SPACE 
Mannheim, PROPN 
Germany, PROPN 
Y-~~P, X 
ATP, PROPN 
>, X 
5000, NUM 
Ci, PROPN 
mmol, PROPN 
Amersham, PROPN 
International, PROPN 
Little, PROPN 

, SPACE 
Chalfont, PROPN 
UK, PROPN 
Polyethyleneimine, PROPN 
cellulose, VERB 
TLC, PROPN 
plates, NOUN 
8011054, NUM 
Macherey, PROPN 
Nagel, PROPN 

, SPACE 
Duren, PROPN 
Germany, PROPN 
Whatman, PROPN 
chromatography, NOUN 
paper, NOUN 
3001917, NUM 
Whatman, PROPN 
Interna-, PROPN 

, SPACE 
tional, ADJ 
Maidstone, PROPN 
UK, PROPN 
Kodak, PROPN 
XAR-5, PROPN 
films, NOUN 
Eastman, PROPN 
Kodak, PROPN 
Co., PROPN 
Rochester, PROPN 
NY, PROPN 

, SPACE 
USA, PROPN 
Aroclor, PROPN 
1254, NUM 
Alltech, PROPN 
Associates, PROPN 
Inc., PROPN 
Deerfield, PROPN 
IL, PROPN 
USA, PROPN 

, SPACE 
reagents, NOUN 
salts, NOUN 
solvents, NOUN 
analytical, ADJ 
grade, NOUN 

, SPACE 
Treutment, PROPN 
mussels, NOUN 

, SPACE 
Mussels, PROPN 
similar, ADJ 
size, NOUN 
Mytilus, PROPN 
galloprovincialis, PROPN 
Lmk, PROPN 
shell, PROPN 
length, NOUN 
4.7, NUM 
5.7, NUM 
cm, NOUN 

, SPACE 
collected, VERB 
marine, ADJ 
farm, NOUN 
relatively, ADV 
unpolluted, ADJ 
site, NOUN 
Venice, PROPN 

, SPACE 
lagoon, NOUN 
Italy, PROPN 
autumn, NOUN 
1993, NUM 
late, ADJ 
spring, NOUN 
1994, NUM 
respectively, ADV 
Mussel, ADJ 
treatment, NOUN 

, SPACE 
performed, VERB 
days, NOUN 
maintenance, NOUN 
standard, ADJ 
conditions, NOUN 
35%0, NUM 

, SPACE 
salinity, NOUN 
19, NUM 
°, NUM 
C, NOUN 
17718, NUM 
°, NOUN 
C, NOUN 
autumn, NOUN 
spring, NOUN 
respectively, ADV 
direct, ADJ 
light, NOUN 
PAH-, NUM 

, SPACE 
free, ADJ 
commercial, ADJ 
balanced, ADJ 
mixture, NOUN 
Clorella, PROPN 
sp, NOUN 
food, NOUN 
Physical, ADJ 
feeding, VERB 

, SPACE 
conditions, NOUN 
kept, VERB 
constant, ADJ 
experiments, NOUN 
mussel, NOUN 
activities, NOUN 
byssal, NOUN 
at-, X 

, SPACE 
tachment, NOUN 
valve, VERB 
reaction, NOUN 
stimulation, NOUN 
degree, NOUN 
valve, NOUN 
opening, NOUN 
faeces, NOUN 
produc-, VERB 

, SPACE 
tion, NOUN 
controlled, VERB 
daily, ADV 
Treatment, NOUN 
autumnal, ADJ 
mussels, NOUN 
occurred, VERB 
day, NOUN 

, SPACE 
spawning, VERB 
nearly, ADV 
individuals, NOUN 
handling, NOUN 
ripe, ADJ 
mussels, NOUN 
probable, ADJ 
cause, NOUN 

, SPACE 
spawning, NOUN 
Mussels, NOUN 
collected, VERB 
beginning, NOUN 
resting, VERB 
period, NOUN 
late, ADJ 
spring, NOUN 

, SPACE 
similar, ADJ 
physiological, ADJ 
state, NOUN 
gonads, NOUN 

, SPACE 
Spawned, VERB 
mussels, NOUN 
treated, VERB 
adding, VERB 
solution, NOUN 
B[a]P, NOUN 
dimethylsulfoxide, NOUN 

, SPACE 
DMSO, PROPN 
sea, NOUN 
water, NOUN 
1, NUM 
litre, NOUN 
mussel, NOUN 
glass, NOUN 
tanks, NOUN 
final, ADJ 
concentrations, NOUN 

, SPACE 
0,0.5, PROPN 
5, NUM 
50, NUM 
100, NUM 
ug, ADP 
B[a]P/1(0.005, PROPN 
v, NOUN 
v, NOUN 
DMSO, PROPN 
performing, VERB 
semistatic, ADJ 

, SPACE 
test, NOUN 
renewal, NOUN 
water, NOUN 
B[a]P, NOUN 
times, NOUN 
day, NOUN 
Mussels, NOUN 
dissected, VERB 
48, NUM 

, SPACE 
72, NUM 
h, NOUN 
treatment, NOUN 
gill, NOUN 
tissue, NOUN 
pools, NOUN 
6, NUM 
individuals, NOUN 
dose, NOUN 
point, NOUN 
immedi-, ADV 

, SPACE 
ately, ADV 
frozen, VERB 
liquid, ADJ 
nitrogen, NOUN 
stored, VERB 
-80, X 
°, NOUN 
C, NOUN 

, SPACE 
late, ADJ 
spring, NOUN 
treatment, NOUN 
50, NUM 
100, NUM 
pg, PROPN 
B[a]P, PROPN 
l, PROPN 
doses, NOUN 
repeated, VERB 
resting, VERB 

, SPACE 
mussels, NOUN 
indicated, VERB 
5, NUM 
individuals, NOUN 
dose, NOUN 
point, NOUN 
Addi-, ADJ 

, SPACE 
tional, ADJ 
groups, NOUN 
resting, NOUN 
mussels, NOUN 
subjected, VERB 
exposure, NOUN 
B[a]P., PROPN 

, SPACE 
short, ADJ 
2, NUM 
days, NOUN 
prolonged, VERB 
27, NUM 
days, NOUN 
pretreatment, NOUN 
Aroclor, PROPN 
1254, NUM 
poly-, NOUN 

, SPACE 
chlorinated, VERB 
biphenyl, NOUN 
PCB, NOUN 
mixture, NOUN 
final, ADJ 
concentrations, NOUN 
138.5, NUM 
ug, PROPN 
l, NOUN 

, SPACE 
2, NUM 
20, NUM 
respectively, ADV 
Water, NOUN 
PCB, NOUN 
mixture, NOUN 
changed, VERB 
twice, ADV 
day, NOUN 

, SPACE 
DNA, NOUN 
pur$cation, NOUN 
mussel, NOUN 
gill, NOUN 

, SPACE 
Frozen, ADJ 
tissue, NOUN 
-1, PROPN 
g, NOUN 
homogenized, VERB 
10, NUM 
ml, NOUN 
1, NUM 
SDS, PROPN 
l, NOUN 
mM, PROPN 
EDTA, PROPN 

, SPACE 
Polytron, PROPN 
homogenizer, NOUN 
8, NUM 
l, NOUN 
0, PROPN 
s, NUM 

, SPACE 
DNA, PROPN 
isolated, VERB 
suggested, VERB 
Johns, PROPN 
Paulus, PROPN 
Thomas, PROPN 
1989, NUM 

, SPACE 
modifications, NOUN 
particular, ADJ 
protein, NOUN 
digestion, NOUN 
step, NOUN 
included, VERB 

, SPACE 
thready, ADJ 
nature, NOUN 
gills, NOUN 
Homogenate, VERB 
samples, NOUN 
500, NUM 
~1, NOUN 
incubated, VERB 
0.1, NUM 
mg, NUM 

, SPACE 
RNAse, PROPN 
30, NUM 
min, NOUN 
37, NUM 
°, NUM 
C, NOUN 
Proteins, NOUN 
digested, VERB 
proteinase, PROPN 
K, PROPN 
50, NUM 
pg, NOUN 
45, NUM 
°, NUM 
C, NOUN 

, SPACE 
30, NUM 
min, NOUN 
Samples, NOUN 
adjusted, VERB 
1.5, NUM 
SDS, NOUN 
heated, VERB 
60, NUM 
°, NUM 
C, NOUN 
water, NOUN 

, SPACE 
bath, NOUN 
10, NUM 
min, NOUN 
125, NUM 
~1, NOUN 
5, NUM 
M, PROPN 
sodium, NOUN 
perchlorate, NOUN 
immediately, ADV 
added, VERB 

, SPACE 
denaturate, VERB 
precipitate, ADJ 
proteins, NOUN 
DNA, NOUN 
extracted, VERB 
Sevag, PROPN 
24, NUM 
1, NUM 
chlo-, NOUN 

, SPACE 
122, NUM 
P., PROPN 
Venier, PROPN 
S., PROPN 
CanovalAquatic, PROPN 
Toxicology, PROPN 
34, NUM 
1996, NUM 
119, NUM 
133, NUM 

, SPACE 
roform, NOUN 
isoamyl, ADJ 
alcohol, PROPN 
1, NUM 
volume, NOUN 
gently, ADV 
shaking, VERB 
room, NOUN 
temperature, NOUN 

, SPACE 
30, NUM 
min, NOUN 
centrifuging, VERB 
16, NUM 
000, NUM 
x, NOUN 
g, PROPN 
4, NUM 
°, NUM 
C, NOUN 
15, NUM 
min, NOUN 
DNA, PROPN 
precipitated, VERB 

, SPACE 
aqueous, ADJ 
phase, NOUN 
addition, NOUN 
2, NUM 
volumes, NOUN 
cold, ADJ 
100, NUM 
ethanol, NOUN 
storage, NOUN 

, SPACE 
-20, NUM 
°, NUM 
C, NOUN 
nearly, ADV 
2, NUM 
h, NOUN 
centrifugation, NOUN 
16, NUM 
000, NUM 
x, NOUN 
g, PROPN 
10, NUM 
min, NOUN 
4, NUM 
°, NUM 
C, NOUN 
DNA, NOUN 
pellets, NOUN 

, SPACE 
resuspended, VERB 
400, NUM 
~1, NOUN 
TE, PROPN 
buffer, PROPN 
10, NUM 
mM, NUM 
Tris, PROPN 
HCl, PROPN 
l, PROPN 
mM, PROPN 
EDTA, PROPN 
pH, NUM 
7.4, NUM 
precipi-, NOUN 

, SPACE 
tated, VERB 
2.5, NUM 
M, PROPN 
sodium, NOUN 
acetate, NOUN 
pH, PROPN 
7, NUM 
0.1, NUM 
volume, NOUN 
cold, ADJ 
ethanol, NOUN 
2, NUM 
volumes, NOUN 

, SPACE 
finally, ADV 
stored, VERB 
-20, NUM 
°, NUM 
C, NOUN 
UV, NOUN 
quantification, NOUN 
aqueous, ADJ 
DNA, NOUN 
samples, NOUN 
MilliQ, PROPN 

, SPACE 
water, NOUN 
showed, VERB 
2601280, NUM 
ratios, NOUN 
2, NUM 
1.8, NUM 
2601230, NUM 
ratios, NOUN 
2.1, NUM 
2.6, NUM 

, SPACE 
set, NOUN 
samples, NOUN 
derived, VERB 
spawned, VERB 
mussels, NOUN 
treated, VERB 
B[a]P, NOUN 
extracted, VERB 

, SPACE 
parallel, NOUN 
indicated, VERB 
Gupta, PROPN 
1984, NUM 
Briefly, ADV 
homogenates, NOUN 
digested, VERB 

, SPACE 
proteinase, NOUN 
K, PROPN 
successively, ADV 
extracted, VERB 
1, NUM 
volume, NOUN 
phenol, NOUN 
1, NUM 
1, NUM 
mixture, NOUN 

, SPACE 
phenol, NOUN 
Sevag, PROPN 
Sevag, PROPN 
resuspension, NOUN 
TE, PROPN 
buffer, NOUN 
RNA, PROPN 
digestion, NOUN 
DNA, PROPN 

, SPACE 
extracted, VERB 
Sevag, PROPN 

, SPACE 
Reference, PROPN 
H, PROPN 
BPDE, PROPN 
DNA, PROPN 
samples, NOUN 

, SPACE 
Radioactive, ADJ 
B[a]P, NOUN 
DNA, NOUN 
adducts, NOUN 
obtained, VERB 
vitro, NOUN 
reaction, NOUN 
DNA, PROPN 

, SPACE 
0.5, NUM 
ug/,ul, NOUN 
initially, ADV 
purified, VERB 
control, NOUN 
mussels, NOUN 
different, ADJ 
doses, NOUN 
50, NUM 
5, NUM 

, SPACE 
0.5, NUM 
PM, NOUN 
3H, PROPN 
anti, ADJ 
t)-trans-7,8, NOUN 
dihydroxy, NOUN 
anti-9,10, ADJ 
epoxy-7,8,9,1O, NOUN 
tetrahydro-, NOUN 

, SPACE 
benzo[a]pyrene, NOUN 
3H, PROPN 
BPDE, PROPN 
specific, ADJ 
activity, NOUN 
1581.8, NUM 
pmol, PROPN 
Reactions, NOUN 
per-, X 

, SPACE 
formed, VERB 
2, NUM 
mM, NUM 
Tris, PROPN 
HCl, PROPN 
pH, NOUN 
7.5, NUM 
3, NUM 
h, NOUN 
37, NUM 
°, NUM 
C, NOUN 
Radiolabelled, VERB 
DNA, PROPN 
precipitat-, ADV 

, SPACE 
ed, NOUN 
addition, NOUN 
2.5, NUM 
M, PROPN 
sodium, NOUN 
acetate, NOUN 
pH, PROPN 
7, NUM 
0.1, NUM 
volume, NOUN 
cold, ADJ 
ethanol, NOUN 
2, NUM 

, SPACE 
volumes, NOUN 
resuspended, VERB 
MilliQ, PROPN 
water, NOUN 
5, NUM 
7, NUM 
additional, ADJ 
washing, NOUN 
steps, NOUN 

, SPACE 
remove, VERB 
free, ADJ 
3H, PROPN 
BPDE, PROPN 
aqueous, ADJ 
DNA, PROPN 
solutions, NOUN 
UV, NOUN 
quantified, VERB 
counted, VERB 

, SPACE 
scintillation, NOUN 

, SPACE 
equal, ADJ 
amounts, NOUN 
radiolabelled, VERB 
DNA, PROPN 
sample, NOUN 
0.11, NUM 
ug, ADP 
DNA, PROPN 
p1, PROPN 
1, NUM 
M, PROPN 

, SPACE 
Tris, PROPN 
HCl, PROPN 
pH, PROPN 
7.4, NUM 
purified, VERB 
indicated, VERB 
procedures, NOUN 
samples, NOUN 
extracted, VERB 

, SPACE 
Sevag, PROPN 
indicated, VERB 
letter, NOUN 
S, PROPN 
extracted, VERB 
phenol, NOUN 

, SPACE 
following, VERB 
Gupta, PROPN 
1984, NUM 
letter, NOUN 
P, PROPN 
Radioactivity, NOUN 
UV, NOUN 
absorbance, NOUN 

, SPACE 
recovered, VERB 
DNA, PROPN 
detected, VERB 
assess, VERB 
yield, NOUN 
purification, NOUN 
procedures, NOUN 

, SPACE 
reference, NOUN 
DNA, NOUN 
sample, NOUN 
purified, VERB 
human, ADJ 
lymphocytes, NOUN 
treated, VERB 

, SPACE 
0.1, NUM 
pug, NOUN 
ml, PROPN 
H, NOUN 
BPDE, PROPN 
40, NUM 
min, NOUN 
obtained, VERB 
laboratory, NOUN 
kind, NOUN 
gift, NOUN 
Prof., PROPN 

, SPACE 
L., PROPN 
Celotti, PROPN 

, SPACE 
32P, X 
postlabelling, NOUN 
mussel, NOUN 
DNA, PROPN 

, SPACE 
DNA, NOUN 
adducts, NOUN 
detected, VERB 
essentially, ADV 
described, VERB 
Reddy, PROPN 
Randerath, PROPN 

, SPACE 
1986, NUM 
DNA, NOUN 
samples, NOUN 
5, NUM 
pug, NOUN 
hydrolysed, VERB 
deoxyribonucleoside, VERB 
3’-mono-, PROPN 

, SPACE 
phosphates, NOUN 
dNp, NOUN 
incubation, NOUN 
micrococcal, ADJ 
nuclease, NOUN 
0.28, NUM 
U, NOUN 
spleen, NOUN 

, SPACE 
phosphodiesterase, NOUN 
0.015, NUM 
U, PROPN 
100, NUM 
mM, NUM 
sodium, NOUN 
succinate, NOUN 
50, NUM 
mM, NUM 
calcium, NOUN 
chloride, NOUN 

, SPACE 
pH, PUNCT 
6, NUM 
3’/, PROPN 
h, NOUN 
37, NUM 
°, NUM 
C, NOUN 
Normal, ADJ 
dNp, NOUN 
dephosphorylated, VERB 
1.9, NUM 
ug, ADP 
nuclease, NOUN 
Pl, PROPN 

, SPACE 
0.3, NUM 
mM, NUM 
ZnCl, PROPN 
0.25, NUM 
M, PROPN 
sodium, NOUN 
acetate, NOUN 
pH, PROPN 
5, NUM 
30, NUM 
min, NOUN 
37, NUM 
°, NUM 
C, NOUN 
reaction, NOUN 

, SPACE 
stopped, VERB 
2.5, NUM 
~1, NOUN 
0.5, NUM 
M, PROPN 
Tris, PROPN 
HCl, PROPN 
pH, PRON 
9, NUM 
final, ADJ 
volume, NOUN 
10, NUM 
~1, NOUN 
0.5, NUM 
