ELSEVIER, PROPN 
acetamidocinnamic, ADJ 
acid, NOUN 
D20, PROPN 
led, VERB 
45, NUM 
100, NUM 

, SPACE 
deuteration, NOUN 
products, NOUN 
25, NUM 
100, NUM 
stereoselectivity, NOUN 
carbon, NOUN 
atom, NOUN 
results, NOUN 
pH, ADJ 
static, ADJ 

, SPACE 
hydrogenation, NOUN 
complex, ADJ 
1, NUM 
suggest, VERB 
water, NOUN 
strongly, ADV 
assists, VERB 
dehydrochlorination, NOUN 
1, NUM 
yield, VERB 
catalytically, PROPN 
active, ADJ 
monohydrido, NOUN 

, SPACE 
species, PROPN 
HRh(PTA, PROPN 
3, NUM 
2, NUM 
depending, VERB 
substrate, NOUN 
pH, NUM 
solution, NOUN 
dihydridic, ADJ 
pathway, NOUN 
remain, VERB 
partially, ADV 

, SPACE 
operative, ADJ 

, SPACE 
Keywords, PROPN 
Rhodium, NOUN 
Hydrogenation, NOUN 
Phosphines, PROPN 

, SPACE 
I., PROPN 
Introduction, PROPN 

, SPACE 
Aqueous, ADJ 
organometallic, ADJ 
chemistry, NOUN 
recently, ADV 
be-, ADP 

, SPACE 
come, VERB 
established, VERB 
independent, ADJ 
field, NOUN 
study, NOUN 

, SPACE 
aimed, VERB 
developing, VERB 
biphasic, ADJ 
catalytic, ADJ 
pro-, NOUN 

, SPACE 
cesses, NOUN 
industrial, ADJ 
e.g., ADV 
hydroformylation, NOUN 
poly-, NOUN 

, SPACE 
merization, NOUN 
biological, ADJ 
applications, NOUN 
1,2, NUM 
re-, DET 

, SPACE 
spect, NOUN 
processes, NOUN 
industrial, ADJ 
importance, NOUN 
antici-, ADV 

, SPACE 
pated, VERB 
future, NOUN 
environmentally, ADV 
benign, ADJ 

, SPACE 
processes, NOUN 
use, VERB 
water, NOUN 
solvent, NOUN 
cosolvent, NOUN 
3, NUM 

, SPACE 
successful, ADJ 
widely, ADV 
method, NOUN 
achieve, VERB 
water-, NOUN 

, SPACE 
soluble, ADJ 
organometallic, ADJ 
catalysts, NOUN 
slight, ADJ 
modifica-, ADJ 

, SPACE 
tion, NOUN 
ligands, NOUN 
commonly, ADV 
found, VERB 
catalytically, ADV 
active, ADJ 

, SPACE 
transition, NOUN 
metal, NOUN 
complexes, NOUN 
e.g., ADV 
sulfonation, NOUN 

, SPACE 
aminomethylation, NOUN 
carboxylation, NOUN 
phosphine, PROPN 
lig-, PROPN 

, SPACE 
ands, NOUN 
4, NUM 
water, NOUN 
highly, ADV 
polar, ADJ 
solvent, NOUN 

, SPACE 
ability, NOUN 
form, VERB 
strong, ADJ 
hydrogen, NOUN 
bonds, NOUN 

, SPACE 
intricately, ADV 
affect, VERB 
mechanism, NOUN 
catalysis, NOUN 

, SPACE 
Corresponding, PROPN 
author, NOUN 

, SPACE 
J, PROPN 
Dedicated, PROPN 
Professor, PROPN 
Marvin, PROPN 
D., PROPN 
Rausch, PROPN 
occasion, NOUN 

, SPACE 
65th, ADJ 
birthday, NOUN 

, SPACE 
0022, NUM 
328x/96/$15.00, NUM 
©, PROPN 
1996, NUM 
Elsevier, ADJ 
Science, PROPN 
S.A., PROPN 
rights, NOUN 
reserved, VERB 

, SPACE 
SSDI, PROPN 
0022, NUM 
328X(95)05946, NUM 
6, NUM 
course, NOUN 
investigations, NOUN 
aqueous, ADJ 

, SPACE 
organometallic, ADJ 
catalysis, NOUN 
discovered, VERB 

, SPACE 
mechanism, NOUN 
hydrogenation, NOUN 
activated, VERB 
olefins, NOUN 

, SPACE 
catalyzed, VERB 
RhCIP, PROPN 
3, NUM 
type, NOUN 
P, NOUN 
=, NOUN 
tertiary, ADJ 
phosphine, NOUN 
com-, NOUN 

, SPACE 
plexes, NOUN 
aqueous, ADJ 
solutions, NOUN 
contain, VERB 
important, ADJ 

, SPACE 
steps, NOUN 
observed, VERB 
olefin, ADJ 
hydrogenation, NOUN 
processes, NOUN 

, SPACE 
utilizing, VERB 
Wilkinson, PROPN 
catalyst, NOUN 
organic, ADJ 
solvents, NOUN 

, SPACE 
sulfonated, PROPN 
phosphines, NOUN 
PPhnAr, PROPN 
m, PROPN 
Ar, PROPN 
=, NOUN 
C6H4, PROPN 
m-, NOUN 

, SPACE 
SO3Na, PROPN 
n, CCONJ 
+, PROPN 
m, PROPN 
=, PROPN 
3, NUM 
m, PROPN 
=, SYM 
1, NUM 
TPPMS, PROPN 
m, PROPN 
=, SYM 
3, NUM 
TPPTS, PROPN 
eas-, X 

, SPACE 
ily, ADV 
add, VERB 
activated, VERB 
olefinic, ADJ 
bond, NOUN 
like, ADP 

, SPACE 
maleic, ADJ 
acid, NOUN 
formation, NOUN 
corresponding, ADJ 

, SPACE 
phosphonium, NOUN 
salt, NOUN 
5, NUM 
shown, VERB 
case, NOUN 

, SPACE 
RhCI(TPPMS, PROPN 
3, NUM 
lead, VERB 
formation, NOUN 
phosphine, NOUN 

, SPACE 
deficient, ADJ 
Rh(I, PROPN 
species, NOUN 
6, NUM 
alkenoic, ADJ 
acids, NOUN 
E-2-, PROPN 

, SPACE 
butenoic, NOUN 
crotonic, ADJ 
acid, NOUN 
reacted, VERB 
slowly, ADV 
phosphines, NOUN 

, SPACE 
case, NOUN 
phosphonium, ADJ 
salt, NOUN 
formation, NOUN 

, SPACE 
influence, VERB 
catalytic, ADJ 
performance, NOUN 
RhCI(TPPMS, PROPN 
3, NUM 

, SPACE 
Second, PROPN 
water, NOUN 
facilitates, VERB 
formation, NOUN 
HRh, NOUN 
~, PUNCT 
Px, PROPN 

, SPACE 
monohydrido, VERB 
species, NOUN 
dihydride, ADJ 
H2Rh, PROPN 
m, VERB 

, SPACE 
CIP, PROPN 
3, NUM 
x, SYM 
dependent, ADJ 
nature, NOUN 

, SPACE 
excess, ADJ 
phosphine, NOUN 
7, NUM 
processes, NOUN 

, SPACE 
pH, NUM 
dependent, ADJ 


, SPACE 
46, NUM 
F., PROPN 
Jo6, NOUN 
et, NOUN 
al./, ADV 
Journal, PROPN 
Organometallic, PROPN 
Chemistry, PROPN 
512, NUM 
1996, NUM 
45, NUM 
50, NUM 

, SPACE 
Recently, ADV 
introduced, VERB 
use, NOUN 
1,3,5, NOUN 
triaza-7-, NOUN 

, SPACE 
phosphaadamantane, NOUN 
PTA, PROPN 
organometallic, ADJ 
catalysts, NOUN 

, SPACE 
water, NOUN 
8,9, NUM 
found, VERB 
RhCI(PTA, PROPN 
3, NUM 

, SPACE 
analog, NOUN 
RhCI(TPPMS, PROPN 
3, NUM 
active, ADJ 
catalyst, NOUN 

, SPACE 
selective, ADJ 
reduction, NOUN 
unsaturated, ADJ 
aldehydes, NOUN 
saturated, VERB 

, SPACE 
aldehydes, NOUN 
aqueous, ADJ 
sodium, NOUN 
formate, NOUN 
solution, NOUN 

, SPACE 
hydrogen, NOUN 
source, NOUN 
interesting, ADJ 
property, NOUN 
PTA, PROPN 

, SPACE 
despite, SCONJ 
basic, ADJ 
pK, X 
6.0, NUM 
10, NUM 

, SPACE 
react, VERB 
activated, VERB 
olefins, NOUN 
effects, NOUN 
pH, NUM 

, SPACE 
kinetics, NOUN 
hydrogenations, NOUN 
catalyzed, VERB 
RhC1P, NOUN 
3, NUM 

, SPACE 
systems, NOUN 
studied, VERB 
absence, NOUN 

, SPACE 
reaction, NOUN 
phosphine, NOUN 
olefinic, ADJ 
sub-, NOUN 

, SPACE 
strate, NOUN 
utilizing, VERB 
unactivated, ADJ 
olefin, NOUN 
reac-, ADJ 

, SPACE 
tion, NOUN 
prevented, VERB 
detailed, ADJ 
kinetic, NOUN 
study, NOUN 

, SPACE 
undertaken, VERB 
reveal, VERB 
relative, ADJ 
impor-, ADJ 

, SPACE 
tance, NOUN 
monohydridic, ADJ 
dihydridic, ADJ 
pathways, NOUN 

, SPACE 
hydrogenation, NOUN 
crotonic, ADJ 
acid, NOUN 
catalyzed, VERB 
RhCI(PTA, PROPN 
3, NUM 

, SPACE 
aqueous, ADJ 
solution, NOUN 
addition, NOUN 
hydrogenation, NOUN 

, SPACE 
substrates, NOUN 
olefinic, ADJ 
acids, NOUN 
2, NUM 
oxo, NOUN 
acids, NOUN 
al-, ADP 

, SPACE 
lyl, PROPN 
alcohol, NOUN 
4, NUM 
sulfostyrene, NOUN 
investigated, VERB 

, SPACE 
2, X 
Experimental, ADJ 
details, NOUN 

, SPACE 
2.1, NUM 
Materials, NOUN 

, SPACE 
PTA, PROPN 
RhCI(PTA, PROPN 
3, NUM 
Z, PROPN 
acetamidocinnamic, ADJ 
acid, NOUN 

, SPACE 
prepared, VERB 
described, VERB 
literature, NOUN 
8,11,12, NUM 

, SPACE 
reagents, NOUN 
commercial, ADJ 
products, NOUN 
Aldrich, PROPN 

, SPACE 
Merck, PROPN 
Fluka, PROPN 
purified, VERB 
recrystallization, NOUN 

, SPACE 
distillation, NOUN 
necessary, ADJ 
deuteration, NOUN 
studies, NOUN 

, SPACE 
99.9, NUM 
D20, PROPN 
Cambridge, PROPN 
Isotope, PROPN 
Laboratories, PROPN 

, SPACE 

, SPACE 
2.2, X 
General, ADJ 
methods, NOUN 

, SPACE 
extent, NOUN 
deuteration, NOUN 
calculated, VERB 

, SPACE 
relative, ADJ 
peak, NOUN 
areas, NOUN 
H, PROPN 
NMR, PROPN 
spectra, NOUN 
products, NOUN 

, SPACE 
NMR, PROPN 
spectra, NOUN 
obtained, VERB 
Bruker, PROPN 
WP, PROPN 
200, NUM 
SY, NOUN 

, SPACE 
spectrometer, NOUN 
Deuterium, NOUN 
distribution, NOUN 
2, NUM 
acetamido-3-, DET 

, SPACE 
phenylpropionic, ADJ 
acid, NOUN 
deduced, VERB 
MS, PROPN 
frag-, PROPN 

, SPACE 
mentation, NOUN 
pattern, NOUN 
13, NUM 
methyl, NOUN 
ester, NOUN 
obtained, VERB 

, SPACE 
esterification, NOUN 
HC1, PROPN 
methanol, NOUN 
Mass, PROPN 
spectrometric, ADJ 

, SPACE 
measurements, NOUN 
VG, PROPN 
7035, NUM 
instrument, NOUN 

, SPACE 
VG, PROPN 
Analytical, PROPN 
direct, ADJ 
sample, NOUN 
introduction, NOUN 
70, NUM 
eV, NUM 

, SPACE 
2.3, X 
Hydrogenation, NOUN 
experiments, NOUN 
required, VERB 
pH, NUM 
solvent, NOUN 
comparison, NOUN 

, SPACE 
unbuffered, ADJ 
solutions, NOUN 
pH, NOUN 
specific, ADJ 
salt, NOUN 

, SPACE 
effect, NOUN 
observed, VERB 
typical, ADJ 
experiment, NOUN 
20, NUM 
ml, NOUN 

, SPACE 
4.5, NUM 
×, PROPN 
10, NUM 
-2, X 
M, NOUN 
substrate, NOUN 
solution, NOUN 
placed, VERB 

, SPACE 
jacketed, VERB 
reaction, NOUN 
flask, PROPN 
argon, PROPN 
6, NUM 
mg, NOUN 

, SPACE 
9.8, NUM 
×, PROPN 
10, NUM 
-3, SYM 
mmol, PROPN 
solid, ADJ 
RhCI(PTA, PROPN 
3, NUM 
small, ADJ 
cup, NOUN 

, SPACE 
filter, NOUN 
paper, NOUN 
hung, VERB 
stainless, ADJ 
steel, NOUN 
hook, NOUN 

, SPACE 
reactor, NOUN 
burette, NOUN 
subsequently, ADV 
filled, VERB 

, SPACE 
H, PROPN 
2, NUM 
evacuation, NOUN 
refill, NOUN 
cycles, NOUN 
tem-, NOUN 

, SPACE 
perature, NOUN 
kept, VERB 
constant, ADJ 
+0.1, PROPN 
°, NOUN 
C, PROPN 
typically, ADV 

, SPACE 
37, NUM 
°, NUM 
C, NOUN 
Lauda, PROPN 
K4R, PROPN 
circulator, NOUN 
Reactions, NOUN 

, SPACE 
started, VERB 
dissolving, VERB 
catalyst, NOUN 
substrate, ADJ 
solu-, ADJ 

, SPACE 
tion, NOUN 
Independent, ADJ 
experimental, ADJ 
conditions, NOUN 

, SPACE 
reactions, NOUN 
proceeded, VERB 
induction, NOUN 
period, NOUN 
there-, ADJ 

, SPACE 
fore, NOUN 
initial, ADJ 
rates, NOUN 
calculated, VERB 
volume, NOUN 
readings, NOUN 

, SPACE 
5, NUM 
min, NOUN 
measurements, NOUN 
rate, NOUN 

, SPACE 
hydrogen, NOUN 
consumption, NOUN 
50, NUM 
H, PROPN 
2, NUM 

, SPACE 
dissolution, NOUN 
established, VERB 
separate, ADJ 
measurements, NOUN 

, SPACE 
identical, ADJ 
conditions, NOUN 
i.e., X 
rate, NOUN 
data, NOUN 
obtained, VERB 

, SPACE 
truly, ADV 
kinetic, ADJ 
region, NOUN 

, SPACE 
2.4, X 
Isomerization, NOUN 
studies, NOUN 

, SPACE 
Isomerization, PROPN 
maleic, NOUN 
fumaric, ADJ 
acid, NOUN 

, SPACE 
hydrogenation, NOUN 
experiments, NOUN 
followed, VERB 
high, ADJ 
per-, PROPN 

, SPACE 
formance, NOUN 
liquid, NOUN 
chromatography, NOUN 
column, NOUN 
Nucleosil, PROPN 
®, NOUN 
5, NUM 

, SPACE 
C18, PROPN 
Macherey, PROPN 
Nagel, PROPN 
eluent, NOUN 
methanol, NOUN 
water, NOUN 
con-, VERB 

, SPACE 
taining, VERB 
0.1, NUM 
phosphoric, ADJ 
acid, NOUN 
1/1, NUM 
room, NOUN 
temperature, NOUN 

, SPACE 
isocratic, ADJ 
mode, NOUN 
Waters, NOUN 
501, NUM 
pump, NOUN 
490E, NUM 

, SPACE 
programable, ADJ 
UV, NOUN 
vis, X 
detector, NOUN 
Maxima, PROPN 
integra-, ADJ 

, SPACE 
tion, NOUN 
software, NOUN 

, SPACE 
2.5, NUM 
pH, NUM 
static, NOUN 
titrations, NOUN 

, SPACE 
jacketed, ADJ 
reaction, NOUN 
vessel, NOUN 
fitted, VERB 
base, NOUN 

, SPACE 
delivery, NOUN 
tube, NOUN 
Radiometer, PROPN 
ABU, PROPN 
91, NUM 
autoburette, NOUN 

, SPACE 
Radelkis, PROPN 
OP08080, NOUN 
combined, VERB 
glass, NOUN 
electrode, NOUN 
connected, VERB 

, SPACE 
PHM, PROPN 
93, NUM 
pH, NUM 
meter, NOUN 
gas, NOUN 
inlet, NOUN 
capillary, NOUN 
gas, NOUN 

, SPACE 
outlet, NOUN 
tube, PROPN 
connected, VERB 
bubbler, NOUN 
50, NUM 
ml, NOUN 
doubly, ADV 
dis-, ADP 

, SPACE 
tilled, VERB 
deaerated, VERB 
water, NOUN 
placed, VERB 
reactor, NOUN 

, SPACE 
thoroughly, ADV 
bubbled, VERB 
argon, PROPN 
RhCI(PTA, PROPN 
3, NUM 
added, VERB 

, SPACE 
solid, ADJ 
form, NOUN 
argon, NOUN 
stream, NOUN 
closing, VERB 

, SPACE 
reactor, NOUN 
starting, NOUN 
pH, NUM 
adjusted, VERB 
manual, ADJ 
opera-, NUM 

, SPACE 
tion, NOUN 
autoburette, NOUN 
argon, PROPN 
stream, NOUN 
changed, VERB 

, SPACE 
hydrogen, NOUN 
solution, NOUN 
stirred, VERB 
magneti-, NOUN 

, SPACE 
cally, ADV 
volume, NOUN 
base, NOUN 
required, VERB 
pH, NUM 

, SPACE 
constant, NOUN 
automatically, ADV 
recorded, VERB 
time, NOUN 
utilizing, VERB 

, SPACE 
IBM, PROPN 
486, NUM 
PC, NOUN 

, SPACE 
Hydrogen, PROPN 
uptake, ADJ 
measurements, NOUN 
carried, VERB 
us-, ADV 

, SPACE 
ing, VERB 
thermostatted, ADJ 
constant, ADJ 
pressure, NOUN 
gas, NOUN 
burette, NOUN 
14, NUM 

, SPACE 
Generally, ADV 
pH, NUM 
reaction, NOUN 
mixtures, NOUN 
adjusted, VERB 

, SPACE 
titrating, VERB 
solution, NOUN 
substrate, ADJ 
acids, NOUN 

, SPACE 
NaOH, PROPN 
0.2, NUM 
M, PROPN 
desired, VERB 
pH, NUM 
4.70, NUM 
attained, VERB 

, SPACE 
established, VERB 
direct, ADJ 
pH, NUM 
measurements, NOUN 
con-, ADJ 

, SPACE 
ventional, ADJ 
glass, NOUN 
electrode, ADJ 
pH, NUM 
vari-, NOUN 

, SPACE 
ation, NOUN 
studies, NOUN 
Na, PROPN 
phosphate, ADJ 
buffer, NOUN 
0.1, NUM 
M, PROPN 
3, NUM 
Results, NOUN 
discussion, NOUN 

, SPACE 
RhCI(PTA, PROPN 
3, NUM 
active, ADJ 
catalyst, NOUN 
hydrogena-, ADJ 

, SPACE 
tion, NOUN 
water, NOUN 
soluble, ADJ 
unsaturated, ADJ 
substrates, NOUN 

, SPACE 
mild, ADJ 
conditions, NOUN 
Scheme, NOUN 
1, NUM 
Table, NOUN 
1, NUM 

, SPACE 
RIR2C, PROPN 
CR3R, VERB 
4, NUM 
+, ADP 
H, NOUN 
2, NUM 
>, X 
RIR2CH, PROPN 
HCR3R, NOUN 
4, NUM 

, SPACE 
Scheme, NOUN 
1, NUM 


, SPACE 
F., PROPN 
Jo6, PROPN 
et, NOUN 
al./, ADV 
Journal, PROPN 
Organometallic, PROPN 
Chemistry, PROPN 
512, NUM 
1996, NUM 
45, NUM 
50, NUM 
47, NUM 

, SPACE 
Table, PROPN 
1, NUM 

, SPACE 
Specific, ADJ 
rate, NOUN 
hydrogenation, NOUN 
substrates, NOUN 
RhCI(PTA, PROPN 
3, NUM 

, SPACE 
Substrate, PROPN 
Turnover, PROPN 
h-, X 
1, NUM 

, SPACE 
1, X 
Crotonic, ADJ 
acid, NOUN 
331, NUM 

, SPACE 
2, NUM 
Maleic, ADJ 
acid, NOUN 
69, NUM 

, SPACE 
3, NUM 
Fumaric, ADJ 
acid, NOUN 
342, NUM 

, SPACE 
4, X 
Itaconic, ADJ 
acid, NOUN 
453, NUM 

, SPACE 
5, X 
Allyl, PROPN 
alcohol, NOUN 
188, NUM 

, SPACE 
6, NUM 
2, NUM 
oxovaleric, ADJ 
acid, NOUN 
98, NUM 

, SPACE 
7, X 
Pyruvic, NOUN 
acid, NOUN 
46, NUM 

, SPACE 
8, NUM 
p, NOUN 
Sulfostyrene, NOUN 
158, NUM 

, SPACE 
Conditions, NOUN 
T, NOUN 
=, SYM 
37, NUM 
°, NUM 
C, NOUN 
Csubstrat, PROPN 
e, NOUN 
=, VERB 
4.5, NUM 
×, PROPN 
10, NUM 
-2, NOUN 
mol, PROPN 
dm-3, PROPN 
C[Rh(l, X 
=, X 

, SPACE 
4.9X, NOUN 
10, NUM 
-4, NOUN 
mol, PROPN 
dm-3, PROPN 
Chydrogen, PROPN 
=, PUNCT 
6.6×, PROPN 
10, NUM 
-4, NOUN 
mo1, NOUN 
dm-3, NOUN 
pH, NUM 
4.70, NUM 

, SPACE 
general, ADJ 
hydrogenation, NOUN 
rate, NOUN 
unsaturated, ADJ 

, SPACE 
fatty, ADJ 
acids, NOUN 
greater, ADJ 
2, NUM 
oxo, NOUN 
acids, NOUN 
Strikingly, ADV 

, SPACE 
fumaric, ADJ 
acid, NOUN 
hydrogenated, VERB 
approximately, ADV 
times, NOUN 

, SPACE 
faster, ADV 
maleic, ADJ 
acid, NOUN 
contrary, ADJ 
behavior, NOUN 

, SPACE 
Wilkinson, PROPN 
catalyst, NOUN 
organic, ADJ 
solvents, NOUN 
con-, X 

, SPACE 
siderably, ADV 
active, ADJ 
hydrogenation, NOUN 
cis, NOUN 

, SPACE 
trans, NOUN 
olefins, NOUN 
15, NUM 
respect, NOUN 
RhCI(PTA, PROPN 
3, NUM 

, SPACE 
resembles, VERB 
RhCI(TPPMS, PROPN 
3, NUM 
16, NUM 
interesting, ADJ 
note, VERB 

, SPACE 
fastest, ADJ 
hydrogenation, NOUN 
observed, VERB 
ita-, PROPN 

, SPACE 
conic, ADJ 
acid, NOUN 
methyl, NOUN 
itaconate, NOUN 
reduced, VERB 
slowly, ADV 

, SPACE 
RhCI(PPh3, NOUN 
3, NUM 
benzene, NOUN 
15, NUM 
hydrogena-, ADJ 

, SPACE 
tion, NOUN 
originally, ADV 
yellow, ADJ 
solutions, NOUN 
slowly, ADV 

, SPACE 
brown, ADJ 
rate, NOUN 
color, NOUN 
change, NOUN 
depends, VERB 

, SPACE 
excess, ADJ 
phosphine, NOUN 
concentration, NOUN 
temperature, NOUN 
pH, NUM 

, SPACE 
solutions, NOUN 

, SPACE 
Detailed, VERB 
kinetic, NOUN 
investigations, NOUN 
rate, NOUN 

, SPACE 
crotonic, ADJ 
acid, NOUN 
hydrogenation, NOUN 
order, NOUN 
catalyst, NOUN 

, SPACE 
concentration, NOUN 
Fig, PROPN 
1, NUM 
levels, VERB 
crotonic, ADJ 
acid, NOUN 

, SPACE 
concentration, NOUN 
Fig, PROPN 
2, NUM 
varies, VERB 
slightly, ADV 
non, ADJ 
linear, ADJ 

, SPACE 
way, NOUN 
partial, ADJ 
pressure, NOUN 
dihydrogen, NOUN 
Fig, PROPN 
3, NUM 

, SPACE 
small, ADJ 
excess, NOUN 
PTA, PROPN 
decreases, VERB 
rate, NOUN 
considerably, ADV 

, SPACE 
reaction, NOUN 
completely, ADV 
inhibited, VERB 

, SPACE 
higher, ADJ 
excess, NOUN 
phosphine, NOUN 
Fig, PROPN 
4, NUM 
rate, NOUN 
mol, PROPN 
h, PROPN 

, SPACE 
8r, PROPN 

, SPACE 
7, NUM 
v, NUM 

, SPACE 
6, NUM 

, SPACE 
5, NUM 

, SPACE 
4, NUM 

, SPACE 
3, NUM 

, SPACE 
2, NUM 

, SPACE 
1, NUM 

, SPACE 
C, NOUN 
<, X 
12, NUM 

, SPACE 
0, NUM 
2, NUM 
4, NUM 
6, NUM 
8, NUM 
10, NUM 

, SPACE 
4, NUM 

, SPACE 
10, NUM 
RhCI(PTA)3]/M, PROPN 

, SPACE 
Fig, PROPN 
2, NUM 
Initial, ADJ 
rate, NOUN 
crotonic, ADJ 
acid, NOUN 
hydrogenation, NOUN 
function, NOUN 

, SPACE 
RhCI(PTA, PROPN 
3, NUM 
concentration, NOUN 
Conditions, NOUN 
T, NOUN 
=, SYM 
37, NUM 
°, NUM 
C, NOUN 
Csubstrat, PROPN 
e, NOUN 
=, VERB 
4.5, NUM 
×, X 

, SPACE 
10, NUM 
.2, NUM 
tool, NOUN 
dm-3, NOUN 
Chydrogen, PROPN 
=, NUM 
6.6×, PROPN 
10, NUM 
.4, NUM 
mol, NOUN 
din-3, PROPN 
pH, NUM 
4.70, NUM 

, SPACE 
h, NOUN 

, SPACE 
350, NUM 

, SPACE 
300, NUM 

, SPACE 
250, NUM 

, SPACE 
200, NUM 

, SPACE 
150, NUM 

, SPACE 
100, NUM 

, SPACE 
50, NUM 

, SPACE 
150, NUM 
300, NUM 
450, NUM 
600, NUM 
750, NUM 

, SPACE 
pressure, NOUN 
hydrogen, NOUN 
Hgmm, PROPN 

, SPACE 
Fig, PROPN 
3, NUM 
Initial, ADJ 
rate, NOUN 
crotonic, ADJ 
acid, NOUN 
hydrogenation, NOUN 
function, NOUN 

, SPACE 
partial, ADJ 
pressure, NOUN 
hydrogen, NOUN 
Conditions, NOUN 
T, NOUN 
=, SYM 
37, NUM 
°, NUM 
C, NOUN 
C[Rh(1, PROPN 
l, NOUN 
=, SYM 
4.9, NUM 
×, X 

, SPACE 
10, NUM 
-4, NOUN 
mol, PROPN 
dm-3, NOUN 
Csubstrat, PROPN 
e, NOUN 
=, NOUN 
4.5×, NUM 
10, NUM 
-2, NOUN 
mol, NOUN 
dm-3, PROPN 
pH, NUM 
4.70, NUM 

, SPACE 
h, NOUN 

, SPACE 
450, NUM 

, SPACE 
400, NUM 

, SPACE 
350, NUM 

, SPACE 
300, NUM 

, SPACE 
250, NUM 

, SPACE 
200, NUM 

, SPACE 
150, NUM 

, SPACE 
100, NUM 

, SPACE 
50, NUM 

, SPACE 
0, NUM 

, SPACE 
0,05, NUM 
0,1, NUM 
0,15, NUM 
0,2, NOUN 

, SPACE 
CA]/M, NOUN 

, SPACE 
Fig, PROPN 
1, NUM 
Initial, ADJ 
rate, NOUN 
crotonic, ADJ 
acid, NOUN 
hydrogenation, NOUN 
function, NOUN 

, SPACE 
substrate, NOUN 
concentration, NOUN 
Conditions, NOUN 
T, NOUN 
=, SYM 
37, NUM 
°, NUM 
C, NOUN 
C[Rh(1, PROPN 
=, VERB 
4.9, NUM 
×, PROPN 
10, NUM 
-4, PUNCT 

, SPACE 
mol, PROPN 
dm-3, PROPN 
Chydrogen, PROPN 
=, NOUN 
6.6X, VERB 
10, NUM 
-4, NOUN 
mol, PROPN 
dm-3, NOUN 
pH, NUM 
4.70, NUM 
h, NOUN 

, SPACE 
350, NUM 
r, NOUN 

, SPACE 
q, NOUN 

, SPACE 
300, NUM 

, SPACE 
250, NUM 

, SPACE 
e, NOUN 

, SPACE 
2OO, NUM 

, SPACE 
150, NUM 

, SPACE 
100, NUM 

, SPACE 
5O, PROPN 

, SPACE 
0, NUM 
J, PROPN 

, SPACE 
0, NUM 
2, NUM 
4, NUM 
6, NUM 
8, NUM 
10, NUM 
12, NUM 
14, NUM 
16, NUM 
18, NUM 
20, NUM 
22, NUM 

, SPACE 
excess, NOUN 
phosphlne, NOUN 
M*10, PROPN 
4, NUM 

, SPACE 
Fig, PROPN 
4, NUM 
