Nuclear, PROPN 
atoms, NOUN 
square, ADJ 
centimetre, NOUN 
Combined, VERB 

, SPACE 
information, NOUN 
chemical, ADJ 
composition, NOUN 
film, NOUN 
thickness, NOUN 
obtained, VERB 
profilometer, NOUN 
example, NOUN 

, SPACE 
density, NOUN 
thin, ADJ 
films, NOUN 
calculated, VERB 
density, NOUN 
interesting, ADJ 
parameter, NOUN 
films, NOUN 
vary, VERB 

, SPACE 
considerably, ADV 
depending, VERB 
hydrogen, NOUN 
concentration, NOUN 
structure, NOUN 
chemical, ADJ 
bonding, NOUN 
thickness, NOUN 
films, NOUN 

, SPACE 
constant, ADJ 
diamond, NOUN 
like, ADJ 
material, NOUN 
deposition, NOUN 
irregular, ADJ 
shape, NOUN 
method, NOUN 
utilized, VERB 

, SPACE 
ion, NOUN 
beam, NOUN 
technique, NOUN 
useful, ADJ 
Doppler, PROPN 
shift, NOUN 
attenuation, NOUN 
resonance, NOUN 
Resonance, NOUN 

, SPACE 
techniques, NOUN 
useful, ADJ 
analysing, VERB 
carbon, NOUN 
related, VERB 
films, NOUN 
example, NOUN 
analysing, VERB 
nitrogen, NOUN 
CN, PROPN 
films, NOUN 

, SPACE 
paper, NOUN 
useful, ADJ 
ion, NOUN 
beam, NOUN 
techniques, NOUN 
analysing, VERB 
diamond, NOUN 
like, ADJ 
materials, NOUN 
given, VERB 
examples, NOUN 

, SPACE 
1, X 
Introduction, NOUN 

, SPACE 
past, ADJ 
20, NUM 
years, NOUN 
reports, NOUN 
self, NOUN 
lubricat-, NOUN 

, SPACE 
ing, ADJ 
diamond, NOUN 
like, ADJ 
carbon, NOUN 
DLC, PROPN 
films, NOUN 
published, VERB 

, SPACE 
Amorphous, PROPN 
DLC, PROPN 
films, NOUN 
divided, VERB 
different, ADJ 

, SPACE 
groups, NOUN 
hydrogen, NOUN 
free, ADJ 
hard, ADJ 
carbon, NOUN 
films, NOUN 
hydrogenated, VERB 

, SPACE 
carbon, NOUN 
films, NOUN 
C, NOUN 
H, PROPN 
C, NOUN 
H, NOUN 
films, NOUN 
generally, ADV 

, SPACE 
grown, VERB 
hydrocarbon, NOUN 
gas, NOUN 
form, NOUN 

, SPACE 
plasma, NOUN 
ionized, ADJ 
molecular, ADJ 
beam, NOUN 
hydrogen, NOUN 
free, ADJ 

, SPACE 
films, NOUN 
grown, VERB 
carbon, NOUN 
plasma, NOUN 
carbon, NOUN 
ion, NOUN 
beam, NOUN 

, SPACE 
generally, ADV 
created, VERB 
solid, ADJ 
carbon, NOUN 
source, NOUN 
general, ADJ 

, SPACE 
hydrogen, NOUN 
free, ADJ 
DLC, PROPN 
films, NOUN 
harder, ADJ 
possess, VERB 

, SPACE 
diamond, NOUN 
like, ADJ 
qualities, NOUN 
C, NOUN 
H, NOUN 
films, NOUN 
l, X 
mainly, ADV 

, SPACE 
different, ADJ 
film, NOUN 
growth, NOUN 
processes, NOUN 
higher, ADJ 

, SPACE 
proportion, NOUN 
ionization, NOUN 
ion, NOUN 
energy, NOUN 
involved, VERB 

, SPACE 
hydrogen, NOUN 
free, ADJ 
film, NOUN 
growth, NOUN 
processes, NOUN 
present, ADJ 

, SPACE 
reports, NOUN 
indicate, VERB 
possible, ADJ 
grow, VERB 
dense, ADJ 
C, NOUN 
H, NOUN 

, SPACE 
films, NOUN 
similar, ADJ 
properties, NOUN 
hydrogen, NOUN 
free, ADJ 

, SPACE 
l, NOUN 
Corresponding, PROPN 
author, NOUN 
Address, NOUN 
Joint, PROPN 
Research, PROPN 
Centre, PROPN 
Insti-, PROPN 

, SPACE 
tute, NOUN 
Advanced, PROPN 
Materials, PROPN 
P.O., PROPN 
Box, PROPN 
2, NUM 
1755, NUM 
ZG, PROPN 
Petten, PROPN 

, SPACE 
Netherlands, PROPN 
Tel, ADJ 
+31, PROPN 
2246, NUM 
5251, NUM 
fax, NOUN 
+31, NOUN 
2266, NUM 
1012, NUM 
films, NOUN 
sufficient, ADJ 
ion, NOUN 
energy, NOUN 
ionization, NOUN 
rate, NOUN 

, SPACE 
involved, VERB 
deposition, NOUN 
process, NOUN 
2, NUM 

, SPACE 
Analysing, VERB 
diamond, NOUN 
like, ADJ 
films, NOUN 
different, ADJ 
kinds, NOUN 

, SPACE 
challenging, VERB 
task, NOUN 
determination, NOUN 
atomic, ADJ 
structure, NOUN 

, SPACE 
probably, ADV 
challenging, ADJ 
problem, NOUN 
Electron, PROPN 

, SPACE 
spectroscopies, NOUN 
photoelectron, PROPN 
spectroscopy, PROPN 
XPS, PROPN 

, SPACE 
electron, NOUN 
energy, NOUN 
loss, NOUN 
spectroscopy, NOUN 
EELS, PROPN 
widely, ADV 

, SPACE 
Raman, PROPN 
IR, PROPN 
spectroscopies, NOUN 
based, VERB 
photon-, NOUN 

, SPACE 
phonon, NOUN 
interactions, NOUN 
Especially, ADV 
Raman, PROPN 
spectroscopy, NOUN 

, SPACE 
characterize, VERB 
crystalline, ADJ 
diamond, NOUN 
films, NOUN 

, SPACE 
amorphous, ADJ 
structures, NOUN 
analysed, VERB 
IR, PROPN 

, SPACE 
spectroscopy, NOUN 
suitable, ADJ 
probing, VERB 
hydrogenated, VERB 
amor-, VERB 

, SPACE 
phous, ADJ 
diamond, NOUN 
like, ADJ 
films, NOUN 

, SPACE 
obvious, ADJ 
need, NOUN 
characterize, VERB 

, SPACE 
chemical, NOUN 
composition, NOUN 
diamond, NOUN 
like, ADJ 
films, NOUN 
dia-, ADJ 

, SPACE 
mond, NOUN 
like, ADJ 
films, NOUN 
typically, ADV 
thin, ADJ 
thickness, NOUN 

, SPACE 
micrometre, NOUN 
ion, NOUN 
beam, NOUN 
analysis, NOUN 
suitable, ADJ 

, SPACE 
chemical, NOUN 
analysis, NOUN 
required, VERB 
film, NOUN 
thickness, NOUN 

, SPACE 
hydrogen, NOUN 
concentration, NOUN 
measurements, NOUN 
ion, NOUN 
beam, NOUN 
analysis, NOUN 

, SPACE 
evidently, ADV 
utilized, VERB 
Trace, NOUN 
impurities, NOUN 

, SPACE 
determined, VERB 
qualitatively, ADV 
quantitatively, ADV 
Some-, PROPN 

, SPACE 
times, NOUN 
films, NOUN 
purposely, ADV 
alloyed, VERB 
concentrations, NOUN 

, SPACE 
concentration, NOUN 
profiles, NOUN 
alloying, VERB 
elements, NOUN 

, SPACE 
naturally, ADV 
confirmed, VERB 
experimentally, ADV 
fact, NOUN 

, SPACE 
0168, NUM 
583X/96/$15.00, PROPN 
Copyright, PROPN 
6, NUM 
1996, NUM 
Elsevier, PROPN 
Science, PROPN 
B.V., PROPN 
rights, NOUN 
reserved, VERB 

, SPACE 
SSDI, PROPN 
0168, NUM 
583X(95)01, NUM 
169, NUM 
2, NUM 

, SPACE 
J, PROPN 
P., PROPN 
Hiruonen, PROPN 
et, PROPN 
al, PROPN 
Nuci, PROPN 
Instr, PROPN 
Meth, PROPN 
Phys, PROPN 
Rex, PROPN 
B, PROPN 
I18, PROPN 
19, NUM 
596401, NUM 
597, NUM 

, SPACE 
measurements, NOUN 
fairly, ADV 
standardized, ADJ 
ion, NOUN 
beam, NOUN 
analysis, NOUN 
tech-, PRON 

, SPACE 
niques, NOUN 
exploited, VERB 

, SPACE 
2, X 
Analysis, NOUN 
main, ADJ 
constituents, NOUN 
carbon, NOUN 
hydro-, VERB 

, SPACE 
gen, PROPN 

, SPACE 
main, ADJ 
constituents, NOUN 
diamond, NOUN 
like, ADJ 
films, NOUN 
carbon, NOUN 

, SPACE 
hydrogen, NOUN 
concentration, NOUN 
carbon, NOUN 
seldom, ADV 

, SPACE 
primary, ADJ 
interest, NOUN 
measuring, VERB 
concentration, NOUN 

, SPACE 
profile, NOUN 
carbon, NOUN 
carbon, NOUN 
atoms, NOUN 
cm2, NOUN 

, SPACE 
obtained, VERB 
integration, NOUN 
information, NOUN 
utilized, VERB 

, SPACE 
example, NOUN 
determination, NOUN 
density, NOUN 
Backscat-, X 

, SPACE 
tering, VERB 
spectrocopy, NOUN 
BS, PROPN 
applied, VERB 
frequently, ADV 

, SPACE 
sensitivity, NOUN 
He+, X 
backscattering, VERB 
carbon, NOUN 
low, ADJ 
ener-, NOUN 

, SPACE 
gies, NOUN 
good, ADJ 
signal, NOUN 
background, NOUN 
ratio, NOUN 

, SPACE 
improved, VERB 
light, ADJ 
substrate, NOUN 
silicon, NOUN 
Fig, PROPN 
la, PROPN 

, SPACE 
shows, VERB 
backscattering, NOUN 
spectrum, NOUN 
taken, VERB 
2.4, NUM 
MeV, NOUN 

, SPACE 
He+, NOUN 
diamond, NOUN 
like, ADJ 
film, NOUN 
deposited, VERB 
silicon, NOUN 

, SPACE 
He+, NOUN 
energy, NOUN 
backscattering, NOUN 
cross, PROPN 
section, NOUN 
non, ADJ 
Ruther-, ADJ 

, SPACE 
ford, NOUN 
carbon, NOUN 
sensitivity, NOUN 
enhanced, VERB 
case, NOUN 

, SPACE 
H+, PROPN 
backscattering, NOUN 
illustrated, VERB 
Fig, PROPN 
1, NUM 
b., NOUN 
backscat-, NOUN 

, SPACE 
A-, NOUN 

, SPACE 
BACKSCATTERING, PROPN 

, SPACE 
2.4, NUM 
MeV, NOUN 
He+, X 

, SPACE 
DLC, PROPN 
Si, PROPN 

, SPACE 
CJ, PROPN 
1.0, NUM 
Si, PROPN 

, SPACE 
z, NOUN 

, SPACE 
h, NOUN 
0.5, NUM 

, SPACE 
Ta, PROPN 

, SPACE 
0.0, NUM 
500, NUM 
1000, NUM 
1500, NUM 
2000, NUM 
2500, NUM 

, SPACE 
energy, NOUN 
keV, PROPN 

, SPACE 
25x10, NOUN 
1, NUM 

, SPACE 
BACKSCATTERING, PROPN 
0, NUM 

, SPACE 
2.0, NUM 
C, NOUN 

, SPACE 
2.4, NUM 
MeV, NOUN 
H, NOUN 

, SPACE 
DLC, PROPN 
Si, PROPN 

, SPACE 
7, NUM 
.r, NOUN 
Si, PROPN 

, SPACE 
Ta, PROPN 

, SPACE 
energy, NOUN 
keV, PROPN 

, SPACE 
Fig, PROPN 
1, NUM 
Backscattering, VERB 
spectrum, NOUN 
2.4, NUM 
MeV, NOUN 
He+, NOUN 
H+, PROPN 
b, NOUN 

, SPACE 
diamond, NOUN 
like, ADJ 
film, NOUN 
silicon, NOUN 
I-, PROPN 

, SPACE 
b, NOUN 
1, NUM 

, SPACE 
1, NUM 
5, NUM 

, SPACE 
1, NUM 

, SPACE 

, SPACE 
x25, ADJ 

, SPACE 
CHANNEL, PROPN 
NUMBER, PROPN 

, SPACE 
Fig, PROPN 
2, NUM 
Backscattering, VERB 
spectrum, NOUN 
2.4, NUM 
MeV, PROPN 
protons, NOUN 
self-, PROPN 

, SPACE 
supporting, VERB 
diamond, NOUN 
like, ADJ 
film, NOUN 
evaporated, VERB 
carbon, NOUN 
films, NOUN 
b, X 

, SPACE 
51, NUM 

, SPACE 
tering, NOUN 
spectrum, NOUN 
taken, VERB 
sample, NOUN 

, SPACE 
Fig, PROPN 
la, PROPN 
cross, NOUN 
section, NOUN 
carbon, NOUN 
non, ADJ 
Ruther-, ADJ 

, SPACE 
ford, NOUN 
carbon, NOUN 
signal, NOUN 
Fig, PROPN 
1, NUM 
b, PROPN 
narrower, ADJ 

, SPACE 
Fig, PROPN 
la, X 
lower, ADJ 
stopping, VERB 
power, NOUN 
carbon, NOUN 

, SPACE 
H+, NOUN 
He+, NOUN 
Consequently, ADV 
depth, NOUN 
resolution, NOUN 

, SPACE 
case, NOUN 
HC, PROPN 
backscattering, NOUN 
worse, ADJ 
case, NOUN 

, SPACE 
He+, NOUN 
backscattering, NOUN 
Non, PROPN 
Rutherford, PROPN 
cross, NOUN 
sections, NOUN 

, SPACE 
reported, VERB 
proton, NOUN 
scattering, NOUN 
light, ADJ 
elements, NOUN 

, SPACE 
r3,41, PROPN 

, SPACE 
Backscattering, PROPN 
spectra, PROPN 
taken, VERB 
self, NOUN 
sup-, NOUN 

, SPACE 
porting, VERB 
diamond, NOUN 
like, ADJ 
films, NOUN 
obtained, VERB 
dissolving, VERB 
silicon, NOUN 

, SPACE 
substrate, NOUN 
appropriate, ADJ 
solution, NOUN 
advantage, NOUN 

, SPACE 
technique, NOUN 
light, ADJ 
impurities, NOUN 
detected, VERB 
Fig, PROPN 

, SPACE 
2, NUM 
shows, VERB 
backscattering, VERB 
spectra, PROPN 
2.4, NUM 
MeV, PROPN 
H+, NOUN 

, SPACE 
self, NOUN 
supporting, VERB 
diamond, NOUN 
like, ADJ 
carbon, NOUN 
film, NOUN 
evapo-, X 

, SPACE 
rated, VERB 
carbon, NOUN 
film, NOUN 
5, NUM 
case, NOUN 
diamond, NOUN 
like, ADJ 
carbon, NOUN 

, SPACE 
film, NOUN 
deposited, VERB 
mass, ADJ 
separated, VERB 
carbon, NOUN 

, SPACE 
beam, NOUN 
beam, NOUN 
consisted, VERB 
pure, ADJ 
12C., PROPN 

, SPACE 
verified, VERB 
spectra, NOUN 
case, NOUN 
evaporated, ADJ 

, SPACE 
carbon, NOUN 
film, NOUN 
signal, NOUN 
stable, ADJ 
carbon, NOUN 
isotope, NOUN 

, SPACE 
r3C, PRON 
shown, VERB 
abundance, NOUN 
isotope, NOUN 
1.1, NUM 

, SPACE 
natural, ADJ 
carbon, NOUN 
ion, NOUN 
beam, NOUN 
deposited, VERB 
diamond, NOUN 
like, ADP 

, SPACE 
carbon, NOUN 
pure, ADJ 
impurity, NOUN 
observed, VERB 

, SPACE 
small, ADJ 
absorbed, ADJ 
oxygen, NOUN 
sides, NOUN 

, SPACE 
IX, PROPN 
NEW, ADJ 
MATERIALS, PROPN 

, SPACE 
598, NUM 
J, PROPN 
P., PROPN 
Hirvanen, PROPN 
et, PROPN 
al, PROPN 
Nucl, PROPN 
Instr, PROPN 
Meth, PROPN 
Phys, PROPN 
Res, PROPN 
6, NUM 
IIR, PROPN 
19, NUM 
596, NUM 
601, NUM 

, SPACE 
self, NOUN 
supporting, VERB 
film, NOUN 
seen, VERB 
Fig, PROPN 
2, NUM 

, SPACE 
small, ADJ 
nitrogen, NOUN 
contamination, NOUN 
detected, VERB 
illus-, NOUN 

, SPACE 
trated, VERB 
backscattering, NOUN 
spectra, PROPN 
evaporated, VERB 
car-, X 

, SPACE 
bon, NOUN 
film, NOUN 

, SPACE 
number, NOUN 
high, ADJ 
energy, NOUN 
ion, NOUN 
beam, NOUN 
facilities, NOUN 
in-, ADP 

, SPACE 
creasing, VERB 
rapidly, ADV 
Accordingly, ADV 
high, ADJ 
energy, NOUN 
10, NUM 
MeV, NOUN 

, SPACE 
backscattering, VERB 
measurements, NOUN 

, SPACE 
popular, ADJ 
advantage, NOUN 
high, ADJ 
energy, NOUN 
backscattering, NOUN 

, SPACE 
cross, NOUN 
sections, NOUN 
detection, NOUN 
sensivities, NOUN 
en-, AUX 

, SPACE 
hanced, VERB 
estimated, VERB 
energy, NOUN 
3.55, NUM 

, SPACE 
MeV, PROPN 
cross, NOUN 
section, NOUN 
He+, NOUN 
backscattering, VERB 
carbon, NOUN 

, SPACE 
6.5, NUM 
times, NOUN 
higher, ADJ 
Rutherford, PROPN 
cross, VERB 

, SPACE 
section, NOUN 
6, NUM 

, SPACE 
appropriate, ADJ 
way, NOUN 
probe, VERB 
hydrogen, NOUN 
for-, ADV 

, SPACE 
ward, NOUN 
recoil, NOUN 
spectroscopy, NOUN 
FRES, PROPN 
typical, ADJ 
setup, NOUN 

, SPACE 
sample, NOUN 
bombarded, VERB 
2, NUM 
3, NUM 
MeV, NOUN 
He+, NOUN 
beam, NOUN 
75, NUM 

, SPACE 
forward, ADV 
scattered, VERB 
protons, NOUN 
detected, VERB 
0, NUM 
=, SYM 
30, NUM 

, SPACE 
backscattered, ADJ 
He+, NOUN 
particles, NOUN 

, SPACE 
filtered, VERB 
absorber, NOUN 
detector, NOUN 

, SPACE 
sensitivity, NOUN 
technique, NOUN 
1, NUM 
at.%, NOUN 
H., PROPN 

, SPACE 
cross, NOUN 
sections, NOUN 
hydrogen, NOUN 
forward, ADV 
scattering, NOUN 

, SPACE 
published, VERB 
recently, ADV 
Baglin, PROPN 
et, PROPN 
al, PROPN 
7, X 
cross, NOUN 
sections, NOUN 

, SPACE 
deviated, VERB 
Rutherford, PROPN 
low, ADJ 

, SPACE 
energies, NOUN 
i.e., X 
1, NUM 
MeV., NOUN 
FRES, PROPN 
straightforward, ADJ 

, SPACE 
rapid, ADJ 
way, NOUN 
determine, VERB 
hydrogen, NOUN 
concentrations, NOUN 

, SPACE 
ion, NOUN 
beam, NOUN 
analysis, NOUN 
technique, NOUN 
based, VERB 
utilization, NOUN 

, SPACE 
nuclear, NOUN 
H(“N, PROPN 
ay)‘*C, NOUN 
reaction, NOUN 
technique, NOUN 

, SPACE 
better, ADJ 
depth, NOUN 
resolution, NOUN 
higher, ADJ 
sensitivity, NOUN 
slower, ADJ 

, SPACE 
accomplish, VERB 
practice, NOUN 
especially, ADV 
H, NOUN 
C, NOUN 

, SPACE 
films, NOUN 
hydrogen, NOUN 
concentrations, NOUN 
typically, ADV 
high, ADJ 

, SPACE 
FRES, PROPN 
recommended, VERB 
technique, NOUN 
analyzing, VERB 
hy-, ADP 

, SPACE 
drogen, NOUN 
diamond, NOUN 
like, ADJ 
films, NOUN 
non, ADJ 
Rutherford, ADJ 

, SPACE 
backscattering, VERB 
carbon, NOUN 
forward, ADV 
recoiling, VERB 
hy-, ADJ 

, SPACE 
drogen, NOUN 
performed, VERB 
simultaneously, ADV 
advan-, NUM 

, SPACE 
tage, NOUN 
possibility, NOUN 
determine, VERB 
appropriate, ADJ 

, SPACE 
beam, NOUN 
parameters, NOUN 
film, NOUN 
substrate, NOUN 

, SPACE 
scatters, VERB 
+, CCONJ 
according, VERB 
Rutherford, PROPN 
cross, NOUN 
section, NOUN 

, SPACE 
substrates, NOUN 
medium, ADJ 
heavy, ADJ 
heavy, ADJ 
metals, NOUN 

, SPACE 
backscattering, NOUN 
FRES, PROPN 
spectra, NOUN 
quantitatively, ADV 

, SPACE 
analysed, VERB 
conventional, ADJ 
computer, NOUN 
aided, VERB 
techniques, NOUN 

, SPACE 
8,91, NUM 

, SPACE 
3, X 
Analysis, NOUN 
trace, NOUN 
impurities, NOUN 

, SPACE 
Depending, VERB 
deposition, NOUN 
conditions, NOUN 
diamond, NOUN 
like, ADP 

, SPACE 
carbon, NOUN 
films, NOUN 
contain, VERB 
impurities, NOUN 
Typical, ADJ 
impuri-, NOUN 

, SPACE 
ties, NOUN 
filament, NOUN 
materials, NOUN 

, SPACE 
heavy, ADJ 
metals, NOUN 
gaseous, ADJ 
impurities, NOUN 
oxygen, NOUN 
nitro-, PROPN 

, SPACE 
gen, PROPN 
hydrogen, NOUN 
free, ADJ 
diamond, NOUN 
like, ADJ 
carbon, NOUN 
films, NOUN 
hydro-, X 

, SPACE 
gen, PROPN 
considered, VERB 
contaminant, NOUN 
Heavy, ADJ 
metals, NOUN 

, SPACE 
seen, VERB 
backscattered, PROPN 
spectra, PROPN 
substrate, NOUN 

, SPACE 
removed, VERB 
particularly, ADV 
true, ADJ 
case, NOUN 
light, ADJ 

, SPACE 
substrate, NOUN 
silicon, NOUN 
Backscattering, VERB 
energy, NOUN 
nor-, X 

, SPACE 
mally, ADV 
high, ADJ 
signals, VERB 
heavy, ADJ 
impurities, NOUN 
lie, VERB 

, SPACE 
zero, NUM 
background, NOUN 
case, NOUN 
light, ADJ 
impurities, NOUN 
PIXE, NOUN 

, SPACE 
2.4, NUM 
MeV, PROPN 
II, PROPN 

, SPACE 
DLC, PROPN 
Si, PROPN 

, SPACE 

, SPACE 

, SPACE 
10, X 

, SPACE 
5, NUM 
10, NUM 
15, NUM 
20, NUM 
25, NUM 

, SPACE 
energy, NOUN 
keV, PROPN 

, SPACE 
Fig, PROPN 
3, NUM 
PIXE, PROPN 
spectrum, NOUN 
induced, VERB 
2.4, NUM 
MeV, PROPN 
protons, NOUN 

, SPACE 
sample, NOUN 
Fig, PROPN 
2, NUM 

, SPACE 
self, NOUN 
supporting, VERB 
samples, NOUN 
shown, VERB 
Fig, PROPN 
2, NUM 

, SPACE 
technique, NOUN 
requires, VERB 
complicated, ADJ 
sam-, NOUN 

, SPACE 
ple, NOUN 
preparations, NOUN 
Especially, ADV 
oxygen, NOUN 
nitrogen, NOUN 

, SPACE 
detected, VERB 
deuterium, NOUN 
induced, VERB 
60(d, NUM 
p)‘7C, NOUN 
60(d, NUM 
a)‘4N, PROPN 

, SPACE 
N(d, PROPN 
a)‘3C, PROPN 
14N(d, NUM 
p)15N, NUM 
utilized, VERB 
lO, PROPN 
ll, X 

, SPACE 
Typically, ADV 
reactions, NOUN 
deuterium, NOUN 
beam, NOUN 

, SPACE 
energy, NOUN 
MeV, PROPN 
order, NOUN 
reduce, VERB 
neutron, NOUN 

, SPACE 
production, NOUN 
utilizing, VERB 
suitable, ADJ 
computer, NOUN 
codes, NOUN 
informa-, VERB 

, SPACE 
tion, NOUN 
depth, NOUN 
distribution, NOUN 
oxygen, NOUN 

, SPACE 
obtained, VERB 
depth, NOUN 
resolution, NOUN 
reduced, VERB 
absorber, NOUN 

, SPACE 
normally, ADV 
surface, NOUN 
barrier, NOUN 
detector, NOUN 
order, NOUN 

, SPACE 
filter, VERB 
backscattered, ADJ 
deuteriums, NOUN 
sample, NOUN 
in-, ADP 

, SPACE 
volves, NOUN 
nitrogen, NOUN 
oxygen, NOUN 
60(d, NUM 
p)‘7C, NOUN 
60(d, NUM 
cx)‘4N, PROPN 

, SPACE 
14N(d, NUM 
p)“N, NOUN 
reactions, NOUN 
interfere, VERB 
precise, ADJ 

, SPACE 
determination, NOUN 
oxygen, NOUN 
difficult, ADJ 

, SPACE 
case, NOUN 
nitrogen, NOUN 
detected, VERB 
quantitatively, ADV 

, SPACE 
high, ADJ 
Q, NOUN 
value, NOUN 
N(d, PROPN 
a)‘3C, NOUN 
reaction, NOUN 

, SPACE 
Particle, PROPN 
induced, VERB 
X, NOUN 
ray, NOUN 
emission, NOUN 
PIXE, PROPN 
altema-, ADJ 

, SPACE 
tive, NOUN 
determination, NOUN 
heavy, ADJ 
impurities, NOUN 
Fig, PROPN 
3, NUM 

, SPACE 
shows, VERB 
PIXE, NOUN 
spectrum, NOUN 
taken, VERB 
sample, NOUN 

, SPACE 
backscattering, NOUN 
data, NOUN 
Fig, PROPN 
1, NUM 
spectrum, NOUN 
clearly, ADV 
indi-, VERB 

, SPACE 
cated, VERB 
iron, NOUN 
tantalum, NOUN 
contaminants, NOUN 
backscatter-, NOUN 

, SPACE 
ing, ADJ 
spectra, NOUN 
Fig, PROPN 
tantalum, NOUN 
observed, VERB 

, SPACE 
indication, NOUN 
iron, NOUN 

, SPACE 
case, NOUN 
deuterium, NOUN 
induced, VERB 
reactions, NOUN 

, SPACE 
PIXE, NOUN 
worth, ADJ 
noting, VERB 
diamond, NOUN 
like, ADJ 

, SPACE 
carbon, NOUN 
film, NOUN 
thin, ADJ 
stopping, VERB 
power, NOUN 
carbon, NOUN 

, SPACE 
low, ADJ 
difficult, ADJ 
distinguish, VERB 

, SPACE 
signals, NOUN 
emanating, VERB 
surface, NOUN 
film, NOUN 
possi-, X 

, SPACE 
bly, ADV 
coming, VERB 
substrate, NOUN 
material, NOUN 
high, ADJ 
pur-, NOUN 

, SPACE 
ity, NOUN 
substrate, NOUN 
materials, NOUN 
silicon, NOUN 
possi-, NOUN 

, SPACE 
bility, NOUN 
mistakes, NOUN 
minimized, VERB 

, SPACE 
4, X 
Analysis, NOUN 
alloying, VERB 
elements, NOUN 

, SPACE 
Diamond, PROPN 
like, ADJ 
carbon, NOUN 
films, NOUN 
alloyed, VERB 
number, NOUN 

, SPACE 
reasons, NOUN 
example, NOUN 
improve, VERB 
tribological, ADJ 

, SPACE 
J, PROPN 
P., PROPN 
Himmen, PROPN 
et, PROPN 
11, NUM 
/Nucl, PUNCT 
Instr, PROPN 
Meth, PROPN 
Phys, PROPN 
Res, PROPN 
6, NUM 
I8, NOUN 
1996, NUM 
596, NUM 
601, NUM 
599, NUM 

, SPACE 
0, NUM 
100, NUM 
200, NUM 
300, NUM 
400, NUM 
500, NUM 
600, NUM 

, SPACE 
Depth, NOUN 
nm, PROPN 

, SPACE 
Fig, PROPN 
4, NUM 
Nitrogen, PROPN 
profile, NOUN 
CN, PROPN 
films, NOUN 
measured, VERB 
429, NUM 
keV, NOUN 

, SPACE 
resonance, NOUN 
reaction, NOUN 
N(p, PROPN 
ay)‘*C., PROPN 

, SPACE 
modify, VERB 
optical, ADJ 
properties, NOUN 
heavy, ADJ 
metals, NOUN 

, SPACE 
detected, VERB 
