Pergamon, PROPN 
breakdown, NOUN 
field, NOUN 
measurements, NOUN 
E, NOUN 
metal, NOUN 
oxide-, NOUN 

, SPACE 
semiconductor, NOUN 
MOS, PROPN 
capacitors, NOUN 
results, NOUN 
demonstrate, VERB 
universal, ADJ 
post, ADJ 
RIE, ADJ 
cleaning, NOUN 
treatment, NOUN 

, SPACE 
damage, NOUN 
elimination, NOUN 
optimizedprocedures, VERB 
regard, NOUN 
special, ADJ 
technological, ADJ 
demands, NOUN 
realizable, ADJ 

, SPACE 
Introduction, PROPN 

, SPACE 
Reactive, PROPN 
ion, NOUN 
etching, VERB 
RIE, PROPN 
key, ADJ 
process, NOUN 
step, NOUN 
microelectronic, ADJ 

, SPACE 
integrated, VERB 
circuit, NOUN 
fabrication, NOUN 
known, VERB 

, SPACE 
RIE, PROPN 
cause, VERB 
damage, NOUN 
contamination, NOUN 
effects, NOUN 
exposed, VERB 

, SPACE 
semiconductor, NOUN 
materials, NOUN 
leading, VERB 
degrade, VERB 
performance, NOUN 

, SPACE 
yields, NOUN 
final, ADJ 
devices, NOUN 
3, NUM 

, SPACE 
Damage, NOUN 
inherent, ADJ 
dry, ADJ 
etch, NOUN 
processes, NOUN 
ion, NOUN 

, SPACE 
bombardment, NOUN 
cause, VERB 
bonding, NOUN 
damage, NOUN 
semiconductors, NOUN 

, SPACE 
insulators, NOUN 
presence, NOUN 
UV, NOUN 
radiation, NOUN 
additional, ADJ 
cause, NOUN 

, SPACE 
damage, NOUN 
insulating, VERB 
materials, NOUN 
Contamination, NOUN 
resulting, VERB 

, SPACE 
etch, NOUN 
process, NOUN 
thought, VERB 
damage, NOUN 
including, VERB 

, SPACE 
metallic, ADJ 
impurities, NOUN 
etch, NOUN 
chamber, NOUN 
presence, NOUN 

, SPACE 
residue, ADJ 
layers, NOUN 
formed, VERB 
reactant, ADJ 
species, NOUN 
reaction, NOUN 
products, NOUN 

, SPACE 
general, ADJ 
model, NOUN 
silicon, NOUN 
surfaces, NOUN 
conventional, ADJ 
RIE, PROPN 

, SPACE 
process, NOUN 
proposed, VERB 
Fonash.4, NOUN 
describes, VERB 
damage, NOUN 

, SPACE 
contamination, NOUN 
effects, NOUN 
silicon, NOUN 
substrates, NOUN 
contact, NOUN 

, SPACE 
hole, NOUN 
etching, VERB 
Si02, PROPN 
damage, NOUN 
produced, VERB 
considered, VERB 

, SPACE 
lie, VERB 
layers, NOUN 
residual, ADJ 
layer, NOUN 
substrate, NOUN 

, SPACE 
followed, VERB 
heavy, ADJ 
lattice, NOUN 
damage, NOUN 
film, NOUN 
region, NOUN 
light, ADJ 

, SPACE 
substrate, NOUN 
damage, NOUN 
near, ADJ 
surface, NOUN 
region, NOUN 
permeated, VERB 

, SPACE 
impurities, NOUN 
carbon, NOUN 
hydrogen, NOUN 
residue, ADJ 
polymer, NOUN 

, SPACE 
film, NOUN 
studied, VERB 
different, ADJ 
diagnostic, ADJ 
techniques, NOUN 

, SPACE 
Auger, PROPN 
electron, NOUN 
spectroscopy, NOUN 
AES, PROPN 
secondary, ADJ 
ion, NOUN 
mass, NOUN 
spec-, NOUN 

, SPACE 
troscopy, NOUN 
SIMS),6, PROPN 
X, PROPN 
ray, PROPN 
photoelectron, PROPN 
spectroscopy, PROPN 
XPS, PROPN 

, SPACE 
general, ADJ 
trends, NOUN 
problem, NOUN 
damage, NOUN 

, SPACE 
contamination, NOUN 
control, NOUN 

, SPACE 
discussion, NOUN 
alternative, ADJ 
plasma, NOUN 
sources, NOUN 
electron, PROPN 
cyclo-, NOUN 

, SPACE 
tron, NOUN 
resonance, PROPN 
ECR, PROPN 
plasma, NOUN 
etchers, NOUN 
inductively, ADV 
coupled, VERB 
rf, ADJ 
plasma, NOUN 
ICP, PROPN 
sources, NOUN 
sources, NOUN 
reduce, VERB 

, SPACE 
types, NOUN 
damage, NOUN 
hand, NOUN 
potential, NOUN 
charging, VERB 

, SPACE 
damage, NOUN 
increase, VERB 
new, ADJ 
sources, NOUN 
higher, ADJ 

, SPACE 
ion, NOUN 
fluxes, NOUN 
UV, NOUN 
photon, NOUN 
X, NOUN 
ray, NOUN 
fluxes, NOUN 

, SPACE 
second, ADJ 
opportunity, NOUN 
damage, NOUN 
reduction, NOUN 
choose, VERB 

, SPACE 
cleaner, ADJ 
simpler, ADJ 
etch, NOUN 
chemistry, NOUN 
means, VERB 
renunciation, NOUN 

, SPACE 
passivating, VERB 
gases, NOUN 
profile, NOUN 
control, NOUN 
change, NOUN 
con-, PROPN 

, SPACE 
ventional, ADJ 
gas, NOUN 
mixtures, NOUN 
new, ADJ 
bromine, NOUN 
iodine, NOUN 
etch, NOUN 
chemistries, NOUN 

, SPACE 
disadvantage, NOUN 
gases, NOUN 
extremely, ADV 
corros-, ADJ 

, SPACE 
ve, VERB 
time, NOUN 
appear, VERB 
SiOZ, PROPN 
etch, NOUN 
process, NOUN 

, SPACE 
benefit, VERB 
use, NOUN 
alternative, ADJ 
gas, NOUN 
chemistries, NOUN 
CHF3, PROPN 

, SPACE 
combined, VERB 
02, NUM 
C2F, PROPN 
CF4, PROPN 
common, ADJ 
oxide, NOUN 

, SPACE 
etchant, NOUN 
provides, VERB 
high, ADJ 
selectivity, NOUN 
silicon, NOUN 

, SPACE 
search, NOUN 
suitable, ADJ 
etch, NOUN 
gases, NOUN 
smaller, ADJ 
ozone, NOUN 
depleting, VERB 

, SPACE 
potential, NOUN 
continued, VERB 

, SPACE 
approach, NOUN 
damage, NOUN 
control, NOUN 
based, VERB 
fact, NOUN 

, SPACE 
dry, ADJ 
etch, NOUN 
damage, NOUN 
necessarily, ADV 
cause, VERB 
device, NOUN 
damage, NOUN 
i.e., X 

, SPACE 
degradation, NOUN 
performance, NOUN 
final, ADJ 
electronic, ADJ 
device, NOUN 

, SPACE 
depends, VERB 
device, NOUN 
structure, NOUN 
process, NOUN 

, SPACE 
technology, NOUN 
removal, NOUN 
dry, ADJ 
etch, NOUN 
damage, NOUN 
subsequent, ADJ 

, SPACE 
annealing, VERB 
processing, NOUN 
steps, NOUN 
promising, ADJ 
procedure, NOUN 
tech-, ADJ 

, SPACE 
nological, ADJ 
practice, NOUN 

, SPACE 
large, ADJ 
number, NOUN 
dry, ADJ 
processing, NOUN 
steps, NOUN 
integrated, ADJ 

, SPACE 
circuit, NOUN 
manufacturing, NOUN 
preclude, VERB 
approach, NOUN 
follow, VERB 
criti-, NOUN 

, SPACE 
cal, PROPN 
dry, ADJ 
etching, VERB 
process, NOUN 
damage, NOUN 
healing, NOUN 
step, NOUN 

, SPACE 
compatible, ADJ 
process, NOUN 
complexity, NOUN 
increases, VERB 
unde-, ADJ 

, SPACE 
sirable, NOUN 
thermal, ADJ 
stress, NOUN 
future, ADJ 
low, ADJ 
thermal, ADJ 
budget, NOUN 
integrated, VERB 

, SPACE 
circuits, NOUN 
drastically, ADV 
annealing, ADJ 
steps, NOUN 

, SPACE 
437, NUM 

, SPACE 
H, NOUN 
H, PROPN 
Richter, PROPN 
et, PROPN 
a/, NOUN 
Damage, NOUN 
Si, PROPN 
substrates, NOUN 

, SPACE 
effective, ADJ 
contamination, NOUN 
layer, NOUN 
removed, VERB 
samples, NOUN 
RIE, PROPN 
exposed, VERB 
wafers, NOUN 
wet, PROPN 
etched, VERB 

, SPACE 
surface, NOUN 
cleaning, NOUN 
plays, VERB 
important, ADJ 
role, NOUN 
semiconductor, NOUN 
fab-, PROPN 
reference, NOUN 
wafers, NOUN 
submitted, VERB 
conventional, ADJ 
plasma, NOUN 

, SPACE 
rication, NOUN 
processing, NOUN 
ashing, NOUN 
process, NOUN 
0,/N, NOUN 
barrel, NOUN 
reactor, NOUN 

, SPACE 
investigations, NOUN 
reported, VERB 
paper, NOUN 
focused, VERB 

, SPACE 
highly, ADV 
selective, ADJ 
SiO,-to, PROPN 
Si, PROPN 
higher, ADJ 
15, NUM 
1, NUM 
etch, NOUN 
rate, NOUN 
ratio, NOUN 
reac-, VERB 

, SPACE 
tive, ADJ 
ion, NOUN 
etch, NOUN 
process, NOUN 
CHF,/C, PROPN 
F, PROPN 
plasma, NOUN 
means, NOUN 

, SPACE 
widely, ADV 
studied, VERB 
contact, NOUN 
hole, NOUN 
etch, NOUN 
process, NOUN 
efficiency, NOUN 

, SPACE 
cleaning, NOUN 
procedures, NOUN 
removal, NOUN 
contamination, NOUN 
damage, NOUN 

, SPACE 
examined, VERB 
aim, NOUN 
study, NOUN 
threefold, ADJ 
Cleaning, NOUN 
procedures, NOUN 
barrel, NOUN 
reactor, NOUN 
process, NOUN 
step, NOUN 

, SPACE 
wafers, NOUN 
subjected, VERB 
different, ADJ 
cleaning, NOUN 
procedures, NOUN 

, SPACE 
subsequently, ADV 
given, VERB 
chemical, NOUN 
structural, ADJ 
electrical, ADJ 
charac-, ADJ 

, SPACE 
terization, NOUN 
post, ADJ 
RIE, ADJ 
procedures, NOUN 
evaluated, VERB 
ability, NOUN 

, SPACE 
yield, VERB 
device, NOUN 
quality, NOUN 
surfaces, NOUN 

, SPACE 
determine, VERB 
state, NOUN 
Si, PROPN 
surface, NOUN 
overetch, NOUN 
Si02, NOUN 

, SPACE 
removed, VERB 
conditions, NOUN 
variety, NOUN 
surface, NOUN 
analytical, ADJ 

, SPACE 
techniques, NOUN 
including, VERB 
AES, PROPN 
atomic, ADJ 
force, NOUN 
microscopy, PROPN 

, SPACE 
AFM, PROPN 

, SPACE 
Investigations, NOUN 
different, ADJ 
ex, NOUN 
situ, NOUN 
cleaning, NOUN 
procedures, NOUN 

, SPACE 
Si, PROPN 
consumption, NOUN 
removing, VERB 
con-, DET 

, SPACE 
tamination, NOUN 
effects, NOUN 

, SPACE 
analyse, VERB 
cleaning, VERB 
procedures, NOUN 
remove, VERB 
con-, NUM 

, SPACE 
tamination, NOUN 
remove, VERB 
damage, NOUN 
electrical, ADJ 
charac-, ADJ 

, SPACE 
terization, NOUN 
capacitance, NOUN 
voltage, NOUN 
C, NOUN 
V, PROPN 
breakdown, NOUN 

, SPACE 
field, NOUN 
measurements, NOUN 
performed, VERB 

, SPACE 
Especially, ADV 
prospective, ADJ 
generalization, NOUN 
results, NOUN 

, SPACE 
important, ADJ 
significance, NOUN 
needless, ADJ 
critical, ADJ 
annealing, NOUN 

, SPACE 
procedures, NOUN 
entailing, VERB 
thermal, ADJ 
stress, NOUN 
replaced, VERB 
effective, ADJ 

, SPACE 
cleaning, NOUN 
steps, NOUN 
technological, ADJ 
process, NOUN 
integrated, ADJ 
circuit, NOUN 

, SPACE 
fabrication, NOUN 

, SPACE 
Experimental, PROPN 

, SPACE 
Samples, PROPN 
Si, PROPN 
wafers, NOUN 
B, NOUN 
doped, VERB 
6, NUM 
S, NOUN 
Qcm, PROPN 
resis-, NOUN 

, SPACE 
tivity, NOUN 
100, NUM 
orientation, NOUN 
blanket, NOUN 
wet, ADJ 
oxide, NOUN 
600, NUM 
nm, ADJ 

, SPACE 
thick, ADJ 
grown, VERB 
4, NUM 
wafers, NOUN 
1000, NUM 
°, NOUN 
C, NOUN 

, SPACE 
standard, ADJ 
acid, NOUN 
base, NOUN 
cleaning, NOUN 
process, NOUN 

, SPACE 
Dry, PROPN 
etching, VERB 
oxidation, NOUN 
wafers, NOUN 
exposed, VERB 

, SPACE 
CHF&F6, PROPN 
10, NUM 
1, NUM 
RIE, PROPN 
process, NOUN 
performed, VERB 
commercial, ADJ 
reac-, ADJ 

, SPACE 
tor, NOUN 
LAM, PROPN 
384, NUM 
T, PROPN 
operated, VERB 
rf, ADJ 
diode, NOUN 
mode, NOUN 
applied, VERB 
rf, ADJ 

, SPACE 
power, NOUN 
13.56, NUM 
MHz, NOUN 
300, NUM 
W, PROPN 
1.7, NUM 
Wcm-, NOUN 
chamber, NOUN 

, SPACE 
pressure, NOUN 
20, NUM 
Pa., PUNCT 
self, NOUN 
bias, NOUN 
voltage, NOUN 
~800, PROPN 
V., PROPN 

, SPACE 
conditions, NOUN 
yielded, VERB 
Si02, NOUN 
etch, NOUN 
rate, NOUN 
x470, PROPN 
nm, PROPN 
min-, X 
End, NOUN 
point, NOUN 

, SPACE 
detection, NOUN 
oxide, NOUN 
film, NOUN 
monitored, VERB 
optical, ADJ 
system, NOUN 

, SPACE 
consisting, VERB 
designated, VERB 
wavelength, NOUN 
filters, NOUN 
neutral, ADJ 

, SPACE 
density, NOUN 
filter, NOUN 
experiments, NOUN 
overetch, NOUN 
condition, NOUN 
25, NUM 

, SPACE 
corresponding, VERB 
approximately, ADV 
20, NUM 
s, NOUN 
silicon, NOUN 
etching, VERB 

, SPACE 
time, NOUN 

, SPACE 
study, NOUN 
status, NOUN 
Si, PROPN 
surfaces, NOUN 
produced, VERB 

, SPACE 
CHF,/C2F6, PROPN 
RIE, PROPN 
exposure, NOUN 
compared, VERB 
status, NOUN 

, SPACE 
Si, PROPN 
surfaces, NOUN 
reference, NOUN 
wafers, NOUN 
controls, NOUN 
oxide, NOUN 

, SPACE 
reference, NOUN 
wafers, NOUN 
removed, VERB 
wet, ADJ 
etching, VERB 
buffered, VERB 

, SPACE 
oxide, NOUN 
etchant, NOUN 
BOE, PROPN 
H*O, NOUN 
NH, PROPN 
F, PROPN 
HF, PROPN 
=, NOUN 
1, NUM 
85, NUM 
14, NUM 
procedure, NOUN 
Si, PROPN 
removal, NOUN 
consisted, VERB 
standard, ADJ 

, SPACE 
RCA, PROPN 
cleanup, NOUN 

, SPACE 
procedure, NOUN 
Si, PROPN 
removal, NOUN 
composed, VERB 
standard, ADJ 
RCA, PROPN 

, SPACE 
cleanup, NOUN 
diluted, ADJ 
HF, PROPN 
solution, NOUN 
dip, PROPN 
Si, ADJ 
wet, ADJ 
etch, NOUN 
TMAH, PROPN 

, SPACE 
procedure, NOUN 
Si, PROPN 
removal, NOUN 
composed, VERB 
standard, ADJ 
RCA, PROPN 

, SPACE 
cleanup, NOUN 
oxidation, NOUN 
Si0, NOUN 
wet, ADJ 
etch, NOUN 

, SPACE 
procedure, NOUN 
Si, PROPN 
removal, NOUN 
composed, VERB 
standard, ADJ 
RCA, PROPN 

, SPACE 
cleanup/, NUM 
Cl,/Nz, NUM 
RIE, PROPN 
process, NOUN 

, SPACE 
variant, NOUN 
dry, ADJ 
cleaning, NOUN 
technique, NOUN 
plasma, NOUN 
attract-, VERB 

, SPACE 
ve, VERB 
compatibility, NOUN 
cluster, NOUN 
tools, NOUN 
ability, NOUN 

, SPACE 
precisely, ADV 
control, NOUN 
dimensions, NOUN 
procedure, NOUN 

, SPACE 
characterized, VERB 
small, ADJ 
thermal, ADJ 
stress, NOUN 
procedures, NOUN 
defined, VERB 

, SPACE 
Table, PROPN 
1, NUM 

, SPACE 
Surface, PROPN 
diagnostics, NOUN 
process, NOUN 
step, NOUN 
initial, ADJ 
cleaning, NOUN 
wet, ADJ 

, SPACE 
oxidation, NOUN 
dry, ADJ 
etching, VERB 
plasma, NOUN 
ashing, NOUN 
post, ADJ 
RIE, ADJ 
cleaning, NOUN 

, SPACE 
treatment, NOUN 
wafers, NOUN 
reference, NOUN 
wafers, NOUN 
respectively, ADV 

, SPACE 
reserved, VERB 
analytical, ADJ 
characterization, NOUN 

, SPACE 
Auger, PROPN 
electron, NOUN 
spectroscopy, NOUN 
PHI, PROPN 
670, NUM 
Ndnoprobe, NOUN 

, SPACE 
field, NOUN 
emission, NOUN 
gun, NOUN 
employed, VERB 
characterize, VERB 

, SPACE 
samples, NOUN 
analysis, NOUN 
carried, VERB 
means, NOUN 
10, NUM 
keV, NOUN 

, SPACE 
10, NUM 
nA, NUM 
electron, NOUN 
beam, NOUN 
scanned, VERB 
100, NUM 
x, SYM 
100, NUM 
pm2, ADJ 
area, NOUN 

, SPACE 
sputtering, VERB 
1, NUM 
keV, NOUN 
argon, PROPN 
ion, PROPN 
beam, NOUN 
scanned, VERB 
1, NUM 
x, SYM 
1, NUM 
m2, PROPN 
55, NUM 

, SPACE 
ion, NOUN 
beam, PROPN 
angle, NOUN 
sample, VERB 
normal, ADJ 
Auger, PROPN 
spectra, PROPN 

, SPACE 
obtained, VERB 
means, NOUN 
cylindrical, ADJ 
mirror, NOUN 
analyser, NOUN 
CMA, NOUN 

, SPACE 
relative, ADJ 
energy, NOUN 
resolution, NOUN 
AE, PROPN 
E, PROPN 
0.4, NUM 
intensities, NOUN 

, SPACE 
Si, PROPN 
LVV, PROPN 
Si, PROPN 
KLL, PROPN 
O, PROPN 
KLL, PROPN 
Cl, PROPN 
LVV, PROPN 
F, PROPN 
KLL, PROPN 
C, PROPN 
KLL, PROPN 
tran-, PRON 

, SPACE 
sitions, NOUN 
analysed, VERB 
reduce, VERB 
possible, ADJ 
influence, NOUN 
air, NOUN 

, SPACE 
contact, NOUN 
samples, NOUN 
RIE, PROPN 
time, NOUN 
air, NOUN 
contact, NOUN 

, SPACE 
reduced, VERB 
minutes, NOUN 
air, NOUN 
contact, NOUN 
hinders, VERB 

, SPACE 
exact, ADJ 
interpretation, NOUN 
origin, NOUN 
C-, PROPN 
O, NOUN 
peaks, NOUN 

, SPACE 
atomic, ADJ 
force, NOUN 
microscopy, ADJ 
technique, NOUN 
NanoScope, PROPN 
III, PROPN 

, SPACE 
Dimension, NOUN 
5000, NUM 
employed, VERB 
characterize, VERB 
mor-, X 

, SPACE 
phology, NOUN 
sufficient, ADJ 
high, ADJ 
lateral, ADJ 
vertical, ADJ 
resolution, NOUN 

, SPACE 
measurements, NOUN 
realized, VERB 
dynamic, ADJ 
tapping, VERB 
mode, NOUN 

, SPACE 
silicon, NOUN 
tips, NOUN 
radii, PROPN 
<, X 
100, NUM 
A., NOUN 

, SPACE 
Electrical, ADJ 
characterization, NOUN 
characterization, NOUN 
aug-, ADV 

, SPACE 
mented, VERB 
electrical, ADJ 
evaluation, NOUN 
near, ADJ 
surface, NOUN 
region, NOUN 

, SPACE 
Table, PROPN 
1, NUM 
Post, ADJ 
RIE, ADJ 
cleaning, NOUN 
treatments, NOUN 

, SPACE 

, SPACE 
RCA, PROPN 
cleanup, NOUN 

, SPACE 
RCA, PROPN 
cleanup, NOUN 
HF, PROPN 
dip, PROPN 
Si, ADJ 
wet, ADJ 
etch, NOUN 

, SPACE 
RCA, PROPN 
cleanup, NOUN 
oxidation/, NUM 

, SPACE 
SiOl, PROPN 
wet, ADJ 
etch, NOUN 

, SPACE 
RCA, PROPN 
cleanup, NOUN 
CL, PROPN 
N, PROPN 
RIE, PROPN 
process, NOUN 
Procedure, PROPN 

, SPACE 
Hot, PROPN 
H2S0,/H20, NUM 
piranha, VERB 
clean, ADJ 
followed, VERB 
SCljSC2, NOUN 

, SPACE 
Hot, PROPN 
H, PROPN 
JH, PROPN 
O, INTJ 
clean, NOUN 
followed, VERB 
SCljSC2, PROPN 
0.4, NUM 
HF, PROPN 
dip, NOUN 
60, NUM 
s, NOUN 

, SPACE 
Si, PROPN 
etch, VERB 
tetramethylamoniumhydroxid, NOUN 
TMAH, PROPN 

, SPACE 
Hot, PROPN 
H, PROPN 
S0,/H,02, PROPN 
clean, ADJ 
followed, VERB 
SCl, PROPN 
SCZ, PROPN 

, SPACE 
High, ADJ 
pressure, NOUN 
oxidation, NOUN 
650, NUM 
C, NOUN 
SiO, ADJ 
wet, ADJ 
etch, NOUN 
BOE, PROPN 

, SPACE 
Hot, PROPN 
H, PROPN 
SOJH,02, PROPN 
clean, ADJ 
followed, VERB 
SCljSC2, PROPN 
RIE, PROPN 

, SPACE 
0.5, NUM 
Wcn-, NUM 
10, NUM 
Pa, PROPN 
CI,/N, PROPN 
1:15, NUM 
15, NUM 
s, NOUN 

, SPACE 
438, NUM 

, SPACE 
/-I, PUNCT 
H, PROPN 
Richter, PROPN 
et, PROPN 
a/, NOUN 
Damage, NOUN 
Si, PROPN 
substrates, NOUN 

, SPACE 
order, NOUN 
evaluate, VERB 
damage, NOUN 
effects, NOUN 
15, NUM 
nm, ADV 
thick, ADJ 
low, ADJ 
temperature, NOUN 

, SPACE 
oxide, NOUN 
LTO, PROPN 
deposited, VERB 
600, NUM 
°, NOUN 
C, NOUN 
RIE, PROPN 
exposed, VERB 
Si, PROPN 

, SPACE 
surfaces, NOUN 
wafers, NOUN 
layer, NOUN 
thickness, NOUN 
increased, VERB 

, SPACE 
low, ADJ 
pressure, NOUN 
CVD, PROPN 
deposition, NOUN 
temperature, NOUN 
x, SYM 
420, NUM 
°, NUM 
C, NOUN 
approxi-, X 

, SPACE 
mately, ADV 
85, NUM 
mn, NOUN 
oxides, NOUN 
gate, NOUN 
oxides, NOUN 
metal-, PROPN 

, SPACE 
oxide, NOUN 
semiconductor, NOUN 
MOS, PROPN 
capacitors, NOUN 
LTO, PROPN 
process, NOUN 

, SPACE 
intended, VERB 
preserve, VERB 
damaged, VERB 
Si, PROPN 
surface, NOUN 
RIE, PROPN 
MOS, PROPN 

, SPACE 
capacitors, NOUN 
fabricated, VERB 
depositing, VERB 
1, NUM 
pm, NOUN 
thick, ADJ 
Al, PROPN 

, SPACE 
backside, NOUN 
wafers, NOUN 
area, NOUN 
capacitors, NOUN 

, SPACE 
C, NOUN 
V, NOUN 
measurements, NOUN 
5.2, NUM 
lO-3, NUM 
cm2, NOUN 
C, NOUN 
V, NOUN 
data, NOUN 
dielectric, ADJ 

, SPACE 
breakdown, NOUN 
measurements, NOUN 
characterize, VERB 
post, ADJ 
RIE, ADJ 
cleaned, VERB 
sur-, NOUN 

, SPACE 
faces, NOUN 
comparison, NOUN 
reference, NOUN 
wafers, NOUN 

, SPACE 
Chemical, PROPN 
structural, ADJ 
evaluation, NOUN 

, SPACE 
CHF,/C, PROPN 
F, PROPN 
RIE, PROPN 
etch, NOUN 
gas, NOUN 
CHF, PROPN 
combination, NOUN 

, SPACE 
C2F, PROPN 
remove, VERB 
Si02, NOUN 
high, ADJ 
rates, NOUN 
provided, VERB 
F, PROPN 
C, NOUN 
ratio, NOUN 

, SPACE 
greater, ADJ 
high, ADJ 
value, NOUN 
oxide, NOUN 
silicon, NOUN 
etch, NOUN 
rate, NOUN 

, SPACE 
ratio, NOUN 
key, NOUN 
useful, ADJ 
fluorocarbon, NOUN 
oxide, NOUN 
RIE, PROPN 
process, NOUN 

, SPACE 
mechanism, NOUN 
etching, VERB 
SiO, VERB 
dictated, VERB 
ability, NOUN 
CF, PROPN 

, SPACE 
radicals, NOUN 
reduce, VERB 
oxide, NOUN 
form, VERB 
volatile, ADJ 
products, NOUN 

, SPACE 
hand, NOUN 
Si, PROPN 
mainly, ADV 
etched, VERB 
fluorine, NOUN 
atoms, NOUN 

, SPACE 
high, ADJ 
oxide, NOUN 
silicon, NOUN 
etch, NOUN 
rate, NOUN 
ratio, NOUN 
realizable, ADJ 
high, ADJ 
CF,-, NOUN 

, SPACE 
F, NOUN 
ratio, NOUN 
Increasing, VERB 
amounts, NOUN 
hydrogen, NOUN 
containing, VERB 
CHF, PROPN 

, SPACE 
scavenge, VERB 
fluorine, NOUN 
atoms, NOUN 
resulting, VERB 
desired, VERB 
high, ADJ 
selec-, ADJ 

, SPACE 
tivity, NOUN 
RIE, PROPN 
surfaces, NOUN 
characterized, VERB 
polymeric, ADJ 

, SPACE 
deposits, NOUN 
reason, NOUN 
cleaning, VERB 
procedures, NOUN 
absolutely, ADV 

, SPACE 
necessary, ADJ 

, SPACE 
state, NOUN 
silicon, NOUN 
surface, NOUN 
etching, VERB 
examined, VERB 

, SPACE 
AES, PROPN 
Figure, PROPN 
l(a, PROPN 
illustrates, VERB 
Auger, PROPN 
spectra, PROPN 
surface, NOUN 

, SPACE 
25, NUM 
overetched, VERB 
RIE, PROPN 
exposed, VERB 
CHF,/C, PROPN 
F, PROPN 
wafer, VERB 
comparison, NOUN 

, SPACE 
wet, ADJ 
etched, VERB 
reference, NOUN 
sample, NOUN 
expected, VERB 
dry, NOUN 
etched, VERB 

, SPACE 
surface, NOUN 
contaminated, VERB 
F-, PROPN 
O, NOUN 
containing, VERB 
residues, NOUN 
identi-, NOUN 

, SPACE 
fied, VERB 
strong, ADJ 
F, PROPN 
KLL, PROPN 
C, PROPN 
KLL, PROPN 
peaks, NOUN 
smaller, ADJ 
0, NUM 
KLL, PROPN 

, SPACE 
peak, NOUN 
curve, NOUN 
b, NOUN 
residue, ADJ 
layer, NOUN 
thickness, NOUN 
estimated, VERB 

, SPACE 
escape, NOUN 
depth, NOUN 
Auger, PROPN 
electrons, NOUN 
different, ADJ 
energies, NOUN 
amounts, VERB 

, SPACE 
l-2, PROPN 
nm, PROPN 
given, VERB 
geometry, NOUN 
analysis, NOUN 
95, NUM 

, SPACE 
signal, NOUN 
intensity, NOUN 
