ELSEVIER, PROPN 
nonlinear, VERB 
optically, ADV 
active, ADJ 
NLO, PROPN 
crystals, NOUN 

, SPACE 
meta, ADJ 
nitroaniline, NOUN 
azo, ADJ 
benzene, NOUN 
derivatives, NOUN 
etc, X 

, SPACE 
dispersed, VERB 
polymeric, ADJ 
matrix, NOUN 
processed, VERB 

, SPACE 
different, ADJ 
forms, NOUN 
suitable, ADJ 
specific, ADJ 
applications, NOUN 

, SPACE 
polymer, NOUN 
matrix, NOUN 
essentially, ADV 
helps, VERB 
processing, NOUN 

, SPACE 
binding, VERB 
active, ADJ 
materials, NOUN 
earlier, ADJ 
reports, NOUN 

, SPACE 
Corresponding, PROPN 
author, NOUN 
authors, NOUN 
mainly, ADV 
concerned, VERB 
electri-, NOUN 

, SPACE 
cal, ADJ 
optical, ADJ 
properties, NOUN 
polymer, NOUN 
dispersed, VERB 

, SPACE 
systems, NOUN 
polymer, NOUN 
fact, NOUN 
considered, VERB 

, SPACE 
inert, ADJ 
4, NUM 
61, NUM 
polymers, NOUN 

, SPACE 
interact, VERB 
optically, ADV 
active, ADJ 
materials, NOUN 
polar, ADJ 

, SPACE 
hydrogen, NOUN 
bonding, NOUN 
groups, NOUN 
hand, NOUN 

, SPACE 
modification, NOUN 
structure, NOUN 
morphology, NOUN 

, SPACE 
polymeric, ADJ 
media, NOUN 
increasingly, ADV 
impor-, ADJ 

, SPACE 
tant, NOUN 
area, NOUN 
developing, VERB 
new, ADJ 
materials, NOUN 

, SPACE 
molecular, ADJ 
composites, NOUN 
nano, NOUN 
materials, NOUN 
etc, X 
7, NUM 
IO, PROPN 

, SPACE 
investigation, NOUN 
para, PROPN 
nitroaniline, PROPN 

, SPACE 
PNA, PROPN 
dispersed, VERB 
polymeric, ADJ 
composite, NOUN 
important, ADJ 

, SPACE 
NLO, PROPN 
material, NOUN 
observed, VERB 
peculiar, ADJ 
structural, ADJ 
fea-, ADJ 

, SPACE 
tures, NOUN 
developed, VERB 
dependent, ADJ 

, SPACE 
polymer, NOUN 
matrix, NOUN 
dispersion, NOUN 
novel, NOUN 

, SPACE 
features, NOUN 
described, VERB 
briefly, ADV 
present, ADJ 
commu-, ADJ 

, SPACE 
nication, NOUN 

, SPACE 
00167, NUM 
577X/96/$12.00, NUM 
Copyright, PROPN 
0, NUM 
1996, NUM 
Elsevier, PROPN 
Science, PROPN 
B.V., PROPN 
rights, NOUN 
reserved, VERB 

, SPACE 
PIf, NOUN 
SO167, PROPN 
577X(96)00076, NUM 
6, NUM 

, SPACE 
342, NUM 
S., PROPN 
Radhakrishnan, PROPN 
C., PROPN 
Saujanya, PROPN 
Materials, PROPN 
Letters, PROPN 
28, NUM 
1996, NUM 
341, NUM 
346, NUM 

, SPACE 
2, NUM 
Experimental, ADJ 

, SPACE 
polymer, NOUN 
dispersed, VERB 
PNA, PROPN 
composite, ADJ 
films, NOUN 

, SPACE 
dissolving, VERB 
components, NOUN 
suitable, ADJ 

, SPACE 
solvent, NOUN 
casting, VERB 
solution, NOUN 
flat, ADJ 
glass, NOUN 
sub-, NOUN 

, SPACE 
strates, NOUN 
held, VERB 
30, NUM 
°, NUM 
C, NOUN 
preferably, ADV 
dry, ADJ 
conditions, NOUN 

, SPACE 
RH, NOUN 
40, NUM 
different, ADJ 
polymers, NOUN 

, SPACE 
dispersing, VERB 
matrix, NOUN 
growth, NOUN 
media, NOUN 
poly-, NOUN 

, SPACE 
ethylene, NOUN 
oxide, NOUN 
PEO, PROPN 
polyox, ADJ 
WSR, PROPN 
N350, PROPN 
BDH, PROPN 

, SPACE 
UK, PROPN 
polyvinyl, ADJ 
alcohol, NOUN 
PVA, PROPN 
MW, PROPN 
75000, NUM 
Loba, PROPN 

, SPACE 
Chemie, PROPN 
India, PROPN 
polyvinyl, NOUN 
acetate, NOUN 
PVAc, NOUN 
Polyvac, PROPN 

, SPACE 
MW, PROPN 
60000, NUM 
Polychem, PROPN 
India, PROPN 
polymethyl, PROPN 

, SPACE 
methacrylate, NOUN 
PMMA, PROPN 
Gujpo1932, PROPN 
HR, PROPN 
GSFC, PROPN 
India, PROPN 

, SPACE 
para, NOUN 
nitroniline, PROPN 
PNA, PROPN 
BDH, PROPN 
UK, PROPN 
dissolved, VERB 

, SPACE 
acetone, NOUN 
methanol, NOUN 
deionized, VERB 
water, NOUN 
corre-, NOUN 

, SPACE 
sponding, VERB 
polymer, NOUN 
PMMA, PROPN 
PVAc, PROPN 
PVA, PROPN 

, SPACE 
PEO, PROPN 
respectively, ADV 
added, VERB 
polymer, NOUN 

, SPACE 
solution, NOUN 
films, NOUN 
dried, VERB 
24, NUM 
h, NOUN 
stored, VERB 

, SPACE 
dry, ADJ 
conditions, NOUN 
structure, NOUN 
morphology, NOUN 

, SPACE 
studied, VERB 
X, NOUN 
ray, NOUN 
diffraction, NOUN 
XRD, PROPN 
optical, ADJ 

, SPACE 
polarizing, NOUN 
microscopy, NOUN 
manner, NOUN 
re-, ADJ 

, SPACE 
ported, VERB 
19, NUM 
1,121, NUM 

, SPACE 
3, X 
Results, NOUN 
discussion, NOUN 

, SPACE 
PNA, PROPN 
dispersed, VERB 
polymer, NOUN 
films, NOUN 
transpar-, PROPN 

, SPACE 
ent, NOUN 
yellow, ADJ 
appearance, NOUN 
low, ADJ 
concentrations, NOUN 

, SPACE 
PNA, PROPN 
40, NUM 
turned, VERB 
increasingly, ADV 
opaque, ADJ 

, SPACE 
increase, NOUN 
PNA, PROPN 
content, NOUN 
40, NUM 

, SPACE 
suggesting, VERB 
samples, NOUN 
highly, ADV 
crys-, ADJ 

, SPACE 
talline, NOUN 
XRD, NOUN 
scans, VERB 
PNA, PROPN 
PMMA, PROPN 
composite, ADJ 

, SPACE 
films, NOUN 
containing, VERB 
different, ADJ 
concentrations, NOUN 
PNA, PROPN 

, SPACE 
shown, VERB 
Fig, PROPN 
1, NUM 
curves, NOUN 
E, NOUN 
corre-, ADJ 

, SPACE 
spond, NOUN 
PNA, PROPN 
concentrations, NOUN 
10, NUM 
20, NUM 
40, NUM 
60, NUM 

, SPACE 
80, NUM 
respectively, ADV 
evident, ADJ 
scans, NOUN 

, SPACE 
large, ADJ 
number, NOUN 
sharp, ADJ 
reflections, NOUN 

, SPACE 
appear, VERB 
20, NUM 
region, NOUN 
10, NUM 
26, NUM 
high, ADJ 

, SPACE 
concentrations, NOUN 
PNA, PROPN 
decrease, NOUN 
consider-, NOUN 

, SPACE 
ably, ADV 
number, NOUN 
intensity, NOUN 
decrease, NOUN 

, SPACE 
PNA, PROPN 
concentration, NOUN 
increase, NOUN 
PMMA, PROPN 
con-, PART 

, SPACE 
tent, NOUN 
interesting, ADJ 
note, VERB 
cases, NOUN 

, SPACE 
low, ADJ 
concentrations, NOUN 
PNA, PROPN 
sharp, ADJ 

, SPACE 
intense, ADJ 
peak, NOUN 
28, NUM 
23.2, NUM 
fact, NOUN 
low, ADJ 

, SPACE 
intensity, NOUN 
pure, ADJ 
PNA, PROPN 
131, NUM 
detailed, ADJ 
analysis, NOUN 

, SPACE 
data, NOUN 
table, NOUN 
indicated, VERB 
suggests, VERB 

, SPACE 
peaks, NOUN 
assigned, VERB 
reflections, NOUN 

, SPACE 
monoclinic, ADJ 
structure, NOUN 
PNA, PROPN 
Fig, PROPN 
1, NUM 
Wide, ADJ 
angle, NOUN 
X, NOUN 
ray, NOUN 
diffraction, NOUN 
scans, NOUN 
PNA, PROPN 
PMMA, PROPN 

, SPACE 
molecular, ADJ 
composite, ADJ 
films, NOUN 
containing, VERB 
different, ADJ 
concentrations, NOUN 

, SPACE 
PNA, PROPN 
Curves, VERB 
E, NOUN 
correspond, NOUN 
PNA, PROPN 
concentrations, NOUN 
10, NUM 
20, NUM 

, SPACE 
40, NUM 
60, NUM 
80, NUM 
respectively, ADV 

, SPACE 
reported, VERB 
liierature, NOUN 
viz, ADJ 

, SPACE 
l!ttice, NOUN 
parameters, NOUN 
=, PROPN 
12.33, NUM 
b, PRON 
=, SYM 
6.07, NUM 
c, NOUN 
=, SYM 
8.59, NUM 

, SPACE 
B, PROPN 
=, NOUN 
91.45, NUM 
respectively, ADV 
14, NUM 
large, ADJ 

, SPACE 
changes, NOUN 
relative, ADJ 
intensity, NOUN 
peaks, NOUN 

, SPACE 
increase, NOUN 
PMMA, PROPN 
content, NOUN 
suggest, VERB 

, SPACE 
crystalline, NOUN 
form, NOUN 
remains, VERB 

, SPACE 
morphology, NOUN 
growth, NOUN 
pattern, NOUN 
strongly, ADV 
influ-, ADJ 

, SPACE 
enced, VERB 
presence, NOUN 
PMMA, PROPN 
PMMA, PROPN 

, SPACE 
known, VERB 
amorphous, ADJ 
interact, VERB 

, SPACE 
C, NOUN 
=, SYM 
0, NUM 
groups, NOUN 
NH, PROPN 
group, NOUN 
PNA, PROPN 

, SPACE 
molecules, NOUN 
Assuming, VERB 
case, NOUN 

, SPACE 
expect, VERB 
PNA, PROPN 
molecules, NOUN 
constrained, VERB 
mo-, NOUN 

, SPACE 
bility, NOUN 
crystallization, NOUN 
alignment, NOUN 

, SPACE 
restricted, VERB 
certain, ADJ 
directions, NOUN 
lead, VERB 

, SPACE 
preferential, ADJ 
growth, NOUN 
crystalline, NOUN 
faces, NOUN 

, SPACE 
changes, NOUN 
morphological, ADJ 
features, NOUN 

, SPACE 
order, NOUN 
bring, VERB 
effect, NOUN 
molecular, ADJ 

, SPACE 
S., PROPN 
Radhakrishnan, PROPN 
C., PROPN 
Saujanya, PROPN 
Materials, PROPN 
Letters, PROPN 
28, NUM 
1996, NUM 
341, NUM 
346, NUM 
343, NUM 

, SPACE 
interaction, NOUN 
polymer, NOUN 
PNA, PROPN 

, SPACE 
growth, NOUN 
morphology, NOUN 
different, ADJ 
polymers, NOUN 

, SPACE 
growth, NOUN 
dispersing, VERB 
media, NOUN 
similar, ADJ 

, SPACE 
studies, NOUN 
carried, VERB 
data, NOUN 
presented, VERB 

, SPACE 
salient, NOUN 
features, NOUN 
emerge, VERB 

, SPACE 
described, VERB 
Fig, PROPN 
2, NUM 
gives, VERB 
comparison, NOUN 

, SPACE 
XRD, PROPN 
scans, NOUN 
samples, NOUN 
containing, VERB 

, SPACE 
concentrations, NOUN 
PNA, PROPN 
80, NUM 
different, ADJ 

, SPACE 
polymer, NOUN 
matrices, NOUN 
Curves, NOUN 
b, PROPN 
c, NOUN 
d, X 
corre-, ADJ 

, SPACE 
spond, NOUN 
PMMA, PROPN 
PVAc, PROPN 
PVA, PROPN 
PEO, PROPN 
matrix, NOUN 

, SPACE 
respectively, ADV 
clearly, ADV 
large, ADJ 
differences, NOUN 

, SPACE 
intensities, NOUN 
peaks, NOUN 
change, NOUN 

, SPACE 
polymer, NOUN 
matrix, NOUN 
detailed, ADJ 
analysis, NOUN 

, SPACE 
data, NOUN 
indicated, VERB 
Table, PROPN 
1, NUM 
gives, VERB 

, SPACE 
corresponding, VERB 
values, NOUN 
pure, ADJ 
PNA, PROPN 
evident, ADJ 

, SPACE 
data, NOUN 
PNA, PROPN 
crystallizes, VERB 

, SPACE 
monoclinic, ADJ 
structure, NOUN 
polymeric, ADJ 
media, NOUN 

, SPACE 
different, ADJ 
crystalline, NOUN 
faces, NOUN 

, SPACE 
prominent, ADJ 
polymers, NOUN 
example, NOUN 
012, NUM 
peak, NOUN 
PNA, PROPN 
highest, ADJ 
intensity, NOUN 

, SPACE 
PMMA, PROPN 
PVAc, NOUN 
202, NUM 
peak, NOUN 

, SPACE 
strongest, ADJ 
presence, NOUN 
PVA, PROPN 
PEO, PROPN 

, SPACE 
mentioned, VERB 
PEO, PROPN 
poly-, NOUN 

, SPACE 
mers, NOUN 
mainly, ADV 
amorphous, ADJ 
15, NUM 

, SPACE 
crystallizing, VERB 
component, NOUN 
PNA, PROPN 
interesting, ADJ 

, SPACE 
note, VERB 
polymer, NOUN 
PNA, PROPN 
interaction, NOUN 
case, NOUN 

, SPACE 
PMMA, PROPN 
PVAc, PROPN 
expected, VERB 
C, PROPN 
=, SYM 
0, NUM 

, SPACE 
NH, PROPN 
groups, NOUN 
PVA, PROPN 
OH, NOUN 

, SPACE 
group, NOUN 
PNA, PROPN 
hand, NOUN 
PEO, PROPN 

, SPACE 
known, VERB 
form, VERB 
complexes, NOUN 
NH, PROPN 
containing, VERB 

, SPACE 
compounds, NOUN 
urea, NOUN 
expect, VERB 

, SPACE 
similar, ADJ 
type, NOUN 
interactions, NOUN 
PEO, PROPN 
PNA, PROPN 

, SPACE 
Fig, PROPN 
3, NUM 
shows, VERB 
optical, ADJ 
polarizing, NOUN 
micrographs, NOUN 

, SPACE 
PNA, PROPN 
polymer, NOUN 
composite, ADJ 
films, NOUN 
having, VERB 
80, NUM 

, SPACE 
PNA, PROPN 
different, ADJ 
polymer, NOUN 
matrices, NOUN 
PMMA, PROPN 
b, PROPN 

, SPACE 
PEO, PROPN 
c, NOUN 
>, X 
PVA, PROPN 
d, X 
PVAc, NOUN 
respectively, ADV 
dis-, NOUN 

, SPACE 
tinctly, ADV 
different, ADJ 
morphological, ADJ 
features, NOUN 
obtained, VERB 

, SPACE 
case, NOUN 
clearly, ADV 
revealed, VERB 
micrographs, NOUN 

, SPACE 
Table, NOUN 
1, NUM 

, SPACE 
X, NOUN 
ray, NOUN 
diffraction, NOUN 
PNA, PROPN 
grown, VERB 
different, ADJ 
polymeric, ADJ 
media, NOUN 
a-, X 
b, PROPN 

, SPACE 
PNA, PROPN 
100, NUM 
PMMA, PROPN 
PVAc, NOUN 
PVA, PROPN 
PEO, PROPN 

, SPACE 
80, NUM 
PNA, PROPN 
80, NUM 
PNA, PROPN 
80, NUM 
PNA, PROPN 
80, NUM 
PNA, PROPN 

, SPACE 
d, X 
/IO, PROPN 
hkl, PROPN 
d, PROPN 
d, X 
IO, PROPN 
d, NOUN 
/IO, X 
d, X 
d, X 
I/10, NUM 

, SPACE 
7.25, NUM 
14, NUM 

, SPACE 
6.28, NUM 
6, NUM 

, SPACE 
5.50, NUM 
26, NUM 

, SPACE 
5.01, NUM 
23, NUM 

, SPACE 
4.64, NUM 

, SPACE 
4.35, NUM 

, SPACE 
3.88, NUM 

, SPACE 
3.52, NUM 

, SPACE 
3.42, NUM 

, SPACE 
3.38, NUM 

, SPACE 
3.17, NUM 

, SPACE 
3.08, NUM 

, SPACE 
3.04, NUM 

, SPACE 
2.30, NUM 
48, NUM 

, SPACE 
2, NUM 

, SPACE 
50, NUM 

, SPACE 
100, NUM 

, SPACE 
5, NUM 

, SPACE 
4, NUM 

, SPACE 
45, NUM 

, SPACE 
15, NUM 

, SPACE 
25, NUM 

, SPACE 
1, NUM 
110, NUM 
5.44, NUM 

, SPACE 
201, NUM 
5.06, NUM 

, SPACE 
011, NUM 
4.95, NUM 
4.92, NUM 

, SPACE 
111, NUM 

, SPACE 
210, NUM 

, SPACE 
002, NUM 

, SPACE 
102/300, PROPN 

, SPACE 
211, NUM 

, SPACE 
301, NUM 

, SPACE 
202, NUM 

, SPACE 
012, NUM 

, SPACE 
310, NUM 

, SPACE 
112, NUM 

, SPACE 
311, NUM 

, SPACE 
400/212, PROPN 

, SPACE 
020, NUM 

, SPACE 
222/510, PROPN 
4.61, NUM 
4.59, NUM 

, SPACE 
4.55, NUM 

, SPACE 
4.32, NUM 

, SPACE 
4.29, NUM 
4.29, NUM 

, SPACE 
4.08, NUM 

, SPACE 
3.88, NUM 

, SPACE 
3.73, NUM 

, SPACE 
3.56, NUM 

, SPACE 
3.50, NUM 
3.49, NUM 

, SPACE 
3.40, NUM 

, SPACE 
3.38, NUM 

, SPACE 
3.18, NUM 
3.14, NUM 

, SPACE 
3.08, NUM 

, SPACE 
3.03, NUM 
3.03, NUM 

, SPACE 
2.30, NUM 
2.28, NUM 
101, NUM 
7.12, NUM 
6.97, NUM 
3, NUM 
7.02, NUM 

, SPACE 
5.37, NUM 

, SPACE 
3, NUM 

, SPACE 
2, NUM 

, SPACE 
4, NUM 
36.2, NUM 
5.34, NUM 
12.8, NUM 

, SPACE 
4.90, NUM 
9.26, NUM 

, SPACE 
4.62, NUM 
16.8, NUM 

, SPACE 
4.55, NUM 
13.4, NUM 

, SPACE 
2, NUM 

, SPACE 
4.07, NUM 

, SPACE 
3.66, NUM 

, SPACE 
3.46, NUM 
13.4, NUM 

, SPACE 
100, NUM 
28.3, NUM 

, SPACE 
3.60, NUM 

, SPACE 
loo, PROPN 

, SPACE 
3, NUM 

, SPACE 
3.12, NUM 

, SPACE 
15, NUM 

, SPACE 
3, NUM 
8.98, NUM 

, SPACE 
3.03, NUM 
16.5, NUM 
7.56, NUM 
66.6, NUM 

, SPACE 
7.86, NUM 

, SPACE 
6.46, NUM 

, SPACE 
3.86, NUM 
3.78, NUM 
3.95, NUM 

, SPACE 
3.67, NUM 
19.6, NUM 
3.66, NUM 

, SPACE 
100, NUM 
3.59, NUM 
100, NUM 

, SPACE 
3.14, NUM 

, SPACE 
3.08, NUM 
7.56, NUM 
56.8, NUM 

, SPACE 
6.06, NUM 

, SPACE 
5.64, NUM 
38.6, NUM 

, SPACE 
5.09, NUM 

, SPACE 
4.79, NUM 
15.1, NUM 

, SPACE 
34.0, NUM 

, SPACE 
3.22, NUM 

, SPACE 
18.9, NUM 

, SPACE 
21.2, NUM 
46.9, NUM 

, SPACE 
25.7, NUM 

, SPACE 
30.3, NUM 

, SPACE 
monoclinic, ADJ 
structure, NOUN 
=, PROPN 
12.33, NUM 
b, PRON 
=, SYM 
6.07, NUM 
c, NOUN 
=, NOUN 
8.59, NUM 
p, NOUN 
=, NOUN 
91.45, NUM 

, SPACE 
b, PRON 
Prominent, ADJ 
peaks, NOUN 
set, VERB 
italics, NOUN 

, SPACE 
344, NUM 
S., PROPN 
Radhakrishnan, PROPN 
C., PROPN 
Saujanya, PROPN 
/Materials, PUNCT 
Letters, NOUN 
28, NUM 
19961341, NUM 
346, NUM 

, SPACE 
observations, NOUN 
clearly, ADV 
demonstrate, VERB 
important, ADJ 

, SPACE 
role, NOUN 
polymer, NOUN 
matrix, NOUN 
specific, ADJ 

, SPACE 
interaction, NOUN 
controlling, VERB 
growth, NOUN 
morphology, NOUN 

, SPACE 
crystallizing, VERB 
component, NOUN 
dispersed, VERB 

, SPACE 
changes, NOUN 
relative, ADJ 
intensities, NOUN 
XRD, PROPN 
scans, NOUN 

, SPACE 
understood, VERB 
terms, NOUN 
placement, NOUN 

, SPACE 
crystallites, NOUN 
respect, NOUN 
sample, NOUN 
surface, NOUN 

, SPACE 
noted, VERB 
samples, NOUN 
form, NOUN 
films, NOUN 

, SPACE 
XRD, PROPN 
scans, NOUN 
recorded, VERB 
reflection, NOUN 
mode, NOUN 

, SPACE 
wide, ADJ 
angle, NOUN 
X, NOUN 
ray, NOUN 
powder, NOUN 
diffractometer, NOUN 
Changes, NOUN 

, SPACE 
intensities, NOUN 
certain, ADJ 
reflections, NOUN 
ex-, ADV 

, SPACE 
pected, VERB 
crystallites, NOUN 
preferred, ADJ 
growth, NOUN 

, SPACE 
direction, NOUN 
orientation, NOUN 
respect, NOUN 
film, NOUN 
surface, NOUN 

, SPACE 
16,171, NUM 
placement, NOUN 
crystallite, NOUN 
faces, NOUN 

, SPACE 
randomly, ADV 
oriented, VERB 
case, NOUN 
sperulites, NOUN 

, SPACE 
case, NOUN 
long, ADJ 
needle, NOUN 
shaped, VERB 
crystallites, NOUN 

, SPACE 
case, NOUN 
long, ADJ 
axis, NOUN 
preferentially, ADV 
lie, VERB 

, SPACE 
film, NOUN 
surface, NOUN 
case, NOUN 
platelet, NOUN 
mor-, X 

, SPACE 
phology, NOUN 
flat, ADJ 
crystallite, NOUN 
faces, NOUN 
tend, VERB 

, SPACE 
film, NOUN 
surface, NOUN 
appears, VERB 
XRD, PROPN 

, SPACE 
Fig, PROPN 
2, NUM 
X, NOUN 
ray, NOUN 
diffraction, NOUN 
scans, NOUN 
PNA, PROPN 
Polymer, PROPN 
composite, ADJ 
films, NOUN 

, SPACE 
80, NUM 
PNA, NOUN 
different, ADJ 
polymers, NOUN 
Curves, NOUN 
b, PROPN 
c, NOUN 
d, X 

, SPACE 
correspond, VERB 
PMMA, PROPN 
PVAc, PROPN 
PVA, PROPN 
PEO, PROPN 
matrix, NOUN 
respec-, X 

, SPACE 
tively, ADV 
scans, NOUN 
present, ADJ 
case, NOUN 
bc, ADJ 
plane, NOUN 

, SPACE 
crystal, NOUN 
preferably, ADV 
film, NOUN 
surface, NOUN 

, SPACE 
PMMA, PROPN 
PNA, PROPN 
PVAc, PROPN 
PNA, PROPN 
systems, NOUN 
giving, VERB 
rise, NOUN 

, SPACE 
large, ADJ 
increase, NOUN 
012, NUM 
reflection, NOUN 

, SPACE 
UC, PROPN 
plane, NOUN 
crystals, NOUN 
film, NOUN 
surface, NOUN 

, SPACE 
PVA, PROPN 
PNA, PROPN 
composite, NOUN 

, SPACE 
number, NOUN 
reports, NOUN 
available, ADJ 

, SPACE 
literature, NOUN 
guest, NOUN 
host, NOUN 
systems, NOUN 
polymeric, ADJ 

, SPACE 
media, NOUN 
Kryszewski, PROPN 
et, PROPN 
al, PROPN 
extensively, ADV 
studied, VERB 

, SPACE 
dispersion, NOUN 
charge, NOUN 
transfer, NOUN 
complex, ADJ 
salts, NOUN 

, SPACE 
TTF, PROPN 
TCNQ, PROPN 
TTT, PROPN 
TCNQ, PROPN 
etc, X 
different, ADJ 
poly-, NOUN 

, SPACE 
mers, NOUN 
polyvinylidene, NOUN 
fluoride, NOUN 
polypropylene, NOUN 

, SPACE 
etc, X 
18, NUM 
201, NUM 
cases, NOUN 
reported, VERB 

, SPACE 
morphology, NOUN 
systems, NOUN 
comprised, VERB 

, SPACE 
tiny, ADJ 
filamentary, ADJ 
type, NOUN 
crystals, NOUN 
dispersed, VERB 
poly-, NOUN 

, SPACE 
meric, ADJ 
matrix, NOUN 
observed, VERB 
spherulitic, ADJ 

, SPACE 
morphology, NOUN 
charge, NOUN 
transfer, NOUN 
salts, NOUN 

, SPACE 
dispersed, VERB 
polyvinylidene, NOUN 
fluoride, NOUN 
long, ADJ 

, SPACE 
needle, NOUN 
shaped, VERB 
oriented, VERB 
crystallites, NOUN 
grown, VERB 

, SPACE 
polypropylene, NOUN 
discussed, VERB 

, SPACE 
features, VERB 
reported, VERB 
X, NOUN 
ray, NOUN 

, SPACE 
diffraction, NOUN 
scans, NOUN 
main, ADJ 
concern, NOUN 
elec-, X 

, SPACE 
trical, ADJ 
properties, NOUN 
systems, NOUN 
NLO, PROPN 
chro-, PART 

, SPACE 
mophores, NOUN 
based, VERB 
azobenzene, NOUN 
derivatives, NOUN 
nitroani-, NOUN 

, SPACE 
lines, NOUN 
etc, X 
studied, VERB 
form, NOUN 

, SPACE 
guest, NOUN 
host, NOUN 
systems, NOUN 
polymers, NOUN 
PMMA, PROPN 

, SPACE 
polycarbonate, NOUN 
polyethylene, NOUN 
etc, X 
4,5,21,22, PROPN 

, SPACE 
authors, NOUN 
report, VERB 
chromophores, NOUN 
molecu-, ADV 

, SPACE 
larly, ADV 
dispersed, VERB 
polymers, NOUN 

, SPACE 
groups, NOUN 
found, VERB 
additives, NOUN 
crystal-, VERB 

, SPACE 
lize, NOUN 
oriented, VERB 
structures, NOUN 
especially, ADV 
poling, VERB 

, SPACE 
and/or, CCONJ 
passed, VERB 
differential, ADJ 
temperature, NOUN 

, SPACE 
zones, NOUN 
23,24, X 
X, NOUN 
ray, NOUN 
diffraction, NOUN 
data, NOUN 

, SPACE 
reported, VERB 
earlier, ADJ 
studies, NOUN 

, SPACE 
NLO, PROPN 
crystals, NOUN 
dispersed, VERB 
polymers, NOUN 
difficult, ADJ 

, SPACE 
surmise, VERB 
large, ADJ 
differences, NOUN 
found, VERB 

, SPACE 
original, NOUN 
authors, NOUN 
observed, VERB 

, SPACE 
samples, NOUN 
transparent, ADJ 
low, ADJ 
concentrations, NOUN 

, SPACE 
guest, NOUN 
molecules, NOUN 
suggest, VERB 
amor-, VERB 

, SPACE 
phous, ADJ 
present, ADJ 
case, NOUN 
found, VERB 

, SPACE 
samples, NOUN 
transparent, ADJ 
low, ADJ 

, SPACE 
concentrations, NOUN 
PNA, PROPN 
20, NUM 
