ELSEVIER, PROPN 
Dunai, PROPN 
K., PROPN 
Roselieb, PROPN 
Ear?k, NOUN 
Planetary, PROPN 
Science, PROPN 
Leners, PROPN 
139, NUM 
1996, NUM 
41X-421, VERB 
413, NUM 

, SPACE 
Table, PROPN 
1, NUM 

, SPACE 
sorption, NOUN 
data, NOUN 
garnet, NOUN 
samples, NOUN 
loaded, VERB 
2.50, NUM 
bar, NOUN 

, SPACE 
size, NOUN 

, SPACE 
Ml, PROPN 
V69.I, NOUN 
6, NUM 
11, NUM 

, SPACE 
V69.l-2(97, NOUN 
b79, NUM 

, SPACE 
Vb9.l-2(881, NOUN 
1224, NUM 

, SPACE 
V58.l, PROPN 
l, PROPN 
II-20, PROPN 

, SPACE 
VS&l, PROPN 
11.20, NUM 

, SPACE 
V58, PROPN 
I-2, NUM 
30.60, NUM 

, SPACE 
VSS-14(n, NOUN 
21b3, NUM 

, SPACE 
V5&2, NUM 
3, NUM 
I-20, NUM 

, SPACE 
v5a.2, PROPN 
3, NUM 
11, NUM 
20, NUM 

, SPACE 
V58, PROPN 
2, NUM 
2, NUM 
898, NUM 

, SPACE 
v75.1.I, PROPN 
6, NUM 
1, NUM 

, SPACE 
v75.I-2, PROPN 
11.20, NUM 

, SPACE 
v75.2.2, PROPN 
II, PROPN 
U, PROPN 

, SPACE 
V72.1.I, PROPN 
3aM, NUM 

, SPACE 
.72, NUM 
I-2(76, PROPN 
2uO, NUM 

, SPACE 
V72, PROPN 
X98, PROPN 
690, NUM 

, SPACE 
w2, PROPN 
2, NUM 
1, NUM 
6, NUM 
1, NUM 

, SPACE 
v72.2, NOUN 
2, NUM 
11.20, NUM 

, SPACE 
v72.2, NOUN 
3(103, NUM 
law, NOUN 

, SPACE 
V6)_I, PROPN 
6, NUM 
11, NUM 

, SPACE 
Vb3.I-1, NOUN 
611, NUM 

, SPACE 
Vb3, NUM 
1, NUM 
3, NUM 
830, NUM 

, SPACE 
V63.2, NOUN 
l, NOUN 
3060, NUM 

, SPACE 
Vb3.2.X85, NOUN 
IQ70, VERB 

, SPACE 
Vb3.2, PROPN 
X99, PROPN 
680, NUM 
1.64, NUM 
800, NUM 
167.5, NUM 
l, PROPN 
211(4, NUM 

, SPACE 
0.66, NUM 
800, NUM 
167.5, NUM 
l, NOUN 

, SPACE 
3.83, NUM 
800, NUM 
167.5, NUM 
l, NOUN 

, SPACE 
7.21, NUM 
8CO, NUM 
191, NUM 
M, NUM 

, SPACE 
2.39, NUM 
800, NUM 
191, NUM 
M, PROPN 
l, NOUN 

, SPACE 
10.15, NUM 
800, NUM 
191, NUM 

, SPACE 
21.00, NUM 
em, PROPN 
191, NUM 

, SPACE 
7.56, NUM 
BM, PROPN 
191, NUM 
M.lW, PROPN 

, SPACE 
5.76, NUM 
800, NUM 
191, NUM 
M., PROPN 
nv, PROPN 
l, NOUN 

, SPACE 
1.45, NUM 
800, NUM 
191, NUM 
nv, PROPN 

, SPACE 
6.96, NUM 
800, NUM 
501.5, NUM 
t, NOUN 

, SPACE 
0.81, NUM 
800, NUM 
Ml.5, NOUN 
t, NOUN 

, SPACE 
0.18, NUM 
~MI, NOUN 
501.5, NUM 
t, NOUN 

, SPACE 
2.04, NUM 
QOO, NOUN 
24.83, NUM 
l, NOUN 

, SPACE 
23.34, NUM 
900, NUM 
24.83, NUM 
l, NOUN 

, SPACE 
0.60, NUM 
QUO, NOUN 
24.83, NUM 

, SPACE 
2.82, NUM 
wo, AUX 
24.83, NUM 
l, NOUN 

, SPACE 
3.41, NUM 
900, NUM 
24.83, NUM 
l, NOUN 

, SPACE 
2.23, NUM 
900, NUM 
24.83, NUM 
l, NOUN 

, SPACE 
1.77, NUM 
900, NUM 
116.5, NUM 
M, PROPN 

, SPACE 
7.10, NUM 
900, NUM 
116.5, NUM 
M., PROPN 
l, NOUN 

, SPACE 
1.25, NUM 
900, NUM 
116.5, NUM 

, SPACE 
4.46, NUM 
900, NUM 
116.5, NUM 

, SPACE 
16.78, NUM 
900, NUM 
116.5, NUM 

, SPACE 
0.72, NUM 
900, NUM 
116.5, NUM 

, SPACE 
v57.1, NUM 
3a.a, NUM 
2.94, NUM 
990, NUM 
18, NUM 
M, PROPN 

, SPACE 
V57, PROPN 
I-2, NUM 
120, NUM 
145, NUM 
19.98, NUM 
990, NUM 
18, NUM 

, SPACE 
V57, PROPN 
2, NUM 
30.60, NUM 
8.44, NUM 
990, NUM 
18, NUM 
RV, PROPN 

, SPACE 
VS7.2, NOUN 
2, NUM 
II-30, NUM 
2.92, NUM 
990, NUM 
18, NUM 
M.lW, PROPN 

, SPACE 
V57, PROPN 
2, NUM 
2, NUM 
Il.30, NOUN 
2.61, NUM 
990, NUM 
18, NUM 
MIW, PROPN 

, SPACE 
V57.2, NOUN 
3, NUM 
216rJ, NOUN 
21.12, NUM 
990, NUM 
18, NUM 
W, PROPN 

, SPACE 
V%2.1, NOUN 
MM, PROPN 
6.61, NUM 
990, NUM 
18.58, NUM 
M, PROPN 

, SPACE 
VM2.2, PROPN 
m&145, NOUN 
12.40, NUM 
990, NUM 
18.58, NUM 

, SPACE 
VSb-2, NUM 
3, NUM 
2140, NUM 
19.95, NUM 
990, NUM 
18.58, NUM 

, SPACE 
V68, PROPN 
6, NUM 
11, NUM 
I.77, PROPN 
QQO, PROPN 
18.58, NUM 
t, NOUN 

, SPACE 
Vb%l-2, PROPN 
II-20, PROPN 
3.41, NUM 
QQO, PROPN 
18.5B, NUM 
1.75(8, PROPN 

, SPACE 
1.51(2, PROPN 

, SPACE 
5W5, PROPN 

, SPACE 
46Wb, NUM 

, SPACE 
16X2, PROPN 

, SPACE 
X73(6, X 

, SPACE 
55X7, PROPN 

, SPACE 
525(7, X 

, SPACE 
22.916, NUM 

, SPACE 
8.78(9, PROPN 

, SPACE 
13.2(S, NUM 

, SPACE 
17.9(3, PROPN 

, SPACE 
11X2, PROPN 

, SPACE 
4, NUM 
54(S, NUM 

, SPACE 
5, NUM 
l(3, NOUN 

, SPACE 
29X4, NUM 

, SPACE 
3Qx4, PROPN 

, SPACE 
900, NUM 

, SPACE 
4w7, NUM 

, SPACE 
29W3, PROPN 

, SPACE 
9, NUM 
70, NUM 

, SPACE 
law, NOUN 

, SPACE 
3, NUM 
230, NUM 

, SPACE 
3, NUM 
8(2, NUM 

, SPACE 
139(2, X 

, SPACE 
65, NUM 
X7, NOUN 

, SPACE 
QW, PROPN 

, SPACE 
W3, PROPN 

, SPACE 
1330, NUM 

, SPACE 
10.4(l, PROPN 

, SPACE 
107(l, PROPN 

, SPACE 
35, NUM 
S(4, NUM 

, SPACE 
8.31(S, PROPN 

, SPACE 
937(20, NUM 

, SPACE 
70918, NUM 
M4.IU, PUNCT 

, SPACE 
3.w, NUM 
10, NUM 

, SPACE 
b.50.1W, PROPN 

, SPACE 
1.56~10, PROPN 

, SPACE 
4.39, NUM 
IQ, PROPN 

, SPACE 
4.49.10, PROPN 

, SPACE 
L.53.Ialz, PROPN 

, SPACE 
1.85.10, PROPN 

, SPACE 
1.2I.10, NUM 

, SPACE 
7.87.1a11, NUM 

, SPACE 
9.444a0, X 

, SPACE 
2.69.1U, NUM 

, SPACE 
5.41.1U, PROPN 

, SPACE 
3.58.10, PROPN 

, SPACE 
2.44.w, NUM 

, SPACE 
3.2640~~, NUM 

, SPACE 
Vb8, NUM 
1.3, NUM 
m, NUM 
770, NUM 
0.98, NUM 
Q90, PROPN 
18.58, NUM 
19.8(6, PROPN 

, SPACE 
vb8, NOUN 
l-3@1, PROPN 
1370, NUM 
5.44, NUM 
990, NUM 
18.58, NUM 
II, PROPN 
WI, PROPN 

, SPACE 
V65, PROPN 
611.11.20, PROPN 
99069, NUM 
Q, PROPN 

, SPACE 
2280, NUM 

, SPACE 
Errors, NOUN 
concentrations, NOUN 
1, NUM 
u, NOUN 
given, VERB 
brackets, NOUN 

, SPACE 
refer, VERB 
significant, ADJ 
unit, NOUN 
M, NOUN 
=, NOUN 
samples, NOUN 
investigated, VERB 

, SPACE 
Massbatter, PROPN 
spectroscopy, NOUN 
IW=, ADJ 
samples, NOUN 
loaded, VERB 
Fe, PROPN 
Fe0, ADJ 

, SPACE 
buffer, VERB 
=, NOUN 
samples, NOUN 
accidentally, ADV 
uncooled, ADJ 
2, NUM 
months, NOUN 
=, NOUN 

, SPACE 
duphcate, ADJ 
measurements, NOUN 
ahquot, VERB 
purposely, ADV 
uncooled, ADJ 
9, NUM 

, SPACE 
months, NOUN 
t, PROPN 
=, PUNCT 
R, NOUN 
capsule, NOUN 
leaked, VERB 
$, SYM 
=, PROPN 
garnet, NOUN 
unstable, ADJ 
peak, NOUN 

, SPACE 
broadening, VERB 
new, ADJ 
peak8, NOUN 
observed, VERB 
X, NOUN 
ray, NOUN 
diffraction, NOUN 
severe, ADJ 

, SPACE 
surface, NOUN 
alteration, NOUN 
spheres, NOUN 
face, NOUN 
=, PUNCT 
garnet, NOUN 
instability, NOUN 
macroscopi-, PROPN 

, SPACE 
tally, NOUN 
evident, ADJ 
Sorption, NOUN 
experiments, NOUN 
conducted, VERB 
Univer-, PROPN 

, SPACE 
sity, NOUN 
Giittingen, PROPN 
noble, ADJ 
gas, NOUN 
analysis, NOUN 
ETH, PROPN 
Ziirich, PROPN 

, SPACE 
Miissbaurer, PROPN 
spectroscopy, VERB 
University, PROPN 
Salzburg, PROPN 
W., PROPN 
Lot-, PROPN 

, SPACE 
termoscr, NOUN 
pers, NOUN 
commun, NOUN 

, SPACE 
natural, ADJ 
concentrations, NOUN 
sample, NOUN 
material, NOUN 

, SPACE 
Instead, ADV 
chose, VERB 
reverse, VERB 
conventional, ADJ 
step, NOUN 
wise, ADJ 

, SPACE 
heating, NOUN 
experiments, NOUN 
load, VERB 
garnets, NOUN 

, SPACE 
high, ADJ 
pressure, NOUN 
subsequently, ADV 
measure, VERB 

, SPACE 
incorporated, VERB 
approach, NOUN 
requires, VERB 

, SPACE 
loading, NOUN 
temperatures, NOUN 
exceeding, VERB 
almandine, NOUN 
stabil-, X 

, SPACE 
ity, NOUN 
field, NOUN 
garnet, NOUN 
studied, VERB 
signs, NOUN 

, SPACE 
instability, NOUN 
loading, VERB 
prior, ADV 
analysis, NOUN 
iron, NOUN 
content, NOUN 
garnet, PROPN 
required, VERB 
additional, ADJ 

, SPACE 
experimental, ADJ 
precautions, NOUN 
possibility, NOUN 
Fe, PROPN 
loss, NOUN 

, SPACE 
Pt, PROPN 
capsule, NOUN 
redox, ADJ 
reactions, NOUN 

, SPACE 
considered, VERB 
prevent, VERB 
Fe, PROPN 
loss, NOUN 
double, ADJ 

, SPACE 
capsule, ADJ 
technique, NOUN 
loaded, VERB 
garnet, NOUN 
samples, NOUN 

, SPACE 
garnet, ADJ 
crucibles, NOUN 
manufactured, VERB 

, SPACE 
material, NOUN 
samples, NOUN 
garnet, NOUN 
cru-, NOUN 

, SPACE 
cibles, NOUN 
placed, VERB 
