ELSEVIER, PROPN 
isolated, VERB 
low, ADJ 
yield, NOUN 

, SPACE 
formation, NOUN 
N, PROPN 
~, PROPN 
P, NOUN 
coordinated, VERB 
complexes, NOUN 

, SPACE 
excluded, VERB 
nitrogen, NOUN 
atoms, NOUN 
ate, VERB 
appropriate, ADJ 

, SPACE 
geometric, ADJ 
am|ngement, NOUN 

, SPACE 
,~, PUNCT 
~, PUNCT 
X, NOUN 
ray, NOUN 
structural, ADJ 
anal)sis, NOUN 

, SPACE 
iigand, NOUN 
2A, PROPN 
complexes, NOUN 

, SPACE 
2A, PROPN 
PdCI, NOUN 
II, PROPN 
NiCI, PROPN 
crystal, NOUN 
structures, NOUN 
determined, VERB 
Characteristic, ADJ 
structural, ADJ 
features, NOUN 

, SPACE 
listed, VERB 
Table, PROPN 
I., PROPN 

, SPACE 
biaryl, NOUN 
angles, VERB 
range, NOUN 
12.13, NUM 
°, NOUN 
2A, NOUN 

, SPACE 
76.22, NUM 
°, NOUN 
IIA, PROPN 
NiCl, PROPN 
observed, VERB 
previously, ADV 

, SPACE 
pronounced, VERB 
changes, NOUN 
occur, VERB 
easily, ADV 
l, PROPN 
l'-binaphthyl, PROPN 
se-, PROPN 

, SPACE 
ries, NOUN 
caused, VERB 
flat, ADJ 
energy, NOUN 
minimum, NOUN 

, SPACE 
cisoid, NOUN 
transoid, VERB 
conformation, NOUN 
approximately, ADV 

, SPACE 
65, NUM 
15, NUM 
°, NUM 
respectively, ADV 
6b, NUM 
c, PROPN 
d, NUM 
ease, NOUN 
conforma-, NOUN 

, SPACE 
tional, ADJ 
changes, NOUN 
coordination, NOUN 
nickel(ll, PROPN 
palla-, ADV 

, SPACE 
dium(II, NOUN 
center, NOUN 
torsion, NOUN 
P, NOUN 
MCI, PROPN 
2, NUM 

, SPACE 
M, PROPN 
=, SYM 
Ni, PROPN 
Pd, PROPN 
fragment, NOUN 
resulted, VERB 
nearly, ADV 

, SPACE 
perpendicular, ADJ 
arrangement, NOUN 
macrocycle, NOUN 

, SPACE 
complex, ADJ 
unit, NOUN 
compensate, VERB 
presumptive, ADJ 

, SPACE 
steric, ADJ 
strain, NOUN 
stabilizing, VERB 
complexes, NOUN 

, SPACE 
evidence, NOUN 
steric, ADJ 
strain, NOUN 
found, VERB 
deviations, NOUN 

, SPACE 
carbons, NOUN 
14, NUM 
1, NUM 
-61, PUNCT 
64, NUM 
fix)m, ADP 
linearity, NOUN 
1.0/5.4, NUM 
°, NOUN 
2A, PROPN 

, SPACE 
6.91/3.16, NUM 
°, NOUN 
2A., CCONJ 
PdCl, PROPN 
complexes, NOUN 

, SPACE 
slightly, ADV 
distorted, ADJ 
square, ADJ 
planar, NOUN 
array, NOUN 
typical, ADJ 
angles, NOUN 

, SPACE 
distances, NOUN 
nitrogen, NOUN 
coordination, NOUN 
llA., PROPN 

, SPACE 
NiCI, PROPN 

, SPACE 
2.3, X 
Asymmetric, ADJ 
catalysis, NOUN 

, SPACE 
present, ADJ 
paper, NOUN 
deals, NOUN 
catalytic, ADJ 
carbon-, X 

, SPACE 
carbon, NOUN 
coupling, NOUN 
reactions, NOUN 
different, ADJ 
mechanistic, ADJ 

, SPACE 
Table, NOUN 

, SPACE 
Selected, VERB 
data, NOUN 
crystal, PROPN 
smtclute, NOUN 
analyses, NOUN 

, SPACE 
74.-~7k, NUM 

, SPACE 
75, NUM 

, SPACE 
72, NUM 
166~., NUM 
t64'~, NOUN 
~73, PUNCT 

, SPACE 
67, NUM 
65, NUM 
63, NUM 
91, NUM 
54, NUM 
71, NUM 

, SPACE 
/X, VERB 
t, NOUN 
162, NUM 
~, PUNCT 
X,~2~53, PROPN 
55i, NUM 
P51~, NOUN 
/82,~, PROPN 
0~'~09:70~'01, NUM 
81, NUM 
83, NUM 

, SPACE 

, SPACE 
ii~/19~.~01, NUM 
11, NUM 
31, NUM 
/33, PUNCT 

, SPACE 
~"12, X 
~, PUNCT 
X2~3, NOUN 
S)~PI, X 
~32, PUNCT 

, SPACE 
1, NUM 
fi3, NOUN 
41, NUM 
4, NUM 
21, NUM 

, SPACE 
17"*16115~14, NUM 
212, NUM 
231, NUM 

, SPACE 
~4, PROPN 
~5, PROPN 

, SPACE 
X, PROPN 
~, PROPN 
O.N, PROPN 

, SPACE 
General, PROPN 
labeling, NOUN 
scheme, NOUN 
crystal, NOUN 
stnlctnres, NOUN 

, SPACE 
2A, PROPN 
2A, NOUN 
PdCI, NOUN 
z, NOUN 
IIA.NiCI, PROPN 

, SPACE 
Biarylangle, PROPN 
12, NUM 
lY, NOUN 
I(}1.57, ADJ 
°, PROPN 
76.22, NUM 
°, NOUN 

, SPACE 
cycle, NOUN 
torsion, NOUN 
99,Y, PROPN 
83.03, NUM 
°, NOUN 

, SPACE 
metal, NOUN 
complex, ADJ 
t, NOUN 

, SPACE 
pl, PROPN 
-M, NOUN 
PSI, PROPN 
86,B8, NOUN 
~, PUNCT 
88.62, NUM 
°, NUM 

, SPACE 
pl, PROPN 
M, PROPN 
2,210, NUM 
2.134, NUM 

, SPACE 
P51, PROPN 
~, PUNCT 
M, NOUN 
2,205, NUM 
2.134, NUM 

, SPACE 
Pl, PROPN 
-PSI, PROPN 
3, NUM 
+, NUM 
219, NUM 
3.036, NUM 
2.982, NUM 

, SPACE 
CIA-.M, PROPN 
.CIB, PUNCT 
95.S4, NOUN 
°, NUM 
94.72, NUM 

, SPACE 
CIA, PROPN 
M, PROPN 
2.351, NUM 
2.185, NUM 

, SPACE 
CIB, PROPN 
M, PROPN 
2.34"/, PROPN 
2,199, NUM 

, SPACE 
14~11, NUM 
61, NUM 
1.0, NUM 
°, NUM 
-6.9, NUM 
°, NUM 
6,5, NUM 
°, NUM 

, SPACE 
64, NUM 
61, NUM 
5.4, NUM 
°, NUM 
3.2, NUM 
°, NUM 
3.2, NUM 
°, NUM 

, SPACE 
P1, PROPN 
31, NUM 
81, NUM 
--P51, NOUN 
4.9, NUM 
°, NUM 
0.8, NUM 
°, NUM 
53, NUM 
°, NUM 

, SPACE 
Distances, PROPN 
m, VERB 
~., PUNCT 
~, PUNCT 
angle, NOUN 
b~'lween, VERB 
best, ADV 
I)hmes, VERB 

, SPACE 
macr~:yclic, ADJ 
perillleter, NOUN 
|, PROPN 
1, NUM 
12, NUM 
X2, NOUN 
3, NUM 
4-(5-)PI, PROPN 
PSI-(55-)54, NOUN 
53-, PROPN 

, SPACE 
X52, PROPN 
62, NUM 
61, NUM 
Ihe, ADP 
complex, ADJ 
subu, NOUN 
PI, PROPN 
M, PROPN 
P51, PROPN 


, SPACE 
M., PROPN 
Widhcdm, PROPN 
et, PROPN 
al, PROPN 
Joumal, PROPN 
Orgunomemllic, PROPN 
Chcmi, PROPN 
vlry, VERB 
523, NUM 
t1996, NOUN 
J, PROPN 
167, NUM 
178, NUM 
169, NUM 

, SPACE 

, SPACE 
052, NUM 

, SPACE 
02, NUM 
Mr, PROPN 
let, VERB 
Reactions, NOUN 
Asymmetric, PROPN 
Ca[bon, PROPN 
~, PROPN 
bon, PROPN 
Coupling, PROPN 

, SPACE 
L'Ni, PROPN 
MgCt, PROPN 
+, CCONJ 
n~, PROPN 
~r, PUNCT 

, SPACE 
12, NUM 

, SPACE 
PSI, NOUN 

, SPACE 
C, NOUN 
J~, NOUN 
~t, PUNCT 
JCl, PROPN 
+, PUNCT 
~O, PUNCT 
~, PUNCT 
L'Ni, PROPN 

, SPACE 
13, NUM 
O, NOUN 

, SPACE 
2, NUM 

, SPACE 
H, PROPN 
~, PROPN 
CO.~C, NOUN 
CO, PROPN 
~, NOUN 
CHI, PROPN 
R~:H3, PROPN 
4, NUM 
O2CH3, PROPN 
L'Pd, PROPN 
~, PUNCT 
3, NUM 

, SPACE 
CO, PROPN 
~, PROPN 
CH~, PROPN 
~, PUNCT 
R, NOUN 
R, NOUN 

, SPACE 
R, NOUN 
R, NOUN 

, SPACE 
ell3, NOUN 
CH, PROPN 
3, NUM 
14, NUM 

, SPACE 
Ph, PROPN 
Ph, PROPN 
15, NUM 

, SPACE 
Scheme, NOUN 
2, NUM 

, SPACE 
b, PROPN 

, SPACE 
t)~2, X 

, SPACE 
ligands, NOUN 
S)~i,.-configuration, NOUN 
Reaction, NOUN 

, SPACE 
conducted, VERB 
following, VERB 
standard, ADJ 
procedure, NOUN 
8a, NUM 

, SPACE 
slight, ADJ 
modifications, NOUN 
product, NOUN 
isolated, VERB 
mod-, ADJ 

, SPACE 
erate, NOUN 
good, ADJ 
yield, NOUN 
asymmetric, ADJ 
inductions, NOUN 

, SPACE 
found, VERB 
low, ADJ 
reaction, NOUN 
2, X 
enantioselec-, ADJ 

, SPACE 
tivities, NOUN 
low, ADJ 
dependence, NOUN 
asymmetric, ADJ 

, SPACE 
induction, NOUN 
fi'om, PROPN 
length, NOUN 
spacer, NOUN 
observed, VERB 

, SPACE 
best, ADJ 
result, NOUN 
obtained, VERB 
0, NUM 
°, NUM 
C, NOUN 
ligand, NOUN 
4A, PROPN 

, SPACE 
yielding, VERB 
75, NUM 
S)-13, PROPN 
23, NUM 
e.e, PROPN 
ailylic, ADJ 
substi-, NOUN 

, SPACE 
tution, NOUN 
reaction, NOUN 
3, NUM 
R, NOUN 
=, X 
phenyl, NOUN 
afforded, VERB 
product, NOUN 

, SPACE 
good, ADJ 
chemical, NOUN 
yields, NOUN 
showed, VERB 
expected, VERB 
depend-, NOUN 

, SPACE 
ence, NOUN 
e.e, PROPN 
length, NOUN 
sp~,cer, NOUN 
group, NOUN 

, SPACE 
2A-6A., NUM 
conditions, NOUN 
investig.|ted, VERB 
far, ADV 

, SPACE 
R)-enantiomer, NOUN 
predominates, VERB 
ligands, NOUN 
S),,,i,¢, ADJ 

, SPACE 
configuration, NOUN 
employed, VERB 
decrease, NOUN 
c.e, PROPN 
84, NUM 

, SPACE 
Fig, PROPN 
I., PROPN 
Crystal, PROPN 
smtctur¢, PUNCT 
ligand, NOUN 
2A, PROPN 
hydrogen, NOUN 
atoms, NOUN 

, SPACE 
solvent, ADJ 
molecules, NOUN 
omitted, VERB 
clarity, NOUN 
b, X 
Crystal, PROPN 
structure, NOUN 

, SPACE 
tile, NOUN 
palladium, NOUN 
complex, ADJ 
2A.PdCI2, PROPN 
hydrogen, NOUN 
atoms, NOUN 
solvent, ADJ 

, SPACE 
molecules, NOUN 
omitted, VERB 
clarity, NOUN 

, SPACE 
features, NOUN 
according, VERB 
proposed, VERB 
mechanisms, NOUN 
re-, ADP 

, SPACE 
quire, ADJ 
chirai, ADJ 
interaction, NOUN 
different, ADJ 
sectors, NOUN 
sur-, NOUN 

, SPACE 
rounding, VERB 
space, NOUN 
8, NUM 
10, NUM 

, SPACE 
Reaction, PROPN 
cross, ADJ 
coupling, ADJ 
reaction, NOUN 

, SPACE 
phenylethyl, NOUN 
magnesium, NOUN 
chloride, NOUN 
vinyl, NOUN 
bromide, NOUN 

, SPACE 
catalysis, NOUN 
nickel, NOUN 
complexes, NOUN 
affords, VERB 
3, NUM 
phenyl-, NOUN 

, SPACE 
1, NUM 
butene, ADJ 
12, NUM 
Reaction, NOUN 
2, NUM 
yields, VERB 
homologu¢, NOUN 
4-, NUM 

, SPACE 
phenyl, NOUN 
l, NOUN 
pcntene, NOUN 
13, NUM 
obtained, VERB 
reaction, NOUN 

, SPACE 
l, NOUN 
phenylethyl, NOUN 
magnesium, NOUN 
chloride, NOUN 
allyl, PROPN 
phenyl, PROPN 

, SPACE 
ether, ADV 
Reactions, NOUN 
3, NUM 
allylic, ADJ 
substitutions, NOUN 

, SPACE 
direct, ADJ 
vl, PROPN 
malonate, VERB 
nucleophile, ADJ 

, SPACE 
Table, NOUN 
2, NUM 
lists, VERB 
isolated, VERB 
yields, NOUN 
enantiomeric, PROPN 
ex-, PROPN 

, SPACE 
cesses, NOUN 
e.e, PROPN 
parentheses, NOUN 
reactions, NOUN 
I)-(3, PROPN 
Table, NOUN 
2, NUM 

, SPACE 
Asymmetric, PROPN 
carbon, NOUN 
=, SYM 
carbon, NOUN 
coupling, NOUN 
reactions, NOUN 

, SPACE 
Entry, PROPN 
Ligand, PROPN 
t, PROPN 
Reaction, PROPN 
Reaction, NOUN 
2, NUM 
t, PROPN 
Reaction, PROPN 
3, NUM 
~, PUNCT 

, SPACE 
2A, PROPN 
50, NUM 
71, NUM 
SR, PROPN 
83, NUM 
84R, NUM 

, SPACE 
2, NUM 
3A, NOUN 
67, NUM 
9S, NOUN 
73, NUM 
14R, NUM 
71, NUM 
50R, NUM 

, SPACE 
3, NUM 
4A, PROPN 
84(6S, PROPN 
79(15S, PROPN 
f, PROPN 
77, NUM 
31R, NUM 

, SPACE 
4, NUM 
5A, PROPN 
89, NUM 
4R, PROPN 
73(12R, PROPN 
87(11R, PROPN 

, SPACE 
5, NUM 
6A, NOUN 
76(7R, NUM 
73, NUM 
5S, PROPN 
77, NUM 
17R, PROPN 

, SPACE 
6, NUM 
10A, NUM 
62, NUM 
0, NUM 
~, PUNCT 
79, NUM 
75, NUM 
52R, NUM 

, SPACE 
7, NUM 
IIA, PROPN 
54, NUM 
16R, NUM 
75, NUM 
6S, PROPN 
41, NUM 
77R)h, NUM 

, SPACE 
lsohted, VERB 
yield, NOUN 
enantiomeric, PROPN 
excess, PROPN 
absolute, ADJ 
configuration, NOUN 

, SPACE 
absolute, ADJ 
configuration, NOUN 
S)~,,, PROPN 
,t(S.R)t, PROPN 
depicted, VERB 
m, PROPN 
Scheme, PROPN 

, SPACE 
symmetry, NOUN 
C, PROPN 
t., PROPN 
Scheme, PROPN 
2, NUM 
reaction, NOUN 
vinyl, NOUN 
bromide, NOUN 
7.1, NUM 
retool, NOUN 

, SPACE 
phenylethyl, PROPN 
magnesium, NOUN 
chloride, NOUN 
11.8, NUM 
retool, NOUN 
NiCI, PROPN 
0.5, NUM 
molt, NOUN 

, SPACE 
ligand, NOUN 
0.5, NUM 
rooFS, NOUN 
solvent, ADJ 
EI, PROPN 
O., PROPN 
20, NUM 
h, PROPN 
O"C, PROPN 
Section, NOUN 
3fi, NOUN 
d, X 
Scheme, NOUN 

, SPACE 
2, NUM 
reaction, NOUN 
27, NUM 
allyl, PROPN 
phenyl, PROPN 
ether, PROPN 
20, NUM 
retool, NOUN 
phenylethyl, NOUN 
magne-, NUM 

, SPACE 
sium, NOUN 
chloride, NOUN 
20, NUM 
tnmol, NOUN 
NiCI2, PROPN 
0,2, PROPN 
moV~, ADJ 
ligand, NOUN 
0.2, NUM 

, SPACE 
solvent, NOUN 
Et20, PROPN 
4, NUM 
20, NUM 
h, NOUN 
TLC, PROPN 
RT, PROPN 
Section, NOUN 
3, NUM 
5,27, NUM 
Scheme, NOUN 
2, NUM 

, SPACE 
reaction, NOUN 
3, NUM 
E).l.3, NOUN 
°, NUM 
diphenylprop-3, ADP 
ene, PROPN 
l, PROPN 
yl, PROPN 
acetate, NOUN 
retool, VERB 

, SPACE 
dimethyl, PROPN 
malonate, PROPN 
3, NUM 
retool, NOUN 
BSA, PROPN 
3, NUM 
retool, NOUN 
KOAc, NOUN 
catalytic, ADJ 

, SPACE 
lulloun, NOUN 
Pd(qLCJ, PROPN 
l~)CI]2, PROPN 
tool%, VERB 
li[,and, PROPN 
molq, PROPN 
~nlw, PROPN 
m, VERB 

, SPACE 
CH2CI, X 
z, PROPN 
4, NUM 
18, NUM 
h, PROPN 
RT, PROPN 
Section, NOUN 
3.5,3, PROPN 
f, X 
0, NUM 
°, NUM 
C, NOUN 
75, NUM 
23S, NUM 
g, NOUN 
10, NUM 
°, NUM 
C, NOUN 

, SPACE 
h, NOUN 
complete, ADJ 
conversion, NOUN 
obtained, VERB 


, SPACE 
170, NUM 
M., PROPN 
Widhalm, PROPN 
et, NOUN 
d., PROPN 
Jmcrnal, PROPN 
