Corrosion, PROPN 
implanted, VERB 
titanium.3, PROPN 
Calcium, PROPN 
ion, NOUN 
implanted, VERB 
titanium, NOUN 

, SPACE 
suitable, ADJ 
biomaterial, NOUN 
favorable, ADJ 
property, NOUN 
calcium, NOUN 
ion, NOUN 
implanted, VERB 

, SPACE 
titanium, NOUN 
caused, VERB 
implanted, VERB 
calcium, NOUN 
ions, NOUN 
surface, NOUN 
modified, VERB 
layer, NOUN 
formed, VERB 
ion, NOUN 

, SPACE 
implantation, NOUN 
surface, NOUN 
modified, VERB 
layer, NOUN 
consists, VERB 
calcium, NOUN 
titanate, NOUN 
ions, NOUN 

, SPACE 
implanted, VERB 
lOi, NOUN 
10, NUM 
ions, NOUN 
cm2, NOUN 
calcium, NOUN 
oxide, NOUN 
hydroxide, ADV 
calcium, NOUN 

, SPACE 
titanate, NOUN 
implanted, VERB 
10, NUM 
ions, NOUN 
cm2.4, X 
possibility, NOUN 
outermost, ADJ 

, SPACE 
surface, NOUN 
surface, NOUN 
modified, VERB 
layer, NOUN 
calcium, NOUN 
hydroxide, ADV 
cases, NOUN 
described, VERB 

, SPACE 
Calcium, NOUN 
ions, NOUN 
exist, VERB 
surface, NOUN 
oxide, NOUN 
grows, VERB 
ion, NOUN 
implantation, NOUN 
thicknesses, NOUN 

, SPACE 
surface, NOUN 
modified, VERB 
layers, NOUN 
thin, ADJ 
approximately, ADV 
6, NUM 
nm, ADJ 
8, NUM 
nm, NUM 
13, NUM 
nm, NOUN 
specimens, NOUN 

, SPACE 
implanted, VERB 
lOI, ADJ 
ions, NOUN 
cm2, PROPN 
10, NUM 
ions, NOUN 
cm, PROPN 
lo, PROPN 
ions, NOUN 
cm2, NOUN 
respectively.5, PROPN 
7, NUM 

, SPACE 
surface, NOUN 
modified, VERB 
layer, NOUN 
works, VERB 
substrate, NOUN 
improving, VERB 
hard, ADJ 
tissue, NOUN 
compatibility, NOUN 

, SPACE 
causes, NOUN 
good, ADJ 
bone, NOUN 
conductivity, NOUN 
calcium, NOUN 
ion, NOUN 
implanted, VERB 
titanium, NOUN 

, SPACE 
possibly, ADV 
microdissolution, NOUN 
calcium, NOUN 
ions, NOUN 
bioliquid, NOUN 
inducing, VERB 
precipitation, NOUN 

, SPACE 
calcium, NOUN 
phosphate, NOUN 
material, NOUN 
supersaturation, NOUN 
bioliquid, NOUN 
near, ADP 
material, NOUN 

, SPACE 
Manuscript, PROPN 
received, VERB 
7, NUM 
March, PROPN 
1996, NUM 

, SPACE 
1579, NUM 

, SPACE 
1580, NUM 
T., PROPN 
Hanawa, PROPN 
et, PROPN 
al, PROPN 

, SPACE 
mechanism, NOUN 
similar, ADJ 
dissolution, NOUN 
calcium, NOUN 
silicon, NOUN 
bioactive, ADJ 
glasses, NOUN 

, SPACE 
confirmation, NOUN 
dissolution, NOUN 
calcium, NOUN 
ions, NOUN 
estimation, NOUN 

, SPACE 
dissolution, ADJ 
rate, NOUN 
important, ADJ 
understanding, NOUN 
behavior, NOUN 
calcium, NOUN 
ion-, NOUN 

, SPACE 
implanted, VERB 
titanium, NOUN 
biological, ADJ 
systems, NOUN 
difficult, ADJ 
detect, VERB 
dissolution, NOUN 
analysis, NOUN 

, SPACE 
calcium, NOUN 
solution, NOUN 
calcium, NOUN 
ion, NOUN 
implanted, VERB 
titanium, NOUN 
immersed, VERB 
calcium, NOUN 

, SPACE 
ions, NOUN 
dissolve, VERB 
concentration, NOUN 
calcium, NOUN 
ions, NOUN 
dissolved, VERB 
small, ADJ 

, SPACE 
calcium, NOUN 
ions, NOUN 
dissolved, VERB 
Naturally, ADV 
complete, ADJ 
release, NOUN 
calcium, NOUN 
ions, NOUN 
hardly, ADV 
occurs, VERB 

, SPACE 
bioliquid, NOUN 
appropriate, ADJ 
method, NOUN 
necessary, ADJ 
estimation, NOUN 

, SPACE 
study, NOUN 
changes, NOUN 
compositions, NOUN 
chemical, ADJ 
states, NOUN 
calcium, NOUN 
surface-, NOUN 

, SPACE 
modified, VERB 
layers, NOUN 
characterized, VERB 
X, NOUN 
ray, NOUN 
photo, NOUN 
electron, NOUN 
spectroscopy, NOUN 
XPS, PROPN 

, SPACE 
estimate, VERB 
dissolution, NOUN 
calcium, NOUN 
ions, NOUN 
surface, NOUN 
dissolution, NOUN 

, SPACE 
calcium, NOUN 
surface, NOUN 
change, NOUN 
chemical, ADJ 
condition, NOUN 

, SPACE 
dissolution, NOUN 
consequently, ADV 
assessed, VERB 
XPS, PROPN 
information, NOUN 
provide, VERB 
important, ADJ 

, SPACE 
clue, NOUN 
understanding, NOUN 
bone, NOUN 
conduction, NOUN 
calcium, NOUN 
ion, NOUN 
implanted, VERB 
titanium, NOUN 

, SPACE 
study, NOUN 
attempts, VERB 
use, VERB 
surface, NOUN 
analysis, NOUN 
techniques, NOUN 
estimation, NOUN 

, SPACE 
dissolution, NOUN 
element, NOUN 
material, NOUN 
dissolution, NOUN 
element, NOUN 

, SPACE 
small, ADJ 
detection, NOUN 
element, NOUN 
solvent, NOUN 
difficult, ADJ 
field, NOUN 
biomaterials, NOUN 

, SPACE 
microdissolution, NOUN 
plays, VERB 
important, ADJ 
roles, NOUN 
example, NOUN 
bone, NOUN 
formation, NOUN 
bioactive, ADJ 

, SPACE 
glasses, NOUN 
occurs, VERB 
microrelease, NOUN 
ions, NOUN 
estimation, NOUN 
dissolution, NOUN 

, SPACE 
element, NOUN 
biomaterial, NOUN 
important, ADJ 
investigating, VERB 
performance, NOUN 
bone, NOUN 

, SPACE 
conductiyity, NOUN 
fields, NOUN 
similar, ADJ 
situation, NOUN 
exists, VERB 
approach, NOUN 

, SPACE 
useful, ADJ 

, SPACE 
materials, NOUN 
investigated, VERB 
study, NOUN 
assumed, VERB 
biomaterials, NOUN 

, SPACE 
specimens, NOUN 
treated, VERB 
ambient, ADJ 
atmosphere, NOUN 
exposed, VERB 
air, NOUN 

, SPACE 
analysis, NOUN 

, SPACE 
EXPERIMENTAL, PROPN 
METHOD, PROPN 

, SPACE 
Preparation, PROPN 
specimens, NOUN 

, SPACE 
Commercially, ADV 
pure, ADJ 
titanium, NOUN 
plates, NOUN 
0.4, NUM 
mm, NUM 
thickness, NOUN 
starting, NOUN 

, SPACE 
material, NOUN 
chemical, NOUN 
composition, NOUN 
shown, VERB 
Table, PROPN 
1, NUM 
titanium, NOUN 
plates, NOUN 

, SPACE 
metallographically, ADV 
polished, VERB 
followed, VERB 
polishing, VERB 
diamond, NOUN 
paste, NOUN 
composed, VERB 
1, NUM 
pm, NOUN 

, SPACE 
particles, NOUN 
ultrasonic, ADJ 
rinsing, NOUN 
acetone, NOUN 
ethanol, NOUN 
900, NUM 
s, NOUN 
drying, VERB 
stream, NOUN 

, SPACE 
high, ADJ 
purity, NOUN 
nitrogen, NOUN 
>, X 
99.999, NUM 

, SPACE 
Calcium, NOUN 
ions, NOUN 
implanted, VERB 
titanium, NOUN 
plate, NOUN 

, SPACE 
acceleration, NOUN 
energy, NOUN 
18, NUM 
keV, NOUN 
ion, NOUN 
beam, NOUN 
current, ADJ 
density, NOUN 
50, NUM 
pA, NUM 
cm2, NOUN 
assist, ADJ 
gas, NOUN 

, SPACE 
implantation, NOUN 
krypton, PROPN 
Calcium, NOUN 
ions, NOUN 
uniformly, ADV 
implanted, VERB 
amounts, NOUN 

, SPACE 
10, NUM 
ions, NOUN 
cm2, NOUN 
color, NOUN 
calcium, NOUN 
ion, NOUN 
implanted, VERB 
titanium, NOUN 
pale, ADJ 
gold, NOUN 
calcium-, ADJ 

, SPACE 
Table, NOUN 
1, NUM 
Chemical, ADJ 
composition, NOUN 
commercial, ADJ 
pure, ADJ 
titamum, NUM 

, SPACE 
Composition, PROPN 
mass%, PROPN 

, SPACE 
H, PROPN 
c, NOUN 
N, PROPN 
0, NUM 
Fe, PROPN 
Ti, PROPN 

, SPACE 
0.007, NUM 
0.033, NUM 
0.003, NUM 
0.048, NUM 
0.029, NUM 
Balance, PROPN 

, SPACE 
Microdissolution, PROPN 
calcium, NOUN 
ions, NOUN 
1581, NUM 

, SPACE 
ion, NOUN 
implanted, VERB 
plates, NOUN 
ultrasonically, ADV 
rinsed, VERB 
acetone, NOUN 
ethanol, NOUN 
900, NUM 
s, NOUN 

, SPACE 
dried, VERB 
nitrogen, NOUN 
acetone, NOUN 
ethanol, NOUN 
degassed, ADJ 
dehydrated, VERB 

, SPACE 
addition, NOUN 
specimens, NOUN 
exposed, VERB 
air, NOUN 
operation, NOUN 
specimens, NOUN 

, SPACE 
restored, VERB 
desiccator, NOUN 
surface, NOUN 
analysis, NOUN 

, SPACE 
immersion, NOUN 
nitric, NOUN 
acid, NOUN 
buffer, VERB 
solutions, NOUN 

, SPACE 
Nitric, PROPN 
acid, NOUN 
solutions, NOUN 
dissolution, NOUN 
calcium, NOUN 
ions, NOUN 

, SPACE 
characterization, NOUN 
changes, NOUN 
chemical, ADJ 
states, NOUN 
elements, NOUN 
specimens, NOUN 
caused, VERB 

, SPACE 
dissolution, NOUN 
Specimens, NOUN 
immersed, VERB 
nitric, ADJ 
acid, NOUN 
solutions, NOUN 
9.68,1, PROPN 
lo-, PROPN 
10e2, NUM 
mol, PROPN 
l, PROPN 

, SPACE 
3, NUM 
10, NUM 
K, NOUN 
1, NUM 
03, NUM 
1, NUM 
O6, PROPN 
s, NOUN 
scaled, VERB 
polytetrafluoroethylene, NOUN 
bottles, NOUN 
pH, NUM 
values, NOUN 
nitric, NOUN 

, SPACE 
acid, NOUN 
solutions, NOUN 
-0.99, NUM 
0, NUM 
1, NUM 
2, NUM 
9.68, NUM 
mol, PROPN 
l, PROPN 
1, NUM 
mol, PROPN 
l, PROPN 
10, NUM 
mol, PROPN 
l, PROPN 
10e2, NUM 
mol, PROPN 
l, NOUN 

, SPACE 
solutions, NOUN 
respectively, ADV 
Phosphate, PROPN 
citric, NOUN 
acid, NOUN 
buffers, NOUN 
pH, NUM 
5.2, NUM 
7.2, NUM 
prepared, VERB 

, SPACE 
Na2HP04, PROPN 
C6Hs07, PROPN 
adopted, VERB 
pH, NUM 
hard, ADJ 
tissue, NOUN 
near, ADP 

, SPACE 
materials, NOUN 
inserted, VERB 
immediately, ADV 
decreases, VERB 
5.2,9, PROPN 
normal, ADJ 
biological, ADJ 
system, NOUN 

, SPACE 
pH, PROPN 
7.2, NUM 
7.4, NUM 
Specimens, NOUN 
immersed, VERB 
buffers, NOUN 
310, NUM 
K, NOUN 
103, NUM 
5, NUM 
x, SYM 
lo6, PROPN 
s., X 
ion, NOUN 

, SPACE 
concentrations, NOUN 
pH, NUM 
values, NOUN 
buffer, NOUN 
solutions, NOUN 
summarized, VERB 
Table, PROPN 
2, NUM 
buffer, NOUN 

, SPACE 
capacity, NOUN 
solutions, NOUN 
affected, VERB 
existence, NOUN 
calcium, NOUN 
ions, NOUN 

, SPACE 
change, NOUN 
pH, NUM 
observed, VERB 
experiments, NOUN 
immersion, NOUN 
specimens, NOUN 
rinsed, VERB 

, SPACE 
times, NOUN 
de, ADJ 
ionized, ADJ 
water, NOUN 
300, NUM 
s, NOUN 
dried, VERB 
nitrogen, NOUN 

, SPACE 
X, NOUN 
ray, NOUN 
photo, NOUN 
electron, NOUN 
spectroscopy, NOUN 

, SPACE 
X, NOUN 
ray, NOUN 
photo, NOUN 
electron, NOUN 
spectroscopy, NOUN 
performed, VERB 
electron, NOUN 
spectrometer, NOUN 
SSI, PROPN 

, SPACE 
SSXlOO, PROPN 
binding, VERB 
energies, NOUN 
given, VERB 
paper, NOUN 
relative, ADJ 
Fermi, PROPN 
level, NOUN 

, SPACE 
spectra, PROPN 
excited, VERB 
monochromatized, ADJ 
Al, PROPN 
Ka, PROPN 
1,2, NUM 
line, NOUN 
1486.61, NUM 
eV, PROPN 
electron, NOUN 

, SPACE 
energy, NOUN 
analyser, NOUN 
operated, VERB 
constant, ADJ 
analysing, VERB 
energy, NOUN 
mode, NOUN 
pass, ADJ 
energy, NOUN 

, SPACE 
20, NUM 
eV, NUM 
calibrated, VERB 
energies, NOUN 
Au, PROPN 
4f7,2, NUM 
84.07, NUM 
eV, NUM 
Au, PROPN 
4fsi2, NOUN 
87.74, NUM 
eV, PROPN 
pure, ADJ 

, SPACE 
gold, NOUN 
Cu, PROPN 
2p3,2, PROPN 
932.53, NUM 
eV, NUM 
Cu, PROPN 
2~312, NUM 
952.35, NUM 
eV, X 
Cu, PROPN 
Auger, PROPN 
L3M4,sM4,~, PROPN 
line, NOUN 

, SPACE 
918.65eV, PROPN 
pure, ADJ 
copper, NOUN 
Resolution, NOUN 
width, NOUN 
half, ADJ 
maximum, ADJ 
FWHM, NOUN 

, SPACE 
Au, PROPN 
4fTi2, NOUN 
peak, NOUN 
0.96eV, NUM 
experimental, ADJ 
conditions, NOUN 
base, NOUN 
pressure, NOUN 

, SPACE 
5.8, NUM 
x, SYM 
lo-, NUM 
Pa, NOUN 
spectral, ADJ 
acquisitions, NOUN 
angle, NOUN 
photo, NOUN 
electron, NOUN 

, SPACE 
35, NUM 
surface, NOUN 
specimen, NOUN 
quantification, NOUN 
performed, VERB 
according, VERB 

, SPACE 
methods, NOUN 
Asami, PROPN 
et, NOUN 
al.123’3, NUM 
compositions, NOUN 
surface, NOUN 
oxides, VERB 

, SPACE 
determined, VERB 
addition, NOUN 
thickness, NOUN 
surface, NOUN 
oxide, NOUN 
film, NOUN 
simultaneously, ADV 
calculated, VERB 

, SPACE 
Empirica114, PROPN 
16, NUM 
published, VERB 
data, NOUN 
applied, VERB 
photo, NOUN 
ionization, NOUN 
cross, NOUN 
sections, NOUN 

, SPACE 
quantification, NOUN 
Relative, ADJ 
photo, NOUN 
ionization, NOUN 
cross, NOUN 
sections, NOUN 
core, NOUN 
levelj, PROPN 
element, NOUN 

, SPACE 
0, NUM 
oii, NOUN 
/coin, NOUN 
study, NOUN 
summarized, VERB 
Table, PROPN 
3, NUM 

, SPACE 
Table, NOUN 
2, NUM 
Concentrations, NOUN 
pH, NUM 
values, NOUN 

, SPACE 
buffer, NOUN 
solutions, NOUN 

, SPACE 
Concentration, PROPN 
nmol, PROPN 
l, PROPN 
PH, PROPN 

, SPACE 
107.2, NUM 
46.4, NUM 
5.2, NUM 

, SPACE 
173.9, NUM 
13.1, NUM 
7.2, NUM 

, SPACE 
1582, NUM 
T., PROPN 
Hanawa, PROPN 
er, INTJ 
ul, PROPN 

, SPACE 
Table, PROPN 
3, NUM 
Photo, NOUN 
ionization, NOUN 
cross, NOUN 
sections, NOUN 
level, NOUN 
j, PROPN 

, SPACE 
element, NOUN 
relative, ADJ 
0, NUM 
CT,,,~,J,~, PROPN 

, SPACE 
Photo, PROPN 
ionization, NOUN 
cross, NOUN 
section, ADJ 

, SPACE 
Level, PROPN 
Ti, PROPN 
2pl, ADJ 
J, PROPN 
2p, PROPN 
P, PROPN 
2P, PROPN 
c, NOUN 

, SPACE 
fl#,'1001\, ADJ 
.28, PROPN 
2.59, NUM 
0.786, NUM 
0.341, NUM 

, SPACE 
Reference, PROPN 
16, NUM 
Ii, PROPN 
14, NUM 
17, NUM 

, SPACE 
EXPERIMENTAL, PROPN 
RESULTS, NOUN 

, SPACE 
Change, PROPN 
relative, ADJ 
concentration, NOUN 

, SPACE 
gold, NOUN 
color, NOUN 
specimens, NOUN 
gradually, ADV 
returned, VERB 
original, ADJ 
titanium, NOUN 
color, NOUN 

, SPACE 
immersion, NOUN 
C, PROPN 
1s, PROPN 
spectra, PROPN 
obtained, VERB 
specimens, NOUN 
contain, VERB 
carbonate, NOUN 

, SPACE 
peak, NOUN 
detected, VERB 
binding, VERB 
energy, NOUN 
region, NOUN 
289, NUM 
290, NUM 
eV, NUM 
C, PROPN 
1s, PROPN 
peak, NOUN 

, SPACE 
originating, VERB 
carbonate, PROPN 
appear, VERB 
carbon, NOUN 
detected, VERB 
XPS, PROPN 
assigned, VERB 

, SPACE 
surface, NOUN 
contamination, NOUN 
addition, NOUN 
nitrogen, NOUN 
detected, VERB 
specimens, NOUN 

, SPACE 
N, PROPN 
1s, PROPN 
peak, NOUN 
originating, VERB 
nitrate, ADJ 
undetected, VERB 
experiments, NOUN 
indicating, VERB 
nitrate, ADJ 

, SPACE 
present, ADJ 
specimens, NOUN 
Nitrogen, PROPN 
originated, VERB 
surface, NOUN 

, SPACE 
contamination, NOUN 
environment, NOUN 
hand, NOUN 
phosphorus, NOUN 
detected, VERB 

, SPACE 
specimens, NOUN 
immersed, VERB 
buffers, NOUN 
phosphorus, NOUN 
existed, VERB 
phosphate, NOUN 
judging, VERB 

, SPACE 
peak, ADJ 
binding, VERB 
energy, NOUN 
8.19, NUM 
phosphate, NOUN 
apparently, ADV 
came, VERB 
phosphate, ADJ 
ions, NOUN 
buffer, NOUN 

, SPACE 
phosphate, NOUN 
usually, ADV 
adsorbed, VERB 
titanium, NOUN 
constitute, VERB 
surface, NOUN 
oxide, NOUN 

, SPACE 
Carbon, PROPN 
nitrogen, NOUN 
phosphorus, NOUN 
contained, VERB 
quantification, NOUN 
relative, ADJ 

, SPACE 
concentrations, NOUN 
calcium, NOUN 
oxygen, NOUN 
and/or, CCONJ 
titanium, NOUN 
specimens, NOUN 

, SPACE 
immersion, NOUN 
assuming, VERB 
gross, ADJ 
elements, NOUN 
detected, VERB 
XPS, PROPN 

, SPACE 
100, NUM 
mol%, PROPN 
calculated, VERB 

, SPACE 
Changes, NOUN 
calcium, NOUN 
concentrations, NOUN 
specimens, NOUN 
immersed, VERB 
nitric, ADJ 
acid, NOUN 
solutions, NOUN 

, SPACE 
phosphate4tric, NUM 
acid, NOUN 
buffers, NOUN 
immersion, NOUN 
time, NOUN 
shown, VERB 
Fig, PROPN 
1, NUM 
value, NOUN 
marked, VERB 

, SPACE 
unimmersion, NOUN 
represents, VERB 
calcium, NOUN 
concentration, NOUN 
calcium, NOUN 
ion, NOUN 
implanted, VERB 
titanium, NOUN 

, SPACE 
immersion, NOUN 
Calcium, NOUN 
decreased, VERB 
nitric, ADJ 
acid, NOUN 
solutions, NOUN 
buffer, NOUN 

, SPACE 
solutions, NOUN 
indicating, VERB 
calcium, NOUN 
dissolved, VERB 
solutions, NOUN 
larger, ADJ 

, SPACE 
concentration, NOUN 
nitric, NOUN 
acid, NOUN 
solution, NOUN 
lower, ADJ 
pH, NUM 
solution, NOUN 
larger, ADJ 

, SPACE 
dissolution, NOUN 
calcium, NOUN 
decrease, NOUN 
calcium, NOUN 
pH, NUM 
5.2, NUM 
buffer, NOUN 
larger, ADJ 

, SPACE 
pH, NUM 
7.2, NUM 
buffer, NOUN 
concentration, NOUN 
calcium, NOUN 
approximately, ADV 

, SPACE 
6, NUM 
mol%, PROPN 
gold, NOUN 
color, NOUN 
eliminated, VERB 
seen, VERB 
Fig, PROPN 
1, NUM 
logarithm, NOUN 

, SPACE 
calcium, NOUN 
concentration, NOUN 
cCa, PROPN 
decreases, VERB 
linearly, ADV 
logarithm, NOUN 
immersion, NOUN 
time, NOUN 
t., PROPN 

, SPACE 
Figure, PROPN 
2, NUM 
shows, VERB 
changes, NOUN 
oxygen, NOUN 
concentrations, NOUN 
specimens, NOUN 
immersed, VERB 
nitric, NOUN 

, SPACE 
acid, NOUN 
solutions, NOUN 
buffer, NOUN 
solutions, NOUN 
immersion, NOUN 
time, NOUN 
Oxygen, PROPN 
decreased, VERB 

, SPACE 
dissolution, NOUN 
calcium, NOUN 
immersion, NOUN 
solutions, NOUN 
logarithm, NOUN 
oxygen, NOUN 

, SPACE 
concentration, NOUN 
co, NOUN 
decreases, VERB 
linearly, ADV 
logarithm, NOUN 
immersion, NOUN 
time, NOUN 
t., PROPN 
relative, ADJ 

, SPACE 
concentration, NOUN 
titanium, NOUN 
increased, VERB 
immersion, NOUN 
solutions, NOUN 
shown, VERB 
Fig, PROPN 

, SPACE 
3, X 
logarithm, NOUN 
titanium, NOUN 
concentration, NOUN 
cri, PROPN 
increases, VERB 
logarithm, NOUN 

, SPACE 
immersion, NOUN 
time, NOUN 
t., PROPN 

, SPACE 
Microdissolution, PROPN 
calcium, NOUN 
ions, NOUN 
1583, NUM 

, SPACE 

, SPACE 
unimmersion, VERB 

, SPACE 
pH, NUM 
5.2, NUM 
bf, NOUN 

, SPACE 
0.1, NUM 
1, NUM 
pH, NUM 
7.2, NUM 
bf, NOUN 
m, VERB 
I., PROPN 

, SPACE 
IO2, PROPN 
IO3, PROPN 
IO4, PROPN 
lo5, NOUN 
IO6, PROPN 
IO7, PROPN 

, SPACE 
Immersion, PROPN 
time, NOUN 
tl, PROPN 
s, PART 

, SPACE 
Fig, PROPN 
1, NUM 
Changes, NOUN 
concentration, NOUN 
calcium, NOUN 
calcium, NOUN 
ion, NOUN 
implanted, VERB 
titanium, NOUN 
immersion, NOUN 

, SPACE 
time, NOUN 
nitric, ADJ 
acid, NOUN 
solutions, NOUN 
na, ADP 
phosphate, ADJ 
citric, NOUN 
acid, NOUN 
buffers, NOUN 
bf, NUM 

, SPACE 
Proportions, NOUN 
spectra, PROPN 
different, ADJ 
chemical, NOUN 
states, NOUN 

, SPACE 
0, PROPN 
1s, NUM 
spectra, NOUN 

, SPACE 
0, NUM 
1s, NUM 
XPS, PROPN 
spectrum, NOUN 
decomposed, VERB 
spectra, NOUN 
originating, VERB 
oxide, NOUN 
02-, NUM 

, SPACE 
hydroxide, NOUN 
hydroxyl, PROPN 
groups, NOUN 
OH-, PROPN 
hydrate, VERB 
and/or, CCONJ 
adsorbed, PROPN 
water.20, PROPN 
Figure, PROPN 
4, NUM 
shows, VERB 

, SPACE 
change, NOUN 
ratio, NOUN 
area, NOUN 
spectrum, NOUN 
originating, VERB 
02-, PROPN 
OH-, PROPN 

, SPACE 
O-‘]/[OH-1, PROPN 
function, NOUN 
immersion, NOUN 
time, NOUN 
ratio, NOUN 
proportionally, ADV 
increases, VERB 

, SPACE 
logarithm, NOUN 
immersion, NOUN 
time, NOUN 
indicating, VERB 
hydroxyl, PROPN 
groups, NOUN 
decreases, VERB 
immersion, NOUN 

, SPACE 
time, NOUN 
dissolution, NOUN 
calcium, NOUN 

, SPACE 
Ti, PROPN 
2p, NOUN 
spectra, NOUN 

, SPACE 
Ti, PROPN 
2p, NOUN 
XPS, PROPN 
spectrum, NOUN 
decomposed, VERB 
peaks, NOUN 
corresponding, VERB 
Ti, PROPN 
Ti2, INTJ 
+, CCONJ 
Ti3, PRON 
+, ADJ 

, SPACE 
Ti4, NOUN 
+, ADJ 
states, NOUN 
proportion, NOUN 
Ti4, ADJ 
+, PROPN 
spectrum, NOUN 
Ti02, PROPN 
oxidised, VERB 
states, NOUN 
Ti'+, INTJ 

, SPACE 
Ti3, PROPN 
+, NOUN 
Ti4, PROPN 
+, NOUN 
considerable, ADJ 
interest, NOUN 
Changes, NOUN 
proportion, NOUN 
Ti4, ADJ 
+, ADJ 
oxide, NOUN 

, SPACE 
state, NOUN 
shown, VERB 
Fig, PROPN 
5, NUM 
