Nuclear, PROPN 
resonance, NOUN 
reaction, NOUN 
carbon, NOUN 
concentrations, NOUN 

, SPACE 
films, NOUN 
calculated, VERB 
integrating, VERB 
resonant, ADJ 
scattering, VERB 
cross, NOUN 
section, NOUN 
energy, NOUN 
width, NOUN 
layer, NOUN 

, SPACE 
limits, NOUN 
integration, NOUN 
results, NOUN 
backscattering, NOUN 
analysis, NOUN 
technique, NOUN 
compared, VERB 
predicted, VERB 
carbon, NOUN 

, SPACE 
concentrations, NOUN 
obtained, VERB 
ERD, PROPN 
found, VERB 
predictions, NOUN 
techniques, NOUN 
correlated, VERB 
uncertainty, NOUN 

, SPACE 
method, NOUN 

, SPACE 
1, X 
Introduction, NOUN 

, SPACE 
Rutherford, PROPN 
backscattering, VERB 
spectrometry, NOUN 
RBS, PROPN 
fre-, NOUN 

, SPACE 
quently, ADV 
method, NOUN 
thin, ADJ 
film, NOUN 
analysis, NOUN 

, SPACE 
measuring, VERB 
light, ADJ 
element, NOUN 
carbon, NOUN 

, SPACE 
relatively, ADV 
heavy, ADJ 
SiGeC, NOUN 
matrix, NOUN 
sensitivity, NOUN 
poor, ADJ 

, SPACE 
detect, VERB 
carbon, NOUN 
concentrations, NOUN 
1, NUM 
10, NUM 
range, NOUN 

, SPACE 
background, NOUN 
signal, NOUN 
Si, PROPN 
Ge, PROPN 

, SPACE 
Z2, PROPN 
dependence, NOUN 
scattering, VERB 
cross, NOUN 
section, NOUN 
11, NUM 

, SPACE 
scattering, VERB 
cross, NOUN 
section, NOUN 
carbon, NOUN 
enhanced, VERB 

, SPACE 
effect, NOUN 
background, NOUN 
signal, NOUN 
lessened, VERB 

, SPACE 
accomplished, VERB 
use, NOUN 
12C(a, PROPN 
a)“C, NOUN 
elastic, ADJ 
reso-, NOUN 

, SPACE 
nance, NOUN 
reaction, NOUN 
local, ADJ 
maximum, NOUN 
near, ADP 
4.265, NUM 

, SPACE 
MeV., NOUN 
energy, NOUN 
cross, NOUN 
section, NOUN 
enhanced, VERB 

, SPACE 
factor, NOUN 
100, NUM 
Rutherford, PROPN 
scattering, VERB 
2, NUM 
41, NUM 

, SPACE 
data, NOUN 
analyzed, VERB 
means, NOUN 
technique, NOUN 

, SPACE 
backscattering, NOUN 
yield, NOUN 
equation, NOUN 
integrated, VERB 
reso-, NOUN 

, SPACE 
nance, NOUN 
area, NOUN 
cross, NOUN 
section, NOUN 
described, VERB 

, SPACE 
detail, NOUN 
separate, ADJ 
technique, NOUN 
elastic, ADJ 
recoil, NOUN 
detection, NOUN 
ERD, PROPN 

, SPACE 
analyze, VERB 
carbon, NOUN 
concentrations, NOUN 

, SPACE 
samples, NOUN 
5, NUM 
benefits, NOUN 
ERD, PROPN 
analysis, NOUN 

, SPACE 
elimination, NOUN 
heavy, ADJ 
element, NOUN 
background, NOUN 
signal, NOUN 

, SPACE 
carbon, NOUN 
signal, NOUN 
obscured, VERB 
data, NOUN 

, SPACE 
Corresponding, PROPN 
author, NOUN 
Tel, INTJ 
602, NUM 
965, NUM 
5021, NUM 
fax, NOUN 
602, NUM 
965, NUM 
3534, NUM 

, SPACE 
e, NOUN 
mail, NOUN 
aseah@asuvm.inre.asu.edu, AUX 
experiments, NOUN 
analyzed, VERB 
program, NOUN 
SER-, X 

, SPACE 
DAP, PROPN 
6, NUM 
objective, NOUN 
study, NOUN 
compare, VERB 

, SPACE 
predictions, NOUN 
carbon, NOUN 
concentrations, NOUN 

, SPACE 
methods, NOUN 

, SPACE 
2, X 
Experimental, ADJ 

, SPACE 
samples, NOUN 
analyzed, VERB 
experiment, NOUN 
layers, NOUN 

, SPACE 
Si,_,_,Ge, PROPN 
C, PROPN 
0.25, NUM 
<, X 
x, SYM 
<, X 
0.37, NUM 
0.01, NUM 
<, X 
y, PROPN 
<, X 
0.12, NUM 

, SPACE 
grown, VERB 
Si(100, PROPN 
substrates, NOUN 
layer, NOUN 
thicknesses, NOUN 
ranged, VERB 

, SPACE 
200, NUM 
300, NUM 
ML, NOUN 
backscattering, NOUN 
measurements, NOUN 

, SPACE 
General, PROPN 
Ionex, PROPN 
tandem, NOUN 
Cockroft, PROPN 
Wal-, NOUN 

, SPACE 
ton, NOUN 
accelerator, NOUN 
vacuum, NOUN 
backscattering, NOUN 
chamber, NOUN 

, SPACE 
1, NUM 
X, NUM 
lo-, ADV 
Torr, PROPN 
detector, NOUN 
scattering, VERB 
angle, NOUN 

, SPACE 
170.0, NUM 
f, PROPN 
0.3, NUM 
sample, NOUN 
tilted, VERB 
sample, NOUN 

, SPACE 
normal, ADJ 
7, NUM 
incident, NOUN 
beam, NOUN 
sample, NOUN 
stage, NOUN 

, SPACE 
slowly, ADV 
rotated, VERB 
reduce, VERB 
possibility, NOUN 
channeling, VERB 

, SPACE 
detector, NOUN 
solid, ADJ 
angle, NOUN 
0, NUM 
1.07, NUM 
f, PROPN 
0.05, NUM 
X, PROPN 
10e3, NUM 
sr, NOUN 

, SPACE 
Beam, PROPN 
energy, NOUN 
calibration, NOUN 
i60(a, PROPN 
a)‘60, PROPN 

, SPACE 
elastic, ADJ 
resonance, NOUN 
reaction, NOUN 
method, NOUN 
based, VERB 
Scott, PROPN 

, SPACE 
Paine, PROPN 
7, NUM 
spectrum, NOUN 
additionally, ADV 
calibrated, VERB 

, SPACE 
aid, NOUN 
americium, NOUN 
marker, NOUN 
emits, VERB 
5.486, NUM 
MeV, PROPN 

, SPACE 
alpha, NOUN 
particles, NOUN 
keV, PROPN 
channel, NOUN 
conversion, NOUN 
en-, NOUN 

, SPACE 
ergy, NOUN 
offset, NOUN 
determined, VERB 
calibration, NOUN 
subroutine, NOUN 

, SPACE 
simulation, NOUN 
program, NOUN 
RUMP, PROPN 
8, NUM 
subroutine, NOUN 

, SPACE 
verifies, VERB 
incident, PROPN 
ion, NOUN 
energy, NOUN 
combination, NOUN 

, SPACE 
0168, NUM 
583X/96/$15.00, NUM 
Copyright, NOUN 
0, NUM 
19, NUM 
Elsevier, ADJ 
Science, PROPN 
B.V., PROPN 
rights, NOUN 
reserved, VERB 

, SPACE 
SSDI, PROPN 
0168, NUM 
583X(95)01468, NUM 
3, NUM 

, SPACE 
A.E., PROPN 
Buir, PROPN 
et, PROPN 
al./Nucl, PROPN 
Instr, PROPN 
Merh, PROPN 
Phys, PROPN 
Res, PROPN 
B, PROPN 
118, NUM 
1996, NUM 
274, NUM 
277, NUM 
275, NUM 

, SPACE 
methods, NOUN 
beam, NOUN 
energy, NOUN 
detected, VERB 
energy, NOUN 
scales, NOUN 

, SPACE 
calibrated, VERB 
5, NUM 
keV., NOUN 
samples, NOUN 
ana-, ADV 

, SPACE 
lyzed, VERB 
beam, NOUN 
energy, NOUN 
2.0, NUM 
MeV, PROPN 
determine, VERB 

, SPACE 
Si, PROPN 
Ge, PROPN 
ratio, NOUN 
layer, NOUN 
thickness, NOUN 
atoms, NOUN 
cm, PROPN 

, SPACE 
values, NOUN 
obtained, VERB 
data, NOUN 
RUMP, PROPN 

, SPACE 
carbon, NOUN 
analysis, NOUN 
performed, VERB 
incident, NOUN 
energy, NOUN 

, SPACE 
4.295, NUM 
+, NUM 
0.005, NUM 
MeV, PROPN 
fluence, NOUN 
2.5, NUM 
X, NOUN 
lOI, PRON 
He*+, NUM 

, SPACE 
energy, NOUN 
places, VERB 
4.265, NUM 
MeV, NOUN 
a)‘*C, NUM 
reaction, NOUN 

, SPACE 
peak, NOUN 
near, ADP 
center, NOUN 
SiGeC, NOUN 
layer, NOUN 

, SPACE 
ERD, PROPN 
measurements, NOUN 
experiment, NOUN 

, SPACE 
performed, VERB 
EN, PROPN 
tandem, PROPN 
Van, PROPN 
de, PROPN 
Graaff, PROPN 
accelerator, NOUN 

, SPACE 
terminal, ADJ 
voltage, NOUN 
4.0, NUM 
MV, PROPN 
beam, NOUN 
Si’+, NOUN 

, SPACE 
incident, NOUN 
ions, NOUN 
energy, NOUN 
24, NUM 
MeV, PROPN 

, SPACE 
sample, NOUN 
positioned, VERB 
sample, NOUN 
normal, ADJ 

, SPACE 
angle, NOUN 
75.0, NUM 
+, NUM 
0.2, NUM 
incident, NOUN 
beam, NOUN 
detector, NOUN 

, SPACE 
positioned, VERB 
recoil, NOUN 
scattering, VERB 
angle, NOUN 

, SPACE 
30.0, NUM 
f, NOUN 
0.2, NUM 
12, NUM 
urn, NOUN 
mylar, NOUN 
foil, NOUN 
placed, VERB 

, SPACE 
detector, NOUN 
prevent, VERB 
detection, NOUN 
forward, ADV 
scattered, VERB 
heavy, ADJ 

, SPACE 
elements, NOUN 
Calibration, NOUN 
performed, VERB 
standard, NOUN 

, SPACE 
hydrogenated, VERB 
Si3N, NOUN 
hydrogen, NOUN 
concentration, NOUN 

, SPACE 
standard, NOUN 
previously, ADV 
quantified, VERB 
nuclear, ADJ 

, SPACE 
reaction, NOUN 
analysis, NOUN 
Calibration, NOUN 
necessary, ADJ 
properly, ADV 
align, VERB 

, SPACE 
sample, NOUN 
detector, NOUN 
geometries, NOUN 
sensitive, ADJ 

, SPACE 
0.2, NUM 
glancing, VERB 
angles, NOUN 
necessary, ADJ 

, SPACE 
calibrate, VERB 
charge, NOUN 
collection, NOUN 
detector, NOUN 
efficiency, NOUN 

, SPACE 
substrate, ADJ 
signal, NOUN 
normalization, NOUN 

, SPACE 
RBS, PROPN 
data, NOUN 
collected, VERB 
multichannel, PROPN 

, SPACE 
analyzer, PROPN 
converted, VERB 
spectra, PROPN 
atomic, ADJ 
fraction, NOUN 

, SPACE 
versus, ADP 
depth, NOUN 
program, NOUN 
SERDAP, PROPN 

, SPACE 
3, X 
Data, NOUN 
analysis, NOUN 

, SPACE 
3.1, NUM 
Backscattering, VERB 

, SPACE 
carbon, NOUN 
area1, NOUN 
density, PROPN 
n(x, PROPN 
obtained, VERB 

, SPACE 
backscattering, NOUN 
yield, NOUN 
equation, NOUN 
11, NUM 

, SPACE 
n(x)=, PROPN 
Y(dE, PROPN 
dx, PROPN 

, SPACE 
Q&(E, X 
1, X 

, SPACE 
d, X 
E, NOUN 
d, PROPN 
x, NOUN 
energy, NOUN 
loss, NOUN 
layer, NOUN 
Q, PROPN 

, SPACE 
incident, NOUN 
ion, NOUN 
fluence, NOUN 
R, NOUN 
detector, NOUN 
solid, ADJ 
angle, NOUN 

, SPACE 
carbon, NOUN 
yield, NOUN 
Y, PROPN 
obtained, VERB 
spectra, NOUN 

, SPACE 
integrating, VERB 
area, NOUN 
carbon, NOUN 
peak, NOUN 
subtracting, VERB 

, SPACE 
silicon, NOUN 
substrate, NOUN 
signal, NOUN 
linear, ADJ 
background, NOUN 
fit, NOUN 

, SPACE 
resonant, ADJ 
scattering, VERB 
cross, NOUN 
section, NOUN 
u, NOUN 
deter-, X 

, SPACE 
mined, VERB 
integrating, VERB 
resonance, NOUN 
data, NOUN 
incident, NOUN 

, SPACE 
energy, NOUN 
upper, ADJ 
limit, NOUN 
integration, NOUN 
energy, NOUN 

, SPACE 
edge, NOUN 
layer, NOUN 
lower, ADJ 
limit, NOUN 
integration, NOUN 

, SPACE 
stopping, VERB 
power, NOUN 
incident, NOUN 
ion, NOUN 

, SPACE 
layer, NOUN 
calculated, VERB 

, SPACE 
stopping, VERB 
powers, NOUN 
helium, NOUN 
silicon, NOUN 
E, NOUN 
germa-, NOUN 

, SPACE 
nium, NOUN 
E, PROPN 
carbon, PROPN 
cc, PROPN 
taken, VERB 
TRIM-92, NOUN 
191, NUM 
function, NOUN 
fit, ADJ 
region, NOUN 
interest, NOUN 

, SPACE 
element, NOUN 
form, NOUN 

, SPACE 
E;=, PROPN 
In(E, PROPN 
+, ADP 
B]/E, NUM 

, SPACE 
evaluated, VERB 
incident, NOUN 
beam, NOUN 
energy, NOUN 
Bragg, PROPN 
law, NOUN 

, SPACE 
calculate, VERB 
stopping, NOUN 
layer, NOUN 

, SPACE 
E, NOUN 
=, NOUN 
XSiESi, PROPN 
+, ADP 
X,,&oc+XCEc, NOUN 
3, X 

, SPACE 
Xi, PROPN 
atomic, ADJ 
fraction, NOUN 
element, PROPN 
i., PROPN 

, SPACE 
concentration, NOUN 
carbon, NOUN 
initially, ADV 
unknown, ADJ 
equa-, ADJ 

, SPACE 
tions, NOUN 
solved, VERB 
iteratively, ADV 
carbon, NOUN 
concentration, NOUN 

, SPACE 
converged, VERB 
energy, NOUN 
edge, NOUN 
layer, NOUN 

, SPACE 
determined, VERB 
multiplying, VERB 
stopping, VERB 
value, NOUN 
film, NOUN 

, SPACE 
thickness, NOUN 
values, NOUN 
integrate, VERB 

, SPACE 
resonant, NOUN 
scattering, VERB 
cross, ADJ 
sectional, ADJ 
area, NOUN 

, SPACE 
3.2, X 
Elastic, ADJ 
recoil, NOUN 
detection, NOUN 

, SPACE 
Data, NOUN 
elastic, ADJ 
recoil, NOUN 
detection, NOUN 
measurements, NOUN 

, SPACE 
collected, VERB 
multichannel, NOUN 
analyzer, NOUN 
plotted, VERB 

, SPACE 
counts, NOUN 
versus, ADP 
channel, NOUN 
spectra, NOUN 
converted, VERB 

, SPACE 
atomic, ADJ 
fraction, NOUN 
versus, ADP 
depth, NOUN 
program, NOUN 
SERDAP, PROPN 

, SPACE 
atomic, ADJ 
density, NOUN 
carbon, NOUN 
atoms, NOUN 
layer, NOUN 

, SPACE 
calculated, VERB 
yield, NOUN 
equation, NOUN 
IO, PROPN 

, SPACE 
Y,(EcJ, PROPN 
=, PROPN 
QMxb(Eb, PROPN 
>, X 
4)nsE, NUM 

, SPACE 
cos, ADP 
8, NUM 
dE,/dx, PUNCT 
4, X 

, SPACE 
Q, PROPN 
incident, NOUN 
ion, NOUN 
fluence, NOUN 
N,(x, PROPN 
atomic, ADJ 

, SPACE 
density, NOUN 
carbon, NOUN 
layer, NOUN 
depth, NOUN 
x, PROPN 
a(E, PROPN 
4, NUM 

, SPACE 
scattering, VERB 
cross, NOUN 
section, NOUN 
carbon, NOUN 
experi-, NUM 

, SPACE 
ment, NOUN 
obeys, VERB 
model, NOUN 
Rutherford, PROPN 
0, NUM 
detector, NOUN 

, SPACE 
solid, ADJ 
angle, NOUN 
SE, PROPN 
energy, NOUN 
width, NOUN 
channels, NOUN 

, SPACE 
cos, ADP 
0, NUM 
cosine, NOUN 
angle, NOUN 
incident, NOUN 

, SPACE 
beam, NOUN 
sample, NOUN 
surface, NOUN 
normal, ADJ 
subscript, NOUN 
r, NOUN 
refers, VERB 

, SPACE 
recoiled, ADJ 
atom, NOUN 
term, NOUN 
dE,/dx, NOUN 
stopping, VERB 

, SPACE 
power, NOUN 
incident, NOUN 
silicon, NOUN 
ion, NOUN 
inward, ADJ 
path, NOUN 

, SPACE 
carbon, NOUN 
recoil, NOUN 
outward, ADJ 
path, NOUN 
evaluated, VERB 

, SPACE 
slab, NOUN 
analysis, NOUN 
energy, NOUN 
width, NOUN 
channel, NOUN 
6, NUM 
Ed, PROPN 

, SPACE 
determined, ADJ 
energy, NOUN 
surface, NOUN 
element, NOUN 
peak, NOUN 

, SPACE 
divided, VERB 
channel, NOUN 
number, NOUN 
peak, NOUN 
Energy, NOUN 
loss, NOUN 

, SPACE 
mylar, ADJ 
foil, NOUN 
calculated, VERB 
slab, NOUN 
analysis, NOUN 

, SPACE 
4, X 
Results, NOUN 

, SPACE 
ERD, PROPN 
spectrum, VERB 
sample, NOUN 
F, PROPN 
shown, VERB 
Fig, PROPN 
1, NUM 

, SPACE 
plot, NOUN 
shows, VERB 
atomic, ADJ 
fraction, NOUN 
versus, ADP 
depth, NOUN 

, SPACE 
noted, VERB 
depth, NOUN 
resolution, NOUN 
technique, NOUN 
approxi-, X 

, SPACE 
mately, ADV 
200, NUM 
x, SYM 
lOi, ADJ 
atoms, NOUN 
cm, PROPN 
surface, NOUN 

, SPACE 
sample, NOUN 
shown, VERB 
half, ADJ 
height, NOUN 
edge, NOUN 

, SPACE 
carbon, NOUN 
signal, NOUN 
slope, NOUN 
edge, NOUN 
result, NOUN 

, SPACE 
depth, NOUN 
resolution, NOUN 
concentration, NOUN 
effect, NOUN 

, SPACE 
atomic, ADJ 
fraction, NOUN 
averaged, VERB 
depth, NOUN 
200, NUM 

, SPACE 
700, NUM 
X, NOUN 
lOI, NOUN 
atoms, NOUN 
cm, PROPN 
carbon, NOUN 
concentration, NOUN 

, SPACE 
samples, NOUN 
analyzed, VERB 
listed, VERB 
Table, PROPN 
1, NUM 

, SPACE 
IV, PROPN 
ERDA, PROPN 

, SPACE 
276, NUM 
A.E., PROPN 
Bair, PROPN 
et, PROPN 
al./Nucl, PROPN 
Instr, PROPN 
Meth, PROPN 
Phys, PROPN 
Res, PROPN 
B, PROPN 
118, NUM 
1996, NUM 
274, NUM 
277, NUM 

, SPACE 
Depth, NOUN 

, SPACE 
1000, NUM 
500, NUM 
0, NUM 

, SPACE 
0.15, NUM 
1, NUM 

, SPACE 
C, NOUN 
profile, NOUN 
sample, NOUN 
F, PROPN 

, SPACE 
24, NUM 
MeV, PROPN 
Si5, PROPN 
+, PROPN 
ERD, PROPN 

, SPACE 
600, NUM 
400, NUM 
200, NUM 
0, NUM 
-200, PROPN 

, SPACE 
Depth, NOUN 
1, NUM 
xl, NUM 
015, NUM 
atotns, ADJ 
cm2, NOUN 

, SPACE 
Fig, PROPN 
1, NUM 
Elastic, ADJ 
recoil, NOUN 
detection, NOUN 
spectrum, VERB 
showing, VERB 
carbon, NOUN 

, SPACE 
profile, NOUN 
sample, NOUN 
F., PROPN 
Igstrijm, PROPN 
depth, NOUN 
scale, NOUN 
calculated, VERB 

, SPACE 
average, ADJ 
atomic, ADJ 
density, NOUN 
approximation, NOUN 
surface, NOUN 
posi-, X 

, SPACE 
tion, NOUN 
sample, NOUN 
set, VERB 
half, ADJ 
maximum, NOUN 
edge, NOUN 

, SPACE 
Atomic, ADJ 
fractions, NOUN 
obtained, VERB 
averaging, VERB 
data, NOUN 
points, NOUN 

, SPACE 
depth, NOUN 
200, NUM 
700X, PROPN 
IO, PROPN 
atoms, NOUN 
cm, PROPN 
edge, NOUN 

, SPACE 
film, NOUN 
obscured, VERB 
hydrogen, NOUN 
surface, NOUN 
signal, NOUN 

, SPACE 
shown, VERB 

, SPACE 
backscattering, NOUN 
data, NOUN 
sample, NOUN 
F, PROPN 
shown, VERB 
Fig, PROPN 

, SPACE 
2, X 
left, NOUN 
approximately, ADV 
channel, NOUN 
440, NUM 
signal, NOUN 

, SPACE 
silicon, NOUN 
layer, NOUN 
signal, NOUN 
merges, NOUN 

, SPACE 
substrate, NOUN 
silicon, NOUN 
signal, NOUN 
10, NUM 
channels, NOUN 
lower, ADJ 
effect, NOUN 

, SPACE 
silicon, NOUN 
resonance, NOUN 
reactions, NOUN 
seen, VERB 
large, ADJ 

, SPACE 
fluctuations, NOUN 
substrate, ADJ 
signal, NOUN 
yield, NOUN 
channels, NOUN 
250, NUM 

, SPACE 
420, NUM 
remainder, NOUN 
substrate, ADJ 
signal, NOUN 

, SPACE 
smooth, ADJ 
characteristic, ADJ 
purely, ADV 
Rutherford, PROPN 
cross, VERB 

, SPACE 
section, NOUN 
signal, NOUN 
carbon, NOUN 
resonance, NOUN 
reaction, NOUN 

, SPACE 
sitting, VERB 
region, NOUN 
substrate, NOUN 
signal, NOUN 

, SPACE 
silicon, NOUN 
resonance, NOUN 
interfere, VERB 
carbon, NOUN 
mea-, NOUN 

, SPACE 
surement, NOUN 

, SPACE 
5, X 
Discussion, NOUN 

, SPACE 
plot, NOUN 
comparing, VERB 
ERD, PROPN 
backscattered, ADJ 
results, NOUN 

, SPACE 
shown, VERB 
Fig, PROPN 
3, NUM 
ERD, PROPN 
values, NOUN 
plotted, VERB 

, SPACE 
Table, PROPN 
1, NUM 

, SPACE 
Carbon, PROPN 
concentrations, NOUN 
at.%, PROPN 
ERD, PROPN 
backscattering, VERB 
mea-, ADJ 

, SPACE 
surements, NOUN 

, SPACE 
Sample, PROPN 

, SPACE 

, SPACE 
B, NOUN 

, SPACE 
C, NOUN 

, SPACE 
D, PROPN 

, SPACE 
E, PROPN 

, SPACE 
F, PROPN 
ERD, PROPN 

, SPACE 
9.5, NUM 
f, PROPN 
0.5, NUM 

, SPACE 
7.4fO.5, NUM 

, SPACE 
0.8, NUM 
f, PROPN 
0.3, NUM 

, SPACE 
1.6kO.3, NUM 

, SPACE 
5.8, NUM 
0.4, NUM 

, SPACE 
8.4, NUM 
f, PROPN 
0.5, NUM 
Backscattering, PROPN 

, SPACE 
9.81t0.6, NUM 

, SPACE 
7.4, NUM 
0.5, NUM 

, SPACE 
1.3rto.4, NUM 

, SPACE 
1.9rto.4, NUM 

, SPACE 
5.5, NUM 
0.4, NUM 

, SPACE 
8.5, NUM 
f, PROPN 
0.6, NUM 
Energy, PROPN 
MeV, PROPN 

, SPACE 
1.0, NUM 

, SPACE 
14, NUM 
1.5, NUM 
2.0, NUM 
2.5, NUM 
3.0, NUM 
3.5, NUM 

, SPACE 
1, NUM 
1, NUM 

, SPACE 
12, NUM 

, SPACE 
t, NOUN 
II, PROPN 
C, PROPN 
layer, NOUN 

, SPACE 

, SPACE 
1oc, ADJ 
II, PROPN 
-I, PROPN 

, SPACE 
Si, PROPN 
substrate, NOUN 

, SPACE 
:0, PUNCT 

, SPACE 
Channel, PROPN 

, SPACE 
Fig, PROPN 
2, NUM 
backscattering, NOUN 
spectrum, VERB 
sample, NOUN 
F, PROPN 
4.295, NUM 

, SPACE 
MeV, PROPN 
incident, NOUN 
ions, NOUN 
Large, ADJ 
fluctuations, NOUN 
silicon, NOUN 
sub-, NOUN 

, SPACE 
strate, ADJ 
signal, NOUN 
silicon, NOUN 
resonance, NOUN 
reaction, NOUN 
Note, VERB 

, SPACE 
carbon, NOUN 
signal, NOUN 
sits, VERB 
region, NOUN 
affected, VERB 

, SPACE 
abscissa, ADV 
backscattering, NOUN 
values, NOUN 
plotted, VERB 

, SPACE 
ordinate, NOUN 
dashed, VERB 
line, NOUN 
denotes, VERB 
correlation, NOUN 

, SPACE 
techniques, NOUN 
carbon, NOUN 
concentration, NOUN 

, SPACE 
predictions, NOUN 
techniques, NOUN 
correlate, VERB 
k, PROPN 
0.5, NUM 

, SPACE 
at.%, NOUN 
uncertainty, NOUN 
technique, NOUN 
small, ADJ 
diver-, NOUN 

, SPACE 
gence, NOUN 
values, NOUN 
techniques, NOUN 
lowest, ADJ 

, SPACE 
carbon, NOUN 
concentrations, NOUN 
backscattered, ADJ 
values, NOUN 

, SPACE 
larger, ADJ 
ERD, PROPN 
values, NOUN 

, SPACE 
contribution, NOUN 
surface, NOUN 
contaminants, NOUN 
signal, NOUN 

, SPACE 
difficult, ADJ 
separate, VERB 
contributions, NOUN 
carbon, NOUN 
peak, NOUN 

, SPACE 
surface, NOUN 
carbon, NOUN 
carbon, NOUN 
layer, NOUN 
type, NOUN 

, SPACE 
contamination, NOUN 
misleading, ADJ 
noted, VERB 

, SPACE 
effect, NOUN 
reduced, VERB 
incident, NOUN 
beam, NOUN 

, SPACE 
energy, NOUN 
high, ADJ 
peak, NOUN 
scattering, VERB 
cross, NOUN 

, SPACE 
12, NUM 

, SPACE 
-Lineor, PROPN 
fit, PROPN 
doto, PROPN 

, SPACE 
<, X 
10, NUM 

, SPACE 
>, X 

, SPACE 
z, PROPN 
--One, PROPN 
correlation, NOUN 
/t/, PUNCT 

, SPACE 
o, NOUN 
8-, NUM 
t, NOUN 

, SPACE 
8, NUM 

, SPACE 
P, NOUN 
6-, NUM 

, SPACE 
iz, PRON 

, SPACE 
pl, X 
4-, PROPN 
2, NUM 

, SPACE 
+4, NOUN 

, SPACE 

, SPACE 
O/, X 
1, NUM 

, SPACE 
0, NUM 
2, NUM 
4, NUM 
6, NUM 
8, NUM 
10, NUM 
1, NUM 

, SPACE 
ERD, PROPN 
concentration, NOUN 

, SPACE 
Fig, PROPN 
3, NUM 
backscattering, NOUN 
carbon, NOUN 
concentrations, NOUN 
plotted, VERB 

, SPACE 
ERD, PROPN 
values, NOUN 
dashed, VERB 
line, NOUN 
shows, VERB 
position, NOUN 

, SPACE 
correlation, NOUN 
ERD, PROPN 
backscatteting, NOUN 
Note, VERB 
corre-, ADJ 

, SPACE 
lation, NOUN 
methods, NOUN 
uncertainty, NOUN 

, SPACE 
techniques, NOUN 

, SPACE 
A.E., PROPN 
Bair, PROPN 
et, PROPN 
al./Nucl, PROPN 
Instr, PROPN 
Meth, PROPN 
Phys, PROPN 
Res, PROPN 
B, PROPN 
118, NUM 
1996, NUM 
274, NUM 
277, NUM 
277, NUM 

, SPACE 
section, NOUN 
layer, NOUN 
advantage, NOUN 
